Orthogroup	Arabidopsis_thaliana	Arabidopsis_halleri
OG0001067	AT2G27420	g26223
OG0001067	AT3G49340	g16798
OG0001068	AT1G17610	g25930
OG0001068	AT5G40090	g29023
OG0001069	AT3G23260	g27143
OG0001070	AT1G17920	g25901
OG0001070	AT1G73360	g04087
OG0001071	AT1G27135	g08005
OG0001072	AT4G37120	g03022
OG0001072	AT1G65660	g24363
OG0001073	AT5G66830	g07262
OG0001074	AT2G43840	g18057
OG0001074	AT2G43820	g18056
OG0001075	AT4G25760	g10243
OG0001075	AT5G57685	g16860
OG0001076	AT1G74950	g25510, g01033
OG0001076	AT1G19180	g13930
OG0001077	AT5G39850	g26767
OG0001077	AT5G15200	g00253
OG0001078	AT5G15250	g00248
OG0001078	AT1G06430	g02288
OG0001078	AT2G30950	g25748
OG0001079	AT3G60600	g05561
OG0001079	AT2G45140	g09833
OG0001080	AT2G25760	g21497
OG0001080	AT3G13670	g06910
OG0001081	AT1G29520	g13111
OG0001081	AT5G46530	g07708
OG0001082	AT5G05370	g26026
OG0001082	AT3G10860	g05960
OG0001083	AT4G02655	g09079
OG0001088	AT4G24260	g10398
OG0001088	AT5G49720	g27068
OG0001089	AT4G34650	g00463, g00462
OG0001089	AT4G34640	g00464
OG0001090	AT3G23810	g24019
OG0001090	AT4G13940	g21359
OG0001091	AT5G38030	g20835
OG0001091	AT3G26590	g20751
OG0001091	AT1G12950	g04776
OG0001092	AT1G77510, AT3G62510	g01309
OG0001092	AT1G21750	g13380
OG0001093	AT2G18550	g22003
OG0001093	AT4G36740	g03048
OG0001094	AT2G02030	g14597
OG0001094	AT2G05600	g11620
OG0001096	AT3G63030	g05282
OG0001096	AT4G22745	g14398
OG0001097	AT5G53870	g09468
OG0001097	AT4G27520	g04511
OG0001098	AT3G04510	g06196
OG0001098	AT5G28490	g27877
OG0001099	AT1G48750	g24280, g24279
OG0001099	AT3G18280	g21574
OG0001100	AT4G27090	g04553
OG0001100	AT2G20450	g25845
OG0001101	AT3G45960	g29035
OG0001101	AT3G45970	g29036
OG0001101	AT4G38400	g02712
OG0001102	AT1G30455, AT2G45100	g09842
OG0001102	AT2G01280	g14513
OG0001102	AT3G09360	g11655
OG0001103	AT1G67600	g21078
OG0001103	AT1G24350	g26701, g25687
OG0001104	AT3G62410	g05348
OG0001104	AT2G47400	g09584
OG0001105	AT4G14560	g23203
OG0001105	AT3G23030	g22792
OG0001106	AT3G53460	g20372
OG0001106	AT2G37220	g03645
OG0001107	AT3G28980	g08612
OG0001107	AT3G28810, AT3G28820	g08656
OG0001108	AT4G22620	g14412
OG0001108	AT4G12410	g27685
OG0001109	AT5G28060	g25712
OG0001109	AT3G04920	g06250
OG0001110	AT1G17345	g09854
OG0001110	AT1G72430	g04000
OG0001111	AT1G22840	g13723
OG0001111	AT4G10040	g28411
OG0001112	AT1G66270, AT1G66280	g22076
OG0001112	AT3G09260	g11667
OG0001113	AT4G02840	g01946
OG0001113	AT3G07590	g11805
OG0001114	AT4G08990, AT4G14140	g21382
OG0001114	AT5G49160	g25092
OG0001115	AT4G11910	g26564
OG0001115	AT4G11911	g26563
OG0001115	AT4G22920	g14379
OG0001116	AT5G26620	g17859
OG0001116	AT3G05858	g06367
OG0001117	AT4G37240	g03033
OG0001117	AT2G23690	g08722
OG0001118	AT4G25490	g10274
OG0001118	AT4G25470	g10277
OG0001119	AT4G33070	g00648
OG0001119	AT5G01330, AT5G01320	g28624
OG0001120	AT5G60140	g10932
OG0001120	AT5G60130	g10933
OG0001121	AT5G49200	g18627
OG0001121	AT5G40880	g22392
OG0001122	AT2G32060	g07975
OG0001123	AT3G09930	g06062
OG0001123	AT5G03610	g15833
OG0001124	AT5G15740	g00200
OG0001124	AT3G02250	g02551
OG0001125	AT1G23410	g13651
OG0001125	AT2G47110	g09613
OG0001126	AT3G04060	g06146
OG0001126	AT5G18270	g13268
OG0001127	AT2G37900	g18329
OG0001127	AT3G53960	g11407
OG0001128	AT3G17100	g16213
OG0001129	AT1G48590	g17407
OG0001129	AT3G17980	g16105
OG0001130	AT2G04410	g16454
OG0001130	AT5G55850	g09239
OG0001131	AT3G55610	g11592
OG0001131	AT2G39800	g12547
OG0001132	AT2G38870	g18454
OG0001133	AT3G56220	g21246
OG0001133	AT2G40435	g12631
OG0001134	AT5G46430, AT4G18100	g22618
OG0001135	AT1G64583	g27000
OG0001135	AT1G64580	g26999
OG0001135	AT5G16640	g00105
OG0001136	AT1G76380	g01189
OG0001136	AT1G20670	g13501
OG0001137	AT5G20020	g12116
OG0001137	AT5G20010	g12117
OG0001138	AT3G02885	g02474
OG0001139	AT5G24880	g14167
OG0001139	AT5G10680, AT5G10660	g10532
OG0001140	AT1G19790	g13870
OG0001140	AT1G75520	g01094
OG0001141	AT1G56580	g16256
OG0001141	AT1G09310	g18166
OG0001142	AT5G54470	g32447, g09395
OG0001142	AT4G27310	g04535
OG0001143	AT1G25480	g08147
OG0001144	AT2G17880	g24997
OG0001144	AT4G36040	g00298
OG0001145	AT5G02380	g19462
OG0001145	AT3G09390	g06116
OG0001146	AT4G27970	g04458
OG0001146	AT5G24030	g25259
OG0001147	AT1G67290	g21034
OG0001147	AT5G19580	g12128
OG0001148	AT2G33090, AT2G33300	g03201
OG0001148	AT2G32820	g03172
OG0001149	AT5G62070	g12198
OG0001149	AT5G07240	g15660
OG0001150	AT4G35160	g00412
OG0001151	AT3G26280, AT3G26270	g20716
OG0001151	AT3G26230	g20713
OG0001152	AT2G42870	g17375
OG0001152	AT3G58850	g16500
OG0001160	AT1G68260, AT1G68280	g14774
OG0001160	AT1G35250	g24407
OG0001161	AT5G20690	g12046
OG0001161	AT3G42880	g29796
OG0001162	AT1G17880	g25904
OG0001162	AT1G73230	g04075
OG0001163	AT3G61090	g05520
OG0001164	AT3G05450	g06312, g06315, g14766, g06314
OG0001165	AT1G22200	g13792
OG0001166	AT1G48640	g17400
OG0001166	AT5G40780	g26881
OG0001167	AT4G30640	g04161
OG0001168	AT3G60550	g05565
OG0001168	AT2G45080	g28009
OG0001169	AT1G77440	g01300, g01302
OG0001170	AT5G22670	g27120
OG0001170	AT5G22660, AT5G22700	g20322, g27118
OG0001171	AT1G52990, AT5G52115, AT5G65005	g27885, g01824, g18912, g14832, g19218
OG0001171	AT3G23320	g16033
OG0001172	AT1G72810	g04039
OG0001172	AT4G29840	g04241
OG0001173	AT3G14840	g06765
OG0001174	AT3G05310	g06295
OG0001174	AT5G27540	g17950
OG0001175	AT5G49620	g27695
OG0001175	AT3G06490	g06453
OG0001176	AT5G59030	g11036
OG0001176	AT2G26975	g31793
OG0001176	AT3G46900	g12765
OG0001177	AT1G53870, AT1G53890	g24910
OG0001177	AT3G14260	g06819
OG0001178	AT3G05540	g06327
OG0001178	AT3G16640	g06540
OG0001179	AT5G61890	g12181
OG0001179	AT5G07310	g15668
OG0001180	AT1G73460	g04095
OG0001180	AT1G73450	g04094
OG0001180	AT3G17750	g16128
OG0001181	AT4G00620	g19789
OG0001181	AT4G00600	g19727
OG0001182	AT5G09976	g19172
OG0001182	AT5G64890	g07480
OG0001182	AT5G64900	g07477
OG0001183	AT3G50210	g22233
OG0001183	AT3G49620	g22295
OG0001183	AT3G49630	g22294
OG0001184	AT1G52690	g15116
OG0001184	AT3G15670	g06657
OG0001185	AT5G41610	g22467
OG0001185	AT4G23700	g10460
OG0001186	AT4G08170	g29964
OG0001186	AT4G33770	g00567
OG0001187	AT1G23170	g13682
OG0001187	AT1G70770	g03819
OG0001188	AT2G35700	g32315
OG0001188	AT4G16750	g17193
OG0001189	AT5G07880	g23856
OG0001189	AT5G61210	g10828
OG0001190	AT1G49640	g15252
OG0001190	AT1G49650	g15253
OG0001190	AT1G49660	g15254
OG0001191	AT4G17880	g22649
OG0001191	AT5G46760	g07741
OG0001192	AT5G15180	g00256
OG0001192	AT3G01190	g02596
OG0001193	AT1G12240	g04854
OG0001193	AT1G62660	g17856
OG0001194	AT5G66570	g07231
OG0001194	AT3G50820	g14951
OG0001195	AT3G30390	g30627
OG0001195	AT5G38820	g25022
OG0001196	AT2G41980	g17264
OG0001196	AT3G58040	g16587
OG0001197	AT4G21590	g21754
OG0001197	AT4G21600	g21755
OG0001197	AT4G21585	g21753
OG0001198	AT3G02170	g02560
OG0001198	AT5G15580	g00213
OG0001199	AT1G14860	g10100
OG0001199	AT2G01670	g14554
OG0001200	AT2G20080	g20880
OG0001200	AT4G28840	g04359
OG0001201	AT4G14245	g23155
OG0001201	AT1G59550	g25146
OG0001201	AT4G14250	g23157
OG0001202	AT1G66260	g22077
OG0001202	AT5G37720	g20613
OG0001203	AT5G43175	g23761
OG0001203	AT1G27740	g12923
OG0001204	AT1G29870	g02777
OG0001204	AT1G29880	g26333
OG0001205	AT1G64220	g29757
OG0001205	AT5G41685	g22473
OG0001206	AT3G13210	g05695
OG0001206	AT5G41770	g28539
OG0001207	AT2G38180	g18360
OG0001207	AT3G11210	g05921
OG0001208	AT2G28210	g07128
OG0001209	AT5G57940	g16887
OG0001209	AT4G30560	g04169
OG0001209	AT2G23980	g08757
OG0001210	AT1G29350, AT1G29370	g13091
OG0001211	AT5G17820	g13323
OG0001211	AT3G03670	g26797
OG0001212	AT2G45840	g09752
OG0001213	AT1G65165, AT1G65160	g26075
OG0001213	AT1G65170	g31127
OG0001213	AT1G65140	g26078
OG0001214	AT2G23560	g08707
OG0001214	AT2G23550	g08706
OG0001215	AT1G07150	g02370
OG0001215	AT2G30040	g24257
OG0001216	AT4G18620	g15344
OG0001216	AT5G45870	g07630
OG0001217	AT3G05060	g06268
OG0001217	AT5G27120	g25696
OG0001217	AT5G27140	g25695
OG0001218	AT5G38020	g20839
OG0001220	AT1G29660	g26361
OG0001220	AT1G29670	g26360
OG0001221	AT1G48210	g17454
OG0001221	AT3G17410	g16168
OG0001222	AT1G54450	g30450
OG0001222	AT5G28850, AT5G28900	g28885
OG0001223	AT1G23540	g13643
OG0001223	AT1G70450	g03783
OG0001223	AT1G70460	g03784
OG0001224	AT5G19520	g12122
OG0001225	AT1G18870	g13955
OG0001225	AT1G74710	g01009
OG0001226	AT3G02800	g02486
OG0001226	AT5G16480	g32414
OG0001227	AT1G26450	g08094
OG0001227	AT1G69295	g25226
OG0001228	AT1G06970	g02350
OG0001228	AT2G30240	g24236
OG0001229	AT1G48330	g17437
OG0001229	AT3G17580	g16152
OG0001230	AT4G14580	g23205
OG0001230	AT3G23000	g22784
OG0001231	AT3G27850	g31777
OG0001231	AT3G27830	g18960
OG0001232	AT2G02720	g14661
OG0001232	AT1G14420	g10158
OG0001233	AT4G19450	g15438
OG0001233	AT5G45275	g26395
OG0001234	AT1G17147	g09876
OG0001234	AT1G78410	g01403
OG0001235	AT1G20860	g13478
OG0001235	AT1G76430	g01195
OG0001236	AT1G14580	g10139
OG0001236	AT2G02080	g14605
OG0001237	AT5G05100	g26060
OG0001237	AT3G10770	g05968
OG0001238	AT3G29035	g08603
OG0001238	AT5G39610	g24695
OG0001239	AT5G64850	g07486
OG0001239	AT5G09960	g19170
OG0001240	AT3G01230	g02600
OG0001241	AT3G26100	g19533
OG0001242	AT2G20380	g25852
OG0001243	AT3G16830	g16242
OG0001244	AT1G77640	g01322
OG0001244	AT1G21910	g13367
OG0001245	AT5G27420	g17960
OG0001245	AT3G05200	g06283
OG0001246	AT1G58420	g28158
OG0001246	AT1G10140	g05103
OG0001247	AT3G45200	g29491
OG0001247	AT1G64870	g26492
OG0001247	AT5G11220	g10587
OG0001248	AT3G58680	g16519
OG0001248	AT2G42680	g17350
OG0001249	AT1G73620	g31894
OG0001249	AT1G18250	g25869
OG0001250	AT5G11150	g10580
OG0001250	AT4G32150	g00758
OG0001251	AT1G01390	g01784
OG0001251	AT4G01070	g19738
OG0001252	AT5G04690	g15713, g15709
OG0001253	AT5G26780	g17872
OG0001253	AT4G37930	g02918
OG0001254	AT1G22160	g13796
OG0001254	AT1G78020	g01360
OG0001255	AT1G31450	g27578
OG0001255	AT2G35615	g03458
OG0001256	AT5G66280	g07205
OG0001256	AT3G51160	g14912
OG0001257	AT1G73100	g04061
OG0001258	AT1G19970	g13849
OG0001258	AT1G75760	g01121
OG0001259	AT1G70470	g03785
OG0001259	AT1G23530	g13644
OG0001260	AT2G24550	g08862
OG0001260	AT4G31510	g00847
OG0001261	AT4G25250	g10294
OG0001261	AT5G51520	g08388
OG0001262	AT2G36410	g03546
OG0001262	AT3G52920	g20429
OG0001263	AT2G23440	g29925
OG0001268	AT2G42190	g17286
OG0001268	AT3G57930	g16598
OG0001269	AT5G23900	g29085
OG0001269	AT3G49010	g16753
OG0001270	AT1G17560	g25934
OG0001270	AT5G46160	g07669
OG0001271	AT3G51440	g14882
OG0001271	AT3G51450	g14881
OG0001271	AT3G51430	g14883
OG0001271	AT3G51420	g14884
OG0001272	AT5G55310	g09293
OG0001272	AT5G55300	g09294
OG0001273	AT5G06250	g15547
OG0001273	AT3G11580	g05879
OG0001274	AT2G47485	g09574
OG0001274	AT3G62650	g05328
OG0001275	AT1G32420	g16008, g16010
OG0001276	AT3G48950	g16747
OG0001276	AT2G23900	g08746
OG0001277	AT2G28590	g07063
OG0001277	AT1G07870	g02452
OG0001278	AT1G01010	g01827
OG0001279	AT4G20370	g05188
OG0001279	AT1G65480	g08531
OG0001280	AT2G04520	g16445
OG0001280	AT5G35680	g16345
OG0001281	AT2G24570	g08865
OG0001281	AT4G31550	g00832
OG0001282	AT1G13020	g04770
OG0001282	AT3G26400	g20733
OG0001283	AT4G17730	g17090
OG0001283	AT5G46860	g01130, g27615, g07752
OG0001284	AT5G25220	g14130
OG0001284	AT5G11060	g10574
OG0001285	AT1G57620	g26272
OG0001285	AT1G09580	g28835
OG0001286	AT3G61630	g05444
OG0001286	AT2G46310	g09698
OG0001287	AT3G53670	g11374
OG0001287	AT2G37480	g03676, g32051
OG0001288	AT2G29740	g06922
OG0001288	AT2G29750	g06921
OG0001288	AT1G07260	g02381
OG0001289	AT4G03830, AT1G51172	g29073, g22705, g26862, g09389, g32324, g08000, g31918, g19995, g13159, g28895, g03358, g25196, g14061, g06193, g25062, g25473, g24650, g28251, g23655, g05259, g24433, g05167, g08406, g26863, g14240, g28666, g10524, g15824, g06565, g18545, g24431, g20227
OG0001290	AT5G65900	g07359
OG0001290	AT3G18600	g21609
OG0001291	AT3G52800	g20447
OG0001291	AT2G36320	g03534
OG0001292	AT4G11745	g26585
OG0001292	AT4G11750	g26584, g26581
OG0001292	AT4G11770	g26582
OG0001293	AT5G23660	g27773
OG0001293	AT3G48740	g16726
OG0001294	AT5G57240	g16809
OG0001295	AT1G56340	g24781
OG0001295	AT1G09210	g18175
OG0001296	AT5G28820	g14044, g25343
OG0001297	AT2G25370	g28672
OG0001297	AT3G45470	g30827
OG0001297	AT5G37560	g20590
OG0001297	AT2G21420	g23951
OG0001298	AT3G56320	g21235
OG0001298	AT2G40520	g32091, g31841
OG0001299	AT2G35760	g03476
OG0001299	AT4G16442	g23092
OG0001300	AT5G63400	g12344
OG0001300	AT5G50370	g25548
OG0001301	AT1G57610	g26271
OG0001301	AT1G09575	g28834
OG0001303	AT2G23260	g32225
OG0001303	AT2G23250, AT2G23210	g32224
OG0001304	AT1G64830	g26499
OG0001304	AT5G33340	g31395, g30881
OG0001305	AT5G19340	g13135
OG0001305	AT3G05980	g06388
OG0001306	AT1G19220	g13927
OG0001306	AT5G20730	g12042
OG0001307	AT1G63300	g22909
OG0001307	AT5G41140	g22426, g22422
OG0001308	AT1G19660	g13881
OG0001308	AT1G75380	g01078
OG0001309	AT3G09340, AT3G09330	g11657
OG0001309	AT5G02170	g19484
OG0001311	AT2G19910, AT2G19920	g20901
OG0001311	AT2G19930	g20900
OG0001312	AT4G05470, AT4G05475	g31598, g08959, g08952, g08954, g08963, g08956, g31597
OG0001313	AT1G70300	g03767
OG0001313	AT5G14880	g00291
OG0001315	AT4G19230	g15420
OG0001315	AT5G45340	g26384
OG0001316	AT5G22060	g11974
OG0001316	AT3G44110	g25500
OG0001317	AT3G10480	g05996
OG0001317	AT3G10490	g05995
OG0001318	AT5G18350, AT5G18370	g13256
OG0001319	AT1G03720	g29245
OG0001320	AT5G62510	g12241
OG0001320	AT5G62660	g12259, g12258
OG0001321	AT2G25820	g21485
OG0001321	AT4G32800	g00687
OG0001322	AT4G35840	g00325
OG0001322	AT2G17730	g22159
OG0001323	AT1G61640	g19816
OG0001323	AT1G11390	g04947
OG0001324	AT3G21160	g11210
OG0001324	AT1G51590	g21938
OG0001325	AT1G27310	g26715
OG0001325	AT1G27970	g12945
OG0001326	AT2G03040, AT2G03290	g23615
OG0001326	AT1G14010	g04660
OG0001327	AT4G17565	g17108, g17107
OG0001327	AT2G05970	g02578, g02577, g02580
OG0001328	AT1G51355	g21910
OG0001328	AT3G20898	g11180
OG0001329	AT5G56810	g24101
OG0001330	AT1G07990, AT1G08005	g31231
OG0001330	AT2G28360	g07106
OG0001331	AT5G41570	g22463
OG0001331	AT2G46130	g09720
OG0001331	AT1G64000	g22974
OG0001332	AT3G48180	g30470
OG0001333	AT4G11220	g20658
OG0001333	AT4G23630	g10467
OG0001334	AT3G55030	g11530
OG0001334	AT2G39290	g12484
OG0001335	AT1G17910	g25902
OG0001335	AT1G19390	g13909
OG0001335	AT4G31100, AT4G31110	g00882
OG0001336	AT3G54950	g11518
OG0001336	AT2G39220	g12476
OG0001337	AT4G01610	g30129, g09201
OG0001337	AT1G02300	g01840
OG0001337	AT1G02305	g01841
OG0001338	AT5G14940	g00284
OG0001338	AT3G01350	g02612
OG0001339	AT1G32850	g17616
OG0001339	AT4G10590, AT4G10570	g25322
OG0001340	AT5G47060	g07776
OG0001340	AT4G17670	g17096
OG0001341	AT3G02580	g02508
OG0001342	AT1G07720	g02433
OG0001342	AT2G28630	g07058
OG0001343	AT1G06650	g02307
OG0001344	AT1G45000	g17032
OG0001344	AT5G43010	g23790
OG0001345	AT1G20350	g13545
OG0001345	AT2G37410	g03666
OG0001346	AT1G69560	g25192
OG0001346	AT1G26780	g08058
OG0001347	AT1G53510	g15025
OG0001347	AT3G14720	g06777
OG0001348	AT5G50740	g08476
OG0001348	AT5G63530	g12360
OG0001349	AT3G13710	g06898
OG0001349	AT3G13720	g06897
OG0001349	AT1G55190	g24847
OG0001350	AT1G60950	g19915
OG0001350	AT1G10960	g31789
OG0001351	AT1G14370	g10163
OG0001351	AT2G02800	g14669
OG0001352	AT1G80370	g01617
OG0001352	AT1G15570	g10021
OG0001353	AT2G32410	g03121
OG0001353	AT1G05180	g31869
OG0001354	AT4G35480	g00368
OG0001354	AT2G17450	g22192
OG0001355	AT1G13150	g04755
OG0001355	AT1G13140	g04756
OG0001355	AT3G26125	g19529
OG0001356	AT1G70720	g03814
OG0001356	AT1G23205	g13678
OG0001357	AT2G36180	g03517
OG0001357	AT5G17470	g00022
OG0001358	AT4G25820	g10238
OG0001358	AT5G57540, AT5G57530	g16842
OG0001359	AT1G26790	g08057
OG0001359	AT1G69570	g25191
OG0001360	AT5G01060	g19506
OG0001360	AT3G09240	g11669
OG0001361	AT5G10360	g10503, g19925
OG0001362	AT4G32920	g00670
OG0001362	AT5G11700	g10639
OG0001363	AT1G36622	g26160
OG0001364	AT5G39490, AT5G39480	g24681
OG0001364	AT5G39460	g24680
OG0001364	AT5G39450	g24679
OG0001365	AT4G23710	g10458
OG0001365	AT3G01390	g02616
OG0001366	AT1G62980	g18734
OG0001366	AT1G12560	g04823
OG0001367	AT1G05870	g02959, g02234
OG0001367	AT2G31560	g07911
OG0001368	AT3G14990	g06747
OG0001368	AT1G53280	g15045
OG0001369	AT2G45800	g09756
OG0001369	AT3G61230	g05502
OG0001370	AT3G59020	g22898
OG0001370	AT2G31660	g07916
OG0001371	AT1G67880	g14818
OG0001371	AT1G12990	g04772
OG0001372	AT4G26610	g04604
OG0001372	AT5G55910	g09232
OG0001373	AT2G21560	g23964
OG0001373	AT4G39190	g02796
OG0001374	AT4G14815	g20122
OG0001374	AT3G22600	g22739
OG0001375	AT4G26120	g10207
OG0001375	AT1G64280	g32104
OG0001376	AT5G63450	g12351
OG0001376	AT3G48520	g16704
OG0001377	AT2G40270	g12613
OG0001377	AT3G56050	g11641
OG0001378	AT3G25280	g23359
OG0001378	AT3G25260	g23358
OG0001379	AT1G76930	g01247
OG0001379	AT1G21310	g13437
OG0001380	AT3G60920	g05526
OG0001380	AT2G45540	g09787
OG0001381	AT4G11260	g20661
OG0001381	AT4G23570	g10472
OG0001382	AT2G36340	g03536
OG0001383	AT4G32208, AT5G09590	g19132
OG0001383	AT4G37910	g02921
OG0001384	AT1G68460	g14748
OG0001384	AT3G19160	g22485
OG0001385	AT2G34830	g03374
OG0001385	AT1G30650	g18798
OG0001386	AT4G17890	g22648
OG0001386	AT5G46750	g07740
OG0001387	AT2G19730	g20924
OG0001387	AT4G29410	g04295
OG0001389	AT3G19130	g22483
OG0001389	AT1G49600	g15247
OG0001390	AT2G30290	g24230
OG0001390	AT3G52850	g20442
OG0001391	AT1G48480	g17421
OG0001391	AT3G17840	g16119
OG0001392	AT2G34340	g03332
OG0001392	AT1G29640	g26363
OG0001393	AT1G76120	g01163
OG0001393	AT1G20370	g13537
OG0001394	AT3G25550	g32549
OG0001395	AT3G60570	g31740
OG0001396	AT5G64560	g07534
OG0001397	AT3G61070	g05522
OG0001397	AT2G45740	g09766
OG0001398	AT3G03280	g26846
OG0001398	AT5G17350	g00035
OG0001399	AT4G26910	g04574
OG0001399	AT5G55070	g09321
OG0001400	AT1G02280	g01838
OG0001401	AT1G11125	g04991
OG0001401	AT1G61170	g19880
OG0001402	AT3G13280	g06738
OG0001407	AT2G20100	g20878
OG0001407	AT4G29100	g04333
OG0001408	AT1G52700	g15113
OG0001408	AT3G15650	g06659
OG0001409	AT3G62100	g05382
OG0001409	AT2G46990	g09625
OG0001410	AT5G06870	g15623
OG0001410	AT5G06860	g15621
OG0001411	AT4G17460	g17124
OG0001411	AT5G47370	g07829
OG0001412	AT3G61260	g05499, g17341
OG0001412	AT2G45820	g09754
OG0001413	AT2G33850	g03292
OG0001413	AT1G28400	g12998
OG0001414	AT5G04390	g15744
OG0001414	AT3G10470	g05998
OG0001415	AT1G05860	g02233
OG0001415	AT3G53860	g11396
OG0001416	AT2G18080	g24963
OG0001416	AT4G36190	g03098
OG0001416	AT4G36195	g03097
OG0001417	AT3G18035	g21545
OG0001417	AT1G48620	g17403
OG0001418	AT1G59940	g26659
OG0001418	AT1G10470	g05061
OG0001419	AT1G77000	g01256
OG0001419	AT1G21410	g13425
OG0001420	AT1G66120	g30289
OG0001420	AT1G68270, AT1G65890, AT1G65880	g25962
OG0001421	AT5G64570	g07533
OG0001421	AT5G09700	g19142
OG0001421	AT5G09730	g19143
OG0001422	AT2G47560	g09566
OG0001422	AT3G62690	g05325
OG0001423	AT3G55650, AT3G55810	g11614
OG0001423	AT3G25960	g11599
OG0001423	AT3G04050	g06145
OG0001424	AT5G48360	g15909
OG0001424	AT3G07540	g11812
OG0001425	AT2G14580	g19668
OG0001425	AT2G14610	g25507, g19667
OG0001426	AT1G04180	g02048
OG0001426	AT5G43890	g17543
OG0001427	AT1G70560	g03796
OG0001427	AT1G23320	g13662
OG0001428	AT1G70780	g03820
OG0001428	AT1G23150	g31629
OG0001429	AT2G14760	g19632
OG0001429	AT4G33880	g00558
OG0001430	AT1G28040	g12952, g12954, g32155
OG0001430	AT2G46494, AT2G46493	g09678
OG0001430	AT2G46495	g09677
OG0001431	AT3G59440	g22856
OG0001431	AT2G43290	g17994
OG0001432	AT5G03530	g15846
OG0001432	AT3G09910	g06068
OG0001433	AT1G01540	g01767
OG0001433	AT4G01330	g19720
OG0001434	AT1G06170	g02261
OG0001434	AT2G31220	g25782
OG0001434	AT2G31215	g25781
OG0001435	AT4G17960	g22639
OG0001435	AT5G46620	g07726
OG0001436	AT5G25470	g14098
OG0001436	AT5G25475	g27404, g14097
OG0001437	AT1G53380	g15030
OG0001437	AT3G14870	g06762
OG0001438	AT1G16710	g09923
OG0001438	AT1G79000	g01463
OG0001439	AT5G18360	g13255
OG0001440	AT1G53370	g15031
OG0001441	AT1G31180	g26143
OG0001441	AT5G14200	g19277
OG0001441	AT1G80560	g01594
OG0001442	AT5G55440	g09282
OG0001442	AT5G67040	g07285
OG0001443	AT1G74660	g01004
OG0001443	AT1G18835	g13961
OG0001444	AT3G24100	g24058
OG0001445	AT3G07490	g11818
OG0001445	AT4G12860	g29550
OG0001446	AT4G03570	g08976
OG0001446	AT4G03590	g08975
OG0001447	AT1G63170	g18701
OG0001447	AT1G12760	g04794
OG0001448	AT5G17260	g00045
OG0001448	AT3G03200	g31077
OG0001449	AT2G45310	g09817
OG0001449	AT4G00110	g28748
OG0001449	AT1G02000	g01705
OG0001450	AT5G37280	g26623
OG0001450	AT5G37250, AT5G37230, AT5G37270	g26624
OG0001451	AT1G51980	g28778
OG0001451	AT3G16480	g06564
OG0001452	AT3G27390	g20563
OG0001452	AT5G40640	g26897
OG0001453	AT3G60966	g05614
OG0001453	AT2G44581	g32330
OG0001454	AT5G37300	g28427
OG0001455	AT2G40370	g12624
OG0001455	AT5G05390	g31683
OG0001456	AT4G13660	g21334
OG0001457	AT1G58270	g24709, g24712
OG0001458	AT2G35510	g03445
OG0001458	AT1G32230	g16034
OG0001459	AT2G18770	g22661
OG0001460	AT2G23180	g21009
OG0001460	AT4G39490	g31474
OG0001460	AT4G39480	g31475
OG0001461	AT2G17370	g22200
OG0001461	AT1G76490	g01203
OG0001462	AT3G24260, AT3G28870	g24035
OG0001463	AT4G21940	g21798
OG0001463	AT4G04740	g21476
OG0001463	AT4G04720	g21477
OG0001464	AT1G80610	g01587
OG0001465	AT5G10270	g10491
OG0001465	AT5G64960	g07470
OG0001466	AT5G26690	g21862
OG0001466	AT3G05920	g06375
OG0001467	AT2G42300	g17297
OG0001467	AT3G57800	g16608
OG0001468	AT1G33610	g17702, g17694
OG0001468	AT1G33612	g17703
OG0001468	AT1G33600	g17701
OG0001468	AT1G33590	g17693
OG0001469	AT1G27180	g30499
OG0001469	AT1G27170	g08002
OG0001470	AT1G15690	g31658
OG0001471	AT5G39560	g24687
OG0001472	AT1G07380	g02395
OG0001472	AT5G58980	g11065
OG0001472	AT2G38010	g18341
OG0001473	AT1G04070	g02037
OG0001473	AT5G43970	g17528
OG0001474	AT3G48000	g12878
OG0001474	AT1G23800	g13624
OG0001475	AT1G64900	g26485
OG0001475	AT1G64930, AT1G64940, AT2G12190, AT1G64950	g26480
OG0001476	AT2G34160	g03312
OG0001476	AT1G29250	g13072
OG0001477	AT2G46210	g09712
OG0001477	AT3G61580	g05449
OG0001478	AT2G19980	g20894
OG0001478	AT2G19970	g20897
OG0001479	AT3G01340	g02610
OG0001479	AT2G30050	g24256
OG0001480	AT1G31850	g16075
OG0001480	AT4G19120	g15404
OG0001481	AT1G43950, AT1G35540, AT1G34310, AT1G34390, AT1G35520, AT1G35240, AT1G34410	g22183, g26167, g27480, g31570
OG0001482	AT3G10820	g05963
OG0001483	AT5G19550	g12125
OG0001484	AT2G44735	g28048
OG0001484	AT3G18720	g21624
OG0001485	AT3G01040	g02575
OG0001485	AT5G15470	g00224
OG0001487	AT3G02000	g02677
OG0001487	AT5G14070	g19290
OG0001488	AT4G15800	g20225
OG0001488	AT3G16570	g06550
OG0001489	AT1G14870	g10099
OG0001489	AT5G35525	g16359
OG0001490	AT3G60250	g05601
OG0001490	AT2G44680	g31923
OG0001491	AT3G01220	g02599
OG0001491	AT5G15150	g00259
OG0001492	AT4G10430	g25342
OG0001492	AT1G33230	g17652
OG0001493	AT5G60020	g10950
OG0001494	AT1G22440	g13766
OG0001495	AT1G76350	g01186
OG0001495	AT1G20640	g13504, g13506
