Orthogroup	Arabidopsis_thaliana	Capsella_rubella
OG0002418	AT1G23550	Carub.0001s2309.1.p
OG0002419	AT3G21990, AT4G20640, AT4G20630, AT4G20580, AT4G20600, AT4G20620, AT4G20610, AT4G20590, AT4G20570, AT4G20560, AT4G20540, AT4G20645, AT4G20530, AT4G20550, AT4G20670	Carub.0003s2211.1.p
OG0002420	AT2G16300, AT2G16290	Carub.0003s3002.1.p, Carub.0003s3001.1.p, Carub.0003s3034.1.p, Carub.0003s3003.1.p, Carub.0003s2999.1.p, Carub.0131s0002.1.p, Carub.0131s0001.1.p, Carub.0003s3004.1.p
OG0002421	AT2G21490	Carub.0004s0053.1.p
OG0002421	AT4G39130	Carub.0007s0101.1.p
OG0002422	AT5G40720	Carub.0007s3476.1.p
OG0002422	AT3G27330	Carub.0005s0563.1.p
OG0002423	AT3G60620	Carub.0005s2735.1.p
OG0002423	AT2G45150	Carub.0004s2776.1.p
OG0002424	AT1G05830	Carub.0001s0518.1.p
OG0002424	AT2G31650	Carub.0004s1295.1.p
OG0002425	AT2G46660	Carub.0004s2937.1.p
OG0002425	AT3G61880	Carub.0005s2863.1.p
OG0002426	AT2G14880	Carub.0003s2888.1.p
OG0002426	AT4G34290	Carub.0007s0607.1.p
OG0002427	AT5G44700	Carub.0008s0356.1.p
OG0002427	AT4G20140	Carub.0007s2099.1.p
OG0002428	AT4G36870	Carub.0007s0345.1.p
OG0002428	AT2G23760	Carub.0004s0294.1.p
OG0002429	AT5G43810	Carub.0008s0484.1.p
OG0002429	AT1G48410	Carub.0001s3753.1.p
OG0002430	AT1G23880	Carub.0001s2337.1.p
OG0002430	AT1G70280	Carub.0002s1696.1.p
OG0002431	AT1G47250	Carub.0001s3602.1.p
OG0002431	AT5G42790	Carub.0008s0611.1.p
OG0002432	AT5G58850	Carub.0008s1948.1.p
OG0002432	AT5G11050	Carub.0006s0956.1.p
OG0002433	AT4G39170	Carub.0007s0105.1.p
OG0002433	AT2G21520	Carub.0004s0056.1.p
OG0002434	AT1G55680	Carub.0001s4420.1.p
OG0002434	AT3G13340	Carub.0003s1272.1.p
OG0002435	AT1G06250	Carub.0001s0561.1.p
OG0002436	AT1G79210	Carub.0002s2608.1.p
OG0002437	AT5G36940	Carub.0007s3216.1.p
OG0002437	AT1G58030	Carub.0002s0659.1.p
OG0002438	AT2G25130	Carub.0004s0473.1.p
OG0002438	AT4G31890	Carub.0007s0865.1.p
OG0002439	AT1G55475	Carub.0001s4396.1.p
OG0002439	AT3G13480	Carub.0003s1294.1.p
OG0002440	AT3G27190	Carub.0005s0542.1.p
OG0002440	AT5G40870	Carub.0007s3463.1.p
OG0002441	AT2G36350	Carub.0004s1813.1.p
OG0002441	AT3G52890	Carub.0005s1936.1.p
OG0002442	AT2G15090	Carub.0003s2903.1.p
OG0002442	AT4G34250	Carub.0007s0612.1.p
OG0002443	AT1G53290	Carub.0001s4247.1.p
OG0002443	AT3G14960	Carub.0003s1462.1.p
OG0002444	AT3G56580	Carub.0005s2332.1.p
OG0002444	AT2G40830	Carub.0004s2315.1.p
OG0002445	AT4G00520	Carub.0006s3675.1.p
OG0002445	AT1G01710	Carub.0001s0050.1.p
OG0002446	AT5G17550	Carub.0006s1579.1.p
OG0002446	AT3G03490	Carub.0003s0263.1.p
OG0002447	AT4G34265	Carub.0007s0610.1.p
OG0002447	AT2G15000	Carub.0003s2895.1.p
OG0002448	AT1G21870	Carub.0001s2134.1.p
OG0002448	AT1G77610	Carub.0002s2450.1.p
OG0002449	AT3G05790	Carub.0003s0515.1.p
OG0002449	AT5G26860	Carub.0006s2452.1.p
OG0002450	AT3G60860	Carub.0008s0950.1.p
OG0002450	AT1G01960	Carub.0001s0028.1.p
OG0002451	AT3G50020	Carub.0005s1637.1.p
OG0002451	AT5G45277	Carub.0008s0288.1.p
OG0002452	AT5G28290	Carub.0006s2569.1.p
OG0002452	AT3G04810	Carub.0003s0399.1.p
OG0002453	AT3G12170	Carub.0003s1154.1.p
OG0002453	AT5G06910	Carub.0130s0002.1.p, Carub.0006s0583.1.p
OG0002454	AT5G18180	Carub.0006s1646.1.p
OG0002454	AT3G03920	Carub.0003s0316.1.p
OG0002455	AT3G11630	Carub.0003s1095.1.p
OG0002456	AT5G40810	Carub.0007s3468.1.p
OG0002456	AT3G27240	Carub.0005s0549.1.p
OG0002457	AT1G11940	Carub.0001s1164.1.p
OG0002457	AT1G62305	Carub.0002s0269.1.p
OG0002458	AT4G17280	Carub.0007s2411.1.p
OG0002459	AT1G75120	Carub.0002s2193.1.p, Carub.0002s2190.1.p
OG0002459	AT1G75110	Carub.0002s2189.1.p
OG0002459	AT1G19360	Carub.0001s1895.1.p
OG0002460	AT2G24290	Carub.0004s0362.1.p
OG0002460	AT4G30996	Carub.0007s0952.1.p
OG0002461	AT2G35765	Carub.0004s1750.1.p
OG0002461	AT1G19500	Carub.0001s1907.1.p
OG0002462	AT1G33170	Carub.0001s3139.1.p
OG0002462	AT4G10440	Carub.0006s2910.1.p
OG0002463	AT1G49840	Carub.0001s3905.1.p
OG0002463	AT3G19540	Carub.0003s1937.1.p
OG0002464	AT4G02330	Carub.0006s3485.1.p
OG0002464	AT1G02810	Carub.0001s0190.1.p
OG0002465	AT1G04410	Carub.0001s0359.1.p
OG0002465	AT5G43330	Carub.0008s0528.1.p
OG0002466	AT1G72760	Carub.0002s1961.1.p
OG0002466	AT1G17540	Carub.0001s1731.1.p
OG0002467	AT1G05200	Carub.0001s0447.1.p
OG0002467	AT2G32390	Carub.0004s1374.1.p
OG0002468	AT1G17060	Carub.0001s1678.1.p
OG0002469	AT5G26140	Carub.0005s0603.1.p, Carub.0006s2391.1.p
OG0002469	AT5G11950	Carub.0006s1049.1.p
OG0002470	AT4G04200	Carub.0006s3211.1.p
OG0002470	AT2G39960	Carub.0004s2209.1.p
OG0002471	AT1G76670	Carub.0002s2357.1.p
OG0002471	AT1G21070	Carub.0001s2053.1.p
OG0002472	AT1G79630	Carub.0002s2651.1.p
OG0002472	AT1G16220	Carub.0001s1597.1.p
OG0002473	AT1G74890	Carub.0002s2168.1.p
OG0002473	AT1G19050	Carub.0001s1868.1.p
OG0002474	AT1G10650	Carub.0001s1012.1.p
OG0002474	AT1G60610	Carub.0002s0472.1.p
OG0002475	AT4G28320	Carub.0007s1243.1.p
OG0002475	AT2G20680	Carub.0003s3519.1.p
OG0002476	AT1G31420	Carub.0001s2984.1.p
OG0002476	AT2G35620	Carub.0004s1733.1.p
OG0002477	AT5G65810	Carub.0008s2670.1.p
OG0002477	AT3G49720	Carub.0005s1607.1.p
OG0002478	AT4G12050	Carub.0006s3117.1.p
OG0002478	AT4G22810	Carub.0007s1846.1.p
OG0002480	AT4G13100	Carub.0007s2962.1.p
OG0002480	AT3G25030	Carub.0003s2535.1.p
OG0002481	AT3G22400	Carub.0003s2255.1.p
OG0002482	AT1G18620	Carub.0001s1825.1.p
OG0002482	AT1G74160	Carub.0002s2097.1.p
OG0002483	AT4G04040	Carub.0006s3207.1.p
OG0002483	AT1G12000	Carub.0001s1168.1.p
OG0002484	AT1G20880	Carub.0001s2035.1.p
OG0002484	AT1G76460	Carub.0002s2338.1.p
OG0002485	AT3G03090	Carub.0003s0224.1.p
OG0002485	AT5G17010	Carub.0006s1521.1.p
OG0002486	AT1G28030	Carub.0001s2648.1.p
OG0002487	AT5G09320, AT5G09315	Carub.0006s0787.1.p
OG0002487	AT3G19770	Carub.0003s1964.1.p
OG0002488	AT5G06450	Carub.0006s0533.1.p
OG0002488	AT3G11770	Carub.0003s1111.1.p
OG0002489	AT2G20750	Carub.0003s3532.1.p
OG0002489	AT4G28250	Carub.0007s1251.1.p
OG0002490	AT2G21380	Carub.0004s0041.1.p
OG0002490	AT4G39050	Carub.0007s0092.1.p
OG0002491	AT3G60290	Carub.0005s2703.1.p
OG0002491	AT2G44800	Carub.0004s2737.1.p
OG0002492	AT1G20980	Carub.0001s2045.1.p, Carub.0001s2046.1.p
OG0002493	AT3G47890	Carub.0005s1403.1.p
OG0002493	AT3G47910	Carub.0005s1404.1.p
OG0002494	AT4G30340	Carub.0007s1026.1.p
OG0002494	AT2G18730	Carub.0003s3300.1.p
OG0002495	AT4G23100	Carub.0007s1815.1.p
OG0002496	AT4G24715	Carub.0007s1634.1.p
OG0002496	AT5G50200	Carub.0008s1021.1.p
OG0002497	AT2G45470	Carub.0004s2808.1.p
OG0002497	AT3G60900	Carub.0005s2765.1.p
OG0002498	AT5G04140	Carub.0006s0309.1.p
OG0002498	AT2G41220	Carub.0004s2353.1.p
OG0002499	AT1G68870	Carub.0002s1545.1.p
OG0002499	AT1G26210	Carub.0001s2475.1.p
OG0002500	AT2G39782	Carub.0004s2187.1.p
OG0002500	AT5G39010	Carub.0007s3684.1.p
OG0002500	AT3G26390	Carub.0005s0431.1.p
OG0002501	AT1G30490	Carub.0001s2871.1.p
OG0002501	AT2G34710	Carub.0004s1640.1.p
OG0002502	AT2G21940	Carub.0004s0108.1.p
OG0002502	AT4G39540	Carub.0007s0141.1.p
OG0002503	AT3G60780	Carub.0005s2753.1.p
OG0002503	AT2G45360	Carub.0004s2799.1.p
OG0002504	AT3G03180	Carub.0003s0233.1.p
OG0002504	AT3G49420, AT5G01430	Carub.0006s0039.1.p
OG0002505	AT1G62430	Carub.0002s0253.1.p
OG0002505	AT4G22340	Carub.0007s1896.1.p
OG0002506	AT3G28830	Carub.0005s0737.1.p
OG0002506	AT3G28790	Carub.0005s0734.1.p
OG0002507	AT1G29540	Carub.0001s2777.1.p
OG0002507	AT2G34330	Carub.0004s1597.1.p
OG0002508	AT3G11180	Carub.0003s1050.1.p
OG0002508	AT5G05600	Carub.0006s0450.1.p
OG0002509	AT5G22900	Carub.0006s2068.1.p
OG0002509	AT3G44900	Carub.0005s1064.1.p, Carub.0175s0001.1.p
OG0002510	AT5G08230	Carub.0006s0711.1.p
OG0002510	AT5G23150	Carub.0006s2094.1.p
OG0002511	AT2G42830	Carub.0004s2527.1.p
OG0002511	AT3G58780	Carub.0005s2556.1.p
OG0002512	AT4G10310	Carub.0006s2890.1.p, Carub.0006s2888.1.p, Carub.0006s2889.1.p
OG0002513	AT1G61700	Carub.0002s0336.1.p
OG0002513	AT1G11475	Carub.0005s0891.1.p, Carub.0001s1108.1.p
OG0002514	AT1G54170	Carub.0001s4341.1.p
OG0002514	AT3G14010	Carub.0003s1359.1.p
OG0002515	AT3G18300	Carub.0003s1809.1.p
OG0002515	AT1G48780	Carub.0001s3793.1.p
OG0002516	AT3G13430	Carub.0003s1280.1.p
OG0002516	AT1G55530	Carub.0001s4403.1.p
OG0002517	AT3G11550	Carub.0003s1087.1.p
OG0002517	AT5G06200	Carub.0006s0507.1.p
OG0002518	AT5G15320	Carub.0006s1351.1.p
OG0002519	AT1G06200	Carub.0001s0556.1.p, Carub.0007s3141.1.p
OG0002519	AT2G31140	Carub.0004s1243.1.p
OG0002520	AT5G59570	Carub.0008s2024.1.p
OG0002520	AT3G46640	Carub.0005s1291.1.p
OG0002521	AT5G24390	Carub.0006s2222.1.p
OG0002521	AT3G49350	Carub.0005s1572.1.p
OG0002522	AT2G25650, AT4G00270	Carub.0004s0544.1.p
OG0002523	AT3G05580	Carub.0003s0489.1.p
OG0002524	AT1G80340	Carub.0002s2723.1.p
OG0002524	AT1G15550	Carub.0001s1533.1.p
OG0002525	AT1G62200	Carub.0002s0285.1.p
OG0002525	AT2G02040	Carub.0005s0106.1.p
OG0002526	AT3G01690	Carub.0003s0037.1.p
OG0002526	AT5G14390	Carub.0006s1257.1.p
OG0002527	AT4G27270	Carub.0007s1360.1.p
OG0002527	AT5G54500	Carub.0008s1478.1.p
OG0002528	AT1G63030	Carub.0002s0197.1.p
OG0002528	AT1G12610	Carub.0001s1229.1.p
OG0002529	AT1G18940	Carub.0001s1857.1.p
OG0002529	AT1G74780	Carub.0002s2156.1.p
OG0002530	AT4G14230	Carub.0007s2814.1.p
OG0002530	AT4G14240	Carub.0007s2811.1.p
OG0002531	AT2G22750	Carub.0004s0188.1.p
OG0002531	AT4G37850	Carub.0007s0237.1.p
OG0002532	AT3G50080	Carub.0005s1643.1.p
OG0002532	AT5G67250	Carub.0008s2726.1.p
OG0002533	AT4G26960	Carub.0007s1391.1.p
OG0002533	AT5G54970	Carub.0008s1526.1.p
OG0002534	AT4G28280	Carub.0007s1248.1.p
OG0002534	AT2G20700	Carub.0003s3521.1.p
OG0002535	AT4G15560	Carub.0007s2628.1.p
OG0002535	AT3G21500	Carub.0003s2154.1.p
OG0002536	AT3G07160	Carub.0003s0668.1.p
OG0002537	AT3G22330	Carub.0003s2250.1.p
OG0002537	AT3G22310	Carub.0003s2248.1.p
OG0002538	AT1G32760	Carub.0001s3109.1.p
OG0002538	AT4G10630	Carub.0006s2944.1.p
OG0002539	AT1G69360	Carub.0002s1596.1.p
OG0002539	AT1G26620	Carub.0001s2441.1.p
OG0002540	AT1G79520	Carub.0002s2638.1.p
OG0002540	AT1G16310	Carub.0001s1605.1.p
OG0002541	AT5G44130	Carub.0008s0439.1.p
OG0002541	AT1G03870	Carub.0001s0301.1.p
OG0002542	AT5G67360	Carub.0008s2713.1.p
OG0002543	AT1G18460	Carub.0001s1809.1.p
OG0002543	AT1G73920	Carub.0002s2069.1.p
OG0002544	AT5G24280	Carub.0006s2205.1.p
OG0002544	AT5G24275	Carub.0006s2204.1.p, Carub.0006s2203.1.p
OG0002545	AT5G25460	Carub.0006s2331.1.p
OG0002545	AT5G11420	Carub.0006s0987.1.p
OG0002546	AT4G11960	Carub.0006s3106.1.p
OG0002546	AT4G22890	Carub.0007s1839.1.p
OG0002547	AT2G28620	Carub.0004s0959.1.p
OG0002547	AT3G45850	Carub.0005s1169.1.p
OG0002548	AT3G10720	Carub.0003s0995.1.p
OG0002548	AT5G04970	Carub.0006s0391.1.p
OG0002549	AT2G22170	Carub.0004s0133.1.p
OG0002549	AT4G39730	Carub.0007s0161.1.p
OG0002550	AT1G80810	Carub.0002s2674.1.p
OG0002550	AT1G15940	Carub.0001s1574.1.p
OG0002551	AT3G43430	Carub.0005s0917.1.p
OG0002551	AT5G20885	Carub.0006s1917.1.p
OG0002552	AT5G04770	Carub.0006s0366.1.p
OG0002552	AT3G10600	Carub.0003s0983.1.p
OG0002553	AT2G18110	Carub.0003s3224.1.p
OG0002553	AT1G30230	Carub.0001s2846.1.p
OG0002554	AT1G32920	Carub.0001s3123.1.p
OG0002554	AT1G32928	Carub.0001s3124.1.p
OG0002556	AT3G10430	Carub.0003s0964.1.p
OG0002556	AT4G04690	Carub.0006s3257.1.p, Carub.0006s3259.1.p, Carub.0006s3242.1.p, Carub.0006s3251.1.p
OG0002564	AT3G27300	Carub.0005s0557.1.p
OG0002564	AT5G40760	Carub.0007s3473.1.p
OG0002565	AT1G55200	Carub.0001s4370.1.p
OG0002565	AT3G13690	Carub.0003s1321.1.p
OG0002566	AT5G59740	Carub.0008s2039.1.p
OG0002566	AT3G46180	Carub.0005s1200.1.p
OG0002568	AT1G11250	Carub.0001s1083.1.p
OG0002569	AT4G14130	Carub.0007s2829.1.p
OG0002569	AT3G23730	Carub.0003s2403.1.p
OG0002570	AT5G54490	Carub.0008s1477.1.p
OG0002570	AT4G27280	Carub.0007s1359.1.p
OG0002571	AT3G02410	Carub.0003s0150.1.p
OG0002571	AT5G15860	Carub.0006s1402.1.p
OG0002572	AT5G19380	Carub.0006s1772.1.p
OG0002572	AT5G12170	Carub.0006s1067.1.p
OG0002573	AT5G51790	Carub.0008s1181.1.p
OG0002573	AT4G25410	Carub.0007s1560.1.p
OG0002574	AT3G46620	Carub.0005s1289.1.p
OG0002575	AT4G32610	Carub.0007s0793.1.p
OG0002575	AT2G25670	Carub.0004s0546.1.p
OG0002576	AT1G23770	Carub.0001s2328.1.p
OG0002576	AT1G23780	Carub.0001s2329.1.p
OG0002577	AT1G61130	Carub.0002s0404.1.p, Carub.0002s0403.1.p
OG0002577	AT1G11080	Carub.0001s1064.1.p
OG0002577	AT4G15100	Carub.0007s2689.1.p
OG0002578	AT2G24360	Carub.0004s0369.1.p
OG0002578	AT4G31170	Carub.0007s0936.1.p
OG0002579	AT1G10870	Carub.0001s1041.1.p
OG0002579	AT1G60860	Carub.0002s0446.1.p
OG0002580	AT1G03920	Carub.0001s0307.1.p
OG0002580	AT2G20470	Carub.0003s3489.1.p
OG0002581	AT1G17420	Carub.0001s1718.1.p
OG0002581	AT1G72520	Carub.0002s1938.1.p
OG0002582	AT2G43410	Carub.0004s2588.1.p
OG0002583	AT4G34570	Carub.0007s0572.1.p
OG0002583	AT2G16370	Carub.0003s3013.1.p
OG0002584	AT1G72620	Carub.0002s1946.1.p
OG0002584	AT1G17430	Carub.0001s1719.1.p
OG0002585	AT5G49215	Carub.0008s0904.1.p
OG0002585	AT3G06770	Carub.0003s0631.1.p
OG0002586	AT3G05640	Carub.0003s0497.1.p
OG0002586	AT5G27930	Carub.0006s2466.1.p
OG0002587	AT2G17780	Carub.0003s3192.1.p
OG0002587	AT4G35920	Carub.0007s0430.1.p
OG0002588	AT1G01170	Carub.0001s0104.1.p
OG0002588	AT4G00860	Carub.0006s3588.1.p
OG0002589	AT1G14640	Carub.0001s1440.1.p
OG0002590	AT3G57785	Carub.0005s2464.1.p
OG0002590	AT2G42310	Carub.0004s2465.1.p
OG0002591	AT2G33010	Carub.0004s1449.1.p
OG0002591	AT2G33000	Carub.0004s1445.1.p
OG0002592	AT1G78820	Carub.0002s2565.1.p
OG0002593	AT1G11540	Carub.0001s1115.1.p
OG0002593	AT1G61740	Carub.0002s0333.1.p
OG0002594	AT4G00630	Carub.0006s3656.1.p
OG0002594	AT1G01790	Carub.0001s0042.1.p
OG0002595	AT2G41960	Carub.0004s2429.1.p
OG0002596	AT3G13062	Carub.0003s1239.1.p
OG0002596	AT1G55960	Carub.0001s4457.1.p
OG0002597	AT1G17730	Carub.0001s1746.1.p
OG0002598	AT1G74480	Carub.0002s2128.1.p
OG0002598	AT1G18790	Carub.0001s1843.1.p
OG0002599	AT4G16155	Carub.0007s2540.1.p
OG0002599	AT3G16950	Carub.0003s1670.1.p
OG0002600	AT4G01510	Carub.0006s3568.1.p
OG0002600	AT1G01020	Carub.0001s0120.1.p
OG0002601	AT1G53590	Carub.0001s4280.1.p
OG0002601	AT3G14590	Carub.0003s1429.1.p
OG0002602	AT2G18450	Carub.0003s3259.1.p
OG0002602	AT5G66760	Carub.0008s2775.1.p
OG0002603	AT1G44224	Carub.0001s3514.1.p
OG0002603	AT3G50570	Carub.0005s1689.1.p
OG0002604	AT1G28695	Carub.0001s2713.1.p
OG0002604	AT1G28700, AT1G28710	Carub.0001s2714.1.p
OG0002605	AT2G46400	Carub.0004s2910.1.p
OG0002606	AT1G54070	Carub.0001s4330.1.p
OG0002607	AT1G76860	Carub.0002s2374.1.p
OG0002607	AT1G21190	Carub.0001s2062.1.p
OG0002608	AT3G59950	Carub.0005s2667.1.p
OG0002608	AT2G44140	Carub.0004s2669.1.p
OG0002609	AT5G65180	Carub.0008s2603.1.p
OG0002609	AT5G10060	Carub.0006s0852.1.p
OG0002610	AT5G19480	Carub.0006s1782.1.p
OG0002610	AT5G12230	Carub.0006s1073.1.p
OG0002611	AT1G27280	Carub.0001s2371.1.p
OG0002612	AT1G51770	Carub.0001s4066.1.p
OG0002612	AT3G21310	Carub.0003s2134.1.p
OG0002613	AT4G21902	Carub.0007s1945.1.p
OG0002613	AT4G04745	Carub.0006s3264.1.p
OG0002614	AT5G49560	Carub.0008s2796.1.p
OG0002614	AT3G50850	Carub.0005s1724.1.p
OG0002615	AT3G47060	Carub.0005s1330.1.p
OG0002615	AT5G58870	Carub.0008s1951.1.p
OG0002616	AT2G14120	Carub.0003s2837.1.p
OG0002616	AT4G33650	Carub.0007s0678.1.p
OG0002617	AT2G27070, AT5G07210	Carub.0006s0614.1.p, Carub.0007s2972.1.p, Carub.0007s2971.1.p
OG0002618	AT5G47610	Carub.0008s0018.1.p
OG0002618	AT4G17245	Carub.0007s2416.1.p
OG0002619	AT2G20580	Carub.0003s3506.1.p
OG0002619	AT4G28470	Carub.0007s1223.1.p
OG0002620	AT1G16300	Carub.0001s1604.1.p
OG0002620	AT1G79530	Carub.0002s2639.1.p
OG0002621	AT3G09820	Carub.0003s0891.1.p
OG0002621	AT5G03300	Carub.0006s0211.1.p
OG0002622	AT3G04700	Carub.0003s0385.1.p
OG0002622	AT5G28690	Carub.0006s2595.1.p
OG0002623	AT5G36970	Carub.0007s3222.1.p
OG0002623	AT1G65690	Carub.0002s1151.1.p
OG0002624	AT4G33230	Carub.0007s0723.1.p
OG0002624	AT2G26450	Carub.0004s0635.1.p
OG0002625	AT5G35700	Carub.0007s3144.1.p
OG0002625	AT2G04750	Carub.0003s2636.1.p
OG0002626	AT3G03340	Carub.0003s0251.1.p
OG0002626	AT5G17440	Carub.0006s1566.1.p
OG0002627	AT3G44720	Carub.0005s1040.1.p, Carub.0015s0005.1.p
OG0002627	AT5G22630	Carub.0006s2035.1.p
OG0002628	AT5G18220	Carub.0006s1650.1.p
OG0002628	AT3G04010	Carub.0003s0326.1.p
OG0002629	AT2G42290	Carub.0004s2463.1.p
OG0002629	AT3G57830	Carub.0005s2468.1.p
OG0002630	AT2G22850	Carub.0004s0198.1.p
OG0002630	AT4G37730	Carub.0007s0252.1.p
OG0002631	AT2G47630	Carub.0004s3036.1.p
OG0002631	AT3G62860	Carub.0005s2951.1.p
OG0002632	AT5G41900	Carub.0007s3346.1.p
OG0002632	AT1G64670	Carub.0002s0006.1.p
OG0002633	AT1G18830	Carub.0001s1846.1.p
OG0002633	AT3G63460	Carub.0005s3007.1.p
OG0002634	AT1G07090	Carub.0001s0638.1.p
OG0002635	AT1G15150, AT1G15160	Carub.0001s1492.1.p
OG0002635	AT1G15180, AT1G15170	Carub.0001s1493.1.p
OG0002636	AT5G54510	Carub.0008s1479.1.p
OG0002636	AT4G27260	Carub.0007s1361.1.p
OG0002637	AT1G80180	Carub.0002s2734.1.p
OG0002637	AT1G15400	Carub.0001s1518.1.p
OG0002638	AT3G05490	Carub.0003s0478.1.p
OG0002639	AT4G19840	Carub.0007s2137.1.p
OG0002640	AT3G05830	Carub.0003s0519.1.p
OG0002640	AT5G26770	Carub.0006s2442.1.p
OG0002641	AT3G52525	Carub.0005s1892.1.p
OG0002641	AT2G36026	Carub.0004s1778.1.p
OG0002642	AT2G35690	Carub.0004s1742.1.p
OG0002642	AT4G16760	Carub.0007s2462.1.p
OG0002643	AT5G08360	Carub.0006s0726.1.p
OG0002643	AT5G23380	Carub.0006s2116.1.p
OG0002644	AT3G06750	Carub.0003s0629.1.p
OG0002644	AT5G49280	Carub.0008s0910.1.p
OG0002645	AT1G29980	Carub.0001s2823.1.p
OG0002645	AT2G34510	Carub.0004s1618.1.p
OG0002646	AT5G18150	Carub.0006s1644.1.p
OG0002646	AT5G14602	Carub.0006s1278.1.p
OG0002647	AT5G15460	Carub.0006s1362.1.p
OG0002647	AT3G01050	Carub.0003s0113.1.p
OG0002648	AT1G32380	Carub.0001s3078.1.p
OG0002648	AT2G35390	Carub.0004s1708.1.p
OG0002649	AT1G52730	Carub.0001s4181.1.p
OG0002649	AT3G15610	Carub.0003s1536.1.p
OG0002650	AT1G72660	Carub.0002s1951.1.p
OG0002650	AT1G17470	Carub.0001s1724.1.p
OG0002651	AT1G30670	Carub.0001s2893.1.p
OG0002652	AT1G45010	Carub.0001s3550.1.p
OG0002652	AT1G35170, AT1G35180	Carub.0001s3280.1.p
OG0002653	AT3G52560	Carub.0005s1897.1.p
OG0002653	AT2G36060	Carub.0004s1780.1.p
OG0002654	AT3G62700	Carub.0005s2937.1.p
OG0002654	AT2G47800	Carub.0002s1179.1.p, Carub.0004s3051.1.p
OG0002655	AT3G50220	Carub.0005s1654.1.p
OG0002655	AT5G67210	Carub.0008s2730.1.p
OG0002656	AT4G02930	Carub.0006s3415.1.p
OG0002657	AT3G07600	Carub.0003s0717.1.p
OG0002657	AT5G48290	Carub.0008s0784.1.p
OG0002658	AT1G28010	Carub.0001s2646.1.p
OG0002658	AT1G27940	Carub.0001s2639.1.p
OG0002659	AT5G67540	Carub.0008s2693.1.p
OG0002659	AT3G49880	Carub.0005s1624.1.p
OG0002660	AT4G33050	Carub.0007s0740.1.p
OG0002660	AT2G26190	Carub.0004s0604.1.p
OG0002661	AT1G49990	Carub.0151s0001.1.p
OG0002662	AT4G09180	Carub.0006s2779.1.p
OG0002662	AT1G35460	Carub.0001s3306.1.p
OG0002663	AT1G08410	Carub.0001s0776.1.p
OG0002663	AT2G27200	Carub.0004s0777.1.p
OG0002664	AT2G44890, AT2G45510	Carub.0004s2812.1.p
OG0002665	AT2G19390	Carub.0003s3365.1.p
OG0002665	AT4G29790	Carub.0004s1484.1.p
OG0002666	AT5G01950	Carub.0024s0009.1.p
OG0002666	AT1G06840	Carub.0001s0615.1.p
OG0002667	AT1G52670	Carub.0001s4166.1.p
OG0002667	AT3G15690	Carub.0003s1544.1.p
OG0002668	AT3G28580	Carub.0005s0715.1.p
OG0002668	AT5G40010	Carub.0007s3565.1.p
OG0002669	AT5G27870	Carub.0006s2471.1.p
OG0002669	AT3G05610	Carub.0003s0493.1.p
OG0002670	AT1G67530	Carub.0002s1387.1.p
OG0002670	AT1G24330	Carub.0001s2574.1.p
OG0002671	AT3G26020	Carub.0005s0387.1.p
OG0002671	AT1G13460	Carub.0001s1316.1.p
OG0002672	AT2G24680	Carub.0004s0409.1.p, Carub.0004s0408.1.p
OG0002673	AT4G30990	Carub.0007s0955.1.p
OG0002674	AT1G35670	Carub.0001s3334.1.p
OG0002674	AT4G09570	Carub.0006s2802.1.p
OG0002675	AT4G27620	Carub.0007s1323.1.p
OG0002675	AT4G27610	Carub.0007s1324.1.p
OG0002676	AT5G15930	Carub.0006s1412.1.p
OG0002676	AT3G02460	Carub.0003s0155.1.p
OG0002677	AT4G11650	Carub.0006s3073.1.p
OG0002678	AT3G49300, AT3G49305, AT3G49270	Carub.0005s1552.1.p
OG0002678	AT3G49307	Carub.0005s1554.1.p
OG0002679	AT4G19130	Carub.0007s2202.1.p
OG0002679	AT5G45400	Carub.0008s0271.1.p
OG0002680	AT2G36580	Carub.0004s1840.1.p
OG0002680	AT3G52990	Carub.0005s1949.1.p
OG0002681	AT1G22870	Carub.0001s2237.1.p
OG0002681	AT1G71410	Carub.0002s1826.1.p
OG0002682	AT3G56660	Carub.0005s2341.1.p
OG0002682	AT2G40950	Carub.0004s2327.1.p
OG0002683	AT2G25850	Carub.0004s0568.1.p
OG0002683	AT4G32850	Carub.0007s0764.1.p
OG0002684	AT3G56920	Carub.0005s2366.1.p
OG0002684	AT2G40990	Carub.0004s2331.1.p
OG0002685	AT5G65620	Carub.0008s2649.1.p
OG0002685	AT5G10540	Carub.0006s0902.1.p
OG0002686	AT5G27750	Carub.0006s2480.1.p
OG0002687	AT2G29390	Carub.0004s1045.1.p
OG0002687	AT1G07420	Carub.0001s0673.1.p
OG0002688	AT5G19820	Carub.0006s1816.1.p
OG0002689	AT1G50360	Carub.0001s3944.1.p
OG0002689	AT3G19960	Carub.0003s1986.1.p
OG0002690	AT4G00750	Carub.0006s3647.1.p
OG0002690	AT2G45750	Carub.0004s2843.1.p
OG0002691	AT3G23670	Carub.0003s2397.1.p
OG0002692	AT1G16190	Carub.0001s1595.1.p
OG0002692	AT1G79650	Carub.0002s2653.1.p
OG0002693	AT2G04480	Carub.0003s2613.1.p
OG0002693	AT5G35870	Carub.0007s3167.1.p
OG0002694	AT3G45240	Carub.0005s1102.1.p
OG0002694	AT5G60550	Carub.0008s2124.1.p
OG0002695	AT3G19950	Carub.0003s1985.1.p
OG0002696	AT4G12430	Carub.0006s3158.1.p
