Orthogroup	Thellungiella_parvula	Arabis_alpina
OG0000836	Sp4g17610.1	AALP_AA4G125500
OG0000836	Sp1g34060.1	AALP_AA4G224900, AALP_AA6G103000
OG0000838	Sp7g18090.1	AALP_AA7G019900, AALP_AA7G019600
OG0000840	Sp7g02860.1	AALP_AA6G345100
OG0000841	SpUn1817_0010.1	AALP_AA8G116000
OG0000844	Sp7g20430.1	AALP_AA7G050100
OG0000844	Sp6g04840.1	AALP_AA6G210500
OG0000845	Sp7g06340.1	AALP_AA8G496500
OG0000845	Sp1g23480.1, Sp6g30870.1	AALP_AA8G129000
OG0000846	Sp4g00910.1	AALP_AA6G297200, AALP_AA6G297100
OG0000847	Sp3g11260.1	AALP_AA3G140200
OG0000847	Sp3g11250.1	AALP_AA3G141700
OG0000848	Sp4g22190.1	AALP_AA4G184100
OG0000848	Sp5g06730.1	AALP_AA5G198100
OG0000849	Sp4g18060.1	AALP_AA4G129700
OG0000849	Sp6g39660.1	AALP_AA8G021000
OG0000849	Sp3g08040.1	AALP_AA3G103800
OG0000850	Sp6g11910.1	AALP_AA8G274300
OG0000850	Sp6g11920.1	AALP_AAs51332U000100
OG0000854	Sp1g01320.1, Sp1g01310.1	AALP_AA1G005900, AALP_AA1G005700, AALP_AA1G000100
OG0000855	Sp7g31580.1, Sp5g17290.1, Sp5g17300.1	AALP_AA6G226400, AALP_AA7G206500
OG0000856	Sp3g12190.1	AALP_AA3G155900
OG0000858	Sp1g38490.1	AALP_AA4G041400
OG0000859	Sp1g14395.1	AALP_AA7G022800
OG0000859	Sp1g14400.1	AALP_AA7G023000
OG0000861	Sp4g29540.1	AALP_AA5G287500, AALP_AA4G265800, AALP_AA4G265500
OG0000862	Sp3g07960.1, Sp6g39720.1	AALP_AA3G103100, AALP_AA8G017800
OG0000863	Sp4g28040.1	AALP_AA4G249700
OG0000863	Sp6g00440.1	AALP_AA6G006200
OG0000864	Sp3g03090.1	AALP_AA3G036600
OG0000864	Sp1g11910.1	AALP_AA1G147800
OG0000865	Sp4g28090.1	AALP_AA4G250300
OG0000865	SpUn0010_0080.1, Sp7g00600.1	AALP_AA6G319600
OG0000866	Sp5g24860.1	AALP_AA2G125000
OG0000866	Sp1g12670.1	AALP_AA1G158400
OG0000868	Sp6g33230.1	AALP_AA8G096400
OG0000868	Sp7g36090.1	AALP_AA7G277100
OG0000868	Sp4g01280.1	AALP_AA6G292900
OG0000869	Sp4g26300.1	AALP_AA4G231800, AALP_AA4G231700
OG0000870	Sp3g08880.1	AALP_AA3G114900
OG0000870	Sp5g06260.1	AALP_AA5G203500
OG0000871	Sp4g18900.1	AALP_AA4G137000
OG0000871	Sp5g09300.1	AALP_AA5G161200
OG0000872	Sp1g39020.1	AALP_AA4G036000
OG0000872	Sp5g31060.1	AALP_AA2G203100
OG0000873	Sp7g34020.1	AALP_AA7G238500
OG0000873	Sp3g31570.1	AALP_AA3G342500
OG0000874	Sp7g34350.1	AALP_AA7G242400
OG0000874	Sp2g03730.1	AALP_AA2G036300
OG0000878	Sp4g02130.1, SpUn1093_0010.1, Sp1g30560.1, Sp3g23880.1	AALP_AA2G055800, AALP_AA1G162500, AALP_AA5G121900, AALP_AA3G258400, AALP_AAs48356U000400, AALP_AAs61888U000100, AALP_AA3G253100, AALP_AAs72311U000100, AALP_AA7G033400, AALP_AA8G149900, AALP_AAs62381U000100, AALP_AAs63466U000100, AALP_AA3G318800, AALP_AAs73545U000100, AALP_AAs73111U000100, AALP_AA7G039200, AALP_AAs44809U000100, AALP_AA7G054800, AALP_AAs39584U000100, AALP_AAs58100U000100, AALP_AAs42977U000100, AALP_AAs39498U000100, AALP_AAs44922U000100, AALP_AAs74702U000100, AALP_AA7G194800, AALP_AA5G062200
OG0000879	Sp5g33580.1	AALP_AAs58461U000300
OG0000880	Sp5g15180.1	AALP_AA5G086900
OG0000881	Sp6g01120.1	AALP_AA6G013900
OG0000882	Sp1g12970.1	AALP_AA1G162400
OG0000883	Sp2g26720.1	AALP_AA8G467600
OG0000884	Sp5g12140.1	AALP_AA6G263600, AALP_AA3G220500
OG0000885	Sp5g30730.1	AALP_AA3G008700
OG0000885	Sp1g17690.1	AALP_AA1G217400
OG0000886	Sp4g12810.1	AALP_AAs48252U000600
OG0000886	Sp1g05680.1	AALP_AA1G067900
OG0000887	Sp7g37180.1	AALP_AA7G264100
OG0000887	Sp3g30000.1	AALP_AA4G166000
OG0000887	Sp7g32770.1	AALP_AA7G221900
OG0000888	Sp7g31570.1	AALP_AA7G206400
OG0000888	Sp7g31560.1	AALP_AA2G025200, AALP_AA7G206300, AALP_AA7G206200
OG0000889	Sp1g11620.1, Sp7g00990.1	AALP_AA1G143900
OG0000890	Sp3g21060.1, Sp7g12350.1	AALP_AAs68934U000300
OG0000892	Sp4g20870.1, Sp4g20860.1	AALP_AA4G167000, AALP_AA4G164400, AALP_AA4G164000
OG0000893	Sp5g14190.1	AALP_AA5G099000
OG0000893	Sp2g24930.1	AALP_AA8G447600
OG0000895	Sp7g37570.1	AALP_AA7G259900
OG0000895	Sp4g09780.1, SpUn0012_0050.1, SpUn0122_0020.1	AALP_AA6G240100
OG0000896	Sp1g08660.1	AALP_AA1G106500
OG0000896	Sp2g05220.1	AALP_AA2G057600
OG0000897	Sp1g04390.1	AALP_AA1G052100
OG0000897	Sp7g12030.1	AALP_AAs50735U000600
OG0000898	Sp5g14710.1	AALP_AA5G091700
OG0000898	Sp5g14700.1	AALP_AA5G091800
OG0000898	Sp5g14720.1	AALP_AA5G091600
OG0000899	Sp1g20710.1	AALP_AA1G253800
OG0000899	Sp5g25850.1	AALP_AA2G136100, AALP_AA2G136700, AALP_AA2G136200
OG0000900	Sp4g11920.1	AALP_AAs46602U000200
OG0000901	Sp7g03800.1	AALP_AA6G351700
OG0000902	Sp7g16800.1, Sp7g15360.1	AALP_AAs51321U000100
OG0000903	Sp6g03710.1	AALP_AA6G212600
OG0000903	Sp1g33300.1	AALP_AAs62367U000100
OG0000904	Sp1g32890.1	AALP_AAs40498U001000
OG0000905	Sp4g04130.1	AALP_AA8G424400
OG0000905	Sp6g28650.1	AALP_AA8G160600
OG0000906	Sp3g03670.1, Sp7g32460.1	AALP_AA3G043200, AALP_AA7G217000
OG0000907	Sp6g01460.1	AALP_AA6G015600, AALP_AA6G015500
OG0000909	Sp5g05130.1	AALP_AA5G218400, AALP_AA5G220700
OG0000909	Sp4g24050.1	AALP_AA4G201800
OG0000911	Sp2g22290.1	AALP_AA8G430000
OG0000911	Sp2g27950.1	AALP_AA8G482100
OG0000912	Sp5g14010.1	AALP_AA5G101400
OG0000912	Sp2g25860.1	AALP_AA8G459400
OG0000913	Sp1g09980.1	AALP_AA4G022800
OG0000915	Sp2g28650.1	AALP_AA8G488700
OG0000915	Sp4g01620.1	AALP_AA6G289900
OG0000916	Sp5g04840.1	AALP_AA4G043900
OG0000917	Sp5g22400.1	AALP_AA2G091600
OG0000917	Sp1g23640.1	AALP_AA1G264100
OG0000920	Sp2g03450.1, Sp4g05040.1	AALP_AA6G327200
OG0000925	Sp7g00100.1	AALP_AA6G313600
OG0000925	Sp2g00210.1	AALP_AA6G205800
OG0000927	Sp1g34170.1	AALP_AA3G121900, AALP_AA3G122000
OG0000928	Sp6g38100.1	AALP_AAs58612U000100, AALP_AAs65482U000100, AALP_AA8G041300, AALP_AAs45051U000100
OG0000928	Sp7g31030.1	AALP_AA7G198100
OG0000930	Sp7g35030.1	AALP_AA7G251100
OG0000931	Sp3g32250.1	AALP_AA3G204700
OG0000932	Sp7g25630.1	AALP_AA7G114000
OG0000932	Sp6g16200.1	AALP_AA8G324600
OG0000933	Sp7g11850.1	AALP_AA4G105800
OG0000933	Sp7g11830.1	AALP_AA4G105500
OG0000934	Sp6g37240.1	AALP_AA2G068200, AALP_AA5G090700
OG0000935	Sp1g13400.1	AALP_AA1G169500
OG0000935	Sp2g12760.1	AALP_AA5G002400
OG0000938	Sp2g20310.1, Sp2g20300.1	AALP_AA8G251900
OG0000940	Sp6g00360.1	AALP_AA6G004600
OG0000940	Sp1g00730.1, Sp1g00740.1	AALP_AA1G008100
OG0000941	Sp3g25190.1, Sp5g19390.1, Sp5g19960.1, Sp3g32500.1	AALP_AA8G301100
OG0000942	Sp4g12410.1	AALP_AAs58904U000100
OG0000942	Sp6g37170.1	AALP_AA8G055100
OG0000944	Sp1g20490.1	AALP_AA1G251500
OG0000946	Sp5g02230.1	AALP_AA5G268200
OG0000946	Sp4g27810.1	AALP_AA4G247200
OG0000948	Sp6g28980.1	AALP_AA8G154100
OG0000948	Sp3g00820.1	AALP_AA3G002700
OG0000949	Sp5g25240.1	AALP_AA2G129500
OG0000949	Sp5g25230.1	AALP_AA2G129400
OG0000950	Sp2g18760.1	AALP_AA8G191700, AALP_AA5G155800, AALP_AA5G171500
OG0000952	Sp7g20680.1	AALP_AA7G054500
OG0000952	Sp7g20670.1	AALP_AA7G054200, AALP_AA7G054300
OG0000953	Sp2g00060.1	AALP_AA6G312100
OG0000953	Sp7g25690.1	AALP_AA7G114400
OG0000953	Sp5g12760.1	AALP_AA8G420100
OG0000954	Sp6g35210.1	AALP_AA8G072600
OG0000954	Sp2g24620.1	AALP_AA8G444600
OG0000955	Sp3g10120.1	AALP_AA3G129000
OG0000955	Sp6g36260.1	AALP_AA8G060700
OG0000956	Sp3g09440.1	AALP_AA3G120700
OG0000957	Sp6g37920.1	AALP_AA8G043300
OG0000957	Sp2g12600.1	AALP_AA5G000800
OG0000957	Sp1g35630.1	AALP_AA4G073700
OG0000958	Sp6g34190.1	AALP_AA8G086400, AALP_AA8G086500
OG0000960	Sp2g11600.1, SpUn0036_0010.1	AALP_AA6G110800
OG0000960	Sp7g16250.1	AALP_AA7G000600
OG0000962	Sp5g12860.1	AALP_AA5G115100
OG0000962	Sp5g12870.1	AALP_AA5G115000
OG0000963	Sp6g37850.1	AALP_AA8G044000
OG0000964	Sp7g18910.1	AALP_AA7G031800
OG0000964	Sp2g09270.1	AALP_AA6G139500
OG0000965	Sp3g06460.1, Sp2g18690.1	AALP_AA3G083700, AALP_AA3G083600
OG0000966	Sp6g21100.1	AALP_AA8G387600
OG0000966	Sp3g07680.1	AALP_AA3G098600
OG0000967	Sp1g07080.1	AALP_AA1G088100
OG0000968	Sp3g30240.1	AALP_AA3G328800
OG0000969	Sp1g22170.1	AALP_AA1G276400
OG0000970	Sp4g23610.1	AALP_AA4G197100
OG0000970	Sp5g05540.1	AALP_AA5G214000
OG0000971	Sp7g14010.1, Sp7g14040.1, Sp7g14060.1, Sp7g14030.1, Sp7g14020.1	AALP_AAs48803U000200
OG0000972	Sp6g15610.1	AALP_AA1G208500
OG0000972	Sp3g07340.1, Sp3g07360.1, SpUn0909_0010.1	AALP_AA8G008000
OG0000973	Sp3g04010.1	AALP_AA3G047400
OG0000973	Sp2g20560.1	AALP_AA8G253500
OG0000974	Sp2g01070.1	AALP_AA2G003800
OG0000977	Sp1g03260.1	AALP_AA1G207900, AALP_AA1G038700
OG0000977	Sp2g08130.1	AALP_AA6G063100
OG0000978	Sp6g30640.1	AALP_AA8G132100
OG0000979	Sp6g07010.1	AALP_AA6G165100
OG0000979	Sp1g28650.1, Sp1g28640.1	AALP_AA6G035700
OG0000980	Sp2g29230.1	AALP_AA8G513500
OG0000980	Sp5g12170.1	AALP_AA5G122100
OG0000982	Sp7g25910.1	AALP_AA7G117500
OG0000982	Sp6g15440.1	AALP_AA8G314600
OG0000983	Sp5g02650.1	AALP_AA5G262300
OG0000983	Sp4g27180.1	AALP_AA4G239800
OG0000985	Sp7g17030.1	AALP_AA6G210200
OG0000985	Sp7g33640.1	AALP_AA7G233400
OG0000986	Sp5g29920.1	AALP_AA2G188900
OG0000986	Sp2g25800.1	AALP_AA8G457400
OG0000987	Sp5g00770.1, Sp5g00780.1	AALP_AA5G285300, AALP_AA5G285400
OG0000988	Sp3g29380.1	AALP_AA2G108500, AALP_AA3G322700
OG0000990	Sp2g04510.1	AALP_AA2G044400
OG0000992	Sp7g25700.1	AALP_AA7G114600
OG0000992	Sp6g15650.1	AALP_AA8G317000
OG0000993	Sp2g19190.1	AALP_AA3G077400, AALP_AA6G093400
OG0000993	Sp4g15060.1	AALP_AA8G240100
OG0000995	Sp1g20730.1	AALP_AA1G254200
OG0000995	Sp5g25760.1	AALP_AA2G135500
OG0000996	Sp1g01050.1	AALP_AA1G002900
OG0000997	Sp4g21690.1	AALP_AA4G177100
OG0000997	Sp5g07270.1	AALP_AA5G191600
OG0000998	SpUn0105_0010.1, SpUn0154_0020.1, Sp4g09790.1, SpUn0012_0040.1, SpUn0105_0020.1, SpUn0093_0020.1, SpUn0093_0010.1, SpUn0154_0010.1, Sp4g09770.1, SpUn0122_0010.1, SpUn0012_0060.1	AALP_AA6G240000
OG0000999	Sp7g28020.1	AALP_AA7G151900
OG0001000	Sp7g23320.1	AALP_AA6G350500
OG0001000	Sp1g15140.1	AALP_AA1G187900
OG0001001	Sp5g25040.1, SpUn0220_0010.1	AALP_AA2G128100
OG0001001	Sp1g21640.1	AALP_AA1G283200
OG0001002	Sp6g37320.1	AALP_AA8G049300
OG0001003	Sp5g31570.1	AALP_AA2G206300
OG0001003	Sp1g18520.1	AALP_AA1G226700
OG0001005	Sp5g12100.1	AALP_AA5G123100
OG0001005	Sp4g02100.1	AALP_AA6G285600
OG0001006	Sp6g05270.1	AALP_AA6G183100
OG0001008	Sp5g04110.1, Sp5g04100.1, Sp5g04090.1	AALP_AA5G235400
OG0001008	Sp4g24910.1	AALP_AA4G216000
OG0001009	Sp5g34460.1	AALP_AA2G244300, AALP_AA2G244200
OG0001013	Sp7g34150.1	AALP_AA7G239900
OG0001014	Sp3g14700.1	AALP_AA3G185100
OG0001014	Sp1g38690.1	AALP_AA4G039400
OG0001015	Sp4g27840.1	AALP_AA4G247500
OG0001016	Sp1g01970.1	AALP_AA7G174800
OG0001017	Sp1g11980.1	AALP_AA1G149300
OG0001017	Sp2g14790.1	AALP_AA3G296300
OG0001018	Sp3g31580.1	AALP_AA3G342700, AALP_AA3G342600
OG0001018	Sp7g34090.1	AALP_AA7G239300
OG0001019	Sp6g09230.1	AALP_AA6G201100
OG0001020	SpUn0074_0050.1	AALP_AA2G230800
OG0001020	Sp5g33740.1, SpUn0074_0020.1	AALP_AA2G230700
OG0001021	Sp1g34270.1	AALP_AA1G285100
OG0001021	Sp2g07820.1	AALP_AA6G155800
OG0001022	Sp4g23480.1	AALP_AA4G195500
OG0001023	Sp1g37850.1, Sp1g37530.1	AALP_AA4G048600
OG0001024	Sp1g02740.1	AALP_AA1G032400
OG0001024	Sp2g08950.1, Sp2g08960.1	AALP_AA6G142800, AALP_AA7G151400
OG0001025	Sp1g12110.1	AALP_AA1G151600
OG0001026	Sp7g02205.1	AALP_AA1G126600, AALP_AAs40661U000100, AALP_AA2G123000, AALP_AA1G334800, AALP_AA7G049700, AALP_AAs58843U000100
OG0001027	SpUn0309_0030.1	AALP_AA4G154900, AALP_AA4G155000
OG0001028	Sp1g19050.1	AALP_AA1G234300
OG0001030	Sp3g14040.1	AALP_AA3G177900, AALP_AA3G178000
OG0001031	Sp1g33970.1, Sp3g28120.1, Sp3g28130.1, Sp5g20240.1, Sp6g08690.1, Sp3g27800.1, Sp6g13220.1, Sp1g33490.1, Sp6g38460.1, Sp5g19310.1	AALP_AAs51720U000700
OG0001032	Sp6g15260.1	AALP_AA8G308900
OG0001033	Sp3g02840.1	AALP_AA3G033800
OG0001033	Sp6g26180.1	AALP_AA7G174200
OG0001034	Sp4g23220.1	AALP_AA2G241800
OG0001034	Sp5g05940.1	AALP_AA5G208800
OG0001035	Sp1g15850.1	AALP_AAs51045U000100
OG0001036	Sp1g36170.1	AALP_AA4G068400, AALP_AAs65213U000100
OG0001037	Sp3g02830.1	AALP_AA3G033700
OG0001038	Sp1g02010.1	AALP_AA1G023500
OG0001038	Sp5g00590.1	AALP_AA5G288100
OG0001039	Sp2g24430.1	AALP_AAs71350U000100, AALP_AAs67613U000100, AALP_AA8G442300, AALP_AA8G442400
OG0001040	Sp3g23600.1	AALP_AAs45999U001400
OG0001040	Sp2g16810.1	AALP_AA5G046000, AALP_AA5G045800, AALP_AA5G045900
OG0001042	Sp2g13470.1	AALP_AA5G011100
OG0001043	Sp5g34740.1	AALP_AA2G248000
OG0001044	Sp4g06960.1	AALP_AA6G252800
OG0001044	Sp2g25430.1	AALP_AA8G452900
OG0001045	Sp1g30630.1	AALP_AAs67745U000400
OG0001045	Sp6g09220.1	AALP_AA6G201000
OG0001046	Sp2g29140.1	AALP_AA8G514400
OG0001046	Sp5g12200.1	AALP_AA5G121400
OG0001047	Sp4g23150.1	AALP_AA4G193500
OG0001048	Sp7g25080.1	AALP_AA7G104300
OG0001050	Sp4g01980.1	AALP_AA6G287500
OG0001050	Sp7g35290.1	AALP_AA7G253300
OG0001051	Sp1g15420.1	AALP_AA1G191600
OG0001052	Sp1g12470.1	AALP_AA4G118300
OG0001053	Sp5g16750.1	AALP_AA5G072500
OG0001053	Sp1g06940.1	AALP_AA1G086100, AALP_AA1G086300
OG0001054	Sp5g14325.1, Sp5g14320.1	AALP_AA8G393500
OG0001056	Sp3g34080.1	AALP_AA3G376200
OG0001058	Sp2g30010.1	AALP_AA8G504500
OG0001058	SpUn0083_0040.1	AALP_AA5G129700
OG0001059	Sp3g10150.1	AALP_AA3G129300
OG0001060	Sp6g07320.1, Sp6g06330.1, Sp2g19880.1, Sp2g19510.1, Sp1g36460.1	AALP_AA3G274700, AALP_AA8G205100
OG0001061	Sp4g04070.1	AALP_AA6G264700
OG0001061	Sp7g29650.1	AALP_AA7G178800
OG0001062	Sp6g29220.1	AALP_AA8G150700
OG0001062	Sp3g30170.1	AALP_AA2G015300, AALP_AA3G327300
OG0001063	Sp2g05320.1	AALP_AA3G057100
OG0001064	Sp5g35180.1	AALP_AA2G257000
OG0001066	Sp4g16420.1	AALP_AAs61177U000100
OG0001066	Sp1g24990.1	AALP_AA1G299000
OG0001070	Sp5g28290.1	AALP_AA2G170800, AALP_AA2G170600
OG0001072	Sp5g18770.1, SpUn0003_0030.1, Sp7g18290.1	AALP_AA1G032600
OG0001074	Sp4g25910.1	AALP_AA4G227800
OG0001074	Sp4g25900.1	AALP_AA4G227600
OG0001075	Sp7g23790.1, Sp6g19370.1	AALP_AA8G365800
OG0001076	Sp5g30090.1	AALP_AA2G190600
OG0001076	Sp1g17080.1	AALP_AA1G210400
OG0001077	Sp7g02210.1	AALP_AA6G341500
OG0001077	Sp6g28870.1	AALP_AA8G156800
OG0001079	Sp5g02630.1	AALP_AA5G262700
OG0001079	Sp2g05150.1	AALP_AA4G240200
OG0001080	Sp4g05430.1	AALP_AA6G257400
OG0001080	Sp3g11870.1	AALP_AA3G150500
OG0001081	Sp1g25460.1	AALP_AA1G302800
OG0001081	Sp2g11360.1	AALP_AA6G114800
OG0001082	Sp6g37450.1, Sp6g37680.1	AALP_AA8G047900
OG0001085	Sp6g14370.1	AALP_AA8G298800
OG0001086	Sp2g16000.1	AALP_AA5G035500
OG0001088	Sp7g22240.1	AALP_AAs42893U000400
OG0001088	Sp6g10990.1	AALP_AA8G271400
OG0001089	Sp7g32440.1	AALP_AA7G216700
OG0001089	Sp7g32430.1	AALP_AA7G216600
OG0001090	Sp7g11740.1	AALP_AA4G101800
OG0001090	Sp3g21520.1	AALP_AA3G275000
OG0001091	Sp2g15700.1	AALP_AA5G032800, AALP_AA6G288700
OG0001091	Sp1g11520.1	AALP_AA1G142700, AALP_AA1G142600
OG0001092	Sp5g32690.1, Sp5g32680.1, Sp5g32670.1	AALP_AA2G217000
OG0001092	Sp1g19310.1	AALP_AA1G238300
OG0001093	Sp3g32030.1	AALP_AA3G348500
OG0001095	Sp6g04270.1	AALP_AAs59823U000200
OG0001095	Sp1g31080.1	AALP_AA5G048400
OG0001096	Sp5g00490.1	AALP_AA5G289600
OG0001096	Sp4g29940.1	AALP_AA4G272000
OG0001097	Sp6g15930.1	AALP_AA8G321700
OG0001097	Sp7g25460.1	AALP_AA7G111500
OG0001098	Sp3g03360.1	AALP_AA3G039600
OG0001098	Sp2g20180.1	AALP_AA8G265800
OG0001099	Sp1g35670.1	AALP_AA8G280300, AALP_AA8G280200
OG0001099	Sp3g16400.1	AALP_AA3G208800
OG0001100	Sp3g32650.1	AALP_AA3G356600
OG0001101	Sp7g37370.1	AALP_AA7G262000
OG0001103	Sp5g22620.1	AALP_AA2G094500
OG0001103	Sp1g23420.1	AALP_AA1G264800
OG0001104	Sp5g01000.1	AALP_AA5G282200
OG0001104	Sp4g29340.1	AALP_AA4G262800
OG0001105	Sp7g12650.1	AALP_AAs59668U000200
OG0001105	Sp3g20710.1	AALP_AA3G264100
OG0001106	Sp5g08880.1	AALP_AA5G166200
OG0001107	Sp2g17870.1, Sp1g26250.1	AALP_AA1G311000, AALP_AA1G311100
OG0001108	Sp6g05140.1	AALP_AA8G312000
OG0001109	Sp3g03730.1, Sp2g20260.1	AALP_AA3G044000
OG0001110	SpUn0033_0070.1, Sp1g15480.1	AALP_AA1G192800
OG0001110	Sp5g27510.1	AALP_AA2G156600
OG0001111	Sp1g20320.1	AALP_AA1G248700
OG0001111	Sp6g07410.1	AALP_AA6G191400
OG0001113	Sp6g02870.1	AALP_AA1G026400, AALP_AA6G038900
OG0001114	Sp4g01970.1, Sp2g19890.1	AALP_AA4G270600, AALP_AA6G142600
OG0001115	Sp6g05580.1	AALP_AA8G384500
OG0001116	Sp3g04720.1	AALP_AA3G057000
OG0001117	Sp7g34540.1	AALP_AA7G249700
OG0001118	Sp7g23510.1	AALP_AA7G082100, AALP_AA7G082200, AALP_AA7G082000
OG0001119	Sp6g16910.1	AALP_AA8G333000
OG0001119	Sp6g40640.1	AALP_AA8G005000
OG0001120	Sp6g21780.1	AALP_AA8G397900
OG0001121	Sp7g01600.1	AALP_AA6G324200, AALP_AAs68488U000400
OG0001123	Sp2g07320.1, Sp6g39160.1, Sp2g03340.1, SpUn0101_0040.1, Sp3g08290.1	AALP_AA8G029700
OG0001123	Sp6g39140.1	AALP_AA8G030000
OG0001124	Sp6g28380.1	AALP_AA8G162600
OG0001124	Sp3g01320.1	AALP_AA3G015000
OG0001125	Sp1g20850.1	AALP_AA1G255700
OG0001125	Sp5g01140.1	AALP_AA4G260800, AALP_AA5G280900
OG0001126	Sp3g03030.1	AALP_AA3G036100
OG0001126	Sp6g26040.1	AALP_AA8G198600
OG0001127	Sp4g20210.1	AALP_AA4G156500
OG0001127	Sp5g08440.1	AALP_AA5G172400
OG0001128	Sp7g14680.1	AALP_AAs72355U000500
OG0001128	Sp3g15320.1	AALP_AA3G193800
OG0001130	Sp6g17730.1	AALP_AA8G341900
OG0001131	Sp5g06860.1	AALP_AA5G238400
OG0001131	Sp4g22080.1	AALP_AA4G182500
OG0001132	Sp4g21250.1	AALP_AA4G170800
OG0001133	Sp5g06280.1	AALP_AA5G204700
OG0001134	Sp2g11280.1, Sp7g16010.1	AALP_AA6G115900, AALP_AAs41098U000100
OG0001135	Sp6g27510.1	AALP_AA8G174800
OG0001136	Sp5g31530.1	AALP_AA2G205900
OG0001136	Sp1g18380.1	AALP_AA1G224800
OG0001137	Sp6g17120.1	AALP_AA8G337300
OG0001137	Sp6g24380.1	AALP_AA8G222500
OG0001138	Sp3g01930.1	AALP_AA3G022800
OG0001139	Sp2g22570.1	AALP_AA8G425300
OG0001140	Sp5g30650.1	AALP_AA2G197600
OG0001141	Sp2g06160.1	AALP_AAs68488U000700
OG0001141	Sp1g07920.1	AALP_AA1G096900
OG0001142	Sp6g16440.1	AALP_AA8G328800
OG0001142	Sp7g25230.1	AALP_AA7G108400
OG0001143	Sp3g30820.1	AALP_AA2G109500, AALP_AA3G333300
OG0001143	Sp1g22730.1	AALP_AA1G268500
OG0001144	SpUn0673_0010.1, SpUn0230_0010.1	AALP_AA3G339100
OG0001144	Sp7g33820.1	AALP_AA7G235200
OG0001145	Sp3g07770.1	AALP_AA3G099600
OG0001147	Sp5g22220.1	AALP_AA2G089900
OG0001147	Sp6g24810.1	AALP_AA8G214300
OG0001149	Sp2g25240.1	AALP_AA8G451100
OG0001149	Sp6g35650.1	AALP_AA8G068100
OG0001150	Sp7g32920.1	AALP_AA2G121800, AALP_AA7G223500
OG0001151	Sp2g15430.1	AALP_AA5G031700
OG0001152	Sp4g25000.1	AALP_AA4G216800
OG0001152	Sp5g04010.1	AALP_AA5G236300
OG0001155	Sp5g23220.1	AALP_AA2G103000
OG0001156	Sp3g31950.1	AALP_AA3G345700
OG0001158	SpUn0002_0220.1	AALP_AA6G236900, AALP_AA6G299500, AALP_AA6G252000, AALP_AA2G145800, AALP_AA2G033700, AALP_AA6G132600, AALP_AAs55588U000600, AALP_AA3G205800, AALP_AA6G250700, AALP_AA6G141200, AALP_AAs49159U000100, AALP_AAs74096U000500, AALP_AA4G247600, AALP_AA4G234500, AALP_AAs45409U000100, AALP_AA8G335100, AALP_AA5G134700, AALP_AAs50485U000100, AALP_AA8G113400, AALP_AA8G439500, AALP_AAs68934U000500, AALP_AAs67696U000300, AALP_AA5G159200, AALP_AA6G335800, AALP_AA8G313800, AALP_AA6G125300, AALP_AA7G130600, AALP_AA1G083800, AALP_AA4G114100, AALP_AA6G281300, AALP_AAs58154U000100, AALP_AA5G128800, AALP_AAs40498U000200, AALP_AA6G183600, AALP_AA6G109400, AALP_AA7G064100
OG0001160	Sp1g30110.1	AALP_AA1G346300, AALP_AAs44042U000100
OG0001161	Sp6g23800.1	AALP_AA8G229000
OG0001161	SpUn0007_0040.1, SpUn0130_0020.1	AALP_AA5G066100
OG0001165	Sp1g19700.1	AALP_AA1G241700
OG0001165	Sp5g33220.1	AALP_AA2G223600
OG0001165	Sp1g30590.1	AALP_AAs67745U000100
OG0001166	Sp2g16420.1	AALP_AA5G041200
OG0001166	Sp1g35620.1	AALP_AA4G073800
OG0001166	Sp7g01120.1	AALP_AA6G326500
OG0001168	Sp5g02670.1	AALP_AA5G262100
OG0001168	Sp4g27140.1	AALP_AA4G239500
OG0001169	Sp5g32590.1	AALP_AA2G216100
OG0001170	Sp5g16420.1	AALP_AA5G076300, AALP_AA5G076200
OG0001172	Sp5g27850.1	AALP_AA2G162000
OG0001172	Sp3g32740.1	AALP_AA3G357200
OG0001172	Sp7g27650.1	AALP_AA7G147700
OG0001173	Sp1g39970.1, Sp1g39960.1	AALP_AA4G029300
OG0001173	Sp3g13050.1	AALP_AA3G166500
OG0001174	Sp3g04170.1	AALP_AA3G052000
OG0001176	Sp5g14850.1	AALP_AA5G090800
OG0001177	Sp1g40360.1	AALP_AA4G024500
OG0001178	Sp3g04380.1	AALP_AA3G052500
OG0001178	Sp3g14930.1	AALP_AA3G188900, AALP_AA8G347900
OG0001179	Sp6g35580.1	AALP_AA8G070000
OG0001180	Sp5g28640.1	AALP_AAs43167U000100
OG0001181	Sp6g00640.1	AALP_AA6G007500
OG0001182	Sp2g27970.1	AALP_AA8G482400, AALP_AA8G482300
OG0001183	Sp5g12480.1	AALP_AAs58509U000100, AALP_AA5G015000, AALP_AA5G015100
OG0001184	Sp3g13970.1	AALP_AA3G177300
OG0001186	Sp3g27760.1	AALP_AA3G313500
OG0001186	Sp7g31510.1	AALP_AA7G205500
OG0001187	Sp1g20630.1	AALP_AA1G253100
OG0001187	Sp5g25950.1	AALP_AA2G138500
OG0001188	Sp4g17960.1	AALP_AA4G128400
OG0001188	Sp7g17370.1	AALP_AAs66747U002200
OG0001190	Sp1g36580.1, Sp1g36570.1, Sp1g36540.1	AALP_AA4G063900, AALP_AA4G063800, AALP_AA4G063700
OG0001191	Sp7g16240.1	AALP_AA7G000700
OG0001191	Sp2g11570.1, SpUn0036_0040.1	AALP_AA6G111200
