Orthogroup	Capsella_rubella	Arabidopsis_thaliana
OG0002913	Carub.0008s1458.1.p	AT5G54240
OG0002914	Carub.0008s1451.1.p	AT5G54190
OG0002914	Carub.0007s1341.1.p	AT4G27440
OG0002915	Carub.0003s3409.1.p	AT2G19810
OG0002915	Carub.0007s1140.1.p	AT4G29190
OG0002916	Carub.0001s1581.1.p	AT1G16010
OG0002917	Carub.0004s1731.1.p	AT2G35612
OG0002918	Carub.0003s2871.1.p	AT2G14690
OG0002918	Carub.0007s0662.1.p	AT4G33820, AT4G33810
OG0002919	Carub.0006s0177.1.p	AT5G02970
OG0002919	Carub.0003s0878.1.p	AT3G09690
OG0002920	Carub.0007s0710.1.p	AT4G33390
OG0002920	Carub.0004s0682.1.p	AT2G26570
OG0002921	Carub.0001s2204.1.p	AT1G22510
OG0002921	Carub.0002s1898.1.p	AT1G72175
OG0002922	Carub.0001s2238.1.p	AT1G22880
OG0002922	Carub.0002s1823.1.p	AT1G71380
OG0002923	Carub.0006s2557.1.p, Carub.0003s0456.1.p	AT3G05300
OG0002924	Carub.0006s1165.1.p	AT5G13490
OG0002924	Carub.0003s0771.1.p	AT3G08580
OG0002925	Carub.0006s1571.1.p	AT5G17480
OG0002926	Carub.0007s3595.1.p	AT5G39800, AT5G40080
OG0002927	Carub.0004s0119.1.p	AT2G22040
OG0002927	Carub.0003s1786.1.p	AT3G18140
OG0002928	Carub.0003s3223.1.p	AT2G18100
OG0002928	Carub.0007s0403.1.p	AT4G36210
OG0002929	Carub.0006s3186.1.p	AT4G12590
OG0002930	Carub.0007s2061.1.p	AT4G20830
OG0002930	Carub.0007s2060.1.p	AT4G20840
OG0002931	Carub.0005s2586.1.p	AT3G59100
OG0002931	Carub.0001s0585.1.p	AT1G06490
OG0002932	Carub.0006s3465.1.p	AT4G02482
OG0002932	Carub.0006s3462.1.p	AT4G02510
OG0002933	Carub.0006s0867.1.p	AT5G10210
OG0002933	Carub.0008s2587.1.p	AT5G65030
OG0002934	Carub.0001s1100.1.p, Carub.0007s3096.1.p	AT1G11370
OG0002935	Carub.0006s1550.1.p	AT5G17310
OG0002935	Carub.0003s0240.1.p	AT3G03250
OG0002936	Carub.0001s2164.1.p	AT1G22070
OG0002936	Carub.0002s2480.1.p	AT1G77920
OG0002937	Carub.0008s1179.1.p	AT5G51770
OG0002937	Carub.0007s1562.1.p	AT4G25390
OG0002938	Carub.0004s1936.1.p, Carub.0004s1937.1.p	AT2G37435
OG0002940	Carub.0001s1000.1.p	AT1G10560
OG0002940	Carub.0002s0505.1.p	AT1G60190
OG0002941	Carub.0004s0389.1.p	AT2G24530
OG0002941	Carub.0007s0912.1.p	AT4G31440
OG0002942	Carub.0001s4035.1.p	AT1G51500
OG0002942	Carub.0003s2099.1.p	AT3G21090
OG0002943	Carub.0007s1291.1.p	AT4G27910
OG0002943	Carub.0008s1359.1.p	AT5G53430
OG0002944	Carub.0007s1733.1.p	AT4G23790
OG0002944	Carub.0006s2986.1.p	AT4G11090
OG0002945	Carub.0006s2295.1.p	AT5G25110
OG0002945	Carub.0006s0942.1.p	AT5G10930
OG0002946	Carub.0004s2347.1.p	AT2G41160
OG0002946	Carub.0005s2348.1.p	AT3G56740
OG0002947	Carub.0001s2151.1.p	AT1G21980
OG0002947	Carub.0002s2463.1.p	AT1G77740
OG0002948	Carub.0006s0396.1.p	AT5G05040, AT5G05060
OG0002949	Carub.0003s0084.1.p	AT3G01310
OG0002949	Carub.0006s1324.1.p	AT5G15070
OG0002950	Carub.0002s0368.1.p	AT3G57100
OG0002951	Carub.0008s2369.1.p	AT5G62980
OG0002951	Carub.0003s1109.1.p	AT3G11750
OG0002952	Carub.0007s0226.1.p	AT4G37950
OG0002952	Carub.0004s0178.1.p	AT2G22620
OG0002953	Carub.0003s2300.1.p	AT3G22860
OG0002953	Carub.0005s2290.1.p	AT3G56150
OG0002954	Carub.0007s1852.1.p	AT4G22756
OG0002954	Carub.0006s3129.1.p	AT4G12110
OG0002955	Carub.0005s2898.1.p	AT3G62260
OG0002956	Carub.0003s0202.1.p	AT3G02900
OG0002956	Carub.0006s1487.1.p	AT5G16660
OG0002958	Carub.0003s1517.1.p	AT3G15450
OG0002959	Carub.0002s2329.1.p	AT1G76390
OG0002959	Carub.0001s2023.1.p	AT1G20780
OG0002960	Carub.0008s2557.1.p	AT5G64760
OG0002960	Carub.0006s0834.1.p	AT5G09900
OG0002961	Carub.0001s3361.1.p	AT1G36180
OG0002961	Carub.0001s3360.1.p	AT1G36160
OG0002962	Carub.0001s0837.1.p, Carub.0003s1282.1.p, Carub.0313s0001.1.p	AT1G09050, AT1G09040
OG0002963	Carub.0008s1372.1.p	AT5G53550
OG0002963	Carub.0006s2221.1.p	AT5G24380
OG0002964	Carub.0001s0716.1.p	AT1G07795
OG0002964	Carub.0004s0974.1.p	AT2G28725
OG0002965	Carub.0004s0195.1.p	AT2G22810
OG0002965	Carub.0007s0248.1.p	AT4G37770
OG0002966	Carub.0008s0100.1.p	AT5G46880
OG0002966	Carub.0007s2367.1.p	AT4G17710
OG0002967	Carub.0007s1074.1.p	AT4G29905
OG0002967	Carub.0008s1763.1.p	AT5G57123
OG0002968	Carub.0004s0494.1.p	AT2G25310
OG0002968	Carub.0007s0843.1.p	AT4G32130
OG0002969	Carub.0002s0662.1.p	AT1G58007
OG0002969	Carub.0001s0918.1.p	AT1G09812
OG0002970	Carub.0005s2164.1.p	AT3G55010
OG0002971	Carub.0005s0540.1.p	AT3G27170
OG0002971	Carub.0007s3461.1.p	AT5G40890
OG0002972	Carub.0004s2203.1.p	AT2G39900
OG0002972	Carub.0005s2256.1.p	AT3G55770
OG0002973	Carub.0001s1445.1.p	AT1G14685
OG0002974	Carub.0008s2450.1.p	AT5G63730
OG0002974	Carub.0008s2452.1.p	AT5G63750
OG0002974	Carub.0008s2453.1.p	AT5G63760
OG0002975	Carub.0005s1923.1.p	AT3G52750
OG0002975	Carub.0004s1801.1.p	AT2G36250
OG0002976	Carub.0004s0016.1.p	AT2G21140
OG0002976	Carub.0007s0062.1.p	AT4G38770
OG0002977	Carub.0004s2161.1.p	AT2G39530
OG0002977	Carub.0004s2160.1.p	AT2G39518
OG0002978	Carub.0002s0622.1.p	AT1G58330
OG0002978	Carub.0001s0935.1.p	AT1G09950
OG0002979	Carub.0008s1715.1.p	AT1G70980
OG0002980	Carub.0002s1245.1.p	AT1G66400
OG0002980	Carub.0007s3293.1.p	AT5G37770
OG0002981	Carub.0007s3190.1.p	AT5G36230
OG0002981	Carub.0002s1075.1.p	AT1G65220
OG0002982	Carub.0001s1256.1.p	AT1G12820
OG0002982	Carub.0005s0486.1.p	AT3G26810
OG0002983	Carub.0006s2499.1.p	AT5G27600
OG0002983	Carub.0003s0537.1.p	AT3G05970
OG0002984	Carub.0007s0817.1.p	AT4G32400
OG0002985	Carub.0002s2031.1.p	AT1G73570
OG0002985	Carub.0001s1787.1.p	AT1G18260
OG0002986	Carub.0003s1774.1.p	AT3G18030
OG0002987	Carub.0008s1053.1.p	AT5G50420
OG0002987	Carub.0001s1703.1.p	AT1G17270
OG0002988	Carub.0008s0020.1.p	AT5G47590
OG0002989	Carub.0001s4094.1.p	AT1G52030
OG0002990	Carub.0001s4067.1.p	AT1G51780
OG0002990	Carub.0001s4065.1.p	AT1G51760
OG0002991	Carub.0006s2498.1.p	AT5G27610
OG0002991	Carub.0003s0466.1.p	AT3G05380
OG0002992	Carub.0007s0890.1.p	AT4G31680
OG0002992	Carub.0007s0889.1.p	AT4G31690, AT4G31685
OG0002993	Carub.0005s2942.1.p	AT3G62770
OG0002994	Carub.0004s2641.1.p	AT2G43870
OG0002994	Carub.0005s2658.1.p	AT3G59850
OG0002995	Carub.0003s2913.1.p	AT2G15300
OG0002995	Carub.0007s0616.1.p	AT4G34220
OG0002996	Carub.0001s0292.1.p	AT1G03800
OG0002996	Carub.0008s0431.1.p	AT5G44210
OG0002997	Carub.0004s2198.1.p	AT2G39855
OG0002997	Carub.0005s2241.1.p	AT3G55646
OG0002998	Carub.0001s0983.1.p	AT1G10390
OG0002998	Carub.0002s0577.1.p	AT1G59660
OG0002999	Carub.0007s2096.1.p	AT4G20170
OG0002999	Carub.0008s0359.1.p	AT5G44670
OG0003000	Carub.0008s1213.1.p	AT5G52040
OG0003000	Carub.0007s1549.1.p	AT4G25500
OG0003001	Carub.0006s3602.1.p	AT4G01000, AT3G06455
OG0003002	Carub.0004s0318.1.p	AT2G24020
OG0003002	Carub.0007s0995.1.p	AT4G30620
OG0003003	Carub.0001s2015.1.p	AT1G20693
OG0003003	Carub.0001s2016.1.p	AT1G20696
OG0003004	Carub.0006s2527.1.p	AT5G27240
OG0003004	Carub.0003s0420.1.p	AT3G04980
OG0003005	Carub.0007s3440.1.p	AT5G41090
OG0003006	Carub.0001s0666.1.p	AT1G07360
OG0003007	Carub.0007s0880.1.p	AT4G31760
OG0003007	Carub.0004s0443.1.p, Carub.0106s0001.1.p	AT2G24800
OG0003008	Carub.0007s0302.1.p	AT4G37270
OG0003009	Carub.0001s1448.1.p	AT1G14690
OG0003009	Carub.0005s0091.1.p	AT2G01910
OG0003010	Carub.0001s0663.1.p	AT1G07330
OG0003010	Carub.0004s1071.1.p	AT2G29620
OG0003011	Carub.0006s3003.1.p, Carub.0006s3004.1.p	AT4G11190
OG0003012	Carub.0006s1524.1.p	AT5G17060
OG0003012	Carub.0003s0227.1.p	AT3G03120
OG0003013	Carub.0007s0676.1.p	AT4G33666
OG0003013	Carub.0003s2841.1.p	AT2G14247
OG0003014	Carub.0003s2737.1.p	AT2G07040
OG0003014	Carub.0007s3121.1.p	AT5G35390
OG0003015	Carub.0007s2738.1.p	AT4G14760
OG0003015	Carub.0003s2291.1.p	AT3G22790
OG0003016	Carub.0001s3513.1.p	AT1G44191
OG0003016	Carub.0005s1690.1.p	AT3G50580
OG0003017	Carub.0003s0636.1.p	AT3G06830
OG0003017	Carub.0008s0900.1.p	AT5G49180
OG0003018	Carub.0004s2853.1.p	AT2G45830
OG0003018	Carub.0005s2793.1.p	AT3G61270
OG0003019	Carub.0004s1925.1.p	AT2G37340
OG0003019	Carub.0005s2007.1.p	AT3G53500
OG0003020	Carub.0005s1089.1.p	AT3G45090
OG0003020	Carub.0008s2144.1.p	AT5G60760
OG0003021	Carub.0006s0066.1.p	AT5G01225
OG0003021	Carub.0003s0817.1.p	AT3G09032
OG0003022	Carub.0006s0498.1.p	AT5G06110
OG0003022	Carub.0003s1077.1.p	AT3G11450
OG0003023	Carub.0006s2513.1.p	AT5G27410
OG0003023	Carub.0003s0444.1.p	AT3G05190
OG0003024	Carub.0003s0047.1.p	AT3G01590
OG0003024	Carub.0006s1268.1.p	AT5G14500
OG0003025	Carub.0007s1530.1.p	AT4G25670
OG0003026	Carub.0004s2264.1.p	AT2G40400
OG0003026	Carub.0005s2289.1.p	AT3G56140
OG0003027	Carub.0004s2185.1.p	AT2G39770
OG0003028	Carub.0001s4476.1.p, Carub.0001s3731.1.p, Carub.0001s3733.1.p	AT5G48930
OG0003029	Carub.0007s2044.1.p, Carub.0002s1157.1.p	AT4G21000
OG0003029	Carub.0005s0841.1.p, Carub.0007s2045.1.p	AT4G20990
OG0003030	Carub.0008s2116.1.p	AT5G60470
OG0003030	Carub.0005s1112.1.p	AT3G45260
OG0003031	Carub.0006s1572.1.p	AT5G17490
OG0003031	Carub.0003s0259.1.p	AT3G03450
OG0003032	Carub.0003s0772.1.p	AT3G08590
OG0003032	Carub.0001s0912.1.p	AT1G09780
OG0003033	Carub.0007s2721.1.p	AT4G14900
OG0003033	Carub.0003s2262.1.p	AT3G22440
OG0003034	Carub.0005s2632.1.p	AT3G59600
OG0003034	Carub.0001s4349.1.p	AT1G54250
OG0003035	Carub.0007s1397.1.p	AT4G26880
OG0003035	Carub.0008s1540.1.p	AT5G55110
OG0003036	Carub.0003s1185.1.p	AT3G12520
OG0003036	Carub.0006s1171.1.p	AT5G13550
OG0003037	Carub.0004s2358.1.p	AT2G41260, AT2G41280
OG0003038	Carub.0007s3163.1.p	AT2G23960
OG0003038	Carub.0007s1004.1.p	AT4G30530
OG0003039	Carub.0008s1700.1.p	AT5G56520
OG0003040	Carub.0004s1005.1.p	AT2G29060
OG0003040	Carub.0001s0685.1.p	AT1G07530
OG0003041	Carub.0004s0403.1.p	AT2G24630
OG0003041	Carub.0007s0898.1.p	AT4G31590
OG0003042	Carub.0003s2324.1.p	AT3G23070
OG0003042	Carub.0007s2771.1.p	AT4G14510
OG0003043	Carub.0007s1996.1.p	AT4G21480
OG0003043	Carub.0001s1089.1.p	AT1G11260
OG0003044	Carub.0004s1078.1.p	AT2G29680
OG0003044	Carub.0001s0657.1.p	AT1G07270
OG0003045	Carub.0006s0497.1.p	AT5G06100
OG0003045	Carub.0003s1076.1.p	AT3G11440
OG0003046	Carub.0002s2757.1.p, Carub.0006s3508.1.p	AT1G79920, AT1G79930
OG0003047	Carub.0004s0062.1.p	AT2G21590
OG0003047	Carub.0007s0112.1.p	AT4G39210
OG0003048	Carub.0002s0840.1.p	AT1G54940
OG0003048	Carub.0001s0831.1.p	AT1G08990
OG0003049	Carub.0001s2002.1.p	AT1G20550
OG0003049	Carub.0002s2316.1.p	AT1G76270
OG0003050	Carub.0004s0029.1.p	AT2G21240
OG0003051	Carub.0003s2170.1.p	AT3G21650
OG0003051	Carub.0007s2656.1.p	AT4G15415
OG0003052	Carub.0006s0541.1.p	AT5G06530
OG0003053	Carub.0001s1658.1.p	AT1G16840
OG0003053	Carub.0002s2571.1.p	AT1G78890
OG0003054	Carub.0004s1080.1.p	AT2G29700
OG0003055	Carub.0004s2418.1.p	AT2G41870
OG0003055	Carub.0005s2438.1.p	AT3G57540
OG0003056	Carub.0006s0730.1.p	AT5G08390
OG0003056	Carub.0006s2122.1.p	AT5G23430
OG0003057	Carub.0006s3590.1.p	AT4G00872
OG0003058	Carub.0006s2157.1.p	AT5G23850
OG0003058	Carub.0005s1515.1.p	AT3G48980
OG0003059	Carub.0001s1117.1.p	AT1G11560
OG0003059	Carub.0002s0327.1.p	AT1G61790
OG0003060	Carub.0002s1193.1.p, Carub.0002s1192.1.p	AT1G60740, AT1G65970
OG0003061	Carub.0006s3265.1.p	AT4G04750
OG0003062	Carub.0001s0282.1.p	AT1G03710
OG0003063	Carub.0004s0324.1.p	AT2G24070
OG0003063	Carub.0007s0977.1.p	AT4G30710, AT4G30740
OG0003064	Carub.0008s1217.1.p	AT5G52070
OG0003064	Carub.0008s0633.1.p	AT5G42670
OG0003065	Carub.0001s0571.1.p	AT1G06350, AT1G06360
OG0003066	Carub.0006s3684.1.p	AT4G00400
OG0003066	Carub.0001s0061.1.p	AT1G01610
OG0003067	Carub.0002s0518.1.p	AT1G60070
OG0003067	Carub.0001s2339.1.p	AT1G23900
OG0003068	Carub.0007s3449.1.p	AT5G41000
OG0003068	Carub.0005s0521.1.p	AT3G27020
OG0003069	Carub.0006s3557.1.p	AT4G01630
OG0003070	Carub.0001s4097.1.p	AT1G52060
OG0003070	Carub.0001s4098.1.p	AT1G52070
OG0003070	Carub.0001s4096.1.p	AT1G52050
OG0003071	Carub.0004s1995.1.p	AT2G37980
OG0003071	Carub.0005s2069.1.p	AT3G54100
OG0003072	Carub.0004s1223.1.p	AT2G31020
OG0003072	Carub.0006s2673.1.p	AT4G08180
OG0003073	Carub.0002s0639.1.p	AT1G58215
OG0003073	Carub.0001s0906.1.p	AT1G09720
OG0003074	Carub.0006s0423.1.p	AT5G05300
OG0003075	Carub.0002s0315.1.p	AT1G61890
OG0003075	Carub.0001s1131.1.p	AT1G11670
OG0003076	Carub.0005s2391.1.p	AT3G57090
OG0003077	Carub.0004s1469.1.p	AT2G33230
OG0003077	Carub.0001s0384.1.p	AT1G04610
OG0003078	Carub.0007s1063.1.p	AT4G30020
OG0003078	Carub.0003s3343.1.p	AT2G19170
OG0003079	Carub.0001s0443.1.p	AT1G05160
OG0003079	Carub.0004s1379.1.p	AT2G32440
OG0003080	Carub.0003s3515.1.p	AT2G20630
OG0003080	Carub.0007s1231.1.p	AT4G28400
OG0003081	Carub.0007s2134.1.p	AT4G19865
OG0003082	Carub.0003s1570.1.p	AT3G15970
OG0003082	Carub.0001s4138.1.p	AT1G52380
OG0003083	Carub.0003s1911.1.p	AT3G19280
OG0003083	Carub.0001s3892.1.p	AT1G49710
OG0003084	Carub.0007s1706.1.p	AT4G24026
OG0003084	Carub.0006s2958.1.p	AT4G10810
OG0003085	Carub.0002s0620.1.p	AT1G58350
OG0003085	Carub.0001s0941.1.p	AT1G09980
OG0003086	Carub.0005s0724.1.p	AT3G28710
OG0003087	Carub.0008s1508.1.p	AT5G54810
OG0003087	Carub.0007s1378.1.p	AT4G27070
OG0003088	Carub.0001s2709.1.p	AT1G28650
OG0003088	Carub.0001s2708.1.p	AT1G28640
OG0003088	Carub.0001s2710.1.p	AT1G28660, AT1G28670
OG0003089	Carub.0001s1527.1.p	AT1G15480
OG0003089	Carub.0002s2729.1.p	AT1G80270
OG0003090	Carub.0007s2379.1.p	AT4G17600
OG0003090	Carub.0008s0064.1.p	AT5G47110
OG0003091	Carub.0001s1360.1.p	AT1G13900
OG0003091	Carub.0005s0242.1.p	AT2G03450
OG0003092	Carub.0007s1581.1.p	AT4G25220
OG0003092	Carub.0001s2882.1.p	AT1G30560
OG0003093	Carub.0007s1965.1.p	AT4G21750
OG0003093	Carub.0006s3281.1.p	AT4G04890
OG0003094	Carub.0007s0095.1.p	AT4G39080
OG0003094	Carub.0004s0046.1.p	AT2G21410
OG0003095	Carub.0007s0078.1.p	AT4G38960
OG0003095	Carub.0004s0036.1.p	AT2G21320
OG0003096	Carub.0005s2944.1.p	AT3G62790
OG0003096	Carub.0004s3041.1.p	AT2G47690
OG0003097	Carub.0005s3018.1.p, Carub.0005s1093.1.p	AT3G45140
OG0003098	Carub.0005s1830.1.p	AT3G51950
OG0003099	Carub.0006s0591.1.p	AT5G06980
OG0003099	Carub.0003s1168.1.p	AT3G12320
OG0003100	Carub.0006s2843.1.p	AT4G09900
OG0003100	Carub.0001s3207.1.p	AT1G33990
OG0003101	Carub.0006s3200.1.p	AT4G05520
OG0003101	Carub.0003s2024.1.p	AT3G20290
OG0003102	Carub.0002s2345.1.p	AT1G76540
OG0003102	Carub.0001s2041.1.p	AT1G20930
OG0003103	Carub.0007s1582.1.p	AT4G25210, AT4G00130
OG0003104	Carub.0001s0271.1.p	AT1G03590
OG0003104	Carub.0006s3365.1.p	AT4G03415
OG0003105	Carub.0003s2735.1.p	AT2G07020
OG0003105	Carub.0007s3120.1.p	AT5G35380
OG0003106	Carub.0004s1373.1.p	AT2G32380
OG0003106	Carub.0001s0449.1.p	AT1G05210
OG0003107	Carub.0001s1048.1.p	AT1G10900
OG0003107	Carub.0002s0440.1.p	AT1G60890
OG0003108	Carub.0005s2599.1.p	AT3G59260
OG0003108	Carub.0005s2594.1.p	AT3G59220
OG0003109	Carub.0004s2346.1.p	AT2G41150
OG0003109	Carub.0005s2349.1.p	AT3G56750
OG0003110	Carub.0002s2121.1.p	AT1G74440
OG0003110	Carub.0001s1837.1.p	AT1G18720
OG0003111	Carub.0001s0516.1.p	AT1G05810
OG0003111	Carub.0004s1298.1.p	AT2G31680
OG0003112	Carub.0006s2460.1.p	AT5G26980
OG0003112	Carub.0003s0506.1.p	AT3G05710
OG0003113	Carub.0008s2359.1.p	AT5G62880
OG0003113	Carub.0005s1415.1.p	AT3G48040
OG0003114	Carub.0001s0308.1.p	AT1G03930
OG0003114	Carub.0008s0443.1.p	AT5G44100
OG0003115	Carub.0005s2973.1.p	AT3G63080
OG0003115	Carub.0004s3085.1.p	AT2G48150
OG0003116	Carub.0005s0169.1.p	AT2G02780
OG0003116	Carub.0001s1409.1.p	AT1G14390
OG0003117	Carub.0007s2942.1.p	AT4G13240
OG0003117	Carub.0003s2502.1.p	AT3G24620
OG0003118	Carub.0007s0994.1.p	AT4G26870
OG0003118	Carub.0007s0935.1.p	AT4G31180
OG0003119	Carub.0002s2166.1.p	AT1G74875
OG0003119	Carub.0002s1396.1.p	AT1G67623
OG0003120	Carub.0008s0533.1.p, Carub.0008s0531.1.p	AT4G27630
OG0003120	Carub.0002s1015.1.p	AT1G64990
OG0003121	Carub.0008s2226.1.p	AT5G61570
OG0003121	Carub.0006s0660.1.p	AT5G07620
OG0003122	Carub.0007s2302.1.p	AT4G18260
OG0003123	Carub.0006s3533.1.p	AT4G01895
OG0003123	Carub.0001s0152.1.p	AT1G02450
OG0003124	Carub.0006s0376.1.p	AT5G04850
OG0003124	Carub.0003s0987.1.p	AT3G10640
OG0003125	Carub.0004s0493.1.p	AT2G25300
OG0003125	Carub.0007s0844.1.p	AT4G32120
OG0003126	Carub.0001s3054.1.p	AT1G32210
OG0003126	Carub.0004s1721.1.p	AT2G35520
OG0003127	Carub.0001s0739.1.p	AT1G08040
OG0003127	Carub.0004s0920.1.p	AT2G28310
OG0003128	Carub.0006s0241.1.p	AT5G03570
OG0003128	Carub.0004s2043.1.p	AT2G38460
OG0003129	Carub.0005s1495.1.p	AT3G48790, AT3G48780
OG0003129	Carub.0006s2142.1.p	AT5G23670
OG0003130	Carub.0002s2039.1.p	AT1G73650
OG0003130	Carub.0001s1782.1.p	AT1G18180
OG0003131	Carub.0005s0144.1.p	AT2G02390
OG0003131	Carub.0005s0143.1.p	AT2G02380
OG0003132	Carub.0008s2671.1.p	AT5G65820
OG0003132	Carub.0005s1609.1.p	AT3G49730
OG0003133	Carub.0002s2041.1.p	AT1G73660
OG0003133	Carub.0001s1780.1.p	AT1G18160
OG0003134	Carub.0007s1155.1.p	AT4G29040
OG0003134	Carub.0003s3444.1.p	AT2G20140
OG0003135	Carub.0006s2058.1.p	AT5G22860
OG0003136	Carub.0004s1132.1.p	AT2G30160
OG0003136	Carub.0001s0632.1.p	AT1G07030
OG0003137	Carub.0002s2643.1.p	AT1G79570
OG0003137	Carub.0001s1601.1.p	AT1G16270
OG0003138	Carub.0003s1643.1.p	AT3G16700
OG0003138	Carub.0007s2572.1.p	AT4G15940
OG0003140	Carub.0004s0814.1.p	AT1G03230
OG0003140	Carub.0001s0234.1.p	AT1G03220
OG0003141	Carub.0002s0456.1.p	AT1G60783
OG0003141	Carub.0001s1018.1.p	AT1G10690
OG0003142	Carub.0006s1417.1.p	AT5G15980
OG0003142	Carub.0003s0159.1.p	AT3G02490
OG0003143	Carub.0001s0534.1.p	AT1G05990
OG0003143	Carub.0006s3377.1.p	AT4G03290
OG0003144	Carub.0005s0733.1.p	AT3G28780
OG0003144	Carub.0005s0738.1.p	AT3G28840
OG0003145	Carub.0003s2093.1.p	AT3G20970
OG0003145	Carub.0001s4026.1.p	AT1G51390
OG0003146	Carub.0005s2421.1.p, Carub.0001s3481.1.p	AT3G57360
OG0003147	Carub.0007s2084.1.p	AT4G20330
OG0003147	Carub.0007s2043.1.p	AT4G21010
OG0003148	Carub.0001s2287.1.p	AT1G23280
OG0003149	Carub.0001s3989.1.p	AT1G50950
OG0003149	Carub.0003s2054.1.p	AT3G20560
OG0003150	Carub.0002s0324.1.p	AT1G61810
OG0003150	Carub.0002s0323.1.p	AT1G61820
OG0003151	Carub.0006s0670.1.p	AT5G07740
OG0003152	Carub.0006s3584.1.p	AT4G00820
OG0003152	Carub.0001s0111.1.p	AT1G01110
OG0003153	Carub.0005s2175.1.p	AT3G55120
OG0003154	Carub.0006s2496.1.p	AT5G27630
OG0003154	Carub.0003s0470.1.p	AT3G05420
OG0003155	Carub.0001s3504.1.p	AT1G44120
OG0003155	Carub.0002s2435.1.p	AT1G77460
OG0003156	Carub.0002s1197.1.p, Carub.0005s0298.1.p	AT2G03820
OG0003157	Carub.0007s2500.1.p	AT4G16500
OG0003158	Carub.0007s2654.1.p, Carub.0007s2655.1.p	AT4G15417
OG0003159	Carub.0007s1128.1.p	AT4G29285
OG0003164	Carub.0007s1944.1.p	AT4G21903
OG0003164	Carub.0007s1943.1.p	AT4G21910
OG0003166	Carub.0002s1126.1.p	AT1G65490, AT1G65486
OG0003166	Carub.0002s1127.1.p, Carub.0002s1129.1.p, Carub.0002s1131.1.p	AT1G65500
OG0003167	Carub.0001s0342.1.p	AT1G04230
OG0003167	Carub.0008s0491.1.p	AT5G43720
OG0003168	Carub.0006s1486.1.p	AT5G16650
OG0003169	Carub.0006s0676.1.p	AT5G07860, AT5G07870
OG0003170	Carub.0005s0791.1.p	AT3G29180
OG0003171	Carub.0005s1483.1.p	AT3G48690
OG0003171	Carub.0005s1484.1.p	AT3G48700
OG0003172	Carub.0001s0324.1.p	AT1G04090
OG0003172	Carub.0008s0460.1.p	AT5G43950
OG0003173	Carub.0001s0951.1.p	AT1G10090
OG0003173	Carub.0002s0601.1.p	AT1G58520
OG0003174	Carub.0001s1801.1.p	AT1G18390
OG0003175	Carub.0001s2722.1.p	AT1G29030
OG0003175	Carub.0004s1567.1.p	AT2G34040
OG0003176	Carub.0005s1729.1.p	AT3G50900
OG0003178	Carub.0007s2227.1.p	AT4G18920
OG0003178	Carub.0008s0232.1.p	AT5G45690
OG0003179	Carub.0006s0753.1.p	AT5G08565
OG0003179	Carub.0008s2444.1.p	AT5G63670
OG0003181	Carub.0007s2029.1.p	AT4G21140
OG0003181	Carub.0006s3331.1.p	AT4G05400
OG0003182	Carub.0007s2313.1.p	AT4G18197, AT4G18205
OG0003183	Carub.0004s0262.1.p	AT2G23420
OG0003183	Carub.0007s0312.1.p	AT4G36940
OG0003184	Carub.0001s2834.1.p	AT1G30120
OG0003184	Carub.0004s1627.1.p	AT2G34590
OG0003185	Carub.0006s1444.1.p	AT5G16250
OG0003185	Carub.0003s0175.1.p	AT3G02640
OG0003186	Carub.0006s0631.1.p	AT5G07340
OG0003186	Carub.0008s2248.1.p	AT5G61790
OG0003187	Carub.0002s1251.1.p	AT1G66480
OG0003187	Carub.0007s3302.1.p	AT5G37840
OG0003188	Carub.0005s1166.1.p	AT3G45810
OG0003188	Carub.0008s2071.1.p	AT5G60010
OG0003189	Carub.0008s0199.1.p	AT5G45930
OG0003189	Carub.0007s2275.1.p	AT4G18480
OG0003190	Carub.0004s1049.1.p	AT2G29450
OG0003191	Carub.0006s0083.1.p, Carub.0006s0084.1.p	AT5G01050, AT5G01040
OG0003192	Carub.0005s1681.1.p	AT3G50500
OG0003192	Carub.0008s2761.1.p	AT5G66880
OG0003193	Carub.0002s0904.1.p, Carub.0002s0895.1.p	AT1G54630, AT1G54580
OG0003194	Carub.0007s2747.1.p	AT4G14713
OG0003194	Carub.0007s2745.1.p	AT4G14720
OG0003195	Carub.0001s1803.1.p	AT1G18410
OG0003195	Carub.0002s2062.1.p	AT1G73860
OG0003196	Carub.0004s3084.1.p	AT2G48160
OG0003196	Carub.0005s2972.1.p	AT3G63070
OG0003197	Carub.0007s1717.1.p	AT4G23920
OG0003197	Carub.0006s2971.1.p	AT4G10960
OG0003198	Carub.0005s1924.1.p	AT3G52760
OG0003198	Carub.0004s1805.1.p	AT2G36300
OG0003199	Carub.0007s1506.1.p	AT4G25890
OG0003199	Carub.0008s1780.1.p	AT5G57290
OG0003200	Carub.0008s0309.1.p	AT5G45113
OG0003200	Carub.0007s2151.1.p	AT4G19650
OG0003201	Carub.0007s0864.1.p	AT4G31900
OG0003201	Carub.0004s0475.1.p	AT2G25170
OG0003202	Carub.0004s0575.1.p, Carub.0003s1995.1.p	AT3G20030
OG0003202	Carub.0003s2032.1.p	AT5G60560
OG0003203	Carub.0002s1196.1.p, Carub.0002s1195.1.p	AT1G65985
OG0003204	Carub.0003s3301.1.p	AT2G18740
OG0003204	Carub.0007s1027.1.p	AT4G30330
OG0003205	Carub.0001s0527.1.p	AT1G05900
OG0003205	Carub.0004s1278.1.p	AT2G31450
