Orthogroup	Capsella_rubella	Boechera_stricta
OG0000709	Carub.0005s2409.1.p	Bostr.20505s0020.1.p
OG0000710	Carub.0006s3594.1.p	Bostr.7365s0032.1.p
OG0000710	Carub.0001s0702.1.p	Bostr.5512s0001.1.p, Bostr.24086s0001.1.p
OG0000711	Carub.0004s1350.1.p, Carub.0004s1399.1.p	Bostr.23794s0845.1.p, Bostr.24513s0003.1.p
OG0000711	Carub.0004s1432.1.p	Bostr.23794s0808.1.p
OG0000713	Carub.0006s3198.1.p	Bostr.15774s0092.1.p
OG0000714	Carub.0007s1106.1.p	Bostr.7867s0799.1.p
OG0000714	Carub.0003s3397.1.p	Bostr.18351s0425.1.p
OG0000714	Carub.0007s1474.1.p	Bostr.7867s0440.1.p
OG0000715	Carub.0007s2119.1.p	Bostr.30275s0466.1.p
OG0000715	Carub.0001s2952.1.p	Bostr.15697s0420.1.p
OG0000715	Carub.0004s1676.1.p	Bostr.23794s0596.1.p
OG0000716	Carub.0007s0194.1.p	Bostr.25542s0190.1.p
OG0000716	Carub.0007s0695.1.p	Bostr.7867s1199.1.p
OG0000716	Carub.0001s2194.1.p	Bostr.12659s0094.1.p
OG0000717	Carub.0001s1501.1.p	Bostr.7128s0139.1.p
OG0000717	Carub.0003s1581.1.p	Bostr.0124s0020.1.p, Bostr.28625s0083.1.p
OG0000718	Carub.0007s1368.1.p	Bostr.7867s0538.1.p
OG0000718	Carub.0007s1370.1.p, Carub.0008s0615.1.p	Bostr.7867s0539.1.p, Bostr.7867s0536.1.p
OG0000719	Carub.0006s2104.1.p	Bostr.10199s0105.1.p
OG0000719	Carub.0001s3941.1.p	Bostr.26675s0142.1.p
OG0000720	Carub.0005s0023.1.p	Bostr.7903s0048.1.p
OG0000721	Carub.0004s2216.1.p	Bostr.23794s0064.1.p
OG0000721	Carub.0003s1056.1.p	Bostr.19424s1058.1.p
OG0000722	Carub.0005s1193.1.p	Bostr.18473s0333.1.p
OG0000722	Carub.0008s2048.1.p	Bostr.26833s0254.1.p
OG0000723	Carub.0008s1714.1.p	Bostr.26833s0592.1.p
OG0000723	Carub.0008s1714.1.p	Bostr.7867s0789.1.p
OG0000723	Carub.0007s1116.1.p, Carub.0003s3403.1.p	Bostr.18351s0432.1.p
OG0000724	Carub.0006s1527.1.p, Carub.0006s1529.1.p	Bostr.2618s0050.1.p
OG0000725	Carub.0003s2942.1.p	Bostr.18351s0039.1.p, Bostr.2199s0049.1.p, Bostr.18351s0040.1.p
OG0000725	Carub.0003s2592.1.p	Bostr.19424s0082.1.p
OG0000725	Carub.0007s2958.1.p, Carub.0004s0946.1.p, Carub.0004s0776.1.p	Bostr.27991s0056.1.p
OG0000726	Carub.0002s2537.1.p	Bostr.20129s0286.1.p
OG0000726	Carub.0004s2621.1.p, Carub.0004s2620.1.p	Bostr.25993s0413.1.p
OG0000726	Carub.0004s2619.1.p	Bostr.25993s0414.1.p
OG0000727	Carub.0007s1993.1.p, Carub.0007s1994.1.p	Bostr.10273s0340.1.p
OG0000728	Carub.0006s2018.1.p	Bostr.26527s0034.1.p
OG0000728	Carub.0001s0771.1.p	Bostr.25219s0109.1.p
OG0000728	Carub.0004s0819.1.p	Bostr.30058s0001.1.p
OG0000729	Carub.0004s0044.1.p	Bostr.5022s0097.1.p
OG0000729	Carub.0002s0301.1.p	Bostr.22157s0156.1.p
OG0000730	Carub.0004s2876.1.p	Bostr.25993s0163.1.p
OG0000730	Carub.0001s0068.1.p	Bostr.5325s0076.1.p, Bostr.0556s0255.1.p
OG0000730	Carub.0006s3641.1.p	Bostr.10064s0024.1.p
OG0000731	Carub.0001s0011.1.p	Bostr.5325s0134.1.p
OG0000731	Carub.0005s2707.1.p	Bostr.13158s0023.1.p
OG0000731	Carub.0004s2741.1.p	Bostr.25993s0289.1.p
OG0000732	Carub.0007s2991.1.p	Bostr.2021s0022.1.p
OG0000732	Carub.0007s2983.1.p	Bostr.2021s0032.1.p
OG0000732	Carub.0007s2988.1.p	Bostr.2021s0028.1.p
OG0000732	Carub.0007s2989.1.p	Bostr.2021s0025.1.p
OG0000734	Carub.0006s1174.1.p	Bostr.2902s0092.1.p
OG0000734	Carub.0005s2172.1.p	Bostr.0697s0126.1.p
OG0000734	Carub.0004s2139.1.p	Bostr.23794s0141.1.p
OG0000735	Carub.0005s0788.1.p	Bostr.0556s0572.1.p
OG0000735	Carub.0003s0107.1.p	Bostr.1460s0109.1.p
OG0000736	Carub.0007s0325.1.p	Bostr.7867s1562.1.p
OG0000736	Carub.0007s0326.1.p	Bostr.7867s1561.1.p
OG0000737	Carub.0005s1165.1.p	Bostr.19427s0050.1.p, Bostr.18473s0355.1.p, Bostr.14419s0007.1.p
OG0000737	Carub.0005s1198.1.p	Bostr.18473s0330.1.p
OG0000738	Carub.0005s2544.1.p	Bostr.20903s0105.1.p
OG0000738	Carub.0003s0512.1.p	Bostr.2570s0095.1.p
OG0000738	Carub.0006s2453.1.p	Bostr.29827s0130.1.p
OG0000739	Carub.0001s1261.1.p, Carub.0001s1264.1.p	Bostr.13671s0163.1.p
OG0000740	Carub.0002s0449.1.p	Bostr.10040s0131.1.p
OG0000740	Carub.0002s2089.1.p	Bostr.22772s0001.1.p
OG0000746	Carub.0004s1615.1.p	Bostr.23794s0662.1.p
OG0000746	Carub.0001s2821.1.p	Bostr.15697s0293.1.p
OG0000746	Carub.0003s1431.1.p	Bostr.28625s0244.1.p
OG0000748	Carub.0002s1163.1.p, Carub.0002s1160.1.p, Carub.0002s0898.1.p	Bostr.26959s0338.1.p
OG0000749	Carub.0002s0361.1.p	Bostr.10040s0028.1.p
OG0000749	Carub.0001s3448.1.p	Bostr.12302s0025.1.p
OG0000749	Carub.0008s0665.1.p	Bostr.3148s0258.1.p
OG0000750	Carub.0004s0976.1.p	Bostr.27991s0041.1.p
OG0000750	Carub.0005s1224.1.p	Bostr.18473s0312.1.p
OG0000751	Carub.0007s2709.1.p, Carub.0003s2239.1.p	Bostr.0597s0131.1.p
OG0000752	Carub.0004s1131.1.p	Bostr.22539s0003.1.p
OG0000752	Carub.0002s0915.1.p, Carub.0004s1129.1.p	Bostr.29044s0004.1.p
OG0000753	Carub.0001s2395.1.p	Bostr.12659s0292.1.p
OG0000754	Carub.0007s2496.1.p	Bostr.30275s0107.1.p
OG0000754	Carub.0004s1747.1.p	Bostr.23794s0524.1.p
OG0000754	Carub.0006s3706.1.p	Bostr.14547s0025.1.p
OG0000754	Carub.0007s1580.1.p	Bostr.7867s0329.1.p
OG0000755	Carub.0008s2829.1.p	Bostr.0568s0032.1.p
OG0000755	Carub.0003s3204.1.p	Bostr.18351s0257.1.p
OG0000756	Carub.0003s3194.1.p	Bostr.18351s0248.1.p
OG0000756	Carub.0005s1768.1.p	Bostr.6864s0116.1.p
OG0000756	Carub.0002s2276.1.p	Bostr.20129s0022.1.p
OG0000757	Carub.0004s1715.1.p, Carub.0183s0002.1.p	Bostr.27991s0182.1.p
OG0000757	Carub.0004s1021.1.p, Carub.0004s0816.1.p	Bostr.27991s0183.1.p
OG0000757	Carub.0183s0001.1.p	Bostr.27991s0178.1.p
OG0000758	Carub.0004s0592.1.p, Carub.0002s1257.1.p	Bostr.18351s0322.1.p, Bostr.17775s0025.1.p, Bostr.2983s0157.1.p
OG0000758	Carub.0007s1465.1.p	Bostr.7867s0449.1.p
OG0000759	Carub.0001s2753.1.p	Bostr.15697s0228.1.p
OG0000759	Carub.0004s1591.1.p	Bostr.10149s0001.1.p
OG0000760	Carub.0006s0513.1.p	Bostr.13129s0348.1.p
OG0000760	Carub.0006s0368.1.p	Bostr.13129s0483.1.p
OG0000760	Carub.0003s0984.1.p	Bostr.19424s0984.1.p
OG0000761	Carub.0004s2435.1.p	Bostr.25993s0576.1.p
OG0000761	Carub.0006s3094.1.p	Bostr.25463s0140.1.p
OG0000762	Carub.0001s4362.1.p	Bostr.7128s0046.1.p
OG0000762	Carub.0003s1333.1.p	Bostr.3640s0178.1.p
OG0000762	Carub.0003s1332.1.p	Bostr.3640s0177.1.p
OG0000763	Carub.0008s1701.1.p	Bostr.26833s0607.1.p
OG0000763	Carub.0001s4387.1.p	Bostr.6758s0036.1.p
OG0000763	Carub.0003s1298.1.p	Bostr.3640s0144.1.p
OG0000764	Carub.0008s0322.1.p	Bostr.5342s0016.1.p, Bostr.5342s0014.1.p
OG0000765	Carub.0005s0962.1.p	Bostr.0556s0683.1.p
OG0000765	Carub.0006s2537.1.p	Bostr.29827s0025.1.p
OG0000766	Carub.0002s0366.1.p	Bostr.10040s0032.1.p
OG0000766	Carub.0005s1116.1.p	Bostr.18473s0391.1.p
OG0000766	Carub.0001s1092.1.p	Bostr.13671s0336.1.p
OG0000767	Carub.0001s2262.1.p	Bostr.12659s0168.1.p
OG0000767	Carub.0001s1475.1.p	Bostr.7128s0112.1.p
OG0000768	Carub.0007s1766.1.p	Bostr.7867s0139.1.p
OG0000768	Carub.0007s3409.1.p	Bostr.7200s0152.1.p
OG0000769	Carub.0006s2286.1.p	Bostr.5763s0017.1.p
OG0000769	Carub.0008s1639.1.p	Bostr.26833s0656.1.p
OG0000770	Carub.0007s0845.1.p	Bostr.7867s1065.1.p
OG0000771	Carub.0004s2505.1.p	Bostr.25993s0522.1.p
OG0000771	Carub.0001s4249.1.p	Bostr.0124s0124.1.p
OG0000771	Carub.0003s1460.1.p	Bostr.28625s0213.1.p
OG0000772	Carub.0008s0225.1.p	Bostr.8819s0098.1.p
OG0000772	Carub.0001s1669.1.p	Bostr.7128s0305.1.p
OG0000772	Carub.0001s4260.1.p	Bostr.0124s0131.1.p
OG0000773	Carub.0005s2890.1.p	Bostr.13158s0221.1.p
OG0000773	Carub.0004s2978.1.p	Bostr.25993s0062.1.p
OG0000773	Carub.0004s2977.1.p	Bostr.25993s0063.1.p
OG0000774	Carub.0006s2069.1.p	Bostr.10199s0154.1.p
OG0000774	Carub.0005s1065.1.p	Bostr.0556s0781.1.p
OG0000774	Carub.0005s1066.1.p	Bostr.0556s0782.1.p
OG0000775	Carub.0005s1340.1.p	Bostr.18473s0234.1.p, Bostr.18473s0237.1.p
OG0000775	Carub.0008s2585.1.p	Bostr.0568s0290.1.p
OG0000775	Carub.0006s0870.1.p	Bostr.13175s0077.1.p
OG0000776	Carub.0003s3328.1.p, Carub.0003s3341.1.p	Bostr.18351s0370.1.p
OG0000776	Carub.0003s2550.1.p	Bostr.19424s0116.1.p
OG0000776	Carub.0007s2967.1.p	Bostr.2021s0049.1.p
OG0000777	Carub.0001s2420.1.p, Carub.0003s2853.1.p	Bostr.12659s0318.1.p
OG0000777	Carub.0001s2418.1.p, Carub.0001s2419.1.p	Bostr.12659s0317.1.p
OG0000777	Carub.0005s1059.1.p, Carub.0001s2421.1.p, Carub.0001s3525.1.p, Carub.0001s3526.1.p, Carub.0007s2926.1.p	Bostr.12659s0319.1.p
OG0000778	Carub.0003s0302.1.p	Bostr.29827s0273.1.p
OG0000778	Carub.0007s3156.1.p, Carub.0003s0301.1.p	Bostr.29827s0272.1.p
OG0000778	Carub.0003s2624.1.p, Carub.0003s2625.1.p	Bostr.19424s0050.1.p, Bostr.19424s0051.1.p
OG0000779	Carub.0006s3174.1.p	Bostr.20505s0184.1.p
OG0000780	Carub.0005s1039.1.p	Bostr.0556s0759.1.p
OG0000780	Carub.0003s3509.1.p, Carub.0002s0841.1.p, Carub.0003s3510.1.p, Carub.0003s3512.1.p	Bostr.7903s0102.1.p
OG0000780	Carub.0003s3511.1.p	Bostr.7903s0101.1.p
OG0000783	Carub.0003s2894.1.p	Bostr.2199s0009.1.p
OG0000783	Carub.0004s0239.1.p	Bostr.27895s0163.1.p
OG0000783	Carub.0007s0291.1.p	Bostr.7867s1598.1.p
OG0000784	Carub.0006s3450.1.p	Bostr.24479s0001.1.p
OG0000785	Carub.0007s3352.1.p, Carub.0007s3339.1.p, Carub.0007s3353.1.p, Carub.0007s3354.1.p, Carub.0007s3355.1.p	Bostr.25375s0018.1.p
OG0000786	Carub.0005s0716.1.p	Bostr.0556s0514.1.p
OG0000786	Carub.0007s3578.1.p	Bostr.12722s0008.1.p
OG0000787	Carub.0001s0314.1.p	Bostr.26675s0356.1.p
OG0000787	Carub.0007s1212.1.p	Bostr.7867s0697.1.p
OG0000787	Carub.0003s3482.1.p	Bostr.7903s0124.1.p
OG0000788	Carub.0002s0607.1.p	Bostr.10040s0319.1.p
OG0000788	Carub.0004s0196.1.p	Bostr.19427s0053.1.p
OG0000788	Carub.0007s0249.1.p	Bostr.7867s1637.1.p
OG0000789	Carub.0007s3662.1.p	Bostr.25849s0012.1.p
OG0000789	Carub.0007s3666.1.p, Carub.0007s3664.1.p	Bostr.25849s0014.1.p
OG0000789	Carub.0007s3663.1.p, Carub.0008s0787.1.p	Bostr.25849s0013.1.p
OG0000790	Carub.0001s4177.1.p	Bostr.0124s0060.1.p
OG0000790	Carub.0003s1539.1.p	Bostr.28625s0127.1.p
OG0000791	Carub.0006s0668.1.p	Bostr.13129s0192.1.p
OG0000791	Carub.0001s1832.1.p	Bostr.7128s0477.1.p
OG0000791	Carub.0002s2115.1.p	Bostr.3288s0083.1.p
OG0000792	Carub.0001s0971.1.p	Bostr.13671s0461.1.p
OG0000792	Carub.0006s3134.1.p	Bostr.25463s0092.1.p
OG0000793	Carub.0005s0585.1.p	Bostr.0556s0427.1.p
OG0000793	Carub.0007s1437.1.p	Bostr.7867s0472.1.p
OG0000793	Carub.0001s4438.1.p	Bostr.7128s0015.1.p
OG0000794	Carub.0005s2583.1.p	Bostr.20903s0140.1.p
OG0000794	Carub.0008s0873.1.p	Bostr.15774s0025.1.p, Bostr.2392s0050.1.p
OG0000795	Carub.0004s1635.1.p	Bostr.23794s0640.1.p
OG0000795	Carub.0001s2859.1.p	Bostr.15697s0318.1.p, Bostr.15697s0337.1.p
OG0000796	Carub.0008s2543.1.p	Bostr.0568s0334.1.p
OG0000796	Carub.0006s0817.1.p	Bostr.13129s0017.1.p
OG0000797	Carub.0003s1823.1.p	Bostr.19424s0817.1.p
OG0000797	Carub.0001s3821.1.p	Bostr.5541s0001.1.p
OG0000798	Carub.0002s0037.1.p	Bostr.29223s0049.1.p
OG0000798	Carub.0007s1728.1.p	Bostr.7867s0186.1.p
OG0000799	Carub.0006s3317.1.p	Bostr.2983s0068.1.p
OG0000800	Carub.0008s0486.1.p	Bostr.3148s0092.1.p
OG0000800	Carub.0007s2752.1.p	Bostr.0597s0080.1.p
OG0000800	Carub.0003s2302.1.p	Bostr.19424s0370.1.p
OG0000801	Carub.0003s0110.1.p	Bostr.1460s0112.1.p
OG0000801	Carub.0006s1354.1.p	Bostr.2902s0273.1.p
OG0000801	Carub.0007s2990.1.p	Bostr.2021s0023.1.p
OG0000802	Carub.0001s0361.1.p	Bostr.26675s0311.1.p
OG0000802	Carub.0007s2790.1.p	Bostr.0597s0048.1.p
OG0000802	Carub.0003s2353.1.p	Bostr.19424s0308.1.p
OG0000803	Carub.0001s0256.1.p	Bostr.26675s0410.1.p
OG0000803	Carub.0007s3659.1.p	Bostr.25849s0009.1.p
OG0000803	Carub.0005s0806.1.p	Bostr.0556s0590.1.p
OG0000804	Carub.0006s0966.1.p, Carub.0006s0968.1.p	Bostr.23997s0015.1.p, Bostr.23997s0016.1.p, Bostr.10542s0001.1.p
OG0000805	Carub.0003s0148.1.p	Bostr.1460s0153.1.p
OG0000805	Carub.0006s1401.1.p	Bostr.2902s0320.1.p
OG0000805	Carub.0006s1400.1.p	Bostr.2902s0319.1.p
OG0000806	Carub.0004s0501.1.p	Bostr.26326s0123.1.p
OG0000806	Carub.0006s3420.1.p	Bostr.2983s0161.1.p
OG0000806	Carub.0005s1239.1.p, Carub.0001s0235.1.p	Bostr.26675s0428.1.p
OG0000807	Carub.0007s1614.1.p	Bostr.7867s0295.1.p
OG0000807	Carub.0007s1614.1.p	Bostr.15774s0196.1.p
OG0000807	Carub.0008s1059.1.p	Bostr.7867s0295.1.p
OG0000807	Carub.0008s1059.1.p	Bostr.15774s0196.1.p
OG0000807	Carub.0005s1476.1.p	Bostr.18473s0092.1.p
OG0000808	Carub.0001s4381.1.p	Bostr.6758s0042.1.p
OG0000808	Carub.0003s1305.1.p	Bostr.3640s0150.1.p
OG0000808	Carub.0003s1131.1.p	Bostr.19424s1133.1.p
OG0000809	Carub.0006s0431.1.p	Bostr.13129s0425.1.p
OG0000809	Carub.0004s2262.1.p	Bostr.23794s0024.1.p
OG0000809	Carub.0005s2286.1.p	Bostr.20505s0141.1.p
OG0000810	Carub.0005s1085.1.p	Bostr.0556s0794.1.p
OG0000810	Carub.0008s2146.1.p	Bostr.26833s0161.1.p
OG0000810	Carub.0005s1084.1.p	Bostr.0556s0793.1.p
OG0000812	Carub.0008s1548.1.p	Bostr.26833s0743.1.p
OG0000812	Carub.0007s1400.1.p	Bostr.7867s0508.1.p
OG0000814	Carub.0007s2101.1.p	Bostr.30275s0484.1.p
OG0000814	Carub.0004s1664.1.p	Bostr.23794s0609.1.p
OG0000814	Carub.0001s2924.1.p	Bostr.15697s0399.1.p
OG0000815	Carub.0007s3000.1.p	Bostr.2021s0016.1.p
OG0000816	Carub.0004s2626.1.p	Bostr.25993s0403.1.p
OG0000816	Carub.0001s0508.1.p	Bostr.25219s0394.1.p
OG0000816	Carub.0004s1303.1.p	Bostr.24513s0056.1.p
OG0000817	Carub.0006s2225.1.p	Bostr.5763s0076.1.p
OG0000817	Carub.0006s2224.1.p	Bostr.5763s0078.1.p
OG0000818	Carub.0008s0560.1.p	Bostr.3148s0165.1.p
OG0000818	Carub.0005s1638.1.p	Bostr.6864s0239.1.p
OG0000818	Carub.0006s0866.1.p	Bostr.13175s0081.1.p
OG0000819	Carub.0007s2493.1.p, Carub.0007s2492.1.p, Carub.0007s2491.1.p	Bostr.30275s0109.1.p
OG0000820	Carub.0005s0407.1.p	Bostr.0556s0294.1.p
OG0000821	Carub.0005s1591.1.p	Bostr.6864s0287.1.p
OG0000821	Carub.0005s1590.1.p	Bostr.6864s0288.1.p
OG0000821	Carub.0006s2252.1.p	Bostr.5763s0053.1.p
OG0000822	Carub.0002s1155.1.p	Bostr.26959s0339.1.p
OG0000822	Carub.0001s3749.1.p	Bostr.25219s0562.1.p
OG0000822	Carub.0003s1736.1.p	Bostr.19424s0904.1.p
OG0000823	Carub.0007s1381.1.p	Bostr.7867s0526.1.p
OG0000823	Carub.0004s0202.1.p	Bostr.19427s0059.1.p
OG0000824	Carub.0007s0258.1.p	Bostr.0697s0143.1.p
OG0000825	Carub.0002s1553.1.p	Bostr.10273s0477.1.p
OG0000825	Carub.0002s1554.1.p	Bostr.10273s0476.1.p
OG0000826	Carub.0008s0342.1.p	Bostr.29514s0022.1.p
OG0000828	Carub.0001s1182.1.p, Carub.0001s1183.1.p	Bostr.13671s0244.1.p
OG0000828	Carub.0002s0242.1.p	Bostr.22157s0084.1.p
OG0000828	Carub.0002s0244.1.p	Bostr.22157s0086.1.p
OG0000829	Carub.0005s1211.1.p	Bostr.18473s0319.1.p
OG0000829	Carub.0005s1213.1.p	Bostr.18473s0320.1.p, Bostr.18473s0318.1.p
OG0000830	Carub.0007s1217.1.p	Bostr.7867s0692.1.p
OG0000830	Carub.0003s3499.1.p	Bostr.7903s0110.1.p
OG0000830	Carub.0001s0300.1.p	Bostr.26675s0395.1.p
OG0000830	Carub.0008s0438.1.p	Bostr.3148s0045.1.p
OG0000831	Carub.0001s0934.1.p	Bostr.24482s0002.1.p
OG0000831	Carub.0002s0626.1.p	Bostr.10040s0348.1.p
OG0000832	Carub.0001s0989.1.p	Bostr.13671s0441.1.p
OG0000832	Carub.0002s0538.1.p	Bostr.10040s0236.1.p
OG0000833	Carub.0006s0176.1.p	Bostr.22252s0102.1.p
OG0000833	Carub.0006s0176.1.p	Bostr.6251s0002.1.p
OG0000834	Carub.0005s2526.1.p	Bostr.20903s0093.1.p
OG0000834	Carub.0004s2497.1.p	Bostr.25993s0530.1.p
OG0000834	Carub.0005s2532.1.p	Bostr.20903s0098.1.p
OG0000835	Carub.0006s3163.1.p	Bostr.25463s0059.1.p
OG0000835	Carub.0006s3164.1.p	Bostr.25463s0064.1.p
OG0000835	Carub.0006s3167.1.p, Carub.0006s3165.1.p, Carub.0006s3166.1.p	Bostr.25463s0063.1.p
OG0000836	Carub.0004s2610.1.p	Bostr.25993s0420.1.p
OG0000838	Carub.0007s2174.1.p	Bostr.30275s0424.1.p
OG0000838	Carub.0007s2170.1.p	Bostr.30275s0430.1.p
OG0000840	Carub.0007s3681.1.p	Bostr.17775s0034.1.p
OG0000841	Carub.0002s1322.1.p	Bostr.26959s0219.1.p
OG0000842	Carub.0002s1264.1.p, Carub.0002s1269.1.p, Carub.0002s1267.1.p, Carub.0002s1266.1.p, Carub.0002s1265.1.p, Carub.0002s0836.1.p, Carub.0002s1268.1.p, Carub.0002s1270.1.p	Bostr.26959s0260.1.p
OG0000843	Carub.0005s0272.1.p	Bostr.12645s0034.1.p
OG0000844	Carub.0007s1899.1.p	Bostr.7867s0013.1.p
OG0000844	Carub.0006s3196.1.p	Bostr.25463s0036.1.p
OG0000844	Carub.0006s3197.1.p	Bostr.25463s0035.1.p
OG0000845	Carub.0007s3158.1.p	Bostr.29044s0039.1.p
OG0000845	Carub.0001s2578.1.p	Bostr.15697s0052.1.p
OG0000845	Carub.0006s1128.1.p	Bostr.2902s0045.1.p
OG0000846	Carub.0007s0124.1.p	Bostr.25542s0121.1.p
OG0000846	Carub.0004s0081.1.p	Bostr.5022s0054.1.p
OG0000846	Carub.0004s0079.1.p, Carub.0004s0082.1.p	Bostr.5022s0053.1.p
OG0000847	Carub.0003s1243.1.p	Bostr.3640s0086.1.p
OG0000847	Carub.0003s1244.1.p	Bostr.3640s0087.1.p
OG0000848	Carub.0004s1841.1.p	Bostr.23794s0434.1.p
OG0000848	Carub.0004s2202.1.p	Bostr.23794s0077.1.p
OG0000848	Carub.0005s2253.1.p	Bostr.20505s0176.1.p
OG0000849	Carub.0004s1756.1.p	Bostr.23794s0515.1.p
OG0000849	Carub.0006s0182.1.p	Bostr.6251s0005.1.p
OG0000849	Carub.0003s0879.1.p	Bostr.22252s0099.1.p
OG0000850	Carub.0008s0996.1.p, Carub.0008s0995.1.p	Bostr.15774s0143.1.p
OG0000850	Carub.0008s1007.1.p	Bostr.15774s0145.1.p
OG0000850	Carub.0002s0822.1.p, Carub.0002s0820.1.p, Carub.0002s0821.1.p	Bostr.13404s0079.1.p
OG0000851	Carub.0008s0672.1.p	Bostr.26959s0172.1.p
OG0000852	Carub.0001s0576.1.p	Bostr.25219s0316.1.p
OG0000852	Carub.0007s2359.1.p	Bostr.30275s0241.1.p
OG0000852	Carub.0002s1450.1.p	Bostr.26959s0100.1.p
OG0000853	Carub.0003s3178.1.p	Bostr.18351s0228.1.p
OG0000853	Carub.0007s0457.1.p	Bostr.7867s1431.1.p
OG0000853	Carub.0007s0459.1.p	Bostr.7867s1429.1.p
OG0000854	Carub.0001s0126.1.p	Bostr.5325s0017.1.p, Bostr.8819s0187.1.p, Bostr.5325s0016.1.p, Bostr.5325s0006.1.p
OG0000855	Carub.0005s0976.1.p	Bostr.7867s1232.1.p
OG0000855	Carub.0005s0976.1.p	Bostr.7867s1235.1.p
OG0000855	Carub.0005s0976.1.p	Bostr.0556s0705.1.p
OG0000855	Carub.0007s3154.1.p	Bostr.7867s1232.1.p
OG0000855	Carub.0007s3154.1.p	Bostr.7867s1235.1.p
OG0000855	Carub.0007s3154.1.p	Bostr.0556s0705.1.p
OG0000855	Carub.0007s0658.1.p	Bostr.7867s1232.1.p
OG0000855	Carub.0007s0658.1.p	Bostr.7867s1235.1.p
OG0000855	Carub.0007s0658.1.p	Bostr.0556s0705.1.p
OG0000856	Carub.0007s2992.1.p, Carub.0007s2994.1.p	Bostr.2021s0076.1.p
OG0000857	Carub.0002s0498.1.p	Bostr.10040s0190.1.p
OG0000857	Carub.0170s0003.1.p, Carub.0002s0495.1.p, Carub.0170s0002.1.p, Carub.0002s0497.1.p	Bostr.10040s0202.1.p, Bostr.10040s0187.1.p
OG0000858	Carub.0001s4081.1.p	Bostr.26675s0012.1.p
OG0000858	Carub.0001s4079.1.p	Bostr.26675s0014.1.p
OG0000858	Carub.0001s4078.1.p	Bostr.26675s0015.1.p
OG0000859	Carub.0001s1591.1.p	Bostr.7128s0227.1.p
OG0000859	Carub.0001s1592.1.p	Bostr.7128s0228.1.p
OG0000860	Carub.0007s3709.1.p, Carub.0007s3708.1.p	Bostr.17775s0007.1.p, Bostr.17775s0005.1.p, Bostr.17775s0004.1.p
OG0000860	Carub.0005s1248.1.p	Bostr.9638s0126.1.p
OG0000861	Carub.0007s1609.1.p	Bostr.7867s0300.1.p
OG0000861	Carub.0005s2952.1.p	Bostr.13208s0056.1.p
OG0000862	Carub.0003s0872.1.p	Bostr.22252s0107.1.p
OG0000862	Carub.0006s0168.1.p	Bostr.2128s0171.1.p
OG0000863	Carub.0004s2867.1.p	Bostr.25993s0172.1.p
OG0000863	Carub.0006s3686.1.p	Bostr.10064s0068.1.p
OG0000864	Carub.0003s0335.1.p	Bostr.2570s0296.1.p
OG0000864	Carub.0001s1314.1.p	Bostr.13671s0105.1.p
OG0000865	Carub.0004s2872.1.p	Bostr.25993s0167.1.p
OG0000865	Carub.0002s0105.1.p	Bostr.29223s0178.1.p
OG0000865	Carub.0007s3414.1.p	Bostr.7200s0148.1.p
OG0000866	Carub.0002s1642.1.p	Bostr.10273s0391.1.p
OG0000866	Carub.0001s1400.1.p	Bostr.13671s0020.1.p
OG0000867	Carub.0002s1064.1.p	Bostr.10040s0062.1.p
OG0000867	Carub.0005s0816.1.p, Carub.0002s1104.1.p, Carub.0002s1107.1.p, Carub.0002s1106.1.p	Bostr.10040s0061.1.p
OG0000868	Carub.0006s0863.1.p	Bostr.13175s0084.1.p
OG0000868	Carub.0007s0171.1.p	Bostr.25542s0170.1.p
OG0000868	Carub.0004s0138.1.p	Bostr.5022s0011.1.p
OG0000869	Carub.0004s2683.1.p	Bostr.25993s0348.1.p
OG0000869	Carub.0004s2680.1.p	Bostr.25993s0350.1.p
OG0000870	Carub.0002s1223.1.p	Bostr.26959s0294.1.p
OG0000870	Carub.0005s2302.1.p	Bostr.20505s0128.1.p
OG0000871	Carub.0004s1844.1.p	Bostr.23794s0431.1.p
OG0000871	Carub.0005s1952.1.p	Bostr.26056s0001.1.p
OG0000872	Carub.0001s4139.1.p	Bostr.22252s0121.1.p, Bostr.0124s0032.1.p, Bostr.0124s0033.1.p
OG0000872	Carub.0002s2285.1.p	Bostr.20129s0031.1.p
OG0000873	Carub.0007s0395.1.p	Bostr.7867s1494.1.p
OG0000873	Carub.0002s0778.1.p	Bostr.8169s0044.1.p
OG0000873	Carub.0003s3227.1.p	Bostr.14712s0001.1.p
OG0000874	Carub.0007s0363.1.p	Bostr.7867s1525.1.p
OG0000874	Carub.0002s0439.1.p	Bostr.10040s0121.1.p
OG0000876	Carub.0003s2387.1.p, Carub.0001s3329.1.p, Carub.0001s3331.1.p, Carub.0001s3330.1.p, Carub.0001s3291.1.p, Carub.0001s3333.1.p, Carub.0001s3332.1.p	Bostr.2570s0247.1.p, Bostr.2570s0248.1.p
OG0000879	Carub.0005s0776.1.p	Bostr.0556s0559.1.p, Bostr.3877s0049.1.p
OG0000880	Carub.0001s3285.1.p	Bostr.1040s0079.1.p
OG0000881	Carub.0006s3607.1.p	Bostr.7365s0054.1.p
OG0000881	Carub.0001s0087.1.p	Bostr.5325s0055.1.p
OG0000882	Carub.0001s3391.1.p, Carub.0001s1437.1.p	Bostr.24340s0002.1.p, Bostr.24340s0003.1.p, Bostr.29246s0048.1.p
OG0000883	Carub.0008s2439.1.p	Bostr.0568s0445.1.p
