Orthogroup	Capsella_rubella	Brassica_oleracea
OG0001623	Carub.0003s2573.1.p, Carub.0003s2574.1.p	Bo7g031060
OG0001623	Carub.0007s2987.1.p	Bo4g133380
OG0001624	Carub.0003s0142.1.p	Bo5g152700, Bo1g157450
OG0001624	Carub.0006s1395.1.p	Bo3g010720, Bo9g163790
OG0001625	Carub.0008s0421.1.p	Bo9g059830, Bo2g124320
OG0001625	Carub.0007s2042.1.p	Bo01143s020
OG0001626	Carub.0008s0513.1.p	Bo9g059220
OG0001626	Carub.0001s0352.1.p	Bo8g002870
OG0001627	Carub.0004s2675.1.p	Bo3g037150
OG0001627	Carub.0005s2672.1.p	Bo6g076770, Bo8g094670
OG0001628	Carub.0001s1265.1.p	Bo5g016470
OG0001628	Carub.0005s0469.1.p	Bo7g083830, Bo00285s390
OG0001629	Carub.0008s1079.1.p	Bo9g097170
OG0001629	Carub.0007s1602.1.p	Bo7g109890, Bo8g050520, Bo1g039530
OG0001630	Carub.0007s3263.1.p	Bo4g143820, Bo4g136480
OG0001630	Carub.0002s1202.1.p	Bo2g052660, Bo6g099670
OG0001631	Carub.0005s1644.1.p	Bo8g079550
OG0001631	Carub.0008s2727.1.p	Bo7g063900
OG0001632	Carub.0006s0688.1.p	Bo9g174870
OG0001632	Carub.0008s2180.1.p	Bo9g014480, Bo2g161330, Bo7g098350
OG0001633	Carub.0005s0451.1.p	Bo7g082700, Bo00285s340
OG0001633	Carub.0004s1867.1.p	Bo3g031310, Bo4g186420
OG0001635	Carub.0003s3108.1.p	Bo7g014920, Bo3g092260
OG0001635	Carub.0007s0503.1.p	Bo1g006600, Bo7g117300
OG0001636	Carub.0006s0850.1.p	Bo9g173530
OG0001636	Carub.0008s2606.1.p	Bo9g018550, Bo00615s200, Bo3g099440
OG0001637	Carub.0001s3346.1.p, Carub.0001s3337.1.p, Carub.0001s3340.1.p, Carub.0001s3342.1.p, Carub.0119s0001.1.p	Bo5g083870
OG0001637	Carub.0006s2734.1.p	Bo3g047140
OG0001638	Carub.0001s3818.1.p	Bo6g016950, Bo00685s030
OG0001638	Carub.0003s1834.1.p	Bo1g117460
OG0001639	Carub.0004s1628.1.p	Bo4g182750, Bo3g027780
OG0001639	Carub.0001s2837.1.p	Bo5g062450, Bo3g147730, Bo3g147640
OG0001640	Carub.0007s2710.1.p	Bo1g057260
OG0001640	Carub.0003s2244.1.p	Bo1g105250, Bo5g098160
OG0001641	Carub.0003s0866.1.p	Bo5g138220
OG0001641	Carub.0006s1679.1.p	Bo2g016550, Bo3g013200
OG0001642	Carub.0001s0621.1.p	Bo8g114360
OG0001642	Carub.0004s1156.1.p	Bo4g058480, Bo3g024580, Bo4g173040
OG0001643	Carub.0002s0251.1.p	Bo9g037320, Bo9g028460, Bo4g093050
OG0001643	Carub.0001s1176.1.p	Bo5g017230
OG0001644	Carub.0002s0142.1.p	Bo9g035530
OG0001644	Carub.0007s3426.1.p	Bo6g065060
OG0001645	Carub.0001s0713.1.p, Carub.0005s0869.1.p, Carub.0004s0968.1.p	Bo4g069290, Bo4g166650
OG0001646	Carub.0007s2412.1.p	Bo7g105060
OG0001646	Carub.0008s0024.1.p	Bo7g077680, Bo2g132450
OG0001647	Carub.0008s2656.1.p	Bo3g097830, Bo2g168210
OG0001647	Carub.0007s0236.1.p	Bo1g003330, Bo7g118780
OG0001648	Carub.0003s0640.1.p	Bo1g147660, Bo5g143120, Bo3g060880
OG0001648	Carub.0008s0891.1.p	Bo2g150460, Bo01327s020
OG0001649	Carub.0006s1959.1.p	Bo2g023600
OG0001649	Carub.0007s0727.1.p	Bo7g116050, Bo1g008330
OG0001650	Carub.0001s0144.1.p	Bo5g003130
OG0001650	Carub.0006s3528.1.p	Bo9g004410, Bo3g052910
OG0001651	Carub.0008s0238.1.p	Bo9g062610
OG0001651	Carub.0007s2219.1.p	Bo1g020150
OG0001652	Carub.0004s2701.1.p	Bo4g021680
OG0001652	Carub.0005s2684.1.p	Bo8g094870, Bo4g106310
OG0001653	Carub.0006s2358.1.p	Bo7g095710, Bo9g011210
OG0001653	Carub.0006s1007.1.p	Bo9g170060, Bo2g010530
OG0001654	Carub.0003s0297.1.p	Bo1g153510
OG0001654	Carub.0006s0697.1.p	Bo3g004680, Bo2g008880, Bo9g174820
OG0001655	Carub.0006s3224.1.p	Bo9g078130, Bo3g048600
OG0001655	Carub.0007s1927.1.p	Bo1g025900
OG0001656	Carub.0006s0796.1.p	Bo9g174050
OG0001656	Carub.0008s2501.1.p	Bo9g018010, Bo7g065500
OG0001657	Carub.0001s1172.1.p	Bo5g017290, Bo8g062490, Bo8g108460
OG0001657	Carub.0002s0252.1.p	Bo9g037330
OG0001658	Carub.0007s0205.1.p	Bo1g003130, Bo3g152870
OG0001658	Carub.0004s0160.1.p	Bo8g101130, Bo4g149670
OG0001659	Carub.0001s0554.1.p	Bo5g007320
OG0001659	Carub.0004s1246.1.p	Bo3g025100
OG0001660	Carub.0002s2354.1.p	Bo6g120740, Bo2g091040, Bo2g091050
OG0001661	Carub.0004s1947.1.p	Bo3g031800
OG0001661	Carub.0005s2029.1.p	Bo4g121650, Bo8g083050
OG0001662	Carub.0003s3290.1.p	Bo9g025810
OG0001662	Carub.0004s0298.1.p	Bo4g153980, Bo8g100250
OG0001663	Carub.0004s1174.1.p	Bo4g056270, Bo4g173280, Bo3g024730
OG0001664	Carub.0004s1671.1.p	Bo4g039080
OG0001664	Carub.0001s2946.1.p	Bo2g121150, Bo5g065700
OG0001665	Carub.0006s0849.1.p	Bo9g173550, Bo2g009670
OG0001665	Carub.0008s2607.1.p	Bo3g099410, Bo9g018570, Bo00615s190
OG0001666	Carub.0007s2298.1.p	Bo1g019420
OG0001666	Carub.0008s0166.1.p	Bo7g075170, Bo9g063060
OG0001667	Carub.0005s2949.1.p	Bo8g098150, Bo6g079640, Bo4g098490
OG0001668	Carub.0007s1431.1.p	Bo1g045400
OG0001668	Carub.0008s1633.1.p	Bo3g021240
OG0001669	Carub.0004s1001.1.p	Bo4g065890, Bo4g168000
OG0001671	Carub.0003s2885.1.p	Bo9g023690, Bo9g023710
OG0001671	Carub.0007s0654.1.p	Bo7g116480
OG0001672	Carub.0003s2411.1.p	Bo1g101290, Bo2g044570, Bo7g039020
OG0001672	Carub.0007s2852.1.p	Bo8g023150
OG0001673	Carub.0004s2477.1.p	Bo4g015960
OG0001673	Carub.0005s2497.1.p	Bo8g092430
OG0001674	Carub.0003s1673.1.p	Bo9g088620
OG0001674	Carub.0007s2525.1.p	Bo8g043510, Bo1g054930
OG0001675	Carub.0003s2095.1.p	Bo5g105000, Bo3g076320, Bo1g108330
OG0001676	Carub.0005s1649.1.p	Bo8g079570
OG0001676	Carub.0005s1650.1.p	Bo7g099260
OG0001676	Carub.0005s1646.1.p	Bo8g079560, Bo7g099210
OG0001677	Carub.0002s0401.1.p	Bo4g086620, Bo1g095760
OG0001677	Carub.0001s1067.1.p	Bo3g046860
OG0001678	Carub.0007s3430.1.p	Bo6g065010
OG0001678	Carub.0002s0145.1.p	Bo9g029060, Bo4g096620
OG0001679	Carub.0004s2495.1.p	Bo4g016130, Bo3g036070, Bo4g191630
OG0001680	Carub.0007s1918.1.p	Bo3g164180, Bo7g107810, Bo1g027000
OG0001681	Carub.0006s1770.1.p	Bo9g153820, Bo2g017920
OG0001681	Carub.0006s1068.1.p	Bo2g010860, Bo3g007550, Bo9g169570
OG0001682	Carub.0001s3868.1.p	Bo5g076250, Bo8g011510
OG0001682	Carub.0003s1887.1.p	Bo1g115950, Bo5g116750, Bo5g115730, Bo3g071960
OG0001683	Carub.0008s1538.1.p	Bo9g119130, Bo3g021720, Bo2g041270
OG0001683	Carub.0007s1396.1.p	Bo1g047790, Bo8g051490
OG0001684	Carub.0006s1160.1.p, Carub.0006s1159.1.p	Bo3g009160, Bo3g009170, Bo2g011280, Bo9g166770
OG0001685	Carub.0003s0871.1.p	Bo5g138180
OG0001685	Carub.0001s2039.1.p	Bo5g030840
OG0001686	Carub.0006s2923.1.p	Bo3g044790
OG0001686	Carub.0006s2921.1.p	Bo3g044760, Bo9g088430, Bo9g088450
OG0001687	Carub.0003s0702.1.p	Bo5g141500, Bo3g061270
OG0001687	Carub.0003s0701.1.p	Bo1g147320
OG0001688	Carub.0001s0193.1.p	Bo5g003400
OG0001688	Carub.0006s3478.1.p	Bo3g052590, Bo9g005720, Bo2g100440
OG0001689	Carub.0005s2748.1.p	Bo4g104820, Bo8g095470
OG0001690	Carub.0006s3109.1.p	Bo9g093980
OG0001690	Carub.0007s1841.1.p	Bo1g031780, Bo7g108290, Bo3g165660
OG0001691	Carub.0003s2139.1.p	Bo5g101120, Bo3g078560
OG0001692	Carub.0007s2063.1.p, Carub.0007s2083.1.p	Bo1g020340
OG0001692	Carub.0001s0239.1.p	Bo5g003730
OG0001693	Carub.0002s2088.1.p	Bo6g118350, Bo2g080900
OG0001693	Carub.0001s1820.1.p	Bo5g025570, Bo8g104300, Bo8g067910
OG0001694	Carub.0005s2395.1.p	Bo6g072720
OG0001694	Carub.0006s0297.1.p	Bo9g181470, Bo2g005360, Bo00983s010
OG0001695	Carub.0005s1730.1.p	Bo7g100610, Bo1g060640, Bo8g080370
OG0001696	Carub.0007s2282.1.p	Bo1g019570, Bo3g156990
OG0001696	Carub.0008s0184.1.p	Bo7g074000, Bo7g074010
OG0001697	Carub.0001s1722.1.p	Bo8g104850
OG0001697	Carub.0002s1947.1.p	Bo6g091370
OG0001698	Carub.0004s2457.1.p	Bo4g015820
OG0001698	Carub.0005s2474.1.p	Bo6g073280, Bo4g109720, Bo8g092300
OG0001699	Carub.0002s1169.1.p	Bo1g139190, Bo1g139210, Bo3g064970, Bo3g064960, Bo3g064930
OG0001699	Carub.0003s1183.1.p	Bo5g133420
OG0001700	Carub.0007s1910.1.p	Bo1g027120, Bo3g164190
OG0001701	Carub.0005s2857.1.p	Bo8g097320, Bo01141s010
OG0001701	Carub.0004s2924.1.p	Bo3g039330, Bo4g008150
OG0001702	Carub.0007s2902.1.p	Bo8g025640
OG0001702	Carub.0003s2461.1.p	Bo2g119370
OG0001703	Carub.0008s2628.1.p	Bo3g099210, Bo9g018730
OG0001703	Carub.0006s0892.1.p	Bo2g009880, Bo3g005620
OG0001704	Carub.0008s0603.1.p	Bo4g078660
OG0001704	Carub.0001s3576.1.p	Bo02124s010, Bo8g020530, Bo6g006990
OG0001705	Carub.0008s1258.1.p	Bo2g047720
OG0001705	Carub.0007s1535.1.p	Bo1g040350, Bo7g110460
OG0001706	Carub.0005s1613.1.p	Bo8g079040, Bo1g080130
OG0001706	Carub.0008s2676.1.p	Bo3g097620, Bo2g168160
OG0001707	Carub.0005s1771.1.p	Bo8g081640
OG0001708	Carub.0001s1765.1.p	Bo8g104600, Bo8g067590
OG0001708	Carub.0002s2016.1.p	Bo2g080540, Bo6g116800
OG0001709	Carub.0001s2687.1.p	Bo3g143400
OG0001709	Carub.0004s1554.1.p	Bo4g042350
OG0001710	Carub.0003s1563.1.p	Bo3g068110, Bo1g124940
OG0001710	Carub.0001s4150.1.p	Bo6g028120, Bo6g039610
OG0001711	Carub.0004s2388.1.p	Bo3g035710, Bo4g013350
OG0001712	Carub.0001s1001.1.p	Bo5g012030
OG0001712	Carub.0002s0503.1.p	Bo9g044180
OG0001713	Carub.0005s0583.1.p	Bo7g084570, Bo2g141720
OG0001714	Carub.0003s0199.1.p	Bo5g151380, Bo1g155110
OG0001714	Carub.0006s1479.1.p	Bo2g013170, Bo9g163040
OG0001715	Carub.0001s2599.1.p	Bo3g141550, Bo7g049800
OG0001715	Carub.0008s2254.1.p	Bo3g109280
OG0001716	Carub.0004s0377.1.p	Bo8g099820, Bo4g154580
OG0001716	Carub.0007s0922.1.p	Bo1g011410, Bo7g115070, Bo7g014030
OG0001717	Carub.0008s0906.1.p	Bo9g009730
OG0001717	Carub.0003s0630.1.p	Bo3g060800, Bo5g143170, Bo1g147730
OG0001718	Carub.0002s2360.1.p	Bo6g120780
OG0001718	Carub.0001s2054.1.p	Bo8g070620, Bo5g032020
OG0001719	Carub.0001s1623.1.p	Bo8g105490, Bo5g021910
OG0001719	Carub.0002s2604.1.p	Bo6g122640, Bo6g081140
OG0001720	Carub.0004s1566.1.p	Bo3g027530
OG0001720	Carub.0001s2720.1.p	Bo5g057230
OG0001721	Carub.0007s3373.1.p	Bo4g142430
OG0001721	Carub.0002s0051.1.p	Bo02355s010, Bo9g032550, Bo9g030830
OG0001722	Carub.0001s4041.1.p	Bo6g042600
OG0001723	Carub.0007s2221.1.p	Bo7g106410
OG0001723	Carub.0008s0234.1.p	Bo7g072750, Bo9g062660
OG0001724	Carub.0002s1915.1.p	Bo2g075630, Bo6g115790
OG0001725	Carub.0007s1450.1.p	Bo7g110910, Bo1g045220
OG0001726	Carub.0003s1467.1.p	Bo3g066540, Bo5g127500, Bo1g129830
OG0001727	Carub.0002s0189.1.p	Bo9g028840, Bo00834s020
OG0001727	Carub.0001s1242.1.p	Bo5g016700
OG0001728	Carub.0001s2203.1.p	Bo7g057900, Bo5g038610
OG0001728	Carub.0002s1901.1.p	Bo2g075440, Bo2g075460, Bo6g092610
OG0001729	Carub.0001s3501.1.p	Bo6g003200, Bo5g070870, Bo8g021950
OG0001729	Carub.0002s2427.1.p	Bo6g121280
OG0001730	Carub.0004s2416.1.p	Bo4g014560
OG0001730	Carub.0005s2437.1.p	Bo8g091950, Bo6g072980
OG0001731	Carub.0007s3375.1.p, Carub.0007s3374.1.p	Bo4g142420
OG0001732	Carub.0003s0221.1.p	Bo5g150280
OG0001732	Carub.0006s1514.1.p	Bo9g161670, Bo2g013370
OG0001733	Carub.0003s1066.1.p	Bo5g136650, Bo3g064110
OG0001733	Carub.0006s0475.1.p	Bo9g176840
OG0001734	Carub.0006s2310.1.p	Bo9g011400, Bo7g096100
OG0001734	Carub.0006s0959.1.p	Bo3g006920, Bo9g171550
OG0001735	Carub.0004s1542.1.p	Bo4g043460
OG0001735	Carub.0001s2671.1.p	Bo3g143300, Bo7g048330, Bo5g054710
OG0001736	Carub.0001s2187.1.p	Bo7g058170
OG0001736	Carub.0002s2516.1.p	Bo6g121900, Bo6g081740
OG0001737	Carub.0005s1731.1.p	Bo7g100630
OG0001737	Carub.0008s2807.1.p	Bo7g064930, Bo9g021940, Bo2g167670
OG0001738	Carub.0001s3757.1.p	Bo8g015070
OG0001739	Carub.0001s0680.1.p, Carub.0001s0677.1.p	Bo5g008240, Bo8g114060, Bo8g009620
OG0001740	Carub.0003s3162.1.p	Bo7g014310
OG0001740	Carub.0007s0485.1.p	Bo7g117430, Bo1g006410
OG0001741	Carub.0006s0665.1.p	Bo2g008760
OG0001741	Carub.0008s2211.1.p	Bo2g161570, Bo7g098620
OG0001742	Carub.0003s0168.1.p	Bo3g055710
OG0001742	Carub.0055s0001.1.p, Carub.0006s1432.1.p	Bo9g163450, Bo3g010870
OG0001743	Carub.0001s4452.1.p, Carub.0001s4430.1.p	Bo3g185740, Bo6g051550, Bo6g035890, Bo4g040020
OG0001744	Carub.0001s2080.1.p	Bo5g034310
OG0001744	Carub.0002s2388.1.p	Bo6g083510, Bo6g121010
OG0001745	Carub.0001s3967.1.p	Bo6g022340
OG0001745	Carub.0003s2025.1.p	Bo5g109810, Bo1g108980, Bo3g074830
OG0001746	Carub.0004s1369.1.p	Bo3g026650, Bo4g045900
OG0001746	Carub.0001s0456.1.p	Bo5g005390, Bo8g115190, Bo8g004510
OG0001747	Carub.0003s1550.1.p	Bo5g126660, Bo1g126030
OG0001747	Carub.0001s4153.1.p	Bo6g039580, Bo6g028170
OG0001748	Carub.0001s1223.1.p	Bo5g016800, Bo8g108110
OG0001748	Carub.0002s0204.1.p	Bo9g028760
OG0001749	Carub.0003s0231.1.p	Bo3g057010
OG0001749	Carub.0006s1538.1.p, Carub.0004s2157.1.p	Bo2g013470, Bo9g161540
OG0001750	Carub.0001s1199.1.p	Bo00758s080, Bo8g108250, Bo5g016960
OG0001750	Carub.0002s0214.1.p	Bo3g184130, Bo4g094150, Bo10873s010
OG0001751	Carub.0006s0060.1.p	Bo2g002330
OG0001751	Carub.0003s0813.1.p	Bo5g139580, Bo1g144800
OG0001752	Carub.0004s0365.1.p	Bo4g154460, Bo8g099880
OG0001752	Carub.0007s0949.1.p	Bo7g114910, Bo1g011680, Bo3g175230
OG0001753	Carub.0006s1776.1.p	Bo3g013680, Bo9g153780
OG0001753	Carub.0006s1086.1.p	Bo2g010910, Bo9g169440
OG0001754	Carub.0001s2201.1.p	Bo5g038560
OG0001754	Carub.0002s1904.1.p	Bo2g075530, Bo6g114750
OG0001755	Carub.0005s0075.1.p, Carub.0005s0076.1.p, Carub.0007s1780.1.p, Carub.0003s3446.1.p	Bo7g108730
OG0001756	Carub.0005s0821.1.p, Carub.0008s0831.1.p	Bo2g150200, Bo7g089400
OG0001756	Carub.0005s0820.1.p, Carub.0008s0830.1.p	Bo2g150190
OG0001757	Carub.0005s1382.1.p	Bo3g135790
OG0001757	Carub.0008s2316.1.p	Bo2g164190, Bo3g107520
OG0001758	Carub.0006s0632.1.p, Carub.0117s0001.1.p	Bo2g008600, Bo3g004300
OG0001759	Carub.0008s2228.1.p	Bo9g014660, Bo7g098850
OG0001759	Carub.0006s0656.1.p	Bo2g008700, Bo9g175610
OG0001760	Carub.0003s2277.1.p	Bo5g094610
OG0001760	Carub.0007s2733.1.p	Bo1g057400, Bo8g038360
OG0001761	Carub.0007s3005.1.p, Carub.0007s3004.1.p	Bo3g162340
OG0001762	Carub.0005s0750.1.p, Carub.0005s0751.1.p	Bo2g146560, Bo06409s010
OG0001763	Carub.0004s0282.1.p, Carub.0004s0281.1.p	Bo8g100360
OG0001763	Carub.0004s0283.1.p	Bo4g151710
OG0001764	Carub.0005s1986.1.p	Bo8g082670, Bo6g067300, Bo9g074330, Bo3g023970
OG0001765	Carub.0001s0343.1.p	Bo5g004390
OG0001765	Carub.0008s0495.1.p	Bo9g059270
OG0001766	Carub.0005s0290.1.p, Carub.0005s0291.1.p	Bo6g039890, Bo9g074580, Bo2g137140, Bo2g137150, Bo9g074430, Bo9g074570, Bo9g074490
OG0001767	Carub.0006s0770.1.p	Bo3g130130, Bo3g130360, Bo3g130350, Bo9g174230, Bo2g009220
OG0001768	Carub.0004s0179.1.p	Bo4g149900, Bo02176s010, Bo00871s010
OG0001768	Carub.0007s0227.1.p	Bo3g153090, Bo1g003280
OG0001773	Carub.0008s1190.1.p	Bo9g103660, Bo00946s020
OG0001773	Carub.0008s1191.1.p	Bo3g023570, Bo01095s010
OG0001774	Carub.0004s2135.1.p	Bo3g034250, Bo4g026620
OG0001774	Carub.0005s2169.1.p	Bo6g068500
OG0001775	Carub.0008s1152.1.p	Bo2g050460, Bo9g101160, Bo3g023680
OG0001775	Carub.0007s1578.1.p	Bo1g039930
OG0001776	Carub.0006s1279.1.p	Bo2g012050
OG0001776	Carub.0003s0053.1.p	Bo3g055100, Bo04755s010, Bo00851s010, Bo00851s030
OG0001777	Carub.0008s2121.1.p	Bo9g143640
OG0001777	Carub.0008s2122.1.p	Bo3g017320, Bo9g143650
OG0001778	Carub.0004s1712.1.p	Bo3g028280
OG0001778	Carub.0007s0015.1.p	Bo1g001040, Bo7g120840
OG0001779	Carub.0003s0890.1.p	Bo5g138060
OG0001779	Carub.0006s0210.1.p	Bo9g183040, Bo3g002260
OG0001780	Carub.0006s0254.1.p	Bo3g002490
OG0001781	Carub.0007s0761.1.p	Bo3g171030, Bo1g009850
OG0001781	Carub.0001s4109.1.p	Bo3g181130, Bo6g027650
OG0001782	Carub.0001s4408.1.p	Bo3g185350
OG0001782	Carub.0003s1277.1.p	Bo3g065530, Bo1g138360, Bo5g132560
OG0001783	Carub.0007s1531.1.p, Carub.0007s1528.1.p	Bo1g040380, Bo8g050950, Bo1g040400
OG0001784	Carub.0007s2051.1.p	Bo1g022600, Bo1g022610
OG0001784	Carub.0007s2052.1.p	Bo1g022590
OG0001785	Carub.0006s0828.1.p	Bo8g071170
OG0001785	Carub.0002s2406.1.p	Bo6g121140
OG0001786	Carub.0006s0041.1.p	Bo3g001450, Bo2g001260
OG0001786	Carub.0004s2019.1.p	Bo4g187460
OG0001787	Carub.0005s1335.1.p	Bo9g072890
OG0001788	Carub.0006s1758.1.p	Bo2g017810
OG0001788	Carub.0003s0546.1.p	Bo1g150100, Bo3g060370, Bo5g144840
OG0001789	Carub.0006s0328.1.p	Bo9g181170
OG0001789	Carub.0001s2624.1.p	Bo7g048650, Bo3g142840, Bo5g052290
OG0001790	Carub.0003s0188.1.p	Bo5g151500, Bo1g155140, Bo3g055830
OG0001790	Carub.0006s1463.1.p	Bo3g012030
OG0001791	Carub.0005s2602.1.p	Bo8g093180, Bo6g076350, Bo4g107940
OG0001792	Carub.0003s1049.1.p	Bo3g064020, Bo5g136810, Bo9g062630
OG0001794	Carub.0003s3136.1.p, Carub.0003s3137.1.p, Carub.0003s3134.1.p	Bo3g092370
OG0001795	Carub.0003s3538.1.p	Bo7g021210
OG0001795	Carub.0001s1821.1.p	Bo2g087680, Bo8g067920, Bo5g025600
OG0001796	Carub.0003s3212.1.p	Bo3g093890
OG0001797	Carub.0004s0250.1.p	Bo4g151410
OG0001797	Carub.0007s0303.1.p	Bo3g153550, Bo1g004900, Bo7g118450
OG0001798	Carub.0008s0955.1.p	Bo4g149780
OG0001798	Carub.0002s0632.1.p	Bo1g087940, Bo9g052020
OG0001800	Carub.0001s1170.1.p	Bo8g108480, Bo8g062470, Bo5g017320
OG0001801	Carub.0006s1909.1.p	Bo3g015330, Bo01284s010, Bo2g023140
OG0001802	Carub.0001s3945.1.p	Bo00969s030, Bo1g110200
OG0001802	Carub.0003s1988.1.p	Bo3g178410
OG0001803	Carub.0002s2569.1.p	Bo2g094720, Bo6g081480, Bo6g122370
OG0001803	Carub.0001s1663.1.p	Bo8g105260
OG0001804	Carub.0003s0405.1.p	Bo5g146940
OG0001804	Carub.0006s2564.1.p	Bo9g010120, Bo7g093280
OG0001805	Carub.0006s0921.1.p	Bo2g010030, Bo9g171810
OG0001805	Carub.0007s0881.1.p	Bo3g173670, Bo1g011000
OG0001806	Carub.0001s0931.1.p	Bo8g110890
OG0001806	Carub.0008s2521.1.p	Bo2g166220
OG0001807	Carub.0004s1055.1.p	Bo4g169420
OG0001808	Carub.0002s1673.1.p	Bo6g094980, Bo6g110720
OG0001809	Carub.0002s1756.1.p, Carub.0002s1755.1.p	Bo6g112410
OG0001809	Carub.0001s2268.1.p	Bo5g039280
OG0001810	Carub.0001s1171.1.p	Bo8g062480, Bo5g017310
OG0001811	Carub.0006s1204.1.p	Bo9g166370
OG0001811	Carub.0003s1175.1.p	Bo3g064900, Bo1g139320, Bo5g133450
OG0001812	Carub.0005s0569.1.p	Bo9g008240, Bo7g084520, Bo2g140660
OG0001813	Carub.0008s1813.1.p	Bo3g019220, Bo2g030230
OG0001813	Carub.0007s1517.1.p	Bo1g040510
OG0001814	Carub.0001s2549.1.p	Bo5g043710
OG0001815	Carub.0004s1857.1.p	Bo9g014190, Bo9g014180, Bo9g014170
OG0001815	Carub.0004s0737.1.p	Bo2g095960, Bo2g079020
OG0001816	Carub.0005s0127.1.p	Bo9g071640, Bo2g136030
OG0001816	Carub.0001s1429.1.p	Bo5g019740
OG0001817	Carub.0001s2736.1.p	Bo3g143780
OG0001817	Carub.0004s1577.1.p	Bo4g182410
OG0001818	Carub.0003s3202.1.p	Bo7g012920
OG0001818	Carub.0007s0421.1.p	Bo1g006000, Bo7g117730
OG0001819	Carub.0005s1570.1.p	Bo8g077750, Bo3g109620
OG0001819	Carub.0006s2226.1.p	Bo9g013670, Bo7g096820
OG0001820	Carub.0007s1709.1.p	Bo1g037390
OG0001820	Carub.0007s1710.1.p	Bo7g109270
OG0001821	Carub.0007s0963.1.p	Bo1g011800
OG0001821	Carub.0004s0347.1.p	Bo4g154280, Bo8g100010
OG0001822	Carub.0007s1078.1.p	Bo1g016080
OG0001822	Carub.0003s3381.1.p	Bo7g005750, Bo9g027720, Bo8g102680
OG0001823	Carub.0007s0558.1.p	Bo3g167590, Bo7g117010, Bo1g007050
OG0001824	Carub.0002s2298.1.p	Bo6g120120
OG0001825	Carub.0002s2676.1.p	Bo6g124220, Bo2g095670
OG0001825	Carub.0004s1342.1.p	Bo4g046190
OG0001827	Carub.0006s2706.1.p	Bo9g082020
OG0001827	Carub.0003s0889.1.p	Bo5g138070, Bo1g144270, Bo3g061860
OG0001828	Carub.0001s2102.1.p	Bo8g070940, Bo5g034600
OG0001828	Carub.0002s2416.1.p	Bo6g121220, Bo2g092440
OG0001829	Carub.0005s1345.1.p, Carub.0005s1346.1.p	Bo3g134410
OG0001829	Carub.0008s2303.1.p	Bo2g164070
OG0001830	Carub.0001s1650.1.p	Bo8g066800, Bo5g022150, Bo8g105340
OG0001830	Carub.0002s2579.1.p	Bo2g094840, Bo6g122440
OG0001831	Carub.0007s2802.1.p	Bo3g149160, Bo4g127130
OG0001831	Carub.0003s2374.1.p	Bo1g101830, Bo7g040330
OG0001832	Carub.0002s2290.1.p	Bo6g120020
OG0001832	Carub.0001s1975.1.p	Bo5g050610, Bo6g069680
OG0001833	Carub.0008s0371.1.p, Carub.0008s0369.1.p, Carub.0008s0367.1.p	Bo2g150250
OG0001833	Carub.0006s3147.1.p	Bo7g067770
OG0001834	Carub.0001s0463.1.p	Bo5g005520, Bo8g115130
OG0001835	Carub.0004s2379.1.p	Bo4g013300
OG0001835	Carub.0005s2403.1.p	Bo4g111470, Bo8g091580
OG0001836	Carub.0007s2015.1.p	Bo1g024030
OG0001836	Carub.0006s3313.1.p	Bo9g076240
OG0001837	Carub.0006s3212.1.p	Bo9g078220, Bo3g048650
OG0001837	Carub.0007s1917.1.p	Bo1g027010
OG0001838	Carub.0008s1712.1.p	Bo2g034050
OG0001838	Carub.0007s1469.1.p, Carub.0007s1468.1.p	Bo7g110790
OG0001839	Carub.0008s1646.1.p	Bo3g021220, Bo9g123470
OG0001839	Carub.0007s1442.1.p	Bo7g110950
OG0001840	Carub.0007s0883.1.p	Bo7g115370, Bo1g011020
OG0001840	Carub.0004s0440.1.p	Bo8g099600
OG0001841	Carub.0001s3758.1.p	Bo5g072650
OG0001841	Carub.0003s1751.1.p	Bo5g122590, Bo3g070230
OG0001842	Carub.0003s2973.1.p	Bo7g021140, Bo3g089940
OG0001842	Carub.0007s0645.1.p	Bo1g007730, Bo3g169290, Bo7g116530
OG0001843	Carub.0005s2697.1.p	Bo8g095010
OG0001843	Carub.0004s2722.1.p	Bo3g037340, Bo4g023940, Bo4g195140
OG0001844	Carub.0007s0664.1.p	Bo1g007830, Bo3g170480
OG0001845	Carub.0006s1115.1.p	Bo3g008930, Bo9g169150
OG0001845	Carub.0003s2076.1.p	Bo5g106250
OG0001846	Carub.0004s1378.1.p	Bo4g045960
OG0001846	Carub.0001s0444.1.p	Bo5g005290
OG0001847	Carub.0004s2734.1.p	Bo4g195180
OG0001847	Carub.0005s2701.1.p	Bo6g076880, Bo8g095050
OG0001848	Carub.0001s1550.1.p, Carub.0007s2212.1.p	Bo5g021160
OG0001848	Carub.0002s2708.1.p	Bo2g095940
OG0001849	Carub.0007s1732.1.p	Bo1g037180
OG0001850	Carub.0008s2596.1.p	Bo9g018530, Bo3g100480
OG0001850	Carub.0006s0857.1.p	Bo3g005440
OG0001851	Carub.0007s1017.1.p	Bo1g013150
OG0001851	Carub.0004s0300.1.p	Bo3g042250, Bo8g100240
OG0001852	Carub.0002s2714.1.p	Bo6g125560
OG0001852	Carub.0001s1545.1.p	Bo5g021140, Bo8g105930
OG0001853	Carub.0006s0851.1.p	Bo2g009680, Bo3g005400
OG0001853	Carub.0008s2605.1.p	Bo00615s210
