Orthogroup	Capsella_rubella	Arabidopsis_halleri
OG0002075	Carub.0004s2475.1.p	g17307
OG0002076	Carub.0006s1584.1.p	g00009
OG0002076	Carub.0003s0270.1.p	g26812
OG0002077	Carub.0008s0157.1.p	g07687
OG0002077	Carub.0004s1608.1.p	g03338
OG0002078	Carub.0006s1750.1.p	g13155
OG0002078	Carub.0003s0552.1.p	g06403
OG0002079	Carub.0003s3357.1.p	g29404
OG0002079	Carub.0004s1478.1.p	g04240
OG0002080	Carub.0007s0629.1.p	g00530
OG0002080	Carub.0007s0628.1.p	g00529
OG0002081	Carub.0007s1610.1.p	g10327
OG0002081	Carub.0008s1072.1.p	g08477
OG0002082	Carub.0001s4297.1.p	g24931
OG0002082	Carub.0003s1408.1.p	g06809
OG0002083	Carub.0004s2419.1.p	g17252
OG0002083	Carub.0005s2439.1.p	g16639
OG0002084	Carub.0005s2484.1.p	g16591
OG0002084	Carub.0004s2448.1.p	g17281
OG0002086	Carub.0003s3518.1.p	g25808
OG0002086	Carub.0007s0810.1.p	g00721
OG0002087	Carub.0001s2742.1.p	g13074
OG0002087	Carub.0004s1581.1.p	g03314
OG0002088	Carub.0002s2303.1.p	g01165
OG0002088	Carub.0001s1988.1.p	g13536
OG0002089	Carub.0007s0304.1.p	g02991
OG0002089	Carub.0004s0251.1.p	g21019
OG0002090	Carub.0008s0983.1.p	g27092
OG0002090	Carub.0007s1672.1.p	g10388
OG0002091	Carub.0008s0978.1.p	g27088
OG0002091	Carub.0007s1676.1.p	g10394
OG0002092	Carub.0006s1325.1.p	g00267
OG0002092	Carub.0003s0085.1.p	g02605
OG0002093	Carub.0003s0880.1.p	g31706
OG0002093	Carub.0006s0183.1.p	g19399
OG0002094	Carub.0007s0055.1.p	g16839, g02741
OG0002094	Carub.0004s0009.1.p	g23911
OG0002095	Carub.0001s3947.1.p	g30210
OG0002095	Carub.0003s1990.1.p	g22571
OG0002096	Carub.0004s1173.1.p	g30006
OG0002096	Carub.0001s0610.1.p	g02320
OG0002097	Carub.0006s1223.1.p	g19293
OG0002097	Carub.0003s0007.1.p	g02680
OG0002098	Carub.0001s3866.1.p	g15230
OG0002098	Carub.0003s1878.1.p	g21649
OG0002099	Carub.0001s0376.1.p	g02085
OG0002099	Carub.0004s1493.1.p	g03230
OG0002100	Carub.0001s3231.1.p	g27250
OG0002100	Carub.0001s3233.1.p	g27249
OG0002101	Carub.0004s1359.1.p	g07996, g07961
OG0002102	Carub.0006s3027.1.p, Carub.0007s3387.1.p	g22466
OG0002102	Carub.0002s0070.1.p	g30534
OG0002103	Carub.0003s0628.1.p	g06484
OG0002103	Carub.0008s0911.1.p	g25110
OG0002104	Carub.0007s1561.1.p	g10284
OG0002104	Carub.0008s1180.1.p	g08351
OG0002105	Carub.0005s2581.1.p	g22895
OG0002105	Carub.0004s2550.1.p	g17394
OG0002106	Carub.0006s3205.1.p	g29666
OG0002106	Carub.0007s1908.1.p	g14456
OG0002107	Carub.0006s2556.1.p	g25710
OG0002107	Carub.0003s0414.1.p	g06251
OG0002108	Carub.0001s1554.1.p	g10005
OG0002108	Carub.0002s2704.1.p	g01600
OG0002109	Carub.0008s0721.1.p	g28319
OG0002109	Carub.0002s2381.1.p	g01249
OG0002110	Carub.0001s4225.1.p	g15069
OG0002110	Carub.0003s1500.1.p	g06707
OG0002111	Carub.0006s3587.1.p	g19767
OG0002111	Carub.0001s0105.1.p	g01812
OG0002112	Carub.0005s0999.1.p	g25480
OG0002112	Carub.0006s1998.1.p	g11946
OG0002113	Carub.0007s1825.1.p	g14369
OG0002113	Carub.0006s3089.1.p	g26579
OG0002114	Carub.0001s4347.1.p	g24872
OG0002114	Carub.0003s1350.1.p	g06864
OG0002115	Carub.0006s1499.1.p	g00092
OG0002115	Carub.0003s0207.1.p	g02468
OG0002116	Carub.0003s0036.1.p	g31846
OG0002116	Carub.0006s1256.1.p	g19258
OG0002117	Carub.0007s0754.1.p	g00664
OG0002117	Carub.0004s0580.1.p	g29250
OG0002118	Carub.0003s1058.1.p	g05915
OG0002118	Carub.0006s0468.1.p	g25991
OG0002119	Carub.0001s1167.1.p	g04880
OG0002119	Carub.0002s0266.1.p	g17818
OG0002120	Carub.0002s0101.1.p	g22957
OG0002120	Carub.0007s3408.1.p	g22451
OG0002121	Carub.0001s3168.1.p	g17677
OG0002121	Carub.0006s2871.1.p	g28396
OG0002122	Carub.0006s0198.1.p	g19384
OG0002122	Carub.0003s0886.1.p	g06083
OG0002123	Carub.0001s0540.1.p	g02251
OG0002123	Carub.0004s1269.1.p	g07895
OG0002124	Carub.0005s1114.1.p, Carub.0005s1115.1.p	g12314
OG0002125	Carub.0001s1528.1.p	g10029
OG0002125	Carub.0002s2726.1.p	g01623
OG0002126	Carub.0003s0528.1.p	g06374
OG0002126	Carub.0006s2429.1.p	g21864
OG0002127	Carub.0007s1203.1.p	g04383
OG0002127	Carub.0008s1881.1.p	g16924
OG0002128	Carub.0001s0970.1.p	g05082
OG0002128	Carub.0001s0396.1.p	g02104
OG0002129	Carub.0007s0766.1.p	g00684
OG0002129	Carub.0004s0570.1.p	g29260, g31145
OG0002130	Carub.0004s2302.1.p	g12655, g31394
OG0002131	Carub.0003s3104.1.p	g30031
OG0002131	Carub.0007s0506.1.p	g00400
OG0002132	Carub.0003s0454.1.p	g06293
OG0002132	Carub.0006s2503.1.p	g17951
OG0002133	Carub.0007s2372.1.p	g17097
OG0002134	Carub.0001s1286.1.p	g24364, g04758, g04760
OG0002135	Carub.0006s2071.1.p	g27284
OG0002135	Carub.0005s1068.1.p	g11889
OG0002136	Carub.0003s0582.1.p	g06439
OG0002136	Carub.0006s1698.1.p	g13218
OG0002137	Carub.0005s0677.1.p	g18904
OG0002137	Carub.0005s0681.1.p, Carub.0077s0001.1.p, Carub.0077s0002.1.p, Carub.0005s0682.1.p	g18896
OG0002138	Carub.0005s1901.1.p	g03516, g20470
OG0002139	Carub.0003s1036.1.p	g05936
OG0002139	Carub.0006s0442.1.p	g26015
OG0002140	Carub.0001s3554.1.p	g17022
OG0002140	Carub.0008s0577.1.p	g23795
OG0002141	Carub.0003s0426.1.p	g06263
OG0002141	Carub.0006s2531.1.p	g25693
OG0002142	Carub.0001s2580.1.p	g26710
OG0002142	Carub.0001s2579.1.p	g26709
OG0002143	Carub.0001s0601.1.p	g02310
OG0002143	Carub.0004s1200.1.p	g25724
OG0002144	Carub.0001s2211.1.p	g13749
OG0002144	Carub.0002s1888.1.p	g03962
OG0002145	Carub.0004s2966.1.p	g09631
OG0002146	Carub.0007s0467.1.p	g00351
OG0002146	Carub.0003s3171.1.p	g22172
OG0002147	Carub.0006s0587.1.p	g15633
OG0002147	Carub.0003s1161.1.p	g05806
OG0002148	Carub.0003s2115.1.p	g11218
OG0002148	Carub.0001s4048.1.p	g21942
OG0002149	Carub.0005s1003.1.p	g25472
OG0002149	Carub.0007s2680.1.p	g25477
OG0002150	Carub.0003s2471.1.p	g20038
OG0002150	Carub.0003s2494.1.p	g20067
OG0002151	Carub.0004s0317.1.p	g08760
OG0002151	Carub.0004s0316.1.p	g08759
OG0002151	Carub.0007s0996.1.p	g04164
OG0002152	Carub.0007s1374.1.p	g04552
OG0002152	Carub.0008s1505.1.p	g09360
OG0002153	Carub.0007s2370.1.p	g17095
OG0002153	Carub.0008s0077.1.p	g07771
OG0002154	Carub.0004s0181.1.p	g21713
OG0002154	Carub.0007s0232.1.p	g02922
OG0002156	Carub.0007s2383.1.p	g17110
OG0002156	Carub.0008s0055.1.p	g07807
OG0002157	Carub.0006s1657.1.p	g13267
OG0002157	Carub.0003s0332.1.p	g06149
OG0002158	Carub.0006s2127.1.p	g27758
OG0002159	Carub.0001s2358.1.p	g13589
OG0002159	Carub.0002s1686.1.p	g03755
OG0002160	Carub.0007s0447.1.p	g00333
OG0002160	Carub.0003s3180.1.p	g22163
OG0002161	Carub.0004s2232.1.p, Carub.0003s2754.1.p	g25530, g29020
OG0002162	Carub.0005s0220.1.p	g23616
OG0002162	Carub.0001s1371.1.p	g04659
OG0002163	Carub.0006s1942.1.p	g12006
OG0002163	Carub.0006s1941.1.p, Carub.0006s1940.1.p	g12009
OG0002164	Carub.0006s2461.1.p	g17889
OG0002164	Carub.0003s0505.1.p	g06352
OG0002165	Carub.0003s3043.1.p	g23275
OG0002165	Carub.0007s0534.1.p	g00431
OG0002166	Carub.0005s0994.1.p	g25489
OG0002166	Carub.0006s1978.1.p	g11966
OG0002167	Carub.0007s1420.1.p	g04598
OG0002167	Carub.0008s1586.1.p	g09274
OG0002168	Carub.0007s2270.1.p	g15336, g15332
OG0002169	Carub.0001s0646.1.p, Carub.0004s1110.1.p	g02372, g24260
OG0002170	Carub.0008s1271.1.p	g08244
OG0002170	Carub.0007s1525.1.p	g10252
OG0002171	Carub.0005s2606.1.p	g22869
OG0002172	Carub.0005s0099.1.p	g14591
OG0002172	Carub.0001s1442.1.p	g27240, g10129
OG0002173	Carub.0005s2518.1.p	g16545
OG0002174	Carub.0001s3734.1.p, Carub.0004s0303.1.p	g09595
OG0002174	Carub.0006s1305.1.p	g00288
OG0002174	Carub.0005s2903.1.p	g05363
OG0002175	Carub.0004s2129.1.p	g12479
OG0002175	Carub.0001s2885.1.p	g18792
OG0002176	Carub.0003s0777.1.p	g11736
OG0002176	Carub.0003s0776.1.p	g11737
OG0002177	Carub.0005s1100.1.p	g29492
OG0002177	Carub.0008s2136.1.p	g10884
OG0002178	Carub.0005s0148.1.p	g14646
OG0002178	Carub.0001s1423.1.p	g10149
OG0002179	Carub.0006s1868.1.p	g12088
OG0002180	Carub.0005s0783.1.p	g08585
OG0002180	Carub.0007s3644.1.p	g24684
OG0002181	Carub.0005s2422.1.p	g16656
OG0002181	Carub.0004s2390.1.p	g24453
OG0002182	Carub.0003s0572.1.p	g06427
OG0002182	Carub.0006s1720.1.p	g13190
OG0002183	Carub.0005s1655.1.p	g15019
OG0002183	Carub.0008s2731.1.p	g07305
OG0002184	Carub.0006s3448.1.p	g09080
OG0002184	Carub.0001s0218.1.p	g01929
OG0002185	Carub.0003s0130.1.p	g02559
OG0002185	Carub.0006s1376.1.p	g00212
OG0002186	Carub.0007s0655.1.p	g00556, g32524
OG0002187	Carub.0005s1504.1.p	g16739
OG0002187	Carub.0008s1093.1.p	g08459
OG0002188	Carub.0004s1595.1.p	g03330
OG0002188	Carub.0001s2776.1.p	g13112
OG0002189	Carub.0006s0213.1.p	g19368
OG0002189	Carub.0003s0892.1.p	g06077
OG0002190	Carub.0002s0139.1.p, Carub.0007s3505.1.p, Carub.0002s0138.1.p	g22922, g22921
OG0002191	Carub.0008s0648.1.p	g25374
OG0002191	Carub.0002s2249.1.p	g01109
OG0002192	Carub.0002s1341.1.p	g23326
OG0002192	Carub.0007s3745.1.p	g25059
OG0002193	Carub.0006s2420.1.p	g21855
OG0002193	Carub.0003s0533.1.p	g06379
OG0002194	Carub.0007s1280.1.p	g04455
OG0002194	Carub.0008s1305.1.p	g08218
OG0002195	Carub.0008s1555.1.p	g09304
OG0002195	Carub.0007s1406.1.p	g04586
OG0002196	Carub.0001s0217.1.p	g01928
OG0002196	Carub.0006s3455.1.p	g09086
OG0002197	Carub.0007s0536.1.p	g00433
OG0002197	Carub.0003s3042.1.p	g23279
OG0002198	Carub.0008s2505.1.p	g07570
OG0002198	Carub.0006s0799.1.p	g19116
OG0002199	Carub.0005s0531.1.p, Carub.0005s0532.1.p	g20506
OG0002199	Carub.0007s3457.1.p	g22397
OG0002200	Carub.0004s0992.1.p	g07019
OG0002200	Carub.0001s0690.1.p	g02418
OG0002201	Carub.0005s1305.1.p	g12758
OG0002202	Carub.0003s1996.1.p	g28997
OG0002202	Carub.0001s3954.1.p	g25628
OG0002203	Carub.0007s3150.1.p	g16336
OG0002204	Carub.0001s0372.1.p	g02081
OG0002204	Carub.0004s1496.1.p	g03233
OG0002205	Carub.0005s0025.1.p	g14511
OG0002205	Carub.0001s1479.1.p	g10082
OG0002206	Carub.0003s1859.1.p	g21631
OG0002206	Carub.0001s3842.1.p	g24336
OG0002207	Carub.0003s1991.1.p	g22570
OG0002207	Carub.0001s3948.1.p	g25633
OG0002208	Carub.0003s0766.1.p	g11747
OG0002208	Carub.0005s2268.1.p, Carub.0005s2204.1.p	g11626
OG0002209	Carub.0003s1082.1.p	g05887
OG0002209	Carub.0004s0309.1.p	g08751
OG0002210	Carub.0006s0305.1.p	g15779
OG0002210	Carub.0003s0942.1.p	g06026
OG0002211	Carub.0008s1694.1.p	g23420, g31387
OG0002211	Carub.0008s1693.1.p	g23421
OG0002212	Carub.0001s3925.1.p	g15295, g15298
OG0002212	Carub.0001s3926.1.p	g15299
OG0002213	Carub.0004s1985.1.p	g18333
OG0002213	Carub.0005s2061.1.p	g11413
OG0002214	Carub.0005s1605.1.p	g22287
OG0002214	Carub.0008s2669.1.p	g07370
OG0002215	Carub.0007s1588.1.p	g10305
OG0002215	Carub.0008s1129.1.p	g08423
OG0002216	Carub.0004s1321.1.p	g07947
OG0002216	Carub.0001s0491.1.p	g02342
OG0002217	Carub.0003s0088.1.p	g02602
OG0002217	Carub.0006s1328.1.p	g00264
OG0002218	Carub.0007s1363.1.p	g04542
OG0002218	Carub.0008s1489.1.p	g09375
OG0002219	Carub.0007s1401.1.p	g04581
OG0002219	Carub.0008s1550.1.p	g09306
OG0002220	Carub.0003s0206.1.p	g31838
OG0002220	Carub.0006s1495.1.p	g00096
OG0002221	Carub.0003s1914.1.p	g22501
OG0002221	Carub.0001s3895.1.p	g15263
OG0002222	Carub.0006s2088.1.p	g27313
OG0002222	Carub.0006s0709.1.p	g23821
OG0002223	Carub.0006s2247.1.p	g27611
OG0002224	Carub.0007s3418.1.p	g22443
OG0002225	Carub.0007s1424.1.p	g04602
OG0002225	Carub.0008s1603.1.p	g09260
OG0002226	Carub.0001s1301.1.p	g04740
OG0002226	Carub.0005s0361.1.p	g19575
OG0002227	Carub.0006s0536.1.p	g15578
OG0002228	Carub.0008s1705.1.p	g24073
OG0002228	Carub.0008s1704.1.p	g24069, g24072
OG0002229	Carub.0001s1393.1.p	g10178
OG0002229	Carub.0001s1392.1.p	g10179
OG0002230	Carub.0003s0849.1.p	g32169
OG0002231	Carub.0002s1786.1.p	g03852
OG0002231	Carub.0001s2249.1.p	g13705
OG0002232	Carub.0003s3410.1.p	g20909
OG0002232	Carub.0007s1143.1.p	g04326
OG0002233	Carub.0008s0023.1.p	g07849
OG0002234	Carub.0003s0514.1.p	g23308, g26079
OG0002235	Carub.0008s0208.1.p	g07631
OG0002235	Carub.0007s2261.1.p	g15343
OG0002236	Carub.0002s0260.1.p	g17824
OG0002236	Carub.0001s1169.1.p	g04878
OG0002237	Carub.0003s1658.1.p	g16237
OG0002237	Carub.0007s2549.1.p	g23130
OG0002238	Carub.0005s2623.1.p	g22853
OG0002238	Carub.0001s2923.1.p	g18834
OG0002239	Carub.0004s0376.1.p	g08828
OG0002239	Carub.0007s0924.1.p	g00863
OG0002240	Carub.0001s1053.1.p	g31788
OG0002241	Carub.0008s2445.1.p	g12380
OG0002241	Carub.0006s0754.1.p	g19061
OG0002242	Carub.0006s3122.1.p	g29516
OG0002242	Carub.0007s1851.1.p	g14394
OG0002243	Carub.0001s2424.1.p	g08060
OG0002243	Carub.0002s1618.1.p	g25195
OG0002244	Carub.0001s3896.1.p	g15264
OG0002244	Carub.0003s1915.1.p	g22502
OG0002245	Carub.0001s4266.1.p	g15028
OG0002245	Carub.0003s1447.1.p	g06768
OG0002246	Carub.0008s1957.1.p	g11070
OG0002246	Carub.0005s1321.1.p	g12780
OG0002247	Carub.0007s1929.1.p, Carub.0007s2122.1.p	g14486
OG0002248	Carub.0006s1738.1.p	g13171
OG0002248	Carub.0003s0559.1.p	g31319, g06412
OG0002249	Carub.0007s0374.1.p	g03065
OG0002250	Carub.0002s0584.1.p	g25152
OG0002250	Carub.0001s0968.1.p	g05083
OG0002251	Carub.0006s1126.1.p	g10745
OG0002252	Carub.0003s2414.1.p	g24026
OG0002253	Carub.0008s1532.1.p	g09326
OG0002254	Carub.0004s2015.1.p	g18359
OG0002254	Carub.0005s1821.1.p	g14842
OG0002255	Carub.0005s2666.1.p	g29826
OG0002255	Carub.0004s2665.1.p	g18085
OG0002256	Carub.0003s3144.1.p	g22198
OG0002256	Carub.0007s0488.1.p	g00371
OG0002257	Carub.0003s3503.1.p	g25830
OG0002257	Carub.0007s1222.1.p	g04402
OG0002258	Carub.0006s1205.1.p	g19311
OG0002258	Carub.0003s1176.1.p	g05792
OG0002259	Carub.0001s1752.1.p	g25912
OG0002260	Carub.0001s1515.1.p	g10043
OG0002267	Carub.0005s2463.1.p	g16611
OG0002267	Carub.0004s2466.1.p	g17298
OG0002268	Carub.0001s2008.1.p	g13509
OG0002268	Carub.0002s2321.1.p	g01183
OG0002269	Carub.0007s2788.1.p	g23173
OG0002269	Carub.0003s2351.1.p	g27144
OG0002270	Carub.0005s0335.1.p	g19605
OG0002270	Carub.0001s1324.1.p	g04706
OG0002271	Carub.0001s1503.1.p	g10056
OG0002271	Carub.0003s1577.1.p	g06617
OG0002272	Carub.0001s0683.1.p	g02412
OG0002272	Carub.0004s1008.1.p	g07008
OG0002273	Carub.0007s2659.1.p	g30272
OG0002273	Carub.0002s2745.1.p	g01645
OG0002274	Carub.0003s2563.1.p	g23353
OG0002274	Carub.0008s0820.1.p	g15951
OG0002275	Carub.0006s0026.1.p	g27935
OG0002275	Carub.0003s0799.1.p	g11713
OG0002276	Carub.0001s1123.1.p	g04924
OG0002276	Carub.0002s0325.1.p	g17747
OG0002277	Carub.0007s0830.1.p	g00744
OG0002278	Carub.0007s2345.1.p	g22646
OG0002279	Carub.0003s3406.1.p	g20918
OG0002279	Carub.0007s1136.1.p	g04315
OG0002280	Carub.0005s2710.1.p	g05591
OG0002280	Carub.0004s2749.1.p	g28028
OG0002281	Carub.0006s3404.1.p	g09038
OG0002281	Carub.0001s0257.1.p	g01972
OG0002282	Carub.0004s1726.1.p	g03452
OG0002282	Carub.0001s3027.1.p	g16064
OG0002283	Carub.0007s1643.1.p	g10360
OG0002283	Carub.0008s0993.1.p	g30395
OG0002284	Carub.0002s2331.1.p	g01192
OG0002284	Carub.0001s2027.1.p	g13484
OG0002285	Carub.0001s1250.1.p	g04791
OG0002285	Carub.0002s0175.1.p	g18700
OG0002286	Carub.0002s1519.1.p	g14724
OG0002286	Carub.0001s2496.1.p	g08143
OG0002287	Carub.0006s0335.1.p	g15739
OG0002287	Carub.0003s0974.1.p	g05994
OG0002288	Carub.0002s1607.1.p	g25207
OG0002288	Carub.0001s2432.1.p	g08070
OG0002289	Carub.0003s1765.1.p	g16110
OG0002289	Carub.0001s3765.1.p	g17412
OG0002290	Carub.0003s0671.1.p	g11847
OG0002290	Carub.0008s0835.1.p	g15965
OG0002291	Carub.0008s2682.1.p	g07356
OG0002291	Carub.0005s1617.1.p	g22273
OG0002292	Carub.0002s0655.1.p	g30688
OG0002292	Carub.0001s0915.1.p	g28861
OG0002293	Carub.0002s0564.1.p	g25173
OG0002293	Carub.0001s0977.1.p	g05077
OG0002294	Carub.0004s1601.1.p	g03334
OG0002294	Carub.0004s1600.1.p	g03333
OG0002295	Carub.0002s0529.1.p	g26669
OG0002295	Carub.0001s2356.1.p	g13591
OG0002296	Carub.0001s4483.1.p	g24624
OG0002296	Carub.0002s1188.1.p	g25968
OG0002297	Carub.0002s2319.1.p	g01181
OG0002297	Carub.0001s2007.1.p	g13510
OG0002298	Carub.0007s2077.1.p	g05190
OG0002298	Carub.0008s0395.1.p	g23624
OG0002299	Carub.0005s0358.1.p	g32216
OG0002299	Carub.0001s3499.1.p, Carub.0001s3497.1.p	g31640
OG0002299	Carub.0007s0452.1.p	g00338
OG0002300	Carub.0005s0517.1.p	g20493
OG0002300	Carub.0007s3444.1.p	g22410
OG0002301	Carub.0004s1107.1.p	g24262
OG0002301	Carub.0001s0648.1.p	g02374
OG0002302	Carub.0004s2805.1.p	g09798
OG0002302	Carub.0005s2763.1.p	g05530
OG0002303	Carub.0007s0819.1.p, Carub.0007s0818.1.p, Carub.0005s0582.1.p, Carub.0007s0820.1.p	g00731
OG0002304	Carub.0007s1228.1.p	g04408
OG0002304	Carub.0003s3514.1.p	g25820
OG0002305	Carub.0008s2665.1.p	g07375
OG0002305	Carub.0005s2213.1.p	g11568
OG0002306	Carub.0007s2591.1.p	g32321, g20233
OG0002306	Carub.0007s2592.1.p	g20234
OG0002307	Carub.0007s1949.1.p	g21789
OG0002307	Carub.0006s3271.1.p	g21468
OG0002308	Carub.0001s1925.1.p	g13876
OG0002308	Carub.0002s2229.1.p	g01083
OG0002309	Carub.0004s2345.1.p	g24508
OG0002309	Carub.0005s2350.1.p	g21182
OG0002310	Carub.0002s1669.1.p	g03738
OG0002310	Carub.0001s2377.1.p	g30500
OG0002311	Carub.0004s0636.1.p, Carub.0004s0638.1.p	g18630
OG0002311	Carub.0005s2027.1.p	g11376
OG0002312	Carub.0001s2327.1.p	g13628
OG0002312	Carub.0002s1706.1.p	g03775
OG0002313	Carub.0003s0189.1.p	g02487
OG0002313	Carub.0006s1467.1.p	g00128
OG0002314	Carub.0005s1628.1.p	g22262
OG0002314	Carub.0008s2697.1.p	g07340
OG0002315	Carub.0001s1055.1.p	g31790
OG0002315	Carub.0002s0430.1.p	g19914
OG0002316	Carub.0007s0009.1.p	g31715, g02695
OG0002316	Carub.0007s0493.1.p	g00377
OG0002317	Carub.0001s1356.1.p	g04674
OG0002317	Carub.0005s0244.1.p	g23592
OG0002318	Carub.0008s2793.1.p	g07232
OG0002319	Carub.0001s3195.1.p	g17718
OG0002319	Carub.0006s2856.1.p	g28414
OG0002320	Carub.0003s2759.1.p	g19139
OG0002321	Carub.0001s1985.1.p	g13546
OG0002322	Carub.0004s0323.1.p	g08767
OG0002322	Carub.0007s0984.1.p	g04154
OG0002323	Carub.0005s1632.1.p	g22257
OG0002323	Carub.0008s2708.1.p	g07328
OG0002324	Carub.0007s1002.1.p	g04170
OG0002324	Carub.0004s0313.1.p	g08756
OG0002325	Carub.0006s1138.1.p	g10757
OG0002325	Carub.0003s2518.1.p	g28226, g28227
OG0002326	Carub.0006s0308.1.p	g15776
OG0002326	Carub.0003s0945.1.p	g06013, g06024
OG0002327	Carub.0005s0703.1.p	g28930
OG0002327	Carub.0007s3562.1.p	g29027
OG0002328	Carub.0006s0284.1.p	g15800
OG0002328	Carub.0008s0814.1.p	g06038
OG0002329	Carub.0001s3362.1.p	g26147
OG0002329	Carub.0006s2506.1.p	g17954
OG0002330	Carub.0004s2133.1.p	g12483
OG0002330	Carub.0005s2165.1.p	g11529
OG0002331	Carub.0007s0143.1.p	g02831
OG0002331	Carub.0007s0142.1.p	g02829, g31623
OG0002332	Carub.0001s3993.1.p	g25744
OG0002332	Carub.0001s3852.1.p	g15210, g15198
OG0002333	Carub.0003s2991.1.p	g26941
OG0002333	Carub.0007s0582.1.p	g00481
OG0002334	Carub.0004s1850.1.p	g03573
OG0002334	Carub.0005s1965.1.p	g20406
OG0002335	Carub.0004s2657.1.p	g18076
OG0002335	Carub.0005s2662.1.p	g29820
OG0002336	Carub.0004s0985.1.p	g07028
OG0002336	Carub.0004s1616.1.p	g03346
OG0002336	Carub.0004s1617.1.p	g03347
OG0002337	Carub.0001s3407.1.p	g30407
OG0002337	Carub.0002s2466.1.p	g01336
OG0002338	Carub.0003s0211.1.p	g02465
OG0002338	Carub.0006s1502.1.p	g00089
OG0002339	Carub.0004s1439.1.p	g03187
OG0002339	Carub.0001s0425.1.p	g02137
OG0002340	Carub.0003s2304.1.p	g22772
OG0002341	Carub.0003s0216.1.p, Carub.0003s0310.1.p	g02461
OG0002341	Carub.0006s1509.1.p	g00082
OG0002342	Carub.0006s2390.1.p	g21821
OG0002342	Carub.0003s0997.1.p	g05972
OG0002343	Carub.0001s3100.1.p	g15985
OG0002343	Carub.0004s1693.1.p	g03415
OG0002344	Carub.0006s2872.1.p	g30095, g30093
OG0002345	Carub.0006s3110.1.p	g26550
OG0002345	Carub.0007s1842.1.p	g14385
OG0002346	Carub.0004s2967.1.p	g09630
OG0002346	Carub.0005s2882.1.p	g05385
OG0002347	Carub.0006s2330.1.p	g14101
OG0002347	Carub.0007s0811.1.p	g00722
OG0002348	Carub.0008s0130.1.p	g07725
OG0002348	Carub.0007s2337.1.p	g22638
OG0002349	Carub.0001s2998.1.p	g16097
OG0002350	Carub.0006s2705.1.p, Carub.0145s0001.1.p	g20334
OG0002351	Carub.0008s1903.1.p	g16948
OG0002352	Carub.0002s0313.1.p	g17758
OG0002352	Carub.0001s1134.1.p	g04912
OG0002353	Carub.0008s2535.1.p	g07535
OG0002354	Carub.0003s2072.1.p	g11163
OG0002354	Carub.0001s4004.1.p	g21896
OG0002355	Carub.0008s2759.1.p	g07269
OG0002356	Carub.0005s2964.1.p	g05286
OG0002356	Carub.0004s3067.1.p	g09527
OG0002357	Carub.0003s1638.1.p	g06539
OG0002357	Carub.0007s2576.1.p	g20214
OG0002358	Carub.0001s1556.1.p	g10004
OG0002358	Carub.0001s1557.1.p, Carub.0001s1558.1.p	g10003
OG0002359	Carub.0007s2401.1.p	g17129
OG0002359	Carub.0008s0036.1.p	g07833
OG0002360	Carub.0003s3459.1.p	g20864
OG0002360	Carub.0007s1189.1.p	g04370
OG0002361	Carub.0003s0370.1.p	g06200
OG0002361	Carub.0006s2578.1.p	g27879
OG0002362	Carub.0007s0269.1.p	g02961
OG0002362	Carub.0004s0226.1.p	g20989
OG0002363	Carub.0006s0272.1.p	g15810
OG0002363	Carub.0006s0271.1.p	g15812
OG0002363	Carub.0006s0270.1.p	g15813
OG0002364	Carub.0004s1304.1.p	g07924
OG0002364	Carub.0001s0506.1.p	g02214
OG0002365	Carub.0003s0055.1.p	g02635
OG0002365	Carub.0006s1285.1.p	g19223
OG0002366	Carub.0006s2145.1.p	g29110
OG0002366	Carub.0005s1503.1.p	g16737
OG0002367	Carub.0005s1698.1.p, Carub.0005s1697.1.p	g14977
OG0002368	Carub.0001s0978.1.p	g05076
OG0002368	Carub.0001s0979.1.p	g05074
OG0002369	Carub.0007s2930.1.p	g26406, g26408
OG0002369	Carub.0008s0283.1.p	g26410, g30962
OG0002370	Carub.0003s2359.1.p	g27152
OG0002370	Carub.0007s2794.1.p	g23169
OG0002371	Carub.0004s1706.1.p	g03432
OG0002372	Carub.0001s4460.1.p	g24591
OG0002373	Carub.0001s2510.1.p	g08156
OG0002373	Carub.0002s1495.1.p	g14751
OG0002374	Carub.0004s0024.1.p	g23928
OG0002374	Carub.0007s0070.1.p	g02757
OG0002375	Carub.0003s0437.1.p	g06275
OG0002375	Carub.0006s2521.1.p	g29587
OG0002376	Carub.0002s1919.1.p	g03990
OG0002376	Carub.0001s1706.1.p	g09859
OG0002377	Carub.0007s2727.1.p	g20127
OG0002377	Carub.0003s2268.1.p	g22732
OG0002378	Carub.0007s1485.1.p	g10209
OG0002378	Carub.0008s1751.1.p	g24131
OG0002379	Carub.0003s1588.1.p	g06608, g06604
OG0002380	Carub.0005s2359.1.p	g21169
OG0002380	Carub.0004s2338.1.p	g24515
OG0002381	Carub.0006s0818.1.p	g19147
OG0002381	Carub.0008s2544.1.p	g07514
OG0002382	Carub.0007s0891.1.p	g00818
OG0002382	Carub.0004s0404.1.p	g08883
OG0002383	Carub.0007s1515.1.p	g10239
OG0002383	Carub.0008s1805.1.p	g16844
OG0002384	Carub.0007s1496.1.p	g10220
OG0002384	Carub.0008s1769.1.p	g24153
OG0002385	Carub.0005s2825.1.p	g05453
OG0002385	Carub.0004s2885.1.p	g09716
OG0002386	Carub.0002s2136.1.p	g00996
OG0002386	Carub.0001s1844.1.p	g13964
OG0002387	Carub.0002s1682.1.p	g03752
