Orthogroup	Capsella_rubella	Camelina_sativa
OG0000607	Carub.0001s3136.1.p	Csa03g037390, Csa14g043100, Csa17g055440
OG0000607	Carub.0001s3134.1.p	Csa17g055450, Csa03g037380, Csa14g043080
OG0000608	Carub.0004s2714.1.p	Csa06g050920, Csa05g005700
OG0000608	Carub.0005s2692.1.p	Csa07g004900
OG0000608	Carub.0001s1462.1.p	Csa14g018000, Csa03g018630, Csa17g020390
OG0000609	Carub.0007s2158.1.p	Csa11g027750, Csa10g024610, Csa12g041960
OG0000609	Carub.0008s0299.1.p	Csa18g008220, Csa20g074680, Csa11g068170
OG0000609	Carub.0007s2164.1.p	Csa10g024640, Csa11g027800, Csa12g042070
OG0000610	Carub.0006s0636.1.p	Csa13g009430, Csa20g009790
OG0000610	Carub.0007s1595.1.p	Csa10g017900, Csa11g019560, Csa12g028140, Csa04650s010
OG0000610	Carub.0008s1106.1.p	Csa18g021830, Csa11g082510
OG0000611	Carub.0001s3600.1.p	Csa17g072710, Csa03g050940, Csa14g051090
OG0000611	Carub.0001s3597.1.p	Csa03g050910, Csa17g072650, Csa14g051010
OG0000611	Carub.0008s0564.1.p	Csa18g010820, Csa20g066930, Csa11g071890
OG0000612	Carub.0001s3242.1.p, Carub.0002s2183.1.p	Csa16g038950, Csa07g046470, Csa07g046490, Csa09g079620
OG0000612	Carub.0002s2181.1.p	Csa09g079610, Csa16g038930, Csa07g046460
OG0000612	Carub.0002s2184.1.p	Csa09g079660, Csa16g038980, Csa07g046510
OG0000613	Carub.0006s2372.1.p, Carub.0006s2373.1.p	Csa08g023630, Csa20g049260, Csa13g033850, Csa20g050280, Csa08g023620, Csa08g023610, Csa13g033840
OG0000613	Carub.0192s0001.1.p, Carub.0006s2374.1.p	Csa20g050290, Csa13g033860, Csa08g023640, Csa20g050310, Csa13g033880, Csa08g023660, Csa13g033870, Csa16g023780, Csa20g050300, Csa08g023650
OG0000614	Carub.0003s2345.1.p	Csa15g044170, Csa01g027750, Csa19g033640
OG0000614	Carub.0001s0354.1.p	Csa14g005500, Csa17g007540, Csa17g007520, Csa03g005640
OG0000614	Carub.0008s0519.1.p	Csa20g067420, Csa11g071430, Csa18g010390
OG0000615	Carub.0007s3284.1.p	Csa10g041170, Csa12g075080, Csa11g051430, Csa15504s010
OG0000615	Carub.0005s1623.1.p	Csa04g035440
OG0000615	Carub.0008s2691.1.p	Csa18g039870, Csa11g103290, Csa02g075100
OG0000616	Carub.0001s0009.1.p	Csa03g001060
OG0000616	Carub.0008s0054.1.p	Csa20g081630, Csa11g064600, Csa18g002640
OG0000616	Carub.0007s2386.1.p	Csa10g027850, Csa11g031130, Csa12g047090
OG0000617	Carub.0001s3412.1.p	Csa17g069120, Csa03g042520, Csa14g048450
OG0000617	Carub.0001s2133.1.p	Csa03g024260
OG0000617	Carub.0002s2305.1.p	Csa07g047680, Csa16g040280, Csa09g080860
OG0000618	Carub.0002s1148.1.p	Csa05g056950, Csa07g029500, Csa16g022970
OG0000618	Carub.0007s3220.1.p	Csa12g074390, Csa10g040510, Csa11g046620
OG0000619	Carub.0005s0098.1.p	Csa09g004430, Csa06g001980, Csa04g006380
OG0000619	Carub.0007s3244.1.p	Csa12g074660, Csa10g040800
OG0000619	Carub.0001s1443.1.p	Csa14g017750, Csa03g018430, Csa17g020150
OG0000620	Carub.0003s0952.1.p	Csa01g011180, Csa15g012820
OG0000620	Carub.0005s1980.1.p	Csa06g027730
OG0000620	Carub.0004s1892.1.p	Csa06g039710
OG0000621	Carub.0002s2484.1.p	Csa09g084720, Csa16g042180, Csa07g050610
OG0000621	Carub.0003s1852.1.p	Csa01g021660, Csa01g021620, Csa19g026170, Csa19g026130, Csa15g026390, Csa15g026350
OG0000622	Carub.0003s0345.1.p	Csa15g005130, Csa01g004970, Csa19g006400
OG0000622	Carub.0007s2623.1.p, Carub.0006s1664.1.p	Csa10g030460, Csa11g034850, Csa08g010860, Csa13g021270
OG0000623	Carub.0006s0654.1.p	Csa08g056840, Csa20g009980, Csa13g009610
OG0000623	Carub.0006s0653.1.p	Csa02144s010, Csa13g009580, Csa18978s010
OG0000625	Carub.0004s1394.1.p	Csa16g008790, Csa07g010020
OG0000625	Carub.0007s2667.1.p	Csa12g055550
OG0000625	Carub.0004s1388.1.p, Carub.0004s1387.1.p	Csa07g010090, Csa07g010110, Csa05g024350, Csa02g007830
OG0000626	Carub.0004s2842.1.p	Csa05g003510, Csa06g052110, Csa04g063510, Csa12440s010
OG0000626	Carub.0005s2842.1.p, Carub.0201s0002.1.p, Carub.0006s2575.1.p	Csa16g003830
OG0000627	Carub.0002s2543.1.p	Csa09g092680, Csa07g057580, Csa16g048140
OG0000627	Carub.0001s1671.1.p	Csa17g022610, Csa03g020740, Csa14g021100
OG0000627	Carub.0007s1330.1.p	Csa12g023270, Csa10g015280, Csa11g016580, Csa12g023180
OG0000628	Carub.0007s2160.1.p	Csa12g042400, Csa11g027770, Csa11g027780, Csa12g042000, Csa09g093380, Csa12g041990
OG0000629	Carub.0001s3194.1.p	Csa03g037980, Csa21316s010, Csa17g057090
OG0000629	Carub.0007s2661.1.p, Carub.0007s2662.1.p, Carub.0007s2664.1.p	Csa10g030900, Csa12g055500
OG0000630	Carub.0006s2078.1.p	Csa20g037920, Csa13g027610, Csa08g017360
OG0000630	Carub.0006s2080.1.p	Csa08g017380, Csa13g027630, Csa20g037940
OG0000630	Carub.0006s2079.1.p	Csa20g037930, Csa13g027620, Csa08g017370
OG0000631	Carub.0008s0008.1.p	Csa18g002110, Csa11g064000, Csa20g082190
OG0000631	Carub.0001s0112.1.p	Csa03g002130, Csa17g001580, Csa14g002070
OG0000632	Carub.0003s0418.1.p	Csa19g007170, Csa01g005720, Csa15g005970
OG0000632	Carub.0003s0435.1.p	Csa01g005900, Csa17g029190, Csa19g007360, Csa15g006330, Csa17g029180
OG0000632	Carub.0007s1284.1.p	Csa12g022700
OG0000632	Carub.0007s1282.1.p, Carub.0007s1283.1.p	Csa12g022690, Csa10g014820, Csa11g016010, Csa11g016000
OG0000633	Carub.0003s0163.1.p	Csa01g002100, Csa19g004610, Csa15g002170
OG0000633	Carub.0006s1424.1.p	Csa20g023650, Csa08g008190, Csa13g018860
OG0000633	Carub.0007s3742.1.p	Csa11g053380, Csa10g044580, Csa12g084140
OG0000634	Carub.0004s2027.1.p	Csa06g041070
OG0000634	Carub.0006s0022.1.p	Csa13g001300, Csa08g063270, Csa20g001410
OG0000634	Carub.0003s0800.1.p	Csa15g010170, Csa01g009570, Csa19g012250
OG0000635	Carub.0007s3399.1.p	Csa11g060020
OG0000635	Carub.0008s1277.1.p	Csa11g084450, Csa02g048870, Csa18g023600
OG0000635	Carub.0007s1522.1.p	Csa11g018730, Csa10g017160
OG0000636	Carub.0001s3432.1.p	Csa19g054920, Csa07g050110
OG0000636	Carub.0007s3046.1.p	Csa01g042310
OG0000637	Carub.0004s1291.1.p, Carub.0005s2045.1.p	Csa07g011230, Csa09g062300, Csa04g039900, Csa06g028330, Csa16g009960, Csa05g029590
OG0000637	Carub.0007s3128.1.p	Csa10g039790, Csa11g044870, Csa12g069670
OG0000638	Carub.0004s1429.1.p	Csa07g008700, Csa16g008480, Csa05g023760
OG0000638	Carub.0002s0363.1.p	Csa09g096010, Csa07g062700, Csa16g053300
OG0000638	Carub.0002s0365.1.p	Csa07g062690
OG0000639	Carub.0007s0579.1.p	Csa10g007620
OG0000639	Carub.0003s2998.1.p	Csa19g050830, Csa15g072100
OG0000639	Carub.0001s1901.1.p	Csa17g025260, Csa03g023250, Csa14g024750
OG0000640	Carub.0002s0287.1.p	Csa07g063440, Csa09g096770, Csa16g053900
OG0000640	Carub.0006s3244.1.p	Csa13g052370, Csa08g048550, Csa02g011520
OG0000640	Carub.0007s1935.1.p	Csa12g036100, Csa10g021280, Csa11g024260
OG0000641	Carub.0002s1292.1.p, Carub.0002s1289.1.p	Csa07g031850, Csa05g072430, Csa00639s080, Csa16g025270, Csa09g051960, Csa05g089400, Csa05g079670, Csa05g072440, Csa07g031840, Csa07g031860, Csa16g025280, Csa20g030440
OG0000641	Carub.0002s1294.1.p	Csa07g031880, Csa16g025290
OG0000642	Carub.0004s2988.1.p	Csa06g053670, Csa04g066280
OG0000642	Carub.0005s0796.1.p	Csa09g022770, Csa04g016960, Csa06g012540
OG0000643	Carub.0004s1054.1.p	Csa05g034690, Csa16g015490
OG0000643	Carub.0004s1052.1.p	Csa05g034720, Csa16g015510
OG0000643	Carub.0004s1050.1.p	Csa05g034730, Csa16g015520
OG0000643	Carub.0004s1053.1.p	Csa16g015500, Csa05g034700
OG0000644	Carub.0004s0419.1.p	Csa16g046400, Csa04601s010, Csa07g054760
OG0000644	Carub.0004s0437.1.p	Csa16g046470
OG0000645	Carub.0006s1213.1.p	Csa13g016690, Csa08g005950, Csa20g020390
OG0000645	Carub.0006s1192.1.p	Csa13g016450, Csa08g005660, Csa20g019100
OG0000645	Carub.0006s1193.1.p	Csa20g019140, Csa08g005710, Csa20g019120, Csa13g016470, Csa20g019110, Csa08g005670, Csa13g016460
OG0000646	Carub.0006s2488.1.p	Csa08g027990, Csa13g036170, Csa20g055490
OG0000646	Carub.0005s0586.1.p	Csa05g076310
OG0000647	Carub.0008s0408.1.p	Csa20g071510, Csa11g070260, Csa18g009300
OG0000647	Carub.0008s0409.1.p	Csa11g070270, Csa20g071500
OG0000647	Carub.0008s0407.1.p	Csa11g070250, Csa18g009290, Csa20g071550
OG0000648	Carub.0005s0689.1.p	Csa06g009600, Csa09g018640
OG0000648	Carub.0005s0690.1.p	Csa09g018680, Csa04g016580
OG0000648	Carub.0005s0688.1.p	Csa09g018630
OG0000648	Carub.0005s0685.1.p	Csa06g009530
OG0000649	Carub.0008s1733.1.p	Csa18g029780, Csa11g090350, Csa02g061180
OG0000649	Carub.0005s1931.1.p	Csa06g027220, Csa04g038760, Csa09g061060
OG0000649	Carub.0007s1481.1.p	Csa10g016770, Csa11g018260, Csa12g025920
OG0000650	Carub.0007s2903.1.p	Csa11g041550, Csa10g033340, Csa12g063060
OG0000650	Carub.0003s2463.1.p	Csa15g049850
OG0000650	Carub.0003s2462.1.p	Csa15g049840, Csa16431s010
OG0000651	Carub.0005s2254.1.p	Csa04g042110, Csa06g030410, Csa09g067810
OG0000651	Carub.0001s0636.1.p	Csa17g010460, Csa14g008480, Csa03g010460
OG0000652	Carub.0004s2136.1.p	Csa05g013930, Csa05g013920, Csa06g043290
OG0000653	Carub.0007s3002.1.p	Csa11g042940, Csa10g036000
OG0000653	Carub.0005s2752.1.p	Csa16g004130, Csa07g004140
OG0000654	Carub.0005s2699.1.p	Csa05g092010, Csa16g005670, Csa07g004820
OG0000654	Carub.0004s1687.1.p	Csa15g014590, Csa08g059150, Csa19g014700
OG0000654	Carub.0003s1022.1.p	Csa15g014590, Csa08g059150, Csa19g014700
OG0000655	Carub.0003s1562.1.p	Csa19g022680
OG0000655	Carub.0002s2707.1.p	Csa07g059350
OG0000655	Carub.0001s1552.1.p	Csa03g019510
OG0000656	Carub.0005s1976.1.p	Csa06g027670, Csa09g061510
OG0000656	Carub.0006s0215.1.p	Csa20g003370, Csa08g061260
OG0000656	Carub.0003s0893.1.p	Csa19g013290
OG0000657	Carub.0004s1953.1.p	Csa04g051220, Csa05g016220
OG0000657	Carub.0005s2032.1.p	Csa09g062170, Csa06g028210, Csa04g039770
OG0000657	Carub.0006s0125.1.p	Csa20g002510, Csa08g062210, Csa13g002350
OG0000658	Carub.0007s2252.1.p	Csa12g043090, Csa00751s010, Csa11g029710
OG0000658	Carub.0001s0574.1.p	Csa14g007780, Csa17g009770, Csa03g009820
OG0000658	Carub.0004s1220.1.p	Csa05g030500
OG0000659	Carub.0003s2280.1.p	Csa15g039310, Csa01g025900, Csa19g031910, Csa19g031900, Csa19g031890
OG0000659	Carub.0003s2144.1.p	Csa15g031820, Csa19g029480, Csa01g024500
OG0000659	Carub.0003s0788.1.p	Csa13g052470
OG0000660	Carub.0001s0452.1.p	Csa03g006630, Csa17g008530, Csa14g006520
OG0000660	Carub.0001s0451.1.p	Csa17g008520, Csa03g006620
OG0000662	Carub.0006s3687.1.p	Csa08g001460, Csa13g057030, Csa02g001430
OG0000662	Carub.0008s1188.1.p, Carub.0008s1187.1.p	Csa02g044540, Csa02g044530, Csa02g044550, Csa11g083460, Csa18g022710, Csa02g044990, Csa02g044790, Csa02g044780, Csa02g044770, Csa11g083450, Csa11g083440
OG0000663	Carub.0007s1129.1.p	Csa11g014220, Csa10g013250, Csa12g018190
OG0000663	Carub.0007s1127.1.p	Csa05g081530, Csa10g043290, Csa10g027440
OG0000665	Carub.0007s0118.1.p	Csa12g002140, Csa11g002230, Csa10g002030
OG0000665	Carub.0004s0071.1.p	Csa07g051800, Csa16g043460, Csa09g086060
OG0000666	Carub.0004s2645.1.p	Csa05g006390, Csa06g050240, Csa04g061710
OG0000666	Carub.0004s1313.1.p	Csa07g010990
OG0000666	Carub.0001s0497.1.p	Csa14g006980
OG0000667	Carub.0007s2681.1.p	Csa12g054030
OG0000667	Carub.0007s2602.1.p	Csa12g053980
OG0000667	Carub.0007s2600.1.p	Csa12g054040, Csa11g034630, Csa10g030280
OG0000668	Carub.0006s1281.1.p	Csa13g017460, Csa20g021170, Csa08g006690
OG0000668	Carub.0003s0520.1.p	Csa15g007260, Csa19g008370, Csa01g006750
OG0000668	Carub.0006s2441.1.p	Csa13g034720, Csa20g054000
OG0000669	Carub.0006s2033.1.p	Csa13g026150, Csa08g015880
OG0000669	Carub.0006s2044.1.p	Csa08g015960, Csa13g026250, Csa20g036440
OG0000670	Carub.0001s2229.1.p, Carub.0006s2825.1.p, Carub.0001s3211.1.p	Csa08g037580, Csa13g044730
OG0000671	Carub.0005s2209.1.p	Csa09g067360, Csa06g029990, Csa04g041630
OG0000671	Carub.0005s1226.1.p	Csa04g029200, Csa06g020240, Csa09g042530
OG0000672	Carub.0003s2198.1.p	Csa01g025200
OG0000672	Carub.0003s2199.1.p	Csa19g031150
OG0000672	Carub.0003s2201.1.p, Carub.0003s2202.1.p	Csa15g033490, Csa15g033480
OG0000672	Carub.0003s2200.1.p	Csa19g031160
OG0000673	Carub.0006s0260.1.p	Csa20g003790
OG0000673	Carub.0005s1941.1.p	Csa06g027330
OG0000673	Carub.0004s1827.1.p	Csa05g017580, Csa04g049960
OG0000674	Carub.0003s0490.1.p	Csa01g006470, Csa15g006930, Csa19g008030
OG0000675	Carub.0007s0720.1.p	Csa11g010170, Csa12g012870, Csa11g009890
OG0000675	Carub.0007s0719.1.p	Csa12g011530, Csa10g008940, Csa11g009850, Csa12g051520, Csa11g033310
OG0000676	Carub.0008s2459.1.p, Carub.0008s0956.1.p	Csa18g030480, Csa02g072510, Csa18g037410, Csa18g030460, Csa11g100900
OG0000677	Carub.0005s0744.1.p	Csa09g021280, Csa06g010180, Csa04g018160
OG0000677	Carub.0002s1629.1.p	Csa07g036360
OG0000677	Carub.0001s2414.1.p	Csa14g031810, Csa03g028630
OG0000678	Carub.0006s2975.1.p	Csa13g048100, Csa16g015000, Csa05g033960, Csa12g049710
OG0000679	Carub.0004s1276.1.p	Csa07g011430, Csa16g012150, Csa05g029780
OG0000679	Carub.0004s1275.1.p	Csa16g012140, Csa05g029790, Csa07g011440
OG0000679	Carub.0005s2245.1.p, Carub.0007s2161.1.p	Csa04g024030, Csa04g023990, Csa06g016940, Csa04g042010, Csa06g030340, Csa09g067730
OG0000679	Carub.0006s2939.1.p	Csa02g026040, Csa13g050890
OG0000680	Carub.0007s2633.1.p	Csa10g030560, Csa02g017670, Csa11g034930
OG0000680	Carub.0007s3540.1.p	Csa11g057270
OG0000680	Carub.0007s3539.1.p	Csa11g057260
OG0000681	Carub.0002s2752.1.p	Csa16g050520, Csa07g059880
OG0000681	Carub.0003s1571.1.p	Csa01g018610
OG0000681	Carub.0001s4136.1.p	Csa17g092370, Csa03g059410
OG0000682	Carub.0007s0465.1.p	Csa10g006500, Csa11g006140, Csa12g007900
OG0000682	Carub.0007s0504.1.p	Csa11g006530
OG0000682	Carub.0003s3106.1.p	Csa01g032770, Csa19g053890, Csa15g074200
OG0000683	Carub.0008s2145.1.p	Csa11g094630, Csa02g067730
OG0000683	Carub.0001s0745.1.p, Carub.0001s0744.1.p	Csa03g011540, Csa14g009540, Csa17g011550, Csa17g011540
OG0000684	Carub.0004s2488.1.p, Carub.0004s2490.1.p	Csa04g058060, Csa06g048570
OG0000684	Carub.0004s2493.1.p, Carub.0004s2492.1.p	Csa04g058070, Csa06g048590, Csa05g009090, Csa06g048600, Csa05g009080
OG0000685	Carub.0005s0705.1.p	Csa06g009730, Csa09g019800
OG0000685	Carub.0005s0707.1.p	Csa06g009760, Csa09g019820, Csa09g016130, Csa04g016700
OG0000685	Carub.0005s0713.1.p	Csa04g016760, Csa09g019860
OG0000686	Carub.0004s2957.1.p	Csa06g053380, Csa05g002290, Csa04g065990
OG0000686	Carub.0006s3571.1.p	Csa02g004610, Csa08g053010, Csa13g055790
OG0000686	Carub.0001s0117.1.p	Csa14g002130, Csa17g001530
OG0000687	Carub.0004s0678.1.p	Csa09g088930, Csa15g079510, Csa06g026110, Csa14g043860, Csa15g020470
OG0000688	Carub.0005s0854.1.p, Carub.0005s0853.1.p	Csa06g012880, Csa04g019990, Csa15g044410, Csa09g025280
OG0000688	Carub.0007s2666.1.p	Csa11g035240, Csa12g055540
OG0000688	Carub.0005s0775.1.p	Csa06g011440, Csa09g022560
OG0000688	Carub.0005s0771.1.p, Carub.0005s0767.1.p	Csa09g022520, Csa04g018360, Csa06g011400, Csa04g018370
OG0000689	Carub.0001s2843.1.p	Csa03g033370, Csa17g043160, Csa14g037840
OG0000689	Carub.0007s2289.1.p	Csa06g046520, Csa10g026810, Csa11g030070
OG0000689	Carub.0008s0175.1.p	Csa18g003890, Csa20g078250, Csa11g065850
OG0000690	Carub.0008s1921.1.p	Csa02g064220, Csa18g031770, Csa11g092320
OG0000690	Carub.0004s1116.1.p	Csa05g033840, Csa07g013270, Csa16g014870
OG0000690	Carub.0001s0643.1.p	Csa14g008550, Csa03g010540, Csa17g010530
OG0000691	Carub.0001s4235.1.p	Csa03g060400, Csa00717s020, Csa14g063670, Csa17g093470, Csa14g063650, Csa14g063690
OG0000691	Carub.0001s0976.1.p	Csa03g013760, Csa14g011840, Csa17g013970
OG0000691	Carub.0001s3214.1.p	Csa02g057000, Csa17g059320
OG0000692	Carub.0003s0262.1.p	Csa11g051790, Csa10g042960, Csa10g042970, Csa12g076400, Csa01g003170, Csa15g003260, Csa19g005620
OG0000693	Carub.0001s2678.1.p	Csa03g031630
OG0000693	Carub.0004s1550.1.p	Csa07g007490, Csa05g021450, Csa16g007290
OG0000693	Carub.0008s0422.1.p	Csa18g009440, Csa11g070370, Csa20g071340
OG0000694	Carub.0003s2297.1.p	Csa19g032100, Csa01g026130, Csa15g040590
OG0000694	Carub.0007s2749.1.p, Carub.0007s2750.1.p, Carub.0007s2751.1.p	Csa12g057080, Csa12g057070, Csa12g057040, Csa12g057060, Csa11g037220, Csa11g037230, Csa09492s010, Csa11g037250, Csa10g031730, Csa10g031740, Csa11g037260, Csa10g031750, Csa12g057090
OG0000697	Carub.0001s3492.1.p, Carub.0003s1501.1.p	Csa19g022070
OG0000697	Carub.0006s0217.1.p	Csa13g003290
OG0000697	Carub.0001s4224.1.p	Csa16g036430, Csa14g063430, Csa03g060230, Csa17g093330, Csa00441s140, Csa17g083080
OG0000698	Carub.0002s0199.1.p	Csa09g097720
OG0000698	Carub.0006s3092.1.p	Csa13g049020, Csa02g016250
OG0000698	Carub.0007s1828.1.p	Csa10g020090, Csa12g033710, Csa11g023110
OG0000699	Carub.0001s1714.1.p	Csa03g021160, Csa14g021630, Csa17g023100
OG0000699	Carub.0001s4331.1.p	Csa14g064690, Csa17g094580
OG0000699	Carub.0003s1371.1.p	Csa15g018410, Csa19g020710
OG0000700	Carub.0004s1535.1.p	Csa05g021630, Csa16g007440, Csa16g007480, Csa01g035600, Csa15g069970, Csa15g069980, Csa19g046080
OG0000700	Carub.0004s1534.1.p	Csa05g024600, Csa07g010380, Csa16g007450, Csa15g069990, Csa01g035610, Csa19g046100
OG0000700	Carub.0002s2549.1.p	Csa09g092740, Csa07g057640, Csa16g048200, Csa07g057650
OG0000701	Carub.0002s0125.1.p	Csa16g056330, Csa07g065110, Csa09g098430, Csa07g064690
OG0000702	Carub.0003s1881.1.p	Csa19g026450, Csa01g021930, Csa15g026660
OG0000702	Carub.0003s1884.1.p	Csa01g021980, Csa19g026490, Csa15g026710
OG0000702	Carub.0003s1882.1.p, Carub.0003s1883.1.p	Csa01g021940, Csa15g026670, Csa19g026480, Csa15g026700, Csa01g021970, Csa15g026680, Csa01g021950
OG0000703	Carub.0006s0326.1.p	Csa20g003510, Csa08g061080, Csa08g060280
OG0000703	Carub.0006s0230.1.p	Csa13g003440, Csa12g016530, Csa20g003530, Csa13g003430, Csa12g016520
OG0000703	Carub.0003s0820.1.p	Csa15g001830, Csa19g002910, Csa01g001810, Csa15g001900, Csa01g001820, Csa19g002980
OG0000704	Carub.0005s2090.1.p	Csa04g040390
OG0000704	Carub.0005s2091.1.p	Csa09g062800, Csa09g064020, Csa06g028800
OG0000704	Carub.0004s2040.1.p	Csa05g014600, Csa04g052210, Csa06g041270
OG0000705	Carub.0006s3655.1.p	Csa02g001720, Csa13g056750, Csa08g001770
OG0000705	Carub.0004s2851.1.p	Csa05g003400, Csa06g052300
OG0000705	Carub.0005s2789.1.p	Csa07g003630, Csa05g093160, Csa16g003210
OG0000706	Carub.0006s0356.1.p	Csa08g059830, Csa13g006640, Csa20g005860, Csa05486s010
OG0000706	Carub.0006s0355.1.p	Csa08g059840, Csa20g005850
OG0000706	Carub.0003s0980.1.p	Csa01g011450, Csa19g014220
OG0000707	Carub.0007s0522.1.p	Csa12g008510, Csa10g007080, Csa11g006790
OG0000708	Carub.0001s0180.1.p	Csa03g002780, Csa14g002780, Csa17g003690
OG0000708	Carub.0005s2932.1.p	Csa16g002030, Csa07g002020, Csa07g053610
OG0000709	Carub.0005s2411.1.p, Carub.0005s2410.1.p, Carub.0002s0450.1.p	Csa09g069730, Csa06g033000
OG0000709	Carub.0005s2409.1.p	Csa09g069720, Csa04g043690, Csa06g032990, Csa04g043670, Csa06g032980, Csa09g069710
OG0000710	Carub.0006s3594.1.p	Csa13g056070, Csa08g053270
OG0000710	Carub.0001s0702.1.p	Csa14g009210, Csa17g011240, Csa03g011260, Csa17g011070, Csa14g009060, Csa03g011130
OG0000711	Carub.0004s1274.1.p	Csa16g012080
OG0000711	Carub.0004s1350.1.p	Csa05g026830, Csa16g009270, Csa07g010540
OG0000711	Carub.0004s1399.1.p	Csa05g024180, Csa05g024210, Csa07g009970, Csa16g008740
OG0000711	Carub.0004s1432.1.p	Csa07g008680, Csa16g008460, Csa14g057330, Csa17g090200, Csa05g029970, Csa05g023720, Csa05g023460
OG0000712	Carub.0006s0144.1.p	Csa08g058240, Csa13g008550, Csa08g057940, Csa20g008830, Csa13g008560, Csa08g062050
OG0000712	Carub.0006s0188.1.p, Carub.0006s0189.1.p	Csa08g061580, Csa13g003560, Csa20g003640, Csa08g060970, Csa20g003100
OG0000712	Carub.0006s1742.1.p	Csa20g005790
OG0000713	Carub.0006s3198.1.p	Csa08g047110, Csa02g013070, Csa13g051130
OG0000713	Carub.0007s3235.1.p, Carub.0007s3234.1.p	Csa10g040650
OG0000714	Carub.0007s1106.1.p	Csa11g014020, Csa10g013010, Csa12g017910
OG0000714	Carub.0003s3397.1.p	Csa01g044800, Csa19g049180, Csa00441s250
OG0000714	Carub.0007s1474.1.p	Csa12g025850, Csa10g016700, Csa11g018180
OG0000715	Carub.0007s2119.1.p	Csa12g039460, Csa11g026300, Csa10g023260
OG0000715	Carub.0001s2952.1.p	Csa03g034560
OG0000715	Carub.0004s1676.1.p	Csa04g047350
OG0000716	Carub.0007s0194.1.p	Csa11g003120, Csa12g003110
OG0000716	Carub.0007s0695.1.p	Csa12g011300, Csa10g008730, Csa11g009600
OG0000716	Carub.0001s2194.1.p	Csa14g027620, Csa17g029370
OG0000717	Carub.0001s1501.1.p	Csa17g020800, Csa03g019040, Csa14g018400
OG0000717	Carub.0001s4126.1.p	Csa03g059300, Csa17g092250
OG0000717	Carub.0003s1581.1.p	Csa01g018720, Csa19g022940
OG0000718	Carub.0007s1370.1.p, Carub.0008s0615.1.p	Csa11g017000, Csa11g017020, Csa12g024720
OG0000718	Carub.0007s1367.1.p, Carub.0007s1369.1.p	Csa11g017010, Csa12g024730
OG0000719	Carub.0006s2104.1.p	Csa20g038210, Csa13g027850, Csa08g017620
OG0000719	Carub.0001s3941.1.p	Csa17g088100
OG0000720	Carub.0004s2667.1.p	Csa06g050430, Csa04g061940, Csa05g006170
OG0000720	Carub.0005s0023.1.p	Csa09g001230
OG0000721	Carub.0004s2216.1.p	Csa04g054200, Csa06g044230, Csa05g012930
OG0000721	Carub.0003s1056.1.p	Csa15g014980, Csa19g015300, Csa01g012290
OG0000721	Carub.0003s0831.1.p	Csa19g012650
OG0000722	Carub.0008s2048.1.p	Csa02g065560, Csa11g093680, Csa18g033110
OG0000723	Carub.0008s1714.1.p	Csa10g013100, Csa11g090090
OG0000723	Carub.0007s1116.1.p, Carub.0003s3403.1.p	Csa00441s380
OG0000724	Carub.0006s1530.1.p, Carub.0006s1531.1.p	Csa20g025060, Csa09g093750, Csa08g009280, Csa20g025110, Csa20g025090, Csa20g025080
OG0000724	Carub.0006s1528.1.p, Carub.0006s1532.1.p	Csa20g025000, Csa20g025130, Csa20g025100, Csa13g019890, Csa20g025040, Csa20g024960
OG0000725	Carub.0003s2942.1.p	Csa01g035170, Csa15g071550
OG0000725	Carub.0003s2592.1.p	Csa01g030370, Csa01g030350, Csa01g030360, Csa15g050010, Csa19g036250
OG0000725	Carub.0007s2958.1.p, Carub.0004s0946.1.p	Csa11g041370, Csa12g062860, Csa10g033170
OG0000725	Carub.0004s0776.1.p	Csa05g035820, Csa07g015880, Csa16g016440
OG0000726	Carub.0002s2537.1.p	Csa07g051130, Csa16g042710, Csa09g085300, Csa09g085310
OG0000726	Carub.0004s2621.1.p	Csa05g006690
OG0000726	Carub.0004s2620.1.p	Csa05g006670, Csa04g061440, Csa06g049970
OG0000726	Carub.0004s2619.1.p	Csa06g049960, Csa05g006700, Csa04g061430
OG0000727	Carub.0007s1993.1.p, Carub.0007s1994.1.p	Csa11g024940, Csa12g036830, Csa10g021910
OG0000727	Carub.0007s0348.1.p	Csa12g004390, Csa10g004350, Csa12g004610, Csa11g004880
OG0000728	Carub.0006s2018.1.p	Csa13g025920
OG0000728	Carub.0001s0771.1.p	Csa17g011810, Csa14g009830, Csa03g011810
OG0000728	Carub.0004s0819.1.p	Csa16g051690, Csa07g061080, Csa05g041400
OG0000729	Carub.0004s0044.1.p	Csa16g043180, Csa07g051560, Csa16g043190, Csa09g085770, Csa09g085750
OG0000729	Carub.0002s0301.1.p	Csa09g096610, Csa16g053780, Csa16g053800
OG0000730	Carub.0004s2876.1.p	Csa06g052510, Csa05g003130, Csa04g065110
OG0000730	Carub.0001s0068.1.p	Csa17g002030, Csa03g001680
OG0000730	Carub.0006s3641.1.p	Csa08g001950, Csa02g001910, Csa13g056610, Csa02g001870
OG0000731	Carub.0001s0011.1.p	Csa03g001080, Csa00566s080, Csa17g002610
OG0000731	Carub.0005s2707.1.p	Csa05g092110, Csa07g004730, Csa16g005580
OG0000731	Carub.0004s2741.1.p	Csa04g062690, Csa05g004430, Csa06g051210
OG0000732	Carub.0007s2991.1.p	Csa11g043000, Csa10g035950, Csa12g065470, Csa12g057470
OG0000732	Carub.0007s2988.1.p	Csa12g065500, Csa10g035930
