Orthogroup	Capsella_rubella	Arabis_alpina
OG0000469	Carub.0003s1179.1.p, Carub.0003s1178.1.p, Carub.0003s1177.1.p	AALP_AA3G134400
OG0000469	Carub.0003s3542.1.p	AALP_AA3G134500, AALP_AA3G134600
OG0000470	Carub.0001s1321.1.p	AALP_AA1G148500
OG0000470	Carub.0001s1319.1.p	AALP_AA1G148400
OG0000470	Carub.0001s1318.1.p	AALP_AA1G148300
OG0000471	Carub.0003s2676.1.p	AALP_AA5G201500
OG0000471	Carub.0263s0002.1.p	AALP_AA7G273900
OG0000472	Carub.0006s2377.1.p	AALP_AA8G241600
OG0000473	Carub.0003s2371.1.p	AALP_AA3G270300
OG0000474	Carub.0002s0963.1.p	AALP_AA2G040100
OG0000476	Carub.0005s0342.1.p, Carub.0025s0007.1.p	AALP_AAs62162U000100
OG0000476	Carub.0007s3691.1.p, Carub.0008s0705.1.p	AALP_AAs63411U000100
OG0000479	Carub.0001s0194.1.p	AALP_AA1G021100
OG0000482	Carub.0001s0949.1.p	AALP_AA2G055200, AALP_AA4G202400
OG0000482	Carub.0005s2433.1.p	AALP_AA5G220900
OG0000483	Carub.0002s1300.1.p	AALP_AA1G099200
OG0000483	Carub.0001s0885.1.p, Carub.0001s0884.1.p	AALP_AA1G099400, AALP_AA1G099600
OG0000484	Carub.0003s0119.1.p	AALP_AA3G013200
OG0000484	Carub.0006s1368.1.p	AALP_AA8G159300
OG0000485	Carub.0004s2615.1.p	AALP_AA4G225400, AALP_AA4G225300
OG0000485	Carub.0004s2613.1.p	AALP_AA4G225000
OG0000486	Carub.0003s0798.1.p	AALP_AA3G093000
OG0000486	Carub.0006s0027.1.p	AALP_AA8G008400
OG0000486	Carub.0006s0029.1.p	AALP_AA8G008100
OG0000486	Carub.0006s0028.1.p	AALP_AA8G008200, AALP_AA8G008300
OG0000487	Carub.0007s1311.1.p	AALP_AA3G253700, AALP_AA6G046300
OG0000487	Carub.0004s2969.1.p	AALP_AA4G259500
OG0000487	Carub.0004s2968.1.p	AALP_AA4G259400, AALP_AA4G188200
OG0000488	Carub.0006s0476.1.p	AALP_AA8G051200
OG0000488	Carub.0006s0477.1.p	AALP_AA8G051300
OG0000488	Carub.0006s0478.1.p	AALP_AA8G051600
OG0000489	Carub.0007s2254.1.p	AALP_AA7G009900, AALP_AA7G010100, AALP_AA7G010000, AALP_AAs39777U000200, AALP_AAs39777U000100
OG0000489	Carub.0008s0213.1.p	AALP_AA6G121700
OG0000490	Carub.0005s1021.1.p, Carub.0015s0022.1.p	AALP_AA5G072900
OG0000490	Carub.0005s1019.1.p, Carub.0015s0024.1.p	AALP_AA5G072700
OG0000490	Carub.0006s2023.1.p	AALP_AA3G303100, AALP_AA3G303200
OG0000491	Carub.0008s1968.1.p, Carub.0008s1992.1.p	AALP_AA8G380600, AALP_AA8G382300, AALP_AAs59711U000200, AALP_AA8G382600, AALP_AAs56947U000100
OG0000495	Carub.0002s2371.1.p	AALP_AA2G210100
OG0000495	Carub.0001s2058.1.p	AALP_AA1G228700
OG0000496	Carub.0008s2036.1.p	AALP_AA8G392600, AALP_AA8G392400, AALP_AA8G392500
OG0000496	Carub.0005s1207.1.p	AALP_AA5G085500, AALP_AA5G085600
OG0000497	Carub.0006s3308.1.p	AALP_AAs70229U000100
OG0000499	Carub.0004s0723.1.p, Carub.0005s0997.1.p, Carub.0005s0998.1.p, Carub.0001s2634.1.p	AALP_AA3G277100
OG0000500	Carub.0004s0909.1.p, Carub.0004s0908.1.p, Carub.0004s0878.1.p, Carub.0004s0877.1.p, Carub.0004s0879.1.p	AALP_AA6G154000, AALP_AA6G153200
OG0000501	Carub.0004s0994.1.p	AALP_AA6G217100
OG0000501	Carub.0005s2222.1.p	AALP_AA5G194700
OG0000501	Carub.0004s2174.1.p	AALP_AA4G180600
OG0000504	Carub.0007s0410.1.p	AALP_AA7G236100
OG0000504	Carub.0003s3216.1.p	AALP_AA3G340400
OG0000505	Carub.0006s1930.1.p	AALP_AA8G231500
OG0000506	Carub.0008s0763.1.p	AALP_AA7G154200
OG0000506	Carub.0007s1031.1.p, Carub.0007s1032.1.p, Carub.0007s1033.1.p	AALP_AA7G154300, AALP_AA7G154400
OG0000510	Carub.0005s2281.1.p, Carub.0005s2280.1.p	AALP_AA5G201100
OG0000510	Carub.0008s1204.1.p	AALP_AA8G295400
OG0000512	Carub.0002s1910.1.p, Carub.0002s1914.1.p, Carub.0002s1909.1.p, Carub.0002s1912.1.p	AALP_AAs43197U000100
OG0000513	Carub.0003s2846.1.p, Carub.0003s2688.1.p, Carub.0003s2701.1.p	AALP_AA8G433900
OG0000515	Carub.0002s1438.1.p, Carub.0008s0933.1.p	AALP_AA8G268900
OG0000517	Carub.0006s0601.1.p, Carub.0008s1901.1.p, Carub.0003s3139.1.p	AALP_AA4G161500, AALP_AA8G374100, AALP_AA8G066400
OG0000519	Carub.0001s3278.1.p	AALP_AAs41798U000400
OG0000519	Carub.0002s2520.1.p	AALP_AA2G226400
OG0000520	Carub.0008s1941.1.p	AALP_AA8G377600, AALP_AA8G377500
OG0000521	Carub.0008s0654.1.p, Carub.0008s0655.1.p	AALP_AA1G249600, AALP_AA1G249700, AALP_AA4G154100
OG0000524	Carub.0001s3561.1.p	AALP_AA7G181200, AALP_AA4G268700, AALP_AA4G268600, AALP_AA2G005000, AALP_AA4G268900, AALP_AA4G267200, AALP_AAs51386U000100
OG0000525	Carub.0005s1955.1.p	AALP_AA5G161500
OG0000525	Carub.0005s1960.1.p	AALP_AA5G161700
OG0000526	Carub.0001s1936.1.p	AALP_AA3G079300
OG0000526	Carub.0006s0949.1.p	AALP_AA8G105600
OG0000526	Carub.0002s2244.1.p	AALP_AA2G198200
OG0000527	Carub.0005s2266.1.p	AALP_AA5G198700
OG0000527	Carub.0003s1054.1.p	AALP_AA3G122900
OG0000529	Carub.0001s4056.1.p	AALP_AA4G042600
OG0000529	Carub.0001s1745.1.p	AALP_AA1G196300
OG0000530	Carub.0003s2587.1.p	AALP_AA4G017500, AALP_AA7G153400, AALP_AA7G153500
OG0000532	Carub.0001s1946.1.p	AALP_AA1G218100, AALP_AAs59867U000100
OG0000533	Carub.0008s0962.1.p, Carub.0008s0963.1.p	AALP_AA8G271800
OG0000533	Carub.0008s0964.1.p	AALP_AA6G111800
OG0000534	Carub.0001s3213.1.p, Carub.0006s2296.1.p, Carub.0006s2300.1.p	AALP_AA8G427600
OG0000535	Carub.0007s1387.1.p	AALP_AA7G102800
OG0000535	Carub.0003s2693.1.p	AALP_AA3G230700
OG0000535	Carub.0007s0440.1.p	AALP_AA7G230700
OG0000536	Carub.0004s1181.1.p, Carub.0004s1183.1.p, Carub.0004s1185.1.p, Carub.0004s1179.1.p	AALP_AAs74635U001000
OG0000537	Carub.0008s0392.1.p, Carub.0008s0391.1.p, Carub.0008s0379.1.p, Carub.0008s0389.1.p	AALP_AAs47492U000400, AALP_AA6G138700, AALP_AAs52993U000200
OG0000537	Carub.0008s0380.1.p	AALP_AA6G138000
OG0000542	Carub.0006s1117.1.p, Carub.0015s0015.1.p	AALP_AA8G127800
OG0000544	Carub.0001s4131.1.p	AALP_AA7G151300
OG0000546	Carub.0004s0848.1.p, Carub.0004s0846.1.p	AALP_AA6G233900
OG0000547	Carub.0003s2114.1.p	AALP_AA3G243100
OG0000548	Carub.0005s2195.1.p, Carub.0003s3199.1.p	AALP_AA5G190600
OG0000550	Carub.0002s1447.1.p	AALP_AA2G100400
OG0000551	Carub.0003s1776.1.p	AALP_AA3G204800
OG0000551	Carub.0001s1779.1.p	AALP_AA1G197600
OG0000551	Carub.0002s2042.1.p	AALP_AA2G174800
OG0000552	Carub.0006s1980.1.p, Carub.0006s1984.1.p, Carub.0006s1988.1.p, Carub.0006s1979.1.p, Carub.0006s1990.1.p, Carub.0006s1987.1.p	AALP_AA8G234600, AALP_AA8G234700
OG0000553	Carub.0004s2094.1.p	AALP_AA4G171900
OG0000553	Carub.0002s0710.1.p	AALP_AA2G064700
OG0000554	Carub.0005s0038.1.p	AALP_AA5G004800
OG0000554	Carub.0001s2260.1.p	AALP_AA1G252100
OG0000554	Carub.0002s1772.1.p	AALP_AA2G140400
OG0000555	Carub.0008s0448.1.p	AALP_AA8G096900
OG0000555	Carub.0008s2623.1.p	AALP_AA8G488000, AALP_AAs68044U000100, AALP_AA8G488100
OG0000556	Carub.0001s0368.1.p, Carub.0004s1499.1.p, Carub.0003s0360.1.p	AALP_AA1G039100, AALP_AA3G038600, AALP_AA6G062200
OG0000558	Carub.0007s1891.1.p, Carub.0002s0631.1.p	AALP_AAs58332U000100, AALP_AAs55953U000100
OG0000559	Carub.0001s2383.1.p, Carub.0002s1668.1.p	AALP_AA2G128600
OG0000559	Carub.0002s0545.1.p	AALP_AA2G049800
OG0000559	Carub.0001s0988.1.p	AALP_AA1G111600
OG0000560	Carub.0002s1243.1.p, Carub.0002s0726.1.p	AALP_AAs71396U000200
OG0000561	Carub.0001s1978.1.p	AALP_AA4G209600
OG0000562	Carub.0006s1381.1.p, Carub.0006s3067.1.p	AALP_AA8G161800
OG0000563	Carub.0006s1905.1.p	AALP_AA8G229300
OG0000563	Carub.0001s3004.1.p	AALP_AA1G323300
OG0000564	Carub.0006s2399.1.p	AALP_AA8G243000
OG0000564	Carub.0005s0883.1.p	AALP_AA5G067100
OG0000564	Carub.0006s1884.1.p	AALP_AA8G227200
OG0000565	Carub.0004s1352.1.p	AALP_AA6G074300
OG0000565	Carub.0001s0465.1.p	AALP_AA1G049800
OG0000566	Carub.0005s2719.1.p	AALP_AA5G261300
OG0000567	Carub.0007s2557.1.p	AALP_AA6G149200
OG0000568	Carub.0004s2485.1.p	AALP_AA4G212500
OG0000569	Carub.0003s1615.1.p, Carub.0003s1616.1.p, Carub.0003s1614.1.p	AALP_AAs41566U000200
OG0000570	Carub.0005s0770.1.p, Carub.0005s0828.1.p, Carub.0005s0827.1.p, Carub.0005s0824.1.p, Carub.0005s0825.1.p	AALP_AAs67487U000200, AALP_AA3G312300, AALP_AA5G061700
OG0000572	Carub.0004s0491.1.p, Carub.0007s0848.1.p, Carub.0002s0259.1.p	AALP_AA1G120600, AALP_AA1G120700
OG0000573	Carub.0001s2728.1.p, Carub.0008s0500.1.p, Carub.0001s2732.1.p, Carub.0001s3875.1.p	AALP_AA1G148800
OG0000573	Carub.0001s2730.1.p	AALP_AA1G297100
OG0000573	Carub.0004s1571.1.p	AALP_AA4G106300, AALP_AA7G122500
OG0000575	Carub.0001s1817.1.p, Carub.0004s0448.1.p, Carub.0002s2085.1.p	AALP_AA2G178500, AALP_AA2G178700, AALP_AA1G205000
OG0000576	Carub.0008s0480.1.p, Carub.0006s2829.1.p	AALP_AA4G084500
OG0000578	Carub.0003s0581.1.p	AALP_AA2G093700
OG0000579	Carub.0003s2218.1.p, Carub.0003s2219.1.p, Carub.0003s2221.1.p	AALP_AA4G007200, AALP_AA4G007300
OG0000580	Carub.0007s1913.1.p, Carub.0007s1850.1.p, Carub.0001s4156.1.p, Carub.0007s1914.1.p, Carub.0007s1915.1.p	AALP_AA7G048600
OG0000581	Carub.0006s3155.1.p	AALP_AA8G311800
OG0000581	Carub.0001s1195.1.p	AALP_AA5G127900
OG0000581	Carub.0002s0224.1.p	AALP_AA5G128200
OG0000582	Carub.0001s3241.1.p	AALP_AA6G233700
OG0000582	Carub.0005s1270.1.p, Carub.0005s1271.1.p, Carub.0005s1272.1.p	AALP_AA1G295300, AALP_AA6G351300
OG0000583	Carub.0006s2408.1.p	AALP_AA8G245400, AALP_AA8G244700
OG0000585	Carub.0003s2808.1.p, Carub.0002s2045.1.p	AALP_AA2G173600
OG0000585	Carub.0008s1255.1.p	AALP_AA8G302100
OG0000586	Carub.0001s0874.1.p	AALP_AA1G097900, AALP_AA1G097600
OG0000586	Carub.0001s1770.1.p	AALP_AA1G198200
OG0000586	Carub.0002s2358.1.p	AALP_AA8G179500
OG0000587	Carub.0008s1999.1.p, Carub.0008s1998.1.p	AALP_AA8G386200, AALP_AA8G281200
OG0000587	Carub.0008s2000.1.p	AALP_AA8G281300
OG0000588	Carub.0006s3576.1.p	AALP_AA6G018800
OG0000588	Carub.0001s1107.1.p, Carub.0001s0115.1.p	AALP_AA1G001100, AALP_AA1G001200, AALP_AA1G001300
OG0000589	Carub.0004s2146.1.p, Carub.0004s2147.1.p	AALP_AA4G177600
OG0000589	Carub.0004s2145.1.p	AALP_AA4G177300
OG0000589	Carub.0005s2182.1.p	AALP_AA5G191400
OG0000590	Carub.0007s0409.1.p	AALP_AA7G236700
OG0000590	Carub.0008s0293.1.p, Carub.0008s0326.1.p	AALP_AA6G132500, AALP_AA6G132400
OG0000591	Carub.0005s2549.1.p, Carub.0008s0221.1.p	AALP_AA6G123700, AALP_AA7G010400
OG0000593	Carub.0007s1892.1.p, Carub.0006s1854.1.p, Carub.0006s1855.1.p, Carub.0006s3187.1.p	AALP_AA8G223900, AALP_AAs68017U000400
OG0000594	Carub.0005s0597.1.p	AALP_AA5G044600
OG0000594	Carub.0003s0044.1.p	AALP_AA3G007700
OG0000594	Carub.0006s1266.1.p	AALP_AA8G146100
OG0000595	Carub.0002s2034.1.p	AALP_AA2G173000
OG0000595	Carub.0003s1771.1.p	AALP_AA3G204100
OG0000595	Carub.0001s3773.1.p, Carub.0001s3771.1.p, Carub.0001s3772.1.p	AALP_AA4G075100
OG0000596	Carub.0002s0288.1.p	AALP_AA6G326800
OG0000598	Carub.0007s1036.1.p	AALP_AA7G153000
OG0000598	Carub.0008s1798.1.p	AALP_AA8G364200
OG0000599	Carub.0005s0627.1.p, Carub.0005s0626.1.p	AALP_AA5G046200
OG0000599	Carub.0007s0596.1.p	AALP_AA7G214400
OG0000600	Carub.0003s1309.1.p, Carub.0003s1312.1.p	AALP_AA3G144000
OG0000601	Carub.0001s3130.1.p	AALP_AA1G337000
OG0000601	Carub.0008s1446.1.p	AALP_AA8G324800
OG0000602	Carub.0005s0844.1.p, Carub.0004s0675.1.p, Carub.0006s2598.1.p, Carub.0099s0001.1.p, Carub.0002s0940.1.p, Carub.0001s3426.1.p, Carub.0006s1872.1.p, Carub.0008s0694.1.p, Carub.0007s3108.1.p, Carub.0002s0943.1.p	AALP_AA8G318900
OG0000604	Carub.0002s1802.1.p, Carub.0002s1803.1.p, Carub.0002s1799.1.p, Carub.0002s1796.1.p, Carub.0002s1797.1.p, Carub.0002s1798.1.p, Carub.0008s0653.1.p, Carub.0002s1801.1.p	AALP_AA2G142400
OG0000605	Carub.0006s0064.1.p	AALP_AA8G003900
OG0000606	Carub.0001s2056.1.p	AALP_AA1G228400, AALP_AA1G228600, AALP_AA1G228500
OG0000607	Carub.0001s3135.1.p, Carub.0001s3137.1.p, Carub.0001s3136.1.p	AALP_AA1G337800
OG0000607	Carub.0001s3134.1.p	AALP_AA1G337900
OG0000608	Carub.0004s2714.1.p	AALP_AA4G234900
OG0000608	Carub.0005s2692.1.p	AALP_AA5G256100
OG0000608	Carub.0001s1462.1.p	AALP_AA1G168300
OG0000609	Carub.0007s2158.1.p, Carub.0008s0299.1.p, Carub.0007s2164.1.p	AALP_AA2G180800
OG0000610	Carub.0008s1106.1.p	AALP_AA4G165200
OG0000611	Carub.0001s3600.1.p	AALP_AA1G284800
OG0000611	Carub.0001s3597.1.p	AALP_AA1G284900
OG0000611	Carub.0008s0564.1.p	AALP_AA6G154900, AALP_AA6G155000
OG0000612	Carub.0001s3242.1.p, Carub.0002s2183.1.p	AALP_AA2G192200, AALP_AA2G192300
OG0000612	Carub.0002s2181.1.p	AALP_AA5G041900
OG0000612	Carub.0002s2184.1.p	AALP_AA2G192400
OG0000614	Carub.0001s0354.1.p, Carub.0008s0519.1.p	AALP_AA6G149900
OG0000615	Carub.0007s3284.1.p	AALP_AA6G354400
OG0000615	Carub.0005s1623.1.p, Carub.0005s1622.1.p	AALP_AA5G121000
OG0000615	Carub.0008s2691.1.p	AALP_AA8G514900
OG0000616	Carub.0001s0009.1.p	AALP_AA1G014600
OG0000616	Carub.0008s0054.1.p	AALP_AA6G105800
OG0000616	Carub.0007s2386.1.p	AALP_AAs42697U000700
OG0000617	Carub.0001s3412.1.p	AALP_AA5G173600
OG0000617	Carub.0001s2133.1.p	AALP_AA1G222300
OG0000617	Carub.0002s2305.1.p	AALP_AA5G148000
OG0000618	Carub.0002s1148.1.p	AALP_AA2G073000
OG0000619	Carub.0005s0098.1.p	AALP_AA5G009400
OG0000619	Carub.0001s1443.1.p	AALP_AA1G163400
OG0000620	Carub.0003s0952.1.p	AALP_AA3G110100
OG0000620	Carub.0005s1980.1.p	AALP_AA5G163700
OG0000620	Carub.0004s1892.1.p	AALP_AA4G144000
OG0000621	Carub.0002s2484.1.p	AALP_AA2G221900
OG0000621	Carub.0003s1852.1.p	AALP_AAs71746U000300
OG0000622	Carub.0003s0345.1.p	AALP_AA3G037300
OG0000623	Carub.0006s0654.1.p	AALP_AA8G071400, AALP_AA5G122400, AALP_AA8G071500
OG0000625	Carub.0004s1394.1.p, Carub.0007s2667.1.p, Carub.0004s1388.1.p, Carub.0004s1387.1.p	AALP_AA6G070100
OG0000626	Carub.0004s2842.1.p	AALP_AA5G266000
OG0000627	Carub.0007s1330.1.p	AALP_AAs39702U000100
OG0000629	Carub.0007s2661.1.p, Carub.0007s2662.1.p, Carub.0007s2664.1.p	AALP_AA3G258300, AALP_AA8G118200, AALP_AA8G118400, AALP_AAs50735U000200, AALP_AAs50735U000300
OG0000630	Carub.0006s2078.1.p, Carub.0006s2080.1.p, Carub.0006s2079.1.p, Carub.0002s2517.1.p	AALP_AA2G002900, AALP_AA8G436700, AALP_AA8G436800, AALP_AA8G436900, AALP_AA8G407500, AALP_AA8G407800
OG0000632	Carub.0003s0418.1.p	AALP_AA3G044500
OG0000632	Carub.0003s0435.1.p	AALP_AA3G046700
OG0000634	Carub.0004s2027.1.p	AALP_AA4G161600
OG0000634	Carub.0006s0022.1.p	AALP_AA8G008900
OG0000634	Carub.0003s0800.1.p	AALP_AA3G093200
OG0000635	Carub.0007s3399.1.p	AALP_AA6G317800
OG0000635	Carub.0008s1277.1.p	AALP_AA8G303800
OG0000637	Carub.0004s1291.1.p, Carub.0005s2045.1.p, Carub.0007s3128.1.p	AALP_AA6G081300
OG0000638	Carub.0004s1429.1.p	AALP_AA6G068300
OG0000638	Carub.0002s0363.1.p, Carub.0002s0365.1.p	AALP_AA2G028900, AALP_AA2G028800, AALP_AA2G028700
OG0000639	Carub.0003s2998.1.p	AALP_AA2G107900
OG0000639	Carub.0001s1901.1.p	AALP_AA1G213300
OG0000640	Carub.0002s0287.1.p	AALP_AA2G020400
OG0000640	Carub.0006s3244.1.p	AALP_AA6G052100
OG0000640	Carub.0007s1935.1.p	AALP_AA7G047100
OG0000641	Carub.0002s1292.1.p, Carub.0002s1289.1.p	AALP_AA5G097200, AALP_AA8G393800
OG0000642	Carub.0004s2987.1.p	AALP_AA4G260500
OG0000642	Carub.0004s2988.1.p, Carub.0005s0796.1.p	AALP_AA4G260600, AALP_AA4G260700
OG0000643	Carub.0004s1052.1.p, Carub.0004s1050.1.p	AALP_AA1G231200
OG0000643	Carub.0004s1053.1.p	AALP_AA1G231400
OG0000644	Carub.0004s0437.1.p	AALP_AA6G267000
OG0000645	Carub.0006s1193.1.p	AALP_AA8G135600
OG0000646	Carub.0005s0586.1.p	AALP_AA5G171700
OG0000647	Carub.0008s0408.1.p	AALP_AA6G139800
OG0000648	Carub.0005s0689.1.p, Carub.0005s0690.1.p, Carub.0005s0687.1.p, Carub.0005s0688.1.p	AALP_AA5G052800
OG0000648	Carub.0005s0685.1.p	AALP_AA5G052500
OG0000649	Carub.0008s1733.1.p	AALP_AA8G356800
OG0000649	Carub.0005s1931.1.p	AALP_AA5G157800
OG0000650	Carub.0007s2903.1.p	AALP_AA4G095900
OG0000650	Carub.0003s2463.1.p	AALP_AA3G280700
OG0000650	Carub.0003s2462.1.p	AALP_AA3G280600
OG0000651	Carub.0001s0636.1.p	AALP_AA1G067100
OG0000653	Carub.0007s3002.1.p	AALP_AA4G241700
OG0000654	Carub.0005s2699.1.p	AALP_AA5G256800
OG0000654	Carub.0004s1687.1.p, Carub.0003s1022.1.p	AALP_AA8G047300
OG0000656	Carub.0005s1976.1.p	AALP_AA5G163100
OG0000656	Carub.0003s0893.1.p	AALP_AA3G105700
OG0000657	Carub.0004s1953.1.p, Carub.0005s2032.1.p	AALP_AA4G152200
OG0000658	Carub.0007s2252.1.p	AALP_AA7G010300
OG0000658	Carub.0001s0574.1.p	AALP_AA1G061200
OG0000658	Carub.0004s1220.1.p	AALP_AA6G153600
OG0000660	Carub.0001s0452.1.p	AALP_AA1G048800, AALP_AA1G048400, AALP_AA1G048900, AALP_AA1G048600, AALP_AA1G048500, AALP_AA1G048700
OG0000663	Carub.0007s1129.1.p	AALP_AA6G249100
OG0000663	Carub.0007s1127.1.p, Carub.0007s1126.1.p	AALP_AA7G140300
OG0000665	Carub.0007s0118.1.p	AALP_AA7G270500
OG0000665	Carub.0004s0071.1.p	AALP_AA6G298800
OG0000665	Carub.0004s0457.1.p	AALP_AA2G108100
OG0000666	Carub.0004s2645.1.p	AALP_AA4G228500
OG0000666	Carub.0004s1313.1.p	AALP_AA6G079000
OG0000666	Carub.0001s0497.1.p	AALP_AA1G053100
OG0000667	Carub.0007s2600.1.p	AALP_AAs50914U000100, AALP_AAs44563U000200
OG0000669	Carub.0008s0401.1.p, Carub.0006s2033.1.p, Carub.0006s2044.1.p	AALP_AA8G120700
OG0000670	Carub.0001s2229.1.p, Carub.0006s2825.1.p, Carub.0001s3211.1.p	AALP_AA6G193000, AALP_AA8G165100
OG0000671	Carub.0005s2209.1.p	AALP_AA5G192700
OG0000671	Carub.0008s1996.1.p, Carub.0005s1226.1.p	AALP_AA5G086700
OG0000672	Carub.0003s2198.1.p, Carub.0003s2199.1.p, Carub.0003s2201.1.p, Carub.0003s2202.1.p, Carub.0003s2200.1.p	AALP_AA5G007900, AALP_AA4G054900, AALP_AA2G008400, AALP_AA2G008600
OG0000673	Carub.0006s0260.1.p	AALP_AA8G030900
OG0000673	Carub.0005s1941.1.p	AALP_AA5G159400
OG0000673	Carub.0004s1827.1.p	AALP_AA6G280600
OG0000674	Carub.0003s0490.1.p	AALP_AA3G053100, AALP_AA6G228700
OG0000675	Carub.0006s2464.1.p, Carub.0005s1067.1.p	AALP_AA7G197900, AALP_AA6G105400, AALP_AA7G197700
OG0000677	Carub.0005s0744.1.p	AALP_AA5G056900
OG0000677	Carub.0002s1629.1.p	AALP_AA2G123500
OG0000677	Carub.0001s2414.1.p	AALP_AA1G279200
OG0000678	Carub.0006s2975.1.p	AALP_AA8G291000, AALP_AA8G290800
OG0000680	Carub.0007s2633.1.p	AALP_AA6G336300
OG0000681	Carub.0002s2752.1.p	AALP_AA2G251400
OG0000682	Carub.0007s0465.1.p	AALP_AA7G232100
OG0000682	Carub.0007s0504.1.p	AALP_AA7G225900
OG0000682	Carub.0003s3106.1.p	AALP_AA3G330400
OG0000683	Carub.0008s2145.1.p	AALP_AA8G404900
OG0000683	Carub.0001s0745.1.p, Carub.0001s0744.1.p	AALP_AA1G083700, AALP_AA1G082600, AALP_AAs42556U000400
OG0000685	Carub.0005s0712.1.p, Carub.0005s0707.1.p, Carub.0005s0713.1.p, Carub.0005s0708.1.p	AALP_AA5G054400, AALP_AA7G108200, AALP_AA7G108000, AALP_AA7G108100
OG0000690	Carub.0008s1921.1.p	AALP_AA8G376100
OG0000690	Carub.0001s0643.1.p	AALP_AA1G069800
OG0000691	Carub.0001s0976.1.p	AALP_AA1G109500, AALP_AA1G109600
OG0000692	Carub.0006s1578.1.p, Carub.0006s1577.1.p	AALP_AA8G187200, AALP_AA8G186800
OG0000692	Carub.0003s0262.1.p	AALP_AA3G064400, AALP_AA3G064500, AALP_AAs43670U000100
OG0000693	Carub.0001s2678.1.p	AALP_AA1G292200
OG0000693	Carub.0004s1550.1.p	AALP_AAs55026U000700
OG0000694	Carub.0003s2297.1.p	AALP_AA3G261100
OG0000694	Carub.0007s2749.1.p, Carub.0007s2750.1.p, Carub.0007s2751.1.p	AALP_AAs41881U000200, AALP_AAs41881U000100
OG0000697	Carub.0001s3492.1.p, Carub.0003s1501.1.p	AALP_AA3G172000, AALP_AA3G171800
OG0000698	Carub.0002s0199.1.p	AALP_AA2G010400
OG0000699	Carub.0001s1714.1.p	AALP_AA1G192300
OG0000699	Carub.0001s4331.1.p	AALP_AA4G020900
OG0000699	Carub.0003s1371.1.p	AALP_AA3G157700
OG0000700	Carub.0004s1535.1.p, Carub.0004s1534.1.p, Carub.0002s2549.1.p	AALP_AA5G025900
OG0000702	Carub.0003s1881.1.p	AALP_AA3G216500
OG0000702	Carub.0003s1884.1.p	AALP_AA3G216800
OG0000703	Carub.0006s0326.1.p, Carub.0006s0230.1.p, Carub.0003s0820.1.p	AALP_AA8G107600, AALP_AA8G107300
OG0000704	Carub.0004s2040.1.p	AALP_AAs67030U000100
OG0000706	Carub.0006s0356.1.p	AALP_AA8G040400
OG0000706	Carub.0003s0980.1.p	AALP_AA3G114600
OG0000707	Carub.0001s2009.1.p	AALP_AA1G224300
OG0000707	Carub.0001s2010.1.p	AALP_AA1G224400
OG0000707	Carub.0007s0522.1.p	AALP_AA7G222700
OG0000708	Carub.0005s2932.1.p	AALP_AA5G284000
OG0000709	Carub.0005s2411.1.p, Carub.0005s2410.1.p, Carub.0002s0450.1.p	AALP_AA5G216400
OG0000709	Carub.0005s2409.1.p	AALP_AA5G216300, AALP_AA5G216700
OG0000710	Carub.0001s0702.1.p	AALP_AA1G079700
OG0000711	Carub.0004s1274.1.p, Carub.0004s1350.1.p, Carub.0004s1399.1.p, Carub.0004s1432.1.p	AALP_AA3G173500
OG0000712	Carub.0006s0144.1.p, Carub.0006s0188.1.p, Carub.0006s0189.1.p, Carub.0006s1742.1.p	AALP_AA2G252500, AALP_AA2G252200
OG0000713	Carub.0007s3234.1.p	AALP_AA6G359800
OG0000714	Carub.0003s3397.1.p	AALP_AA3G359300
OG0000715	Carub.0007s2119.1.p	AALP_AA7G025900
OG0000715	Carub.0001s2952.1.p	AALP_AA1G317400
OG0000715	Carub.0004s1676.1.p	AALP_AA4G120600
OG0000716	Carub.0007s0194.1.p	AALP_AA7G279700
OG0000716	Carub.0007s0695.1.p	AALP_AA7G201500
OG0000716	Carub.0001s2194.1.p	AALP_AA1G245000
OG0000717	Carub.0003s1581.1.p	AALP_AA3G182300, AALP_AA4G037100
OG0000718	Carub.0007s1368.1.p, Carub.0007s1370.1.p, Carub.0008s0615.1.p, Carub.0007s1367.1.p, Carub.0007s1369.1.p	AALP_AA1G150300, AALP_AA1G345700, AALP_AA2G114400
OG0000719	Carub.0006s2104.1.p	AALP_AA3G211700
OG0000719	Carub.0003s1984.1.p	AALP_AA3G229200
OG0000719	Carub.0001s3941.1.p	AALP_AA4G054500
OG0000721	Carub.0004s2216.1.p	AALP_AA4G185700
OG0000721	Carub.0003s1056.1.p, Carub.0003s0831.1.p	AALP_AA3G096900, AALP_AA3G123100
OG0000722	Carub.0005s1193.1.p	AALP_AA5G084600
OG0000722	Carub.0008s2048.1.p	AALP_AA8G394400
OG0000723	Carub.0008s1714.1.p	AALP_AA8G354800, AALP_AA3G361100
OG0000724	Carub.0006s1527.1.p, Carub.0006s1529.1.p	AALP_AA8G182000
OG0000725	Carub.0003s2942.1.p, Carub.0003s2592.1.p, Carub.0007s2958.1.p, Carub.0004s0946.1.p, Carub.0004s0776.1.p	AALP_AA3G128000
OG0000726	Carub.0002s2537.1.p	AALP_AA2G228200
OG0000730	Carub.0004s2876.1.p	AALP_AA4G250700
OG0000730	Carub.0001s0068.1.p	AALP_AA1G007800
