Orthogroup	Brassica_oleracea	Boechera_stricta
OG0000959	Bo8g098020, Bo6g079580, Bo4g098560, Bo4g098580, Bo4g098570	Bostr.13158s0267.1.p
OG0000959	Bo4g098590, Bo5g139490	Bostr.13404s0078.1.p
OG0000960	Bo9g065550, Bo7g075740	Bostr.28243s0057.1.p
OG0000960	Bo7g105520, Bo8g049770, Bo1g017970	Bostr.30275s0254.1.p
OG0000961	Bo9g126040, Bo3g020870	Bostr.26833s0610.1.p
OG0000961	Bo3g065560	Bostr.3640s0140.1.p
OG0000961	Bo3g185270, Bo6g051350	Bostr.6758s0028.1.p
OG0000962	Bo8g077590, Bo1g078730	Bostr.18473s0028.1.p
OG0000963	Bo2g036550, Bo9g123330	Bostr.26833s0655.1.p
OG0000963	Bo1g045290	Bostr.7867s0468.1.p
OG0000963	Bo3g003070	Bostr.13129s0466.1.p
OG0000964	Bo01178s060	Bostr.10689s0032.1.p
OG0000964	Bo7g067470	Bostr.3148s0013.1.p
OG0000964	Bo9g059990	Bostr.3148s0014.1.p
OG0000965	Bo3g171170, Bo7g030990, Bo3g084060, Bo3g084070	Bostr.10058s0025.1.p, Bostr.19424s0092.1.p
OG0000966	Bo9g139360	Bostr.26833s0302.1.p
OG0000966	Bo9g184810	Bostr.6251s0062.1.p
OG0000967	Bo4g162590	Bostr.28794s0022.1.p
OG0000967	Bo00957s090, Bo8g055770	Bostr.25219s0102.1.p
OG0000967	Bo8g055810, Bo5g009000	Bostr.25219s0101.1.p
OG0000968	Bo9g024300	Bostr.18351s0157.1.p, Bostr.18921s0001.1.p
OG0000968	Bo7g016090, Bo3g091950	Bostr.18351s0158.1.p
OG0000969	Bo3g137090	Bostr.12659s0335.1.p
OG0000970	Bo3g035570	Bostr.11568s0051.1.p
OG0000970	Bo4g111530, Bo6g072620, Bo8g091410	Bostr.20505s0043.1.p
OG0000971	Bo1g055470, Bo8g040960, Bo7g103940, Bo7g103930, Bo1g055460, Bo1g072500, Bo8g040970	Bostr.17584s0001.1.p
OG0000972	Bo9g111270	Bostr.26833s0934.1.p
OG0000972	Bo5g139640	Bostr.16371s0001.1.p
OG0000973	Bo5g146610	Bostr.2570s0170.1.p, Bostr.2570s0171.1.p
OG0000973	Bo2g155220, Bo2g155110, Bo7g093490	Bostr.29827s0052.1.p, Bostr.29827s0054.1.p
OG0000974	Bo4g096730, Bo9g029170, Bo9g029180	Bostr.9600s0010.1.p, Bostr.9600s0002.1.p, Bostr.9600s0005.1.p
OG0000974	Bo9g035480	Bostr.9600s0009.1.p
OG0000975	Bo2g095290, Bo2g041810, Bo7g061230, Bo3g165580	Bostr.7128s0687.1.p
OG0000976	Bo13160s010, Bo3g032570	Bostr.4910s0001.1.p, Bostr.26527s0454.1.p, Bostr.2618s0046.1.p
OG0000977	Bo02992s010, Bo5g004600, Bo8g115570	Bostr.26675s0310.1.p
OG0000977	Bo9g059030, Bo2g119250	Bostr.3148s0140.1.p
OG0000978	Bo2g011210	Bostr.2902s0072.1.p
OG0000978	Bo3g009140, Bo9g166800, Bo7g011450	Bostr.2902s0070.1.p, Bostr.2902s0071.1.p
OG0000979	Bo9g088340, Bo2g109310	Bostr.25463s0276.1.p
OG0000979	Bo9g059150, Bo2g119340, Bo6g049550	Bostr.3359s0052.1.p, Bostr.29827s0094.1.p
OG0000980	Bo5g132850, Bo9g019150, Bo2g168020, Bo7g063630	Bostr.0568s0168.1.p
OG0000980	Bo8g079200, Bo7g099150	Bostr.6864s0247.1.p
OG0000982	Bo8g053000, Bo1g051080, Bo7g111760	Bostr.7867s0626.1.p
OG0000982	Bo9g111050, Bo3g022760, Bo2g045930	Bostr.26833s0952.1.p
OG0000983	Bo6g077260, Bo6g077190, Bo4g104940, Bo8g095300	Bostr.13158s0058.1.p
OG0000983	Bo4g195370, Bo3g037560	Bostr.25993s0262.1.p
OG0000984	Bo1g011940, Bo3g175440	Bostr.7867s0826.1.p
OG0000985	Bo1g052930, Bo7g104990	Bostr.30275s0172.1.p
OG0000986	Bo6g118990, Bo6g086800	Bostr.3288s0126.1.p
OG0000986	Bo3g135940	Bostr.18473s0164.1.p
OG0000986	Bo3g107370	Bostr.0568s0545.1.p
OG0000987	Bo8g098080, Bo4g098540, Bo8g098070	Bostr.13158s0276.1.p
OG0000988	Bo7g019870, Bo7g019810	Bostr.18351s0083.1.p
OG0000989	Bo9g148160, Bo3g146440	Bostr.3640s0137.1.p
OG0000989	Bo3g015640, Bo3g015650, Bo2g024410, Bo2g024340	Bostr.23794s0866.1.p
OG0000990	Bo1g091710, Bo4g084820	Bostr.10040s0211.1.p
OG0000990	Bo2g116200, Bo2g068060	Bostr.10273s0327.1.p
OG0000990	Bo8g075000	Bostr.12659s0231.1.p
OG0000991	Bo5g123300, Bo5g123260	Bostr.19424s0940.1.p
OG0000992	Bo2g044700, Bo3g022580	Bostr.26833s0929.1.p
OG0000992	Bo1g050820	Bostr.7867s0602.1.p
OG0000992	Bo9g111330	Bostr.26833s0930.1.p
OG0000993	Bo9g009600	Bostr.2392s0054.1.p
OG0000993	Bo3g026780, Bo4g179420, Bo4g045690	Bostr.23794s0837.1.p
OG0000994	Bo1g028360	Bostr.7867s0033.1.p
OG0000995	Bo5g039390, Bo7g056220, Bo8g073720	Bostr.12659s0190.1.p
OG0000995	Bo6g094670, Bo2g068380, Bo6g112200	Bostr.10273s0295.1.p
OG0000996	Bo6g066640	Bostr.17016s0002.1.p
OG0000996	Bo8g117780, Bo5g002620	Bostr.5325s0045.1.p
OG0000997	Bo4g188130, Bo4g026430, Bo4g026470, Bo4g026510, Bo4g026480	Bostr.23794s0137.1.p
OG0000997	Bo8g089490	Bostr.0697s0132.1.p
OG0000998	Bo4g161320, Bo4g077060	Bostr.28794s0002.1.p, Bostr.29505s0043.1.p
OG0000999	Bo3g019360, Bo2g032470, Bo9g133020	Bostr.26833s0525.1.p
OG0000999	Bo1g014490, Bo7g114230, Bo3g175750	Bostr.7867s0867.1.p
OG0001000	Bo8g050600	Bostr.7867s0338.1.p, Bostr.7867s0337.1.p
OG0001000	Bo5g022350	Bostr.7128s0309.1.p
OG0001000	Bo8g105190	Bostr.7128s0310.1.p
OG0001001	Bo6g110590, Bo6g095030, Bo6g110580	Bostr.10273s0363.1.p
OG0001001	Bo7g054590, Bo5g041460	Bostr.12659s0279.1.p
OG0001002	Bo9g177060	Bostr.13129s0416.1.p
OG0001002	Bo4g087110, Bo9g102500, Bo22802s010, Bo6g056220, Bo8g024350, Bo1g141220, Bo5g136850	Bostr.19424s1046.1.p
OG0001003	Bo6g084910, Bo6g120450, Bo2g089880	Bostr.20129s0078.1.p
OG0001003	Bo5g030670, Bo01640s010, Bo01640s020, Bo7g061360	Bostr.7128s0672.1.p
OG0001004	Bo6g078170, Bo8g097330, Bo4g100110	Bostr.13158s0188.1.p
OG0001004	Bo4g197200, Bo4g007120, Bo3g039340	Bostr.25993s0106.1.p
OG0001005	Bo8g079380, Bo1g082420	Bostr.6864s0240.1.p
OG0001006	Bo9g094260, Bo2g105190	Bostr.25463s0084.1.p
OG0001007	Bo4g015880	Bostr.25993s0546.1.p
OG0001007	Bo3g022130	Bostr.20903s0028.1.p
OG0001008	Bo6g076080, Bo8g092900	Bostr.20903s0116.1.p
OG0001008	Bo4g017330	Bostr.25993s0504.1.p
OG0001009	Bo5g021790, Bo5g021740, Bo09984s010	Bostr.7128s0246.1.p
OG0001010	Bo9g023950	Bostr.18351s0087.1.p, Bostr.18351s0084.1.p
OG0001010	Bo5g074090, Bo6g018230, Bo8g013980	Bostr.26675s0241.1.p
OG0001011	Bo7g052910, Bo3g138620	Bostr.12659s0405.1.p
OG0001011	Bo9g075890	Bostr.13671s0114.1.p, Bostr.0556s0251.1.p
OG0001012	Bo9g130610	Bostr.26833s0559.1.p
OG0001013	Bo1g005620, Bo7g117990, Bo1g005610, Bo3g154130	Bostr.7867s1508.1.p
OG0001014	Bo1g123570, Bo3g068330, Bo02952s010, Bo5g126220	Bostr.28625s0057.1.p
OG0001014	Bo6g040000, Bo3g181150, Bo6g027640	Bostr.0124s0003.1.p
OG0001015	Bo4g195780, Bo4g024960, Bo3g038980	Bostr.25993s0194.1.p, Bostr.24513s0189.1.p
OG0001015	Bo4g101520, Bo8g095730	Bostr.13158s0112.1.p
OG0001016	Bo5g003530, Bo3g169230, Bo2g161040	Bostr.4824s0071.1.p
OG0001016	Bo01031s010, Bo9g005920	Bostr.2983s0205.1.p
OG0001017	Bo8g107310, Bo5g017580	Bostr.13671s0096.1.p
OG0001017	Bo7g081750	Bostr.0556s0218.1.p
OG0001018	Bo03652s010, Bo7g011540, Bo7g011550, Bo17747s010	Bostr.0116s0001.1.p
OG0001018	Bo1g005670, Bo7g117960	Bostr.7867s1503.1.p
OG0001019	Bo2g046210	Bostr.3877s0005.1.p
OG0001019	Bo5g035260	Bostr.12659s0066.1.p
OG0001019	Bo6g121660	Bostr.20129s0234.1.p
OG0001020	Bo6g122180	Bostr.20129s0302.1.p
OG0001021	Bo6g008130, Bo8g019320, Bo4g043520	Bostr.12302s0142.1.p
OG0001021	Bo2g117970, Bo4g078510	Bostr.3148s0174.1.p
OG0001022	Bo3g035430, Bo4g013010	Bostr.9345s0013.1.p
OG0001022	Bo8g091030, Bo6g072330, Bo4g112780, Bo4g112790	Bostr.20505s0080.1.p
OG0001023	Bo3g179890, Bo6g024770, Bo5g081270	Bostr.26675s0076.1.p
OG0001023	Bo6g022460, Bo6g022280	Bostr.26675s0109.1.p
OG0001024	Bo5g004180	Bostr.26675s0397.1.p
OG0001024	Bo2g120860, Bo7g067090	Bostr.3148s0047.1.p
OG0001025	Bo7g081390	Bostr.0556s0173.1.p
OG0001025	Bo8g107210, Bo8g107200, Bo8g065690, Bo8g065670, Bo5g017880	Bostr.13671s0070.1.p
OG0001026	Bo15171s010, Bo18089s010, Bo20331s010	Bostr.10373s0001.1.p, Bostr.23794s0374.1.p, Bostr.26326s0116.1.p
OG0001026	Bo8g079230	Bostr.26959s0041.1.p
OG0001026	Bo4g107720	Bostr.26959s0394.1.p, Bostr.29827s0118.1.p
OG0001026	Bo3g113320	Bostr.12659s0087.1.p
OG0001026	Bo3g027510, Bo9g021830, Bo28182s010	Bostr.18351s0362.1.p
OG0001026	Bo9g113970	Bostr.29268s0014.1.p, Bostr.7128s0479.1.p
OG0001027	Bo4g030110	Bostr.23794s0294.1.p
OG0001027	Bo3g032000	Bostr.23794s0296.1.p
OG0001027	Bo4g142630, Bo4g142650, Bo3g031990	Bostr.21794s0002.1.p
OG0001028	Bo7g059390	Bostr.18002s0001.1.p
OG0001028	Bo7g059360	Bostr.24898s0001.1.p, Bostr.13839s0001.1.p
OG0001029	Bo4g173390, Bo4g053980, Bo3g024800	Bostr.24513s0155.1.p, Bostr.24513s0156.1.p
OG0001029	Bo5g007670	Bostr.25219s0289.1.p
OG0001030	Bo1g126050	Bostr.28625s0120.1.p
OG0001030	Bo6g030560	Bostr.0124s0050.1.p
OG0001032	Bo2g046160	Bostr.26833s0972.1.p
OG0001032	Bo3g022930	Bostr.26833s0970.1.p
OG0001032	Bo1g050880	Bostr.7867s0606.1.p
OG0001033	Bo1g153460, Bo5g148620	Bostr.2570s0323.1.p
OG0001033	Bo3g012980, Bo01471s010, Bo2g014290	Bostr.26527s0397.1.p
OG0001034	Bo4g190580, Bo3g035260, Bo4g012830, Bo4g012840	Bostr.9345s0042.1.p
OG0001034	Bo8g090970, Bo4g112900, Bo6g072210	Bostr.20505s0093.1.p
OG0001035	Bo03924s010, Bo6g105260	Bostr.7128s0386.1.p
OG0001036	Bo2g011410, Bo2g011440, Bo9g171960, Bo9g166610	Bostr.2902s0096.1.p
OG0001036	Bo7g003840, Bo5g075150, Bo6g018140	Bostr.26675s0246.1.p
OG0001037	Bo9g157450, Bo3g012970	Bostr.26527s0398.1.p
OG0001037	Bo1g153470, Bo3g057200, Bo5g148630	Bostr.2570s0324.1.p, Bostr.2570s0328.1.p
OG0001038	Bo8g117190, Bo5g003570	Bostr.4824s0075.1.p
OG0001038	Bo4g098420, Bo8g098240, Bo6g079680	Bostr.30057s0067.1.p, Bostr.13158s0295.1.p
OG0001039	Bo2g161370	Bostr.26833s0122.1.p
OG0001039	Bo7g098380, Bo7g098370, Bo9g014510	Bostr.26833s0120.1.p
OG0001040	Bo3g085600	Bostr.19424s0012.1.p
OG0001040	Bo2g144900, Bo9g008350, Bo7g085890	Bostr.0556s0449.1.p
OG0001041	Bo3g097940	Bostr.0568s0228.1.p
OG0001041	Bo9g153700, Bo2g009920, Bo3g006690	Bostr.13175s0046.1.p
OG0001042	Bo9g071530	Bostr.0556s0031.1.p
OG0001042	Bo5g019810	Bostr.24340s0004.1.p
OG0001043	Bo8g100270, Bo16423s010	Bostr.13404s0083.1.p
OG0001044	Bo8g098760	Bostr.26326s0016.1.p
OG0001044	Bo9g175200	Bostr.13129s0250.1.p
OG0001044	Bo3g107820	Bostr.26833s0010.1.p
OG0001045	Bo6g043920, Bo8g025670	Bostr.20910s0014.1.p
OG0001045	Bo3g047220, Bo9g083170, Bo4g120190, Bo2g111860	Bostr.3877s0004.1.p
OG0001046	Bo8g079180, Bo1g081340, Bo7g099120	Bostr.6864s0251.1.p
OG0001047	Bo6g071150, Bo8g090870	Bostr.20505s0106.1.p
OG0001048	Bo1g047950, Bo9g165820, Bo8g052650	Bostr.7867s0533.1.p
OG0001048	Bo3g076110, Bo1g108810	Bostr.19424s0592.1.p
OG0001049	Bo8g051400, Bo7g111110, Bo7g111070, Bo7g111140, Bo7g111100, Bo7g111120	Bostr.7903s0134.1.p
OG0001049	Bo4g157530	Bostr.0568s0124.1.p
OG0001050	Bo3g142920	Bostr.15697s0104.1.p
OG0001050	Bo8g100700	Bostr.21942s0004.1.p
OG0001050	Bo3g153370, Bo7g118640	Bostr.7867s1623.1.p
OG0001051	Bo6g091570, Bo2g075650	Bostr.10273s0120.1.p
OG0001051	Bo8g104980, Bo5g023660	Bostr.7128s0340.1.p
OG0001052	Bo11245s010, Bo5g018200, Bo13207s010, Bo5g019270, Bo8g107010, Bo8g107020, Bo8g065930	Bostr.13671s0045.1.p
OG0001053	Bo3g122110	Bostr.0556s0738.1.p
OG0001053	Bo5g008900, Bo5g008920, Bo8g011040	Bostr.25219s0114.1.p
OG0001054	Bo3g134680, Bo3g134660, Bo3g114960	Bostr.18473s0250.1.p, Bostr.18473s0206.1.p, Bostr.18473s0211.1.p, Bostr.18473s0199.1.p, Bostr.7200s0039.1.p
OG0001055	Bo7g120850	Bostr.25542s0014.1.p
OG0001055	Bo9g024430, Bo3g092310	Bostr.18351s0189.1.p
OG0001055	Bo7g117330, Bo1g006550	Bostr.7867s1393.1.p
OG0001056	Bo8g102170	Bostr.7903s0072.1.p
OG0001056	Bo6g030880	Bostr.0124s0079.1.p
OG0001056	Bo5g126960	Bostr.28625s0144.1.p
OG0001058	Bo9g021740, Bo01228s010	Bostr.0568s0086.1.p
OG0001058	Bo7g099430, Bo7g099440, Bo1g062660	Bostr.6864s0175.1.p
OG0001059	Bo3g064690	Bostr.19424s1128.1.p
OG0001059	Bo4g186790, Bo3g031660, Bo4g030710	Bostr.23794s0357.1.p
OG0001060	Bo21950s010, Bo7g092850, Bo7g092540, Bo5g077560, Bo8g011140	Bostr.15774s0044.1.p
OG0001061	Bo8g099420	Bostr.26326s0168.1.p
OG0001061	Bo7g115430, Bo3g173600, Bo1g010900	Bostr.7867s1037.1.p
OG0001062	Bo3g009950, Bo9g165610	Bostr.2902s0219.1.p
OG0001062	Bo3g091760	Bostr.18351s0144.1.p, Bostr.18351s0145.1.p
OG0001063	Bo5g145010	Bostr.2570s0083.1.p
OG0001064	Bo2g095820	Bostr.26959s0261.1.p, Bostr.26959s0262.1.p, Bostr.5022s0087.1.p, Bostr.26959s0259.1.p, Bostr.25463s0359.1.p, Bostr.20129s0455.1.p
OG0001065	Bo4g030930, Bo00703s070, Bo4g186580, Bo3g122050, Bo3g031470	Bostr.23794s0388.1.p
OG0001065	Bo6g067240, Bo8g082610, Bo3g054650	Bostr.23493s0002.1.p
OG0001066	Bo4g041200, Bo3g027570, Bo4g182380	Bostr.23794s0695.1.p
OG0001066	Bo5g057320, Bo7g045830	Bostr.15697s0202.1.p
OG0001067	Bo17698s010, Bo3g109630	Bostr.18473s0014.1.p
OG0001068	Bo8g104720, Bo8g104680, Bo8g104690, Bo8g104710, Bo9g059460	Bostr.7128s0370.1.p
OG0001068	Bo4g139600	Bostr.3751s0038.1.p, Bostr.3751s0027.1.p, Bostr.3751s0036.1.p, Bostr.3751s0042.1.p, Bostr.3751s0041.1.p, Bostr.3751s0024.1.p, Bostr.3751s0033.1.p, Bostr.3751s0029.1.p
OG0001069	Bo1g102140, Bo5g093040, Bo1g102420, Bo1g102410, Bo3g081740, Bo3g081710	Bostr.19424s0315.1.p, Bostr.15697s0079.1.p
OG0001070	Bo5g093030, Bo00831s050, Bo1g131210, Bo8g067530	Bostr.7128s0399.1.p
OG0001070	Bo6g116760, Bo6g087810	Bostr.10273s0021.1.p
OG0001071	Bo4g049530	Bostr.18351s0041.1.p, Bostr.18351s0052.1.p, Bostr.18351s0053.1.p
OG0001071	Bo2g164270, Bo5g039860, Bo01394s020	Bostr.11568s0039.1.p, Bostr.1774s0021.1.p
OG0001072	Bo1g102170	Bostr.19424s0317.1.p
OG0001072	Bo3g129960, Bo8g002640, Bo5g004190	Bostr.26959s0345.1.p
OG0001074	Bo4g021070	Bostr.25993s0391.1.p
OG0001074	Bo3g036890, Bo3g036930, Bo3g036870, Bo4g021060	Bostr.25993s0392.1.p
OG0001075	Bo1g040480, Bo7g110530	Bostr.7867s0392.1.p
OG0001075	Bo3g019180, Bo9g133420, Bo2g029180	Bostr.26833s0486.1.p
OG0001076	Bo6g086720, Bo2g082410, Bo6g119140	Bostr.3288s0143.1.p
OG0001076	Bo5g027170, Bo8g102890, Bo8g068340	Bostr.7128s0524.1.p
OG0001077	Bo3g010160, Bo00958s040, Bo2g012450	Bostr.2902s0255.1.p
OG0001078	Bo8g007130, Bo5g007510	Bostr.25219s0314.1.p
OG0001078	Bo4g053800	Bostr.24513s0135.1.p
OG0001079	Bo4g104920, Bo6g077270	Bostr.13158s0060.1.p
OG0001080	Bo3g042050, Bo8g098980	Bostr.26326s0077.1.p
OG0001080	Bo3g065700, Bo5g132250, Bo1g135050	Bostr.3640s0159.1.p
OG0001081	Bo5g059800, Bo3g144150, Bo7g045390	Bostr.15697s0245.1.p
OG0001081	Bo9g065390, Bo2g130190	Bostr.4485s0014.1.p
OG0001082	Bo3g003310	Bostr.13129s0426.1.p
OG0001083	Bo3g111080, Bo3g111060, Bo6g087310, Bo6g087320	Bostr.0597s0172.1.p
OG0001085	Bo2g048050	Bostr.7305s0005.1.p
OG0001085	Bo4g182730, Bo2g048040	Bostr.7305s0052.1.p
OG0001085	Bo9g104840	Bostr.13083s0052.1.p, Bostr.7305s0054.1.p
OG0001086	Bo7g083940	Bostr.0556s0358.1.p, Bostr.0556s0357.1.p, Bostr.0556s0413.1.p
OG0001088	Bo7g109450, Bo1g037760	Bostr.7867s0233.1.p
OG0001088	Bo3g042560, Bo9g095420	Bostr.15774s0104.1.p
OG0001089	Bo3g140230	Bostr.7867s1326.1.p
OG0001089	Bo1g007100, Bo3g168710	Bostr.7867s1325.1.p
OG0001090	Bo7g039010, Bo3g081910, Bo1g101280	Bostr.19424s0256.1.p
OG0001091	Bo7g082750	Bostr.0556s0329.1.p
OG0001091	Bo8g065110, Bo8g107860	Bostr.13671s0155.1.p
OG0001092	Bo2g092570, Bo6g121360	Bostr.20129s0186.1.p
OG0001092	Bo8g071060, Bo7g059890, Bo5g034780	Bostr.12659s0026.1.p
OG0001093	Bo9g025880, Bo7g009960	Bostr.18351s0323.1.p
OG0001093	Bo3g153930, Bo1g005450, Bo7g118140	Bostr.7867s1530.1.p
OG0001094	Bo9g071580, Bo01320s010, Bo5g118820, Bo32745s010, Bo15323s010, Bo5g118810, Bo00679s140, Bo5g118680	Bostr.0556s0035.1.p
OG0001095	Bo3g034530, Bo2g165930	Bostr.3288s0004.1.p
OG0001096	Bo8g098350, Bo4g098290	Bostr.13158s0305.1.p
OG0001097	Bo2g043390, Bo01233s030, Bo3g022460	Bostr.26833s0890.1.p
OG0001097	Bo7g111470, Bo1g049450	Bostr.7867s0574.1.p
OG0001098	Bo3g057460, Bo1g152070, Bo5g148130	Bostr.2570s0251.1.p
OG0001098	Bo2g152940, Bo9g009940, Bo7g093200	Bostr.29827s0004.1.p
OG0001099	Bo5g072820, Bo8g012900	Bostr.26675s0294.1.p
OG0001099	Bo1g117740, Bo1g118820, Bo3g071470, Bo5g118890	Bostr.19424s0834.1.p
OG0001100	Bo1g047930, Bo8g052640	Bostr.7867s0531.1.p
OG0001100	Bo7g006080	Bostr.22687s0001.1.p
OG0001101	Bo1g001080, Bo7g119780	Bostr.18473s0342.1.p, Bostr.24950s0001.1.p, Bostr.25542s0026.1.p
OG0001102	Bo3g062020	Bostr.22252s0131.1.p
OG0001103	Bo6g103990, Bo2g056070	Bostr.26959s0148.1.p
OG0001103	Bo7g050120, Bo3g141270	Bostr.4766s0002.1.p
OG0001104	Bo6g079440, Bo8g097820	Bostr.13158s0248.1.p
OG0001104	Bo3g039670, Bo4g004540, Bo4g198610	Bostr.25993s0020.1.p
OG0001105	Bo8g038110	Bostr.23794s0624.1.p, Bostr.0597s0068.1.p
OG0001105	Bo1g103500, Bo3g081550, Bo5g093140	Bostr.19424s0351.1.p
OG0001106	Bo00576s040, Bo8g082860, Bo6g067380	Bostr.11793s0047.1.p
OG0001106	Bo4g030760, Bo4g186760, Bo3g031610	Bostr.23794s0362.1.p
OG0001107	Bo02154s010, Bo3g149020, Bo5g062950	Bostr.1693s0001.1.p
OG0001108	Bo3g045670, Bo3g153460, Bo9g079660	Bostr.25463s0071.1.p
OG0001109	Bo3g058690, Bo9g010140, Bo1g151830, Bo5g146890, Bo7g093320, Bo2g153000	Bostr.2570s0202.1.p
OG0001110	Bo8g067080, Bo8g067110, Bo5g023700	Bostr.7128s0345.1.p
OG0001110	Bo6g115900, Bo2g075720, Bo6g091520	Bostr.10273s0108.1.p
OG0001111	Bo5g038910	Bostr.12659s0138.1.p
OG0001111	Bo9g088070, Bo3g044540	Bostr.25463s0319.1.p
OG0001112	Bo8g029060	Bostr.22252s0142.1.p
OG0001113	Bo3g061360	Bostr.22252s0269.1.p
OG0001114	Bo4g151200, Bo8g100720	Bostr.15774s0046.1.p
OG0001115	Bo3g045460	Bostr.25463s0120.1.p
OG0001115	Bo2g107500	Bostr.25463s0119.1.p
OG0001115	Bo7g108340	Bostr.7867s0079.1.p
OG0001116	Bo9g010830, Bo7g095070, Bo2g155760	Bostr.29827s0155.1.p, Bostr.29827s0153.1.p
OG0001116	Bo5g145020, Bo3g060210, Bo1g150270	Bostr.2570s0084.1.p
OG0001117	Bo7g118230, Bo3g153810, Bo1g005320	Bostr.7867s1544.1.p
OG0001117	Bo4g151810, Bo8g100320	Bostr.27895s0123.1.p
OG0001118	Bo8g050740, Bo7g110320, Bo3g024240	Bostr.7867s0360.1.p, Bostr.7867s0361.1.p, Bostr.7867s0359.1.p
OG0001119	Bo9g119020	Bostr.26833s0767.1.p
OG0001119	Bo9g185070, Bo2g001320	Bostr.7867s1158.1.p, Bostr.6251s0102.1.p
OG0001120	Bo9g141120	Bostr.26833s0220.1.p
OG0001120	Bo9g141110	Bostr.25219s0556.1.p, Bostr.26833s0221.1.p, Bostr.7867s0314.1.p
OG0001121	Bo4g140020, Bo4g140040	Bostr.18994s0001.1.p
OG0001122	Bo3g026570, Bo4g177820	Bostr.24513s0012.1.p
OG0001123	Bo2g004150	Bostr.2128s0090.1.p
OG0001123	Bo5g137850	Bostr.22252s0072.1.p
OG0001123	Bo3g002480	Bostr.2128s0089.1.p
OG0001124	Bo9g163820, Bo3g010610, Bo3g010690	Bostr.2902s0308.1.p
OG0001124	Bo3g055560, Bo5g152750, Bo1g157460	Bostr.1460s0141.1.p
OG0001125	Bo7g056190, Bo5g039570	Bostr.12659s0202.1.p
OG0001125	Bo6g079330, Bo4g098860, Bo3g039510	Bostr.25993s0056.1.p
OG0001126	Bo1g152230, Bo5g148430	Bostr.2570s0302.1.p
OG0001126	Bo9g157320, Bo3g013050, Bo2g015440	Bostr.26527s0381.1.p
OG0001127	Bo3g032050	Bostr.23794s0285.1.p
OG0001127	Bo4g120490, Bo6g067720, Bo8g083250	Bostr.0697s0006.1.p
OG0001128	Bo1g055020, Bo8g043380, Bo7g104270	Bostr.30275s0067.1.p
OG0001128	Bo1g122790, Bo5g123450	Bostr.19424s0958.1.p
OG0001129	Bo2g080650	Bostr.10273s0004.1.p
OG0001129	Bo3g071350	Bostr.19424s0872.1.p
OG0001130	Bo9g121080, Bo2g037680	Bostr.29044s0011.1.p, Bostr.26833s0676.1.p
OG0001131	Bo4g115560, Bo8g090060	Bostr.20505s0190.1.p
OG0001131	Bo4g188600, Bo3g034470, Bo4g025890	Bostr.23794s0087.1.p
OG0001132	Bo4g187860	Bostr.23794s0180.1.p, Bostr.12645s0012.1.p
OG0001132	Bo3g032900	Bostr.23794s0184.1.p
OG0001133	Bo4g115280, Bo6g069980, Bo8g090640	Bostr.20505s0130.1.p
OG0001133	Bo4g012560, Bo4g190130	Bostr.23794s0017.1.p
OG0001134	Bo7g075370, Bo8g049880, Bo7g105760, Bo9g064220, Bo1g019210	Bostr.2633s0001.1.p
OG0001135	Bo9g162980	Bostr.2618s0002.1.p
OG0001136	Bo6g120420	Bostr.20129s0074.1.p
OG0001136	Bo8g070330, Bo5g030560, Bo7g061450	Bostr.7128s0660.1.p
OG0001138	Bo1g155100	Bostr.1460s0209.1.p
OG0001139	Bo7g096420, Bo2g159180	Bostr.5763s0031.1.p
OG0001139	Bo3g006750, Bo9g171900, Bo2g009980	Bostr.13175s0035.1.p
OG0001140	Bo7g062240, Bo1g105520, Bo5g027760	Bostr.7128s0578.1.p
OG0001140	Bo6g119680, Bo2g083970, Bo6g086260	Bostr.3288s0204.1.p
OG0001141	Bo9g054590, Bo4g081080	Bostr.8169s0006.1.p
OG0001141	Bo5g009700, Bo8g058320	Bostr.25219s0013.1.p
OG0001142	Bo9g117400, Bo2g041770	Bostr.26833s0826.1.p
OG0001142	Bo1g048190, Bo8g052720, Bo7g111340	Bostr.7867s0551.1.p
OG0001143	Bo5g043180, Bo3g138630	Bostr.12659s0406.1.p
OG0001144	Bo3g093810, Bo9g026330	Bostr.18351s0256.1.p
OG0001144	Bo3g156840, Bo7g117750, Bo1g005990	Bostr.7867s1470.1.p
OG0001145	Bo4g027010	Bostr.6251s0038.1.p
OG0001145	Bo1g144490, Bo5g139310, Bo3g062000	Bostr.22252s0128.1.p
OG0001146	Bo7g111780, Bo8g054030, Bo1g051110	Bostr.7867s0628.1.p
OG0001146	Bo2g160750, Bo7g097290, Bo9g013840	Bostr.10199s0031.1.p
OG0001147	Bo2g055690	Bostr.26959s0178.1.p
OG0001147	Bo2g018200, Bo00852s050	Bostr.26527s0242.1.p
OG0001148	Bo3g026870, Bo3g027120, Bo3g026880	Bostr.23794s0794.1.p, Bostr.23794s0817.1.p
OG0001149	Bo3g108030	Bostr.26833s0032.1.p
OG0001149	Bo3g004270, Bo9g175270	Bostr.13129s0242.1.p
OG0001150	Bo3g167180, Bo3g167140, Bo7g117240, Bo24049s010, Bo7g117250, Bo09057s010	Bostr.7867s1375.1.p
OG0001151	Bo9g007820	Bostr.0556s0301.1.p
OG0001151	Bo7g082520	Bostr.0556s0299.1.p, Bostr.0556s0300.1.p
OG0001152	Bo4g017230, Bo4g192810, Bo3g036220	Bostr.25993s0495.1.p
