Orthogroup	Brassica_oleracea	Arabidopsis_thaliana
OG0002721	Bo4g141970	AT5G41310
OG0002721	Bo9g029220, Bo9g035470	AT1G63640
OG0002722	Bo00831s030	AT1G17940
OG0002722	Bo6g116780	AT1G73390
OG0002723	Bo6g026190, Bo1g131270, Bo3g181390	AT1G51710
OG0002725	Bo9g042220, Bo4g086670, Bo1g098020	AT1G61250
OG0002725	Bo5g013530	AT1G11180
OG0002726	Bo7g117200	AT4G35100
OG0002726	Bo3g167200, Bo1g006730	AT2G16850
OG0002727	Bo3g016820, Bo2g023820	AT5G22290
OG0002727	Bo1g063720	AT3G44290
OG0002728	Bo1g046420	AT4G26580
OG0002728	Bo3g021260, Bo9g122190	AT5G55970
OG0002729	Bo4g060010	AT2G29960
OG0002729	Bo9g135510	AT5G58710
OG0002730	Bo1g025450, Bo7g107540	AT4G21745
OG0002730	Bo9g076650	AT4G04900
OG0002731	Bo2g127700	AT5G46040
OG0002731	Bo9g062900, Bo9g062870	AT5G46050
OG0002732	Bo4g120200, Bo8g083470	AT3G54190
OG0002733	Bo3g158750	AT4G19500
OG0002734	Bo9g031030	AT1G64610
OG0002734	Bo6g066650	AT5G42010
OG0002735	Bo6g018470	AT1G49730
OG0002735	Bo5g115290	AT3G19300
OG0002736	Bo1g158840	AT3G01320
OG0002736	Bo2g012340, Bo3g010030	AT5G15020
OG0002737	Bo9g065440	AT5G46640
OG0002737	Bo8g049830, Bo1g018060	AT4G17950
OG0002738	Bo6g081570	AT1G78430
OG0002738	Bo8g066970, Bo8g105080, Bo5g023480	AT1G17140
OG0002739	Bo3g090220	AT2G16380
OG0002739	Bo1g007150, Bo3g168770	AT4G34580
OG0002740	Bo6g086170, Bo2g165550	AT1G75750
OG0002740	Bo2g085340	AT2G18420
OG0002741	Bo2g022030	AT5G20640
OG0002741	Bo7g026750	AT2G05910
OG0002743	Bo6g117890	AT1G73630
OG0002743	Bo5g025170, Bo8g067730	AT1G18210
OG0002744	Bo6g094340, Bo6g112900	AT1G71360
OG0002744	Bo5g038960	AT1G22882
OG0002745	Bo1g093130	AT1G60630
OG0002745	Bo5g013310	AT1G10850
OG0002746	Bo9g177640, Bo3g003000	AT5G04870
OG0002747	Bo7g014890, Bo3g092270, Bo9g024380	AT2G17190
OG0002748	Bo9g171490	AT5G11190
OG0002748	Bo7g096000, Bo9g011380	AT5G25390
OG0002749	Bo00825s050	AT1G26360
OG0002749	Bo2g062890	AT1G69240
OG0002750	Bo1g147760, Bo5g143200	AT3G06700
OG0002750	Bo3g060770	AT3G06680
OG0002751	Bo3g081900	AT3G23790
OG0002751	Bo4g127340	AT4G14070
OG0002752	Bo3g010850, Bo9g163560	AT5G16070
OG0002752	Bo01155s010	AT3G02530
OG0002753	Bo9g174140, Bo9g173500	AT5G09260
OG0002754	Bo6g049370	AT1G33260
OG0002755	Bo3g130030	AT3G45630
OG0002755	Bo3g017550, Bo3g017580	AT5G60170
OG0002756	Bo6g111110	AT1G70500
OG0002756	Bo7g056160, Bo8g074810	AT1G23460
OG0002757	Bo3g068550, Bo5g123620	AT3G16857
OG0002758	Bo4g047290	AT2G31945
OG0002758	Bo5g006790	AT1G05575
OG0002759	Bo7g095370	AT5G26250
OG0002759	Bo3g060340, Bo1g150170, Bo5g144920	AT3G05960
OG0002760	Bo4g125450	AT3G52370
OG0002760	Bo4g184730	AT2G35860
OG0002761	Bo8g117490, Bo5g003110	AT1G02380
OG0002761	Bo9g004420	AT4G01960
OG0002762	Bo9g161580	AT5G17165
OG0002762	Bo5g150200, Bo3g057000	AT3G03150
OG0002763	Bo4g038960	AT2G35160
OG0002763	Bo4g150950	AT2G22740
OG0002764	Bo1g005950	AT4G36090
OG0002764	Bo7g012800	AT2G17970
OG0002765	Bo8g012870	AT1G48770
OG0002765	Bo1g117670	AT3G18295
OG0002766	Bo7g118660, Bo1g003490	AT4G37670
OG0002767	Bo3g045080	AT4G11050
OG0002767	Bo9g032450, Bo9g030930	AT1G64390
OG0002768	Bo8g004200	AT1G04710
OG0002768	Bo4g044190, Bo4g181650, Bo3g027150	AT2G33150
OG0002769	Bo3g036360, Bo4g018580	AT2G43090, AT3G58990
OG0002770	Bo8g089980, Bo4g116640	AT3G55515
OG0002770	Bo4g025960, Bo4g188400	AT2G39705
OG0002771	Bo7g014240, Bo9g024600, Bo3g093610	AT2G17660
OG0002772	Bo8g058750, Bo8g111020, Bo5g010060	AT1G09640
OG0002773	Bo7g118460, Bo1g004880	AT4G37290
OG0002773	Bo8g100520, Bo4g151400	AT2G23270
OG0002774	Bo7g093100	AT5G28646
OG0002774	Bo00834s090, Bo3g058490	AT3G04630
OG0002775	Bo1g039020, Bo7g109550	AT4G24490, AT5G41820
OG0002776	Bo7g084590, Bo2g141730	AT2G46280, AT5G57650, AT2G46290
OG0002777	Bo01156s010, Bo8g082780	AT3G53390
OG0002778	Bo1g154900, Bo5g150230	AT3G03110
OG0002778	Bo2g013400, Bo9g161660, Bo3g012340	AT5G17020
OG0002779	Bo7g017550	AT2G16570
OG0002779	Bo1g006990	AT4G34740
OG0002780	Bo9g139510, Bo2g026640	AT5G59590, AT5G59580
OG0002781	Bo3g101040	AT5G64667
OG0002781	Bo3g005280, Bo9g173760, Bo9g164310	AT5G09805
OG0002782	Bo1g097990	AT1G61210
OG0002782	Bo8g109040	AT1G11160
OG0002783	Bo9g139560, Bo2g026590, Bo02309s010	AT3G46430, AT5G59613
OG0002784	Bo7g031390	AT3G25110
OG0002784	Bo4g133320	AT4G13050
OG0002785	Bo2g013070	AT5G16410
OG0002785	Bo6g122470, Bo6g081410, Bo6g081400, Bo28224s010	AT1G78990
OG0002786	Bo3g085650	AT2G05230, AT2G05250
OG0002786	Bo4g135840	AT5G35753
OG0002787	Bo2g155950	AT5G26150
OG0002787	Bo9g169710, Bo2g010770	AT5G12000
OG0002788	Bo9g176220, Bo3g003870	AT5G06390
OG0002788	Bo5g136200, Bo1g139860	AT3G11700
OG0002789	Bo2g100580, Bo7g116840, Bo1g016360, Bo1g016660	AT4G34400
OG0002790	Bo2g055630, Bo6g103660, Bo6g099050	AT1G67250
OG0002791	Bo3g013390, Bo00629s180, Bo9g154550	AT5G18800
OG0002792	Bo5g004760, Bo8g003060	AT2G33220
OG0002793	Bo01008s010, Bo8g100390	AT2G23510
OG0002794	Bo4g004500, Bo3g039690, Bo00877s020, Bo4g198650	AT2G47460
OG0002795	Bo4g024320, Bo4g195360	AT2G45070, AT3G60540
OG0002796	Bo7g117500, Bo1g006360	AT4G35570
OG0002796	Bo7g014280	AT2G17560
OG0002797	Bo4g124240	AT3G52600
OG0002797	Bo4g186030, Bo3g029970	AT2G36190
OG0002798	Bo3g141590	AT3G49130, AT4G25707
OG0002799	Bo7g096430	AT5G24870
OG0002799	Bo2g009970	AT5G10650
OG0002800	Bo3g029790, Bo9g076170	AT4G05330
OG0002800	Bo1g023910	AT4G21160
OG0002801	Bo5g009330, Bo8g058060	AT1G08880
OG0002802	Bo8g019250, Bo6g008230	AT1G47200
OG0002803	Bo4g043630	AT2G33530
OG0002803	Bo3g143050, Bo00579s010	AT1G28110
OG0002804	Bo4g186860	AT2G37360
OG0002804	Bo8g082890	AT3G53510
OG0002805	Bo4g154110	AT2G23950
OG0002805	Bo7g114560	AT4G30520
OG0002806	Bo9g042210	AT1G61255
OG0002806	Bo7g107460, Bo3g162460	AT4G21620
OG0002807	Bo5g022110	AT1G16700
OG0002807	Bo6g122490, Bo6g081350	AT1G79010
OG0002808	Bo8g086960	AT3G54830
OG0002808	Bo4g026690, Bo4g187980	AT2G39130
OG0002809	Bo5g029130, Bo7g061870	AT3G25940, AT1G20065
OG0002810	Bo9g154870	AT5G18490
OG0002810	Bo1g152100	AT3G04350
OG0002811	Bo1g034640, Bo7g108810	AT4G23490
OG0002812	Bo2g009750, Bo7g077590	AT5G47440
OG0002812	Bo1g051730	AT4G17350
OG0002813	Bo3g155550, Bo7g117380	AT4G35460
OG0002813	Bo3g093450	AT2G17420
OG0002814	Bo8g067720	AT1G18200
OG0002814	Bo6g117900	AT1G73640
OG0002815	Bo5g034800	AT1G21770
OG0002815	Bo6g083270	AT1G77540
OG0002816	Bo1g005470, Bo7g118110	AT4G36710
OG0002817	Bo4g136860	AT5G37810
OG0002818	Bo2g161720, Bo3g108220	AT5G61900
OG0002818	Bo3g004280, Bo9g175380	AT5G07300
OG0002819	Bo8g077380	AT3G48940
OG0002819	Bo7g097450	AT5G23750
OG0002820	Bo2g141710	AT3G27420
OG0002820	Bo00927s050, Bo4g140360	AT5G40600
OG0002821	Bo8g049970, Bo8g049980	AT4G18220, AT4G18210
OG0002822	Bo2g142750, Bo2g149220, Bo2g149240, Bo2g142740, Bo2g149270, Bo7g088530	AT3G29780
OG0002823	Bo4g039370	AT2G34720
OG0002824	Bo1g040300, Bo7g110400	AT4G25560
OG0002824	Bo3g023270	AT5G52260
OG0002825	Bo5g103560	AT3G21175
OG0002825	Bo3g181450	AT1G51600
OG0002827	Bo9g088200	AT2G47370, AT5G28660
OG0002828	Bo1g046510, Bo7g111000, Bo8g051360	AT4G26640
OG0002829	Bo6g122080	AT1G78510
OG0002829	Bo5g022380	AT1G17050
OG0002830	Bo6g123910	AT1G79470
OG0002830	Bo5g021730	AT1G16350
OG0002831	Bo1g099950	AT3G24020
OG0002831	Bo4g130900, Bo8g035470	AT4G13580
OG0002832	Bo7g041030, Bo5g065920	AT1G31310
OG0002833	Bo6g057520, Bo6g060960, Bo01161s020, Bo00955s020, Bo00667s090, Bo1g078970	AT5G38690
OG0002834	Bo7g107140, Bo1g022440, Bo3g162230	AT4G20440
OG0002835	Bo2g127320, Bo7g072580	AT5G45510
OG0002836	Bo9g036750	AT1G62870
OG0002836	Bo8g108230, Bo8g064790, Bo5g016930	AT1G12380
OG0002837	Bo6g120660	AT1G76550
OG0002837	Bo8g070530, Bo5g030890	AT1G20950
OG0002838	Bo5g015000, Bo8g108700	AT1G11770
OG0002838	Bo6g066850	AT1G01980
OG0002839	Bo8g094570	AT2G43795
OG0002839	Bo4g106500	AT3G59800
OG0002840	Bo3g042490	AT2G42005
OG0002840	Bo7g120870	AT4G38250
OG0002841	Bo6g098920	AT1G67490
OG0002841	Bo7g050080	AT1G24320
OG0002842	Bo7g108320	AT4G22900
OG0002842	Bo9g093960	AT4G11950
OG0002843	Bo5g108460, Bo3g076120, Bo1g108800, Bo5g108470	AT3G20590, AT3G20600
OG0002845	Bo6g112660	AT1G71020
OG0002845	Bo7g056480, Bo5g039200	AT1G23030
OG0002846	Bo3g042990	AT4G07410
OG0002846	Bo5g052090	AT1G27470
OG0002847	Bo8g059120	AT1G10150
OG0002847	Bo9g048750	AT1G59510
OG0002848	Bo1g021820	AT4G19660
OG0002848	Bo7g070020	AT5G45110
OG0002849	Bo9g070200, Bo7g078550	AT2G01570
OG0002850	Bo5g019640	AT1G14480
OG0002850	Bo8g106760	AT1G14500
OG0002852	Bo00285s370	AT3G26650
OG0002852	Bo5g016460, Bo8g107880	AT1G12900
OG0002853	Bo9g028370	AT3G25290
OG0002853	Bo8g033980	AT4G12980
OG0002854	Bo4g045750, Bo03439s010, Bo4g046110, Bo4g045770	AT2G13640, AT2G27780, AT5G27310
OG0002855	Bo2g133790, Bo9g069830, Bo7g078070	AT2G01150
OG0002855	Bo8g106240	AT1G15100
OG0002856	Bo2g109270	AT4G10730
OG0002856	Bo1g037530	AT4G24100
OG0002857	Bo4g001090	AT2G48110
OG0002857	Bo7g040300	AT3G23590
OG0002858	Bo9g171790, Bo9g171770, Bo9g171800	AT5G10760
OG0002858	Bo9g171740, Bo2g010050	AT5G10770
OG0002859	Bo3g004410	AT5G07490
OG0002859	Bo2g161460, Bo7g098890	AT5G61630
OG0002860	Bo3g152750, Bo3g152740	AT4G39917
OG0002861	Bo9g093920	AT4G11880
OG0002861	Bo1g031900, Bo7g108370, Bo3g165710	AT4G22950
OG0002862	Bo9g064360	AT1G48720
OG0002867	Bo8g010810	AT1G07730
OG0002867	Bo4g166640, Bo4g069300	AT2G28670
OG0002868	Bo7g069960	AT5G44860
OG0002869	Bo7g115450	AT4G31860
OG0002869	Bo4g157320, Bo8g099410	AT2G25070
OG0002870	Bo3g015230, Bo9g151780, Bo2g021930	AT5G20570
OG0002871	Bo3g162540, Bo1g024260	AT4G21560
OG0002871	Bo9g076470	AT4G05000
OG0002872	Bo7g104460, Bo1g053700	AT4G16480
OG0002872	Bo4g184590	AT2G35740
OG0002873	Bo5g144930	AT3G05940
OG0002873	Bo7g095260, Bo2g156240	AT5G26740
OG0002876	Bo1g086080	AT1G54440
OG0002876	Bo6g056320	AT5G35910
OG0002877	Bo3g009820	AT5G14490
OG0002877	Bo3g055070	AT3G01600
OG0002878	Bo3g017500	AT5G60220
OG0002878	Bo1g065230	AT3G45600
OG0002880	Bo8g095930, Bo6g077680	AT3G61415
OG0002881	Bo2g161770, Bo3g108190	AT5G61960
OG0002881	Bo9g175370	AT5G07290
OG0002882	Bo9g164200, Bo9g164190	AT1G33320
OG0002882	Bo5g156430	AT3G01120
OG0002883	Bo5g007980	AT5G35945, AT1G67390
OG0002884	Bo1g017500	AT4G28430
OG0002884	Bo8g102280	AT2G20590
OG0002885	Bo4g194890, Bo4g021520	AT2G44280
OG0002885	Bo4g106350	AT3G60070
OG0002886	Bo8g002680	AT2G41440, AT2G41470
OG0002887	Bo3g150110	AT4G39180
OG0002887	Bo4g146000	AT2G21540
OG0002888	Bo8g099590, Bo4g156080	AT2G24765
OG0002889	Bo1g144000	AT3G10300
OG0002889	Bo3g002670, Bo9g181350	AT5G04170
OG0002890	Bo1g122700	AT3G17140
OG0002890	Bo6g010720	AT1G47960
OG0002891	Bo3g027630	AT2G34210
OG0002891	Bo3g043110	AT4G08350
OG0002892	Bo4g018470	AT2G42980
OG0002892	Bo6g076180	AT3G59080
OG0002893	Bo8g106980, Bo06453s010	AT1G14170
OG0002894	Bo3g103020, Bo2g165900	AT5G63850
OG0002894	Bo9g174160, Bo3g005120	AT5G09220
OG0002895	Bo9g061550	AT5G45560
OG0002895	Bo7g106440, Bo1g020190	AT4G19040
OG0002896	Bo9g120290	AT5G55240
OG0002896	Bo8g051390, Bo1g046650	AT4G26740
OG0002897	Bo9g130670	AT5G57060
OG0002897	Bo8g051110	AT4G26060
OG0002898	Bo6g122500, Bo6g081340	AT1G79020
OG0002899	Bo1g080270	AT3G20620
OG0002900	Bo8g092790, Bo6g075980, Bo4g108290	AT3G58660
OG0002901	Bo6g086540	AT1G75140
OG0002901	Bo5g027430	AT1G19370
OG0002902	Bo9g184980	AT5G01180
OG0002902	Bo8g083440, Bo4g120230	AT3G54140
OG0002903	Bo9g003900	AT4G00905
OG0002903	Bo8g117770	AT1G01225
OG0002904	Bo3g012040	AT5G16450
OG0002904	Bo1g155150	AT3G02770
OG0002905	Bo1g156250, Bo3g055760	AT3G02630
OG0002906	Bo4g190910	AT2G41451
OG0002906	Bo8g091570	AT3G57200
OG0002907	Bo5g098600, Bo1g105540	AT3G21890
OG0002908	Bo7g039080	AT3G23760
OG0002908	Bo6g056140	AT4G14100
OG0002909	Bo7g118680	AT4G37690, AT4G38310
OG0002909	Bo8g100740	AT2G22900
OG0002910	Bo5g146770, Bo9g134990	AT5G58340
OG0002911	Bo2g108940	AT4G11230
OG0002911	Bo9g033770	AT1G64060
OG0002912	Bo7g104840	AT3G27600, AT4G16200
OG0002913	Bo1g048230	AT4G27350
OG0002914	Bo9g115140	AT5G54190
OG0002914	Bo7g111430	AT4G27440
OG0002915	Bo7g005390	AT2G19810
OG0002915	Bo1g016650, Bo7g113610	AT4G29190
OG0002916	Bo6g124160, Bo2g095580	AT1G80900
OG0002916	Bo5g021470	AT1G16010
OG0002917	Bo4g038350, Bo4g183400, Bo3g028370	AT2G35612
OG0002918	Bo7g025270	AT2G14690
OG0002918	Bo7g116400	AT4G33820, AT4G33810
OG0002919	Bo9g183250	AT5G02970
OG0002919	Bo1g144370	AT3G09690
OG0002920	Bo7g116110, Bo1g008200	AT4G33390
OG0002920	Bo01551s020	AT2G26570
OG0002921	Bo7g057890	AT1G22510
OG0002921	Bo6g114710	AT1G72175
OG0002922	Bo7g057610	AT1G22880
OG0002922	Bo6g112930	AT1G71380
OG0002923	Bo3g058910	AT3G05300
OG0002924	Bo3g009210, Bo2g011330, Bo9g166720	AT5G13490
OG0002925	Bo2g013760	AT5G17480
OG0002925	Bo3g057060	AT3G03430
OG0002926	Bo9g084460, Bo3g047030	AT5G39800, AT5G40080
OG0002927	Bo8g101390	AT2G22040
OG0002927	Bo00828s070	AT3G18140
OG0002928	Bo1g005780	AT4G36210
OG0002929	Bo9g078530	AT4G12590
OG0002930	Bo3g162300, Bo7g107170, Bo1g022520, Bo1g022510	AT4G20830
OG0002930	Bo7g107180	AT4G20840
OG0002931	Bo6g076190	AT3G59100
OG0002931	Bo8g114570, Bo5g007560	AT1G06490
OG0002932	Bo2g101810	AT4G02482
OG0002932	Bo9g005880	AT4G02510
OG0002933	Bo9g172350	AT5G10210
OG0002933	Bo3g100600	AT5G65030
OG0002935	Bo3g012500	AT5G17310
OG0002935	Bo1g154800, Bo5g150110	AT3G03250
OG0002936	Bo8g071300, Bo5g035170	AT1G22070
OG0002936	Bo6g081910, Bo6g121590	AT1G77920
OG0002937	Bo00946s050	AT5G51770
OG0002937	Bo7g110260	AT4G25390
OG0002938	Bo5g005080	AT2G37435
OG0002940	Bo5g012020	AT1G10560
OG0002940	Bo00956s030, Bo1g091760	AT1G60190
OG0002941	Bo8g099750, Bo4g154650	AT2G24530
OG0002941	Bo3g173940	AT4G31440
OG0002942	Bo6g042620	AT1G51500
OG0002942	Bo5g104970	AT3G21090
OG0002943	Bo7g111750	AT4G27910
OG0002943	Bo9g111250	AT5G53430
OG0002944	Bo7g109130	AT4G23790
OG0002944	Bo9g091010	AT4G11090
OG0002945	Bo7g096240	AT5G25110
OG0002945	Bo9g171670	AT5G10930
OG0002946	Bo4g012990	AT2G41160
OG0002947	Bo8g071220	AT1G21980
OG0002947	Bo2g092920	AT1G77740
OG0002949	Bo3g055190, Bo1g158810	AT3G01310
OG0002949	Bo3g010050, Bo9g165480	AT5G15070
OG0002950	Bo4g114180, Bo3g055590, Bo00982s030, Bo02729s010, Bo4g114230	AT3G57100
OG0002951	Bo1g139830, Bo5g136160	AT3G11750
OG0002952	Bo6g076210	AT4G37950
OG0002952	Bo4g149850, Bo8g100950	AT2G22620
OG0002953	Bo8g090530, Bo00982s010	AT3G56150
OG0002954	Bo2g105360	AT4G12110
OG0002955	Bo4g098840, Bo8g097730	AT3G62260
OG0002956	Bo9g162960	AT5G16660
OG0002957	Bo4g118400, Bo02429s010, Bo4g118430	AT3G54760
OG0002958	Bo5g127100	AT3G15450
OG0002959	Bo7g061370, Bo8g070380	AT1G20780
OG0002960	Bo2g009600, Bo9g173690, Bo3g005340	AT5G09900
OG0002961	Bo6g010860, Bo8g025650	AT1G36180, AT1G36160
OG0002962	Bo8g112200, Bo5g009440, Bo8g058140	AT1G09050, AT1G09040
OG0002963	Bo9g111420	AT5G53550
OG0002963	Bo7g096920	AT5G24380
OG0002964	Bo5g008430, Bo8g112910	AT1G07795
OG0002964	Bo4g166740, Bo3g040060	AT2G28725
OG0002965	Bo4g151090	AT2G22810
OG0002965	Bo1g003430, Bo3g153260	AT4G37770
OG0002966	Bo9g066790, Bo01466s010	AT5G46880
OG0002966	Bo8g049710	AT4G17710
OG0002967	Bo7g114100, Bo3g175910	AT4G29905
OG0002968	Bo8g099230	AT2G25310
OG0002968	Bo1g010670	AT4G32130
OG0002969	Bo8g058890	AT1G09812
OG0002970	Bo6g068490, Bo8g087320	AT3G55010
OG0002971	Bo6g064820, Bo4g145580	AT5G40890
OG0002972	Bo3g034550, Bo4g025780	AT2G39900
OG0002973	Bo8g066170, Bo5g019930, Bo8g106640	AT1G14685
OG0002974	Bo2g165860, Bo3g103100	AT5G63730, AT5G63750, AT5G63760
OG0002975	Bo8g082220	AT3G52750
OG0002975	Bo4g186080	AT2G36250
OG0002976	Bo4g145740	AT2G21140
OG0002976	Bo1g002170, Bo3g149550, Bo7g119630	AT4G38770
OG0002977	Bo4g188300	AT2G39530
OG0002977	Bo4g188290	AT2G39518
OG0002978	Bo8g110850, Bo5g010410	AT1G09950
OG0002979	Bo9g130910	AT5G56680, AT1G70980
OG0002980	Bo6g100950	AT1G66400
OG0002980	Bo4g143900	AT5G37770
OG0002981	Bo2g051190	AT1G65220
OG0002982	Bo8g065030, Bo8g107910, Bo8g092500	AT1G12820
OG0002982	Bo00285s550	AT3G26810
OG0002983	Bo7g093680	AT5G27600
OG0002983	Bo5g144910, Bo3g060350	AT3G05970
OG0002984	Bo1g010480	AT4G32400
OG0002985	Bo2g080640	AT1G73570
OG0002985	Bo5g025220	AT1G18260
OG0002986	Bo5g121300	AT3G18030
OG0002987	Bo2g050820	AT5G50420
OG0002987	Bo8g067050	AT1G17270
OG0002988	Bo7g077070, Bo9g139370, Bo7g077080, Bo1g143980, Bo2g131800, Bo2g136790, Bo7g077780, Bo7g077740, Bo7g077720	AT5G47590
OG0002989	Bo3g181260, Bo3g181210	AT1G52040, AT1G52030
OG0002990	Bo6g026320, Bo6g042400	AT1G51760
OG0002991	Bo7g093690, Bo2g155350	AT5G27610
OG0002991	Bo1g151630, Bo5g145450	AT3G05380
OG0002992	Bo1g011080	AT4G31640, AT4G31650
OG0002993	Bo4g098520, Bo8g098090, Bo6g079620	AT3G62770
OG0002994	Bo4g194700, Bo3g036950	AT2G43870
OG0002995	Bo9g023790	AT2G15300
OG0002995	Bo1g007530	AT4G34220
OG0002996	Bo5g004090	AT1G03800
OG0002996	Bo2g122260	AT5G44210
OG0002997	Bo4g188630, Bo4g025830	AT2G39855
OG0002997	Bo8g090100, Bo4g115520	AT3G55646
OG0002998	Bo8g059390, Bo5g010850	AT1G10390
OG0002998	Bo9g046570	AT1G59660
OG0002999	Bo1g022230, Bo3g162100	AT4G20170
OG0002999	Bo00613s010	AT5G44670
OG0003000	Bo3g023480	AT5G52040
OG0003000	Bo8g050850, Bo1g040230	AT4G25500
OG0003001	Bo3g054380, Bo9g003790	AT4G01000, AT3G06455
OG0003002	Bo8g100150	AT2G24020
OG0003002	Bo3g175480, Bo3g175490	AT4G30620
OG0003003	Bo7g061420, Bo8g070350, Bo5g030580	AT1G20696
OG0003004	Bo9g010300	AT5G27240
OG0003004	Bo5g146820	AT3G04980
OG0003005	Bo6g064960, Bo4g140840	AT5G41090, AT3G56520
OG0003006	Bo4g169450	AT2G29580
OG0003006	Bo8g009480	AT5G07060, AT1G07360
OG0003007	Bo8g099570	AT2G24800
OG0003008	Bo1g004890	AT4G37270
OG0003009	Bo8g106620	AT1G14690
OG0003009	Bo7g080050	AT2G01910
OG0003010	Bo8g009460	AT1G07330
OG0003010	Bo4g061340	AT2G29620
OG0003011	Bo9g091170	AT4G11180, AT4G11190, AT4G11210
OG0003012	Bo9g161650	AT5G17060
OG0003012	Bo5g150220	AT3G03120
OG0003013	Bo1g007940	AT4G33666
OG0003013	Bo6g098930	AT2G14247
OG0003014	Bo7g026490	AT2G07040
OG0003014	Bo8g030570	AT5G35390
OG0003015	Bo1g057480	AT4G14760
OG0003015	Bo1g104860, Bo5g094490	AT3G22790
OG0003016	Bo8g021890	AT1G44191
OG0003016	Bo7g099380, Bo1g084890	AT3G50580
OG0003017	Bo1g147700, Bo5g143140	AT3G06830
OG0003017	Bo2g150510	AT5G49180
OG0003018	Bo4g195870	AT2G45830
OG0003018	Bo6g077610, Bo8g095810	AT3G61270
OG0003019	Bo3g031680	AT2G37340
OG0003019	Bo6g067510, Bo8g082880	AT3G53500
OG0003020	Bo01182s010	AT3G45090
OG0003020	Bo9g146980, Bo2g024630	AT5G60760
OG0003021	Bo9g185000	AT5G01225
OG0003021	Bo1g144760, Bo5g139550	AT3G09032
OG0003022	Bo5g136560	AT3G11450
OG0003023	Bo7g093540	AT5G27410
OG0003023	Bo1g151740	AT3G05190
OG0003024	Bo3g055080	AT3G01590
OG0003024	Bo3g009830	AT5G14500
OG0003025	Bo7g110480, Bo1g040390, Bo1g040410	AT4G25690, AT4G25670
OG0003026	Bo4g190060	AT2G40400
OG0003026	Bo6g069950	AT3G56140
OG0003027	Bo3g034460, Bo4g188590	AT2G39770
OG0003028	Bo7g003460, Bo1g055210	AT5G48930
OG0003029	Bo01143s040, Bo3g162830, Bo7g107260	AT4G21000, AT4G20990
OG0003030	Bo3g129830, Bo1g065210	AT3G45260
OG0003031	Bo9g160170	AT5G17490
OG0003031	Bo5g149920	AT3G03450
OG0003032	Bo5g139870	AT3G08590
OG0003032	Bo8g058870	AT1G09780
OG0003033	Bo1g105080	AT3G22440
OG0003034	Bo8g094400	AT3G59600, AT1G54250
OG0003035	Bo1g047780	AT4G26880
OG0003035	Bo3g021700, Bo3g021710, Bo9g119150, Bo2g041250	AT5G55110
OG0003036	Bo3g064990	AT3G12520
OG0003036	Bo3g009240, Bo9g166680	AT5G13550
OG0003037	Bo4g013130	AT2G41260, AT2G41280
OG0003038	Bo8g100210	AT2G23960
OG0003038	Bo3g175530, Bo7g114570, Bo1g012070	AT4G30530
OG0003039	Bo2g034160, Bo9g126070	AT5G56520
OG0003040	Bo4g065860	AT2G29060
OG0003040	Bo01118s010	AT1G07530
OG0003041	Bo8g099650	AT2G24630
OG0003041	Bo7g115290, Bo1g011170	AT4G31590
OG0003042	Bo5g093090	AT3G23070
OG0003042	Bo1g058950	AT4G14510
OG0003043	Bo8g109010	AT1G11260
OG0003044	Bo4g061210, Bo3g039920	AT2G29680
OG0003045	Bo1g141040, Bo5g136570	AT3G11440
OG0003046	Bo6g031540, Bo4g115390	AT1G79920, AT1G79930
OG0003047	Bo01042s030	AT2G21590
OG0003047	Bo7g119310	AT4G39210
OG0003048	Bo9g055830	AT1G54940
OG0003048	Bo8g112220	AT1G08990
OG0003049	Bo5g030400	AT1G20550
OG0003049	Bo6g120290	AT1G76270
OG0003050	Bo7g119540, Bo1g002230	AT4G38910
OG0003050	Bo4g145820	AT2G21240
OG0003051	Bo5g099890	AT3G21650
OG0003051	Bo7g103710, Bo1g056900	AT4G15415
OG0003052	Bo2g007260, Bo9g176070	AT5G06530
OG0003053	Bo5g022190, Bo8g105280	AT1G16840
OG0003053	Bo6g122390	AT1G78890
OG0003054	Bo4g061200	AT2G29700
OG0003055	Bo4g014570	AT2G41870
OG0003055	Bo8g091960	AT3G57540
OG0003056	Bo3g004910	AT5G08390
OG0003056	Bo7g097650	AT5G23430
OG0003057	Bo6g036000	AT4G00872, AT1G56100
OG0003058	Bo7g097430	AT5G23850
OG0003058	Bo8g077420	AT3G48980
OG0003059	Bo8g060130	AT1G11560
OG0003059	Bo4g088210, Bo1g098580	AT1G61790
OG0003060	Bo6g099630	AT1G65980, AT1G60740, AT1G65970
OG0003061	Bo9g077810	AT4G04750
OG0003061	Bo3g048380	AT4G04760
OG0003062	Bo5g004020	AT1G03710
OG0003063	Bo4g154240, Bo8g100130	AT2G24070
OG0003063	Bo7g114750	AT4G30710, AT4G30740
OG0003064	Bo3g023400, Bo3g023410	AT5G52070
OG0003064	Bo9g058380	AT5G42670
OG0003065	Bo01173s020, Bo8g007080	AT1G06350
OG0003066	Bo9g002300	AT4G00400
OG0003066	Bo5g001000, Bo8g117950	AT1G01610
OG0003067	Bo1g091660	AT1G60070
OG0003067	Bo5g039940, Bo7g054740	AT1G23900
OG0003068	Bo4g145620	AT5G41000
OG0003068	Bo9g008120	AT3G27020
OG0003069	Bo2g100250, Bo3g053120, Bo2g093490	AT4G01630
OG0003070	Bo4g120310	AT1G52060, AT1G52070, AT1G52050
OG0003071	Bo3g032100, Bo4g187320	AT2G37980
