Orthogroup	Brassica_oleracea	Arabidopsis_halleri
OG0002251	Bo9g169060, Bo3g008980	g10745
OG0002251	Bo5g051870, Bo3g141360	g26708
OG0002253	Bo2g041290, Bo3g021760, Bo3g021780, Bo9g119080, Bo3g021770, Bo2g041300	g09326
OG0002254	Bo4g187430, Bo4g029730	g18359
OG0002254	Bo7g101260	g14842
OG0002255	Bo4g106480, Bo6g076740	g29826
OG0002255	Bo4g021270	g18085
OG0002256	Bo7g014530	g22198
OG0002256	Bo3g155540, Bo7g117370, Bo1g006440	g00371
OG0002257	Bo8g102330	g25830
OG0002257	Bo7g113150, Bo1g017440	g04402
OG0002258	Bo2g011590	g19311
OG0002258	Bo3g064910	g05792
OG0002259	Bo8g067470	g25912
OG0002260	Bo5g020810, Bo8g066430, Bo8g106070	g10043
OG0002267	Bo4g109770	g16611
OG0002267	Bo4g191470	g17298
OG0002268	Bo8g070280	g13509
OG0002268	Bo6g120350, Bo6g084990	g01183
OG0002269	Bo4g127000	g23173
OG0002269	Bo7g040760, Bo1g102160	g27144
OG0002270	Bo2g138470, Bo7g081780	g19605
OG0002270	Bo5g017540, Bo8g107340	g04706
OG0002271	Bo8g066330, Bo8g106170, Bo5g020700	g10056
OG0002271	Bo5g126470	g06617
OG0002272	Bo8g114040	g02412
OG0002272	Bo4g168070, Bo4g065820	g07008
OG0002273	Bo4g026890, Bo5g092870, Bo28808s010	g30272, g02749
OG0002273	Bo4g175980, Bo1g022050	g01645
OG0002274	Bo3g083960	g23353
OG0002274	Bo7g089360	g15951
OG0002275	Bo1g003720, Bo3g062360, Bo1g144860	g11713
OG0002276	Bo8g108840	g04924
OG0002276	Bo1g098630	g17747
OG0002277	Bo1g010570	g00744
OG0002278	Bo8g049810, Bo1g018010, Bo7g105550	g22646
OG0002279	Bo9g027910, Bo8g102540	g20918
OG0002280	Bo4g105040	g05591
OG0002280	Bo4g195240	g28028
OG0002281	Bo9g006200	g09038
OG0002281	Bo5g003870	g01972
OG0002282	Bo4g183370	g03452
OG0002282	Bo5g091720	g16064
OG0002283	Bo1g039190, Bo8g050350	g10360
OG0002283	Bo3g042650	g30395
OG0002284	Bo6g084920, Bo6g120440	g01192
OG0002285	Bo8g065000	g04791
OG0002285	Bo9g028910, Bo4g096590	g18700
OG0002286	Bo3g138590, Bo5g043160, Bo7g052880	g08143
OG0002287	Bo9g180050, Bo3g002800	g15739
OG0002287	Bo1g143830	g05994
OG0002288	Bo6g108890	g25207
OG0002288	Bo5g044990	g08070
OG0002289	Bo5g121440	g16110
OG0002289	Bo6g014320	g17412
OG0002290	Bo5g141780, Bo3g061120	g11847
OG0002290	Bo9g009560, Bo7g089430	g15965
OG0002291	Bo3g096570, Bo2g168150	g07356
OG0002291	Bo1g081280	g22273
OG0002292	Bo1g087770, Bo4g081230, Bo9g052100	g30688
OG0002293	Bo9g046480	g25173
OG0002293	Bo8g059350	g05077
OG0002294	Bo4g182530	g03334
OG0002294	Bo4g039930, Bo4g182520	g03333
OG0002295	Bo5g041100	g13591
OG0002296	Bo00706s050, Bo2g052640, Bo6g099590	g25968
OG0002297	Bo6g120330	g01181
OG0002297	Bo5g030430	g13510
OG0002298	Bo3g162210	g05190
OG0002298	Bo2g124440, Bo7g067680	g23624
OG0002299	Bo3g155710	g24375, g31286, g32216, g31640, g00338
OG0002300	Bo7g084100	g20493
OG0002300	Bo4g140780, Bo6g064910	g22410
OG0002301	Bo3g024220	g24262
OG0002301	Bo8g009450, Bo5g008030	g02374
OG0002302	Bo4g024650, Bo4g195550	g09798
OG0002302	Bo8g095580, Bo4g103600	g05530
OG0002303	Bo3g173430, Bo1g010500	g00731
OG0002304	Bo1g017510	g04408
OG0002304	Bo7g003330	g25820
OG0002305	Bo3g097740	g07375
OG0002306	Bo8g042030, Bo8g042040	g32321, g20233
OG0002306	Bo7g103960	g20234
OG0002307	Bo1g025640	g21789
OG0002307	Bo9g077790	g21468
OG0002308	Bo2g083850	g01083
OG0002309	Bo4g012970, Bo4g190710, Bo3g035420	g24508
OG0002309	Bo4g112770	g21182
OG0002310	Bo6g110660	g03738
OG0002310	Bo5g041330	g30500
OG0002311	Bo8g098720	g18630, g11376
OG0002312	Bo6g094720, Bo6g110970	g03775
OG0002313	Bo5g151490	g02487
OG0002313	Bo3g012060, Bo9g163190	g00128
OG0002314	Bo7g099130	g22262
OG0002314	Bo3g096450, Bo9g019110	g07340
OG0002315	Bo8g109170	g31790
OG0002315	Bo9g043410, Bo1g094490	g19914
OG0002316	Bo7g120830	g31715, g02695
OG0002316	Bo1g006510	g00377
OG0002317	Bo9g073150, Bo2g136990, Bo7g081260	g23592
OG0002318	Bo9g021870, Bo7g064800	g07232
OG0002319	Bo6g046790, Bo5g086650	g17718
OG0002319	Bo2g110690, Bo9g088060	g28414
OG0002320	Bo2g009460, Bo9g173890	g19139
OG0002321	Bo6g120130	g01161
OG0002321	Bo5g030190, Bo7g061650	g13546
OG0002322	Bo4g154230	g08767
OG0002322	Bo7g114730	g04154
OG0002323	Bo2g168010	g07328
OG0002324	Bo3g175520	g04170
OG0002324	Bo8g100200	g08756
OG0002325	Bo9g168930	g10757, g28226, g28227, g28225, g28229
OG0002326	Bo2g005450	g15776
OG0002326	Bo5g137640	g06013, g06024
OG0002327	Bo9g008500, Bo2g146340, Bo7g091370	g28930
OG0002328	Bo9g181630	g15800
OG0002328	Bo1g144160, Bo5g137750	g06038
OG0002329	Bo7g093650, Bo9g010390	g17955, g26147, g30145
OG0002329	Bo2g155310	g17954
OG0002330	Bo8g087330	g11529
OG0002331	Bo1g002600	g02831, g02830, g27471
OG0002331	Bo7g119110, Bo1g002610, Bo1g002630	g02829, g31623
OG0002332	Bo6g023600	g25744
OG0002332	Bo5g074100, Bo6g018240	g15210, g15198
OG0002333	Bo01242s010	g26941
OG0002333	Bo1g007240	g00481
OG0002334	Bo4g032350	g03573
OG0002335	Bo3g037040, Bo4g021220	g18076
OG0002335	Bo8g094610	g29820
OG0002336	Bo4g182650, Bo4g039770	g07028, g03346, g03347
OG0002337	Bo6g121460, Bo6g082020, Bo2g092980	g01336
OG0002338	Bo5g150310	g02465
OG0002338	Bo9g161790, Bo3g012190	g00089
OG0002339	Bo4g045410, Bo4g179560	g03187
OG0002339	Bo5g005130	g02137
OG0002340	Bo4g097020	g30189
OG0002340	Bo5g093390, Bo1g103650	g22772
OG0002341	Bo1g154970	g02461
OG0002341	Bo9g161710	g00082
OG0002342	Bo9g177730, Bo9g177680	g21821
OG0002342	Bo3g062830, Bo1g141510	g05972
OG0002343	Bo3g028220, Bo4g183130, Bo4g038820	g03415
OG0002344	Bo2g110530	g30095, g30093
OG0002345	Bo1g031770	g14385
OG0002346	Bo3g039440, Bo11575s010, Bo4g006850	g09630
OG0002346	Bo8g097610	g05385
OG0002347	Bo2g158680	g14101
OG0002347	Bo3g172390, Bo1g010380	g00722
OG0002348	Bo7g075550	g07725
OG0002348	Bo7g105620	g22638
OG0002349	Bo7g038780, Bo7g047120, Bo9g091110, Bo9g091100	g04870, g09099
OG0002349	Bo7g040960	g16097
OG0002350	Bo3g047250	g20334
OG0002350	Bo6g043970	g26173
OG0002351	Bo9g135080	g16948
OG0002352	Bo9g040810	g17758
OG0002352	Bo8g108790, Bo5g014930	g04912
OG0002353	Bo9g018150, Bo3g101200, Bo2g166290	g07535
OG0002354	Bo6g024780, Bo5g081280	g21896
OG0002355	Bo7g085830	g07270
OG0002355	Bo9g021540, Bo9g021570	g07269
OG0002356	Bo8g098300	g05286
OG0002356	Bo3g039850, Bo4g200830	g09527
OG0002357	Bo8g091290	g06539
OG0002357	Bo7g104100	g20214
OG0002358	Bo8g066560, Bo8g105890, Bo5g021280, Bo5g021270	g10004, g10003
OG0002359	Bo1g051700	g17129
OG0002359	Bo9g069520	g07833
OG0002360	Bo8g054500, Bo1g017150	g04370
OG0002361	Bo1g152060	g06200
OG0002361	Bo7g093190	g27879
OG0002362	Bo1g003520, Bo7g118590, Bo3g153400	g02961
OG0002362	Bo4g151280	g20989
OG0002363	Bo9g181720, Bo9g181710	g15810, g15812
OG0002364	Bo4g049510	g07924
OG0002364	Bo8g005780, Bo5g006930	g02214
OG0002365	Bo5g155060	g02635
OG0002365	Bo9g165720	g19223
OG0002366	Bo7g097470	g29110
OG0002366	Bo8g077320	g16737
OG0002367	Bo7g064520	g07254
OG0002368	Bo8g109610	g05076
OG0002368	Bo5g010800, Bo5g010810	g05074
OG0002369	Bo2g126980	g26406, g26408, g26398
OG0002369	Bo7g071300	g26410, g30962
OG0002370	Bo01215s010	g27152
OG0002370	Bo4g127040, Bo3g149090	g23169
OG0002371	Bo5g049100, Bo8g028680	g16000
OG0002371	Bo4g038690	g03432
OG0002372	Bo3g185760	g24591
OG0002372	Bo5g132990, Bo3g065240	g05724
OG0002373	Bo7g050600	g08156
OG0002373	Bo2g057880, Bo6g106880	g14751
OG0002374	Bo7g119580, Bo1g002190	g02757
OG0002375	Bo3g162630, Bo5g146660	g06275
OG0002375	Bo7g093480	g29587
OG0002376	Bo8g067070, Bo5g023670, Bo8g104970	g09859
OG0002377	Bo6g055850	g20127
OG0002377	Bo5g096890, Bo5g095780, Bo1g105040, Bo3g080210	g22732
OG0002378	Bo2g032810, Bo9g130600	g24131
OG0002380	Bo4g112680, Bo8g091180	g21169
OG0002380	Bo4g190680	g24515
OG0002381	Bo3g101060, Bo3g005270	g07514
OG0002382	Bo1g011070	g00818
OG0002382	Bo8g099640, Bo4g154800	g08883
OG0002383	Bo1g040530	g10239
OG0002383	Bo9g133270, Bo9g133260, Bo2g030310	g16844
OG0002384	Bo7g110610, Bo1g040710	g10220
OG0002384	Bo2g032630	g24153
OG0002385	Bo6g077810	g05453
OG0002385	Bo4g012490	g09716
OG0002386	Bo5g025860, Bo8g068100	g13964
OG0002387	Bo6g110800	g03752
OG0002387	Bo5g041160	g13582
OG0002388	Bo1g002250	g02767
OG0002388	Bo4g145890, Bo8g101860	g23939
OG0002389	Bo1g040220	g10279
OG0002389	Bo3g023510, Bo9g104760	g08325
OG0002390	Bo8g100620	g20998
OG0002390	Bo1g003610, Bo7g118530	g02971
OG0002391	Bo8g066690, Bo5g021800	g09958
OG0002391	Bo6g123830, Bo2g095260	g01507
OG0002392	Bo6g093050, Bo2g074010, Bo6g113250	g03921
OG0002392	Bo8g071610	g13730
OG0002393	Bo6g026420	g28787
OG0002393	Bo3g008960	g19628
OG0002394	Bo1g014540	g04211
OG0002394	Bo9g027540, Bo7g002100	g22690
OG0002395	Bo2g017660, Bo9g154190, Bo9g154120, Bo9g154160, Bo9g154030, Bo9g154060, Bo2g017720	g13162
OG0002396	Bo3g066930	g06661
OG0002396	Bo6g039460	g15111
OG0002397	Bo9g027490	g22680
OG0002397	Bo3g175740, Bo1g014450	g32438
OG0002398	Bo2g136550	g14671
OG0002399	Bo4g043690, Bo4g181970	g03243
OG0002400	Bo8g115530, Bo5g004610	g02078
OG0002400	Bo3g027310, Bo4g181920	g31762
OG0002401	Bo1g055060	g21768, g21656, g21817
OG0002401	Bo3g048330, Bo9g076640	g21454
OG0002402	Bo7g089780, Bo2g150420	g27476
OG0002402	Bo5g143090	g06503
OG0002403	Bo4g194770, Bo3g037050	g18078
OG0002404	Bo1g150310	g06363
OG0002404	Bo4g081070	g16258
OG0002405	Bo9g014580	g10810
OG0002405	Bo9g175690	g23869
OG0002407	Bo3g055360	g02571
OG0002407	Bo2g012600	g00220
OG0002408	Bo9g077730	g21463
OG0002409	Bo4g043810	g03232
OG0002409	Bo5g004650	g02082
OG0002410	Bo5g155070	g02634
OG0002410	Bo2g012120, Bo9g165710	g19222
OG0002411	Bo5g043120, Bo3g138550	g08138
OG0002411	Bo2g061320	g14702
OG0002412	Bo5g013380, Bo8g109190	g05007
OG0002413	Bo8g117290	g01889
OG0002413	Bo2g100410, Bo9g005630	g09120
OG0002414	Bo8g079370	g22255
OG0002414	Bo2g167990, Bo7g063670	g07326
OG0002415	Bo6g100970	g22053
OG0002415	Bo6g058690, Bo4g136820	g20618
OG0002416	Bo5g098070, Bo3g080160, Bo1g105170	g11361
OG0002417	Bo3g015510, Bo9g150060	g12010
OG0002417	Bo01820s010	g29152
OG0002418	Bo6g111040	g03782
OG0002418	Bo5g039720, Bo7g056110	g13642
OG0002420	Bo9g023980, Bo9g023970, Bo9g024010, Bo9g024020	g26935
OG0002421	Bo8g101720	g23957
OG0002422	Bo6g064700	g26887
OG0002422	Bo7g084460, Bo2g140630	g20555
OG0002423	Bo8g095330	g05560
OG0002423	Bo3g037590	g09832
OG0002424	Bo8g114930	g02230
OG0002424	Bo4g176210	g07915
OG0002425	Bo4g007070, Bo4g197250	g09658
OG0002425	Bo8g097370, Bo4g100090	g05410
OG0002426	Bo3g168970, Bo1g007410, Bo7g116810	g00505
OG0002427	Bo2g124590, Bo00613s040	g11191, g23658
OG0002427	Bo1g022200	g05164
OG0002428	Bo1g005330, Bo3g153820	g03035
OG0002428	Bo8g100290, Bo4g151860	g08728
OG0002429	Bo00928s020	g17554
OG0002429	Bo5g072610, Bo8g015090	g17428
OG0002430	Bo5g039920	g13616
OG0002430	Bo6g110890, Bo6g094760	g03765
OG0002431	Bo8g019190	g18984
OG0002431	Bo4g078740, Bo9g058600	g22132
OG0002432	Bo2g028290, Bo3g018490	g30277
OG0002433	Bo3g149930	g02794
OG0002433	Bo8g101680	g23961, g31801
OG0002434	Bo6g051410	g24542
OG0002434	Bo5g132620, Bo3g065480	g05679
OG0002435	Bo3g024990, Bo4g052620	g25769
OG0002436	Bo2g095110	g09948
OG0002437	Bo4g136240	g27855
OG0002437	Bo9g032180, Bo9g031020	g31707
OG0002438	Bo8g099370	g22379
OG0002438	Bo1g010860	g00790
OG0002439	Bo3g185260	g27957
OG0002439	Bo3g065570, Bo5g132460, Bo1g138280	g05658
OG0002440	Bo2g140450, Bo7g084300	g20519
OG0002440	Bo4g140610	g22391
OG0002441	Bo4g034770	g03537
OG0002441	Bo6g066970, Bo8g082330	g20437
OG0002442	Bo7g024220	g14217
OG0002442	Bo7g116790, Bo1g007470	g00511
OG0002443	Bo3g066510, Bo5g127570	g06750
OG0002444	Bo8g090920	g21200
OG0002444	Bo4g012800, Bo3g035210	g12673
OG0002445	Bo3g054710, Bo2g097660	g19801
OG0002445	Bo5g001090	g01739
OG0002446	Bo9g160130	g00013, g07715
OG0002446	Bo3g057090	g26819
OG0002447	Bo3g088560, Bo7g024230	g14206
OG0002448	Bo8g071120	g13371
OG0002449	Bo1g150340	g06359, g06360
OG0002449	Bo7g094950, Bo2g155680	g17880
OG0002450	Bo4g103610	g05532
OG0002450	Bo8g118180	g01715
OG0002452	Bo2g152990, Bo7g093260	g27868
OG0002452	Bo5g146970, Bo3g058600	g06237
OG0002453	Bo1g139530, Bo5g133600	g05813, g15629
OG0002454	Bo2g155620, Bo3g013000, Bo2g015370	g06132
OG0002455	Bo9g176340	g15554
OG0002455	Bo3g064490, Bo3g064370, Bo1g139920, Bo5g136300	g05875
OG0002457	Bo00957s040	g04886
OG0002457	Bo4g092670	g17813
OG0002458	Bo1g051800	g17142
OG0002458	Bo2g132440, Bo9g069590	g07847
OG0002459	Bo8g068500, Bo5g027420	g13913
OG0002460	Bo7g114900, Bo1g011700, Bo3g175240	g00891
OG0002461	Bo3g028530	g03477
OG0002462	Bo8g027490, Bo6g049490	g17643
OG0002462	Bo9g088330, Bo2g109330	g25341
OG0002463	Bo8g011120	g15274
OG0002463	Bo5g114040, Bo1g114600	g22531
OG0002464	Bo9g005670	g09115
OG0002464	Bo8g001160, Bo5g003390	g01891
OG0002465	Bo8g002940, Bo5g004570	g02070
OG0002465	Bo9g059040	g30354
OG0002466	Bo2g078990, Bo6g116170	g04034
OG0002466	Bo5g023880, Bo8g067300	g25937
OG0002467	Bo8g115270, Bo5g005320	g02152
OG0002468	Bo8g105140, Bo5g023420, Bo8g105160, Bo8g105180, Bo8g066930	g09888
OG0002469	Bo9g011090	g21823
OG0002469	Bo2g010730, Bo9g169740	g10668
OG0002470	Bo3g034580, Bo4g188700, Bo4g025730	g12563
OG0002471	Bo6g120770	g01220
OG0002471	Bo8g070610	g13459
OG0002472	Bo2g095470, Bo6g124020	g01531
OG0002472	Bo5g021600	g09974
OG0002473	Bo8g068270, Bo5g027070	g13942
OG0002474	Bo8g059590, Bo5g012190	g05039
OG0002474	Bo1g093110	g25437
OG0002475	Bo1g051390	g04419
OG0002475	Bo8g102220, Bo7g003210	g25810
OG0002476	Bo3g028390, Bo4g183420, Bo4g037330	g03459
OG0002477	Bo3g097670, Bo9g018950	g07369
OG0002477	Bo1g080190	g22285
OG0002478	Bo1g031740, Bo7g108250	g14388
OG0002479	Bo4g169360, Bo2g006700, Bo2g005500, Bo2g006500, Bo2g005420, Bo01461s010, Bo2g005200, Bo01000s010, Bo2g005390, Bo01041s020, Bo2g005410, Bo2g005440, Bo00285s160, Bo3g052860, Bo1g017740, Bo2g005330, Bo2g005340	g23540
OG0002480	Bo7g031560	g28244
OG0002481	Bo5g098060, Bo1g105160	g11362
OG0002482	Bo8g067980, Bo8g104280	g13987
OG0002482	Bo2g080970	g00956
OG0002483	Bo9g078270	g29668
OG0002483	Bo5g017360	g04879
OG0002484	Bo5g030800, Bo8g070450	g13476
OG0002484	Bo6g120570	g01199
OG0002485	Bo5g150250, Bo1g154920	g31040
OG0002485	Bo2g013390	g00070
OG0002486	Bo1g127350	g12953
OG0002487	Bo9g174110	g19106
OG0002487	Bo5g113670	g22557
OG0002488	Bo3g003890	g15575
OG0002488	Bo1g139810, Bo5g135150	g05860
OG0002489	Bo1g051330, Bo7g111990	g04426
OG0002490	Bo8g101810	g23945
OG0002490	Bo7g119380, Bo3g149780	g02780
OG0002491	Bo4g105110	g05597
OG0002491	Bo4g195200, Bo4g024080	g28040
OG0002492	Bo5g030930	g13465
OG0002493	Bo1g072530, Bo3g137010, Bo3g135960, Bo01977s010	g12870, g12871
OG0002494	Bo1g014280	g04191
OG0002494	Bo9g025750, Bo7g009680	g22039
OG0002495	Bo1g033120, Bo7g108500	g14354
OG0002496	Bo3g042740, Bo9g096970, Bo2g050860	g25523
OG0002497	Bo4g024680	g09795
OG0002497	Bo8g095590, Bo6g077380	g05528
OG0002498	Bo9g181380	g15775
OG0002498	Bo4g190740, Bo3g035470	g24500
OG0002499	Bo6g108350, Bo2g061350, Bo6g095820	g14697
OG0002499	Bo3g138360, Bo7g052740	g08118
OG0002500	Bo7g072700, Bo4g144170	g20732
OG0002501	Bo5g063050	g18780
OG0002501	Bo4g182800, Bo4g039380	g03371
OG0002502	Bo4g148230	g28086
OG0002502	Bo1g009960, Bo1g002590	g02828
OG0002503	Bo8g095500	g05542
OG0002503	Bo4g024560, Bo4g195480	g09812
OG0002504	Bo1g154840	g31079
OG0002505	Bo9g037340, Bo4g092980	g17831
OG0002505	Bo1g027220	g14442
OG0002506	Bo7g086940	g08654
OG0002506	Bo9g008630, Bo2g146480	g08657
OG0002507	Bo7g045370	g13113
OG0002507	Bo4g182490, Bo3g027670	g03331
OG0002508	Bo5g136760, Bo1g141170	g05923
OG0002508	Bo2g007010, Bo3g003410	g26008
OG0002509	Bo2g024550	g27281
OG0002509	Bo1g063860	g11893
OG0002510	Bo9g174650	g23818
OG0002510	Bo2g161030, Bo7g097870	g27319
OG0002511	Bo4g108190, Bo6g076090	g16509
OG0002512	Bo9g088270, Bo9g088230	g25357
OG0002513	Bo8g060110, Bo5g014800	g04937
OG0002514	Bo6g033090, Bo6g050990	g24881
OG0002514	Bo1g134660	g06852
OG0002515	Bo5g118860, Bo3g071480	g21578
OG0002515	Bo6g015680	g24283
OG0002516	Bo5g132540	g05666
OG0002516	Bo6g051370, Bo3g185300	g27963
OG0002517	Bo1g140980, Bo5g136390, Bo3g064280	g05882
OG0002518	Bo3g010240, Bo9g164210	g00236
OG0002518	Bo3g055300, Bo5g156420	g02589
OG0002519	Bo8g005990	g02264
OG0002519	Bo3g025020	g25773
OG0002520	Bo3g132770, Bo1g070860	g12727
OG0002521	Bo7g096910, Bo02554s010	g25311
OG0002521	Bo1g078870	g16799
OG0002522	Bo6g064770, Bo7g043690	g21515, g19269
OG0002523	Bo7g094790	g17908
OG0002523	Bo5g145260, Bo1g150500, Bo3g059010	g06332
OG0002524	Bo8g105980, Bo5g021060	g10024
OG0002525	Bo7g080140	g14599
OG0002526	Bo00851s060	g31847
OG0002526	Bo9g165950, Bo2g011830	g19257
OG0002527	Bo1g048140	g04539
OG0002527	Bo3g022100	g09392
OG0002528	Bo5g016750, Bo8g108050, Bo01335s010	g04819
OG0002529	Bo5g026980	g13950
OG0002529	Bo6g086810	g01016
OG0002530	Bo3g149170	g23153
OG0002530	Bo4g127200	g23154, g29855
OG0002531	Bo8g100910, Bo4g150960	g31270
OG0002532	Bo1g083530	g22241
OG0002532	Bo9g020320	g07310
OG0002533	Bo8g051530	g04569
OG0002533	Bo3g021820	g09341
OG0002534	Bo7g112020, Bo1g051360, Bo8g054190	g04423
OG0002535	Bo1g056630, Bo7g103850	g20265
OG0002535	Bo3g078640	g11258
OG0002536	Bo4g031130	g03591
OG0002536	Bo3g061100, Bo5g141800, Bo1g147530	g11851
OG0002537	Bo1g105200	g11356
OG0002537	Bo5g098110	g11353
OG0002538	Bo5g049330	g15972
OG0002538	Bo3g044840	g25317
OG0002539	Bo6g108790	g25217
OG0002539	Bo5g042710, Bo7g054130	g08079
OG0002540	Bo6g123940	g01519
OG0002540	Bo5g021680, Bo8g105550	g09965
OG0002541	Bo5g004170	g02015
OG0002542	Bo7g063680, Bo9g007870, Bo9g020230, Bo9g020210, Bo9g020240, Bo9g020260, Bo2g167970	g07323
OG0002543	Bo8g104400	g14008
OG0002543	Bo6g118210, Bo6g087410	g04146
OG0002544	Bo7g097060	g25296
OG0002544	Bo7g097100	g25295
OG0002545	Bo7g095960, Bo2g158650	g14099
OG0002545	Bo2g010390	g10607
OG0002546	Bo3g045510	g26554
OG0002546	Bo1g031800, Bo7g108310	g14382
OG0002547	Bo4g165530	g07060
OG0002547	Bo1g067300	g27980
OG0002548	Bo1g141540	g05974
OG0002549	Bo3g151440	g02855
OG0002550	Bo6g124210	g01561
OG0002551	Bo3g015410, Bo9g150410, Bo2g023220	g12031
OG0002552	Bo3g002970	g15700
OG0002564	Bo7g084410, Bo9g008230	g20543
OG0002564	Bo6g064730	g26883
OG0002565	Bo3g184790	g24846
OG0002565	Bo1g135020, Bo5g132240	g06900
OG0002566	Bo9g140720, Bo2g025480, Bo3g017780	g10983
OG0002567	Bo1g105310, Bo03118s010, Bo9g151420, Bo3g080060	g14194, g11346, g11345, g11344, g11342, g11343
OG0002568	Bo5g013600, Bo8g109020	g04972
OG0002569	Bo8g036840	g21390
OG0002569	Bo7g039110	g24006
OG0002570	Bo2g041760, Bo9g117420	g09393
OG0002570	Bo1g048150	g04538
OG0002571	Bo5g152640	g02532
OG0002572	Bo2g017990	g13130
OG0002572	Bo2g010850	g10686
OG0002573	Bo7g110290, Bo8g050700, Bo1g040100	g10283
OG0002574	Bo9g139480, Bo2g026660	g11003
OG0002574	Bo3g132730	g12725, g03606
OG0002575	Bo3g172290, Bo7g115790, Bo1g010010, Bo1g010220	g00704
OG0002575	Bo8g099020	g21512
OG0002576	Bo3g091460, Bo4g145410, Bo7g055970	g13627, g13626
OG0002577	Bo8g059790, Bo5g013460	g04997
OG0002578	Bo1g011550, Bo3g175050, Bo7g115000	g00875
OG0002579	Bo5g013320	g05014
OG0002579	Bo9g043660	g25465, g19921
OG0002580	Bo5g004210	g02021
OG0002580	Bo7g003540, Bo8g102360	g25841
OG0002581	Bo8g067210, Bo8g104870	g25948
OG0002581	Bo2g076880	g04011
OG0002582	Bo8g094300	g22848
OG0002583	Bo1g007160	g00471
OG0002583	Bo3g090180	g26517
OG0002584	Bo6g091380	g04019
OG0002585	Bo9g072720, Bo7g092600	g25102
OG0002585	Bo3g060810	g06487
OG0002586	Bo2g155520, Bo9g010610	g17896
OG0002587	Bo9g024720	g22152
OG0002587	Bo7g117680, Bo1g006090	g00313
OG0002588	Bo5g002660	g01811
OG0002588	Bo3g053340, Bo9g003930	g19766
OG0002589	Bo5g019860, Bo8g066150	g10130, g27239, g15625
OG0002591	Bo2g155170, Bo01029s020	g03191
OG0002592	Bo6g122350, Bo6g081510	g01443
OG0002593	Bo9g040940, Bo1g098520	g17741
OG0002594	Bo5g001160, Bo8g118080, Bo5g001180	g01729
OG0002595	Bo4g014640	g17262
OG0002596	Bo1g138630, Bo3g065310	g05711
OG0002597	Bo2g079240, Bo6g116430, Bo6g088100	g25919, g04055
OG0002598	Bo8g068090	g13965
OG0002599	Bo1g055050	g23124
OG0002599	Bo3g068570	g16228
OG0002600	Bo9g004060	g09212
OG0002600	Bo5g002800	g01826
OG0002601	Bo6g037260	g30784
OG0002601	Bo5g129060, Bo1g131140, Bo1g131200	g06788
OG0002602	Bo3g094190	g21987
OG0002602	Bo2g167770, Bo9g021680, Bo7g064530	g07253
OG0002603	Bo1g084880, Bo8g080000	g14985
OG0002604	Bo9g120340, Bo8g016740	g13027, g13028, g13029
OG0002605	Bo3g039240, Bo4g009350, Bo4g009270	g09689
OG0002606	Bo6g050880	g24892
OG0002606	Bo1g134580, Bo5g131650	g06831
OG0002608	Bo4g106460, Bo8g094700	g22835, g29828
OG0002608	Bo4g021300	g18089
OG0002609	Bo2g009690, Bo3g005410	g19182
OG0002610	Bo9g153720	g13118
OG0002610	Bo9g169540, Bo3g007600	g10694
OG0002612	Bo6g042390	g21964
OG0002612	Bo5g101200	g11233
OG0002613	Bo1g025730	g21793
OG0002613	Bo3g048390	g21474
OG0002614	Bo1g055370	g27704
OG0002615	Bo3g134190	g12790
OG0002615	Bo9g135680	g30279
OG0002616	Bo7g116290, Bo1g007960, Bo3g170550	g00581
OG0002617	Bo2g007540, Bo3g004250, Bo9g175250	g15657
OG0002618	Bo7g077750, Bo2g133500	g07856
OG0002618	Bo8g047240	g17146
OG0002619	Bo7g003400	g25823
OG0002619	Bo8g054340, Bo1g017470, Bo7g113140	g04403
OG0002620	Bo5g021670	g09966
OG0002620	Bo2g095350, Bo6g080970	g01520
OG0002621	Bo1g144260	g03601, g06078
OG0002621	Bo3g002270	g19370
OG0002622	Bo3g058540, Bo00828s030, Bo00834s060	g06220
OG0002622	Bo7g093060	g30345
OG0002623	Bo6g057620, Bo4g136300	g27860
OG0002623	Bo2g052500	g24366
OG0002624	Bo7g116070	g00631
OG0002624	Bo3g041880	g18631
OG0002625	Bo4g134730, Bo8g030450	g16342
OG0002625	Bo9g028410	g16416
OG0002626	Bo2g013720, Bo9g160220	g00026
OG0002627	Bo3g119580	g29273
OG0002627	Bo2g024140, Bo9g148270	g27123
OG0002628	Bo9g157380	g13274
OG0002628	Bo5g148460	g06141
OG0002629	Bo4g191400	g17296
OG0002629	Bo8g092260	g16605
OG0002630	Bo1g003470, Bo7g118720	g02940
OG0002631	Bo4g199730	g09559
OG0002632	Bo6g066570, Bo4g142700	g28522
OG0002632	Bo9g031090	g27010
OG0002633	Bo8g068120	g13962
OG0002633	Bo4g097000, Bo8g098660, Bo6g079860	g30180
OG0002634	Bo8g114290, Bo5g007930	g02364
OG0002634	Bo4g059740	g24248
OG0002635	Bo5g020590, Bo8g066260, Bo8g106200	g10069, g10066, g10067
OG0002636	Bo3g022080, Bo2g041710	g09391
OG0002636	Bo7g111320, Bo1g048130	g04540
OG0002637	Bo2g096200	g01635
OG0002637	Bo5g020860, Bo8g106040	g10040
OG0002638	Bo9g010480	g17925
OG0002638	Bo3g058950, Bo1g151560, Bo5g145350	g06319
OG0002639	Bo1g022000, Bo3g160910	g15489
OG0002640	Bo5g145050	g06364
OG0002640	Bo7g095010, Bo9g010790	g17869
