Orthogroup	Brassica_oleracea	Capsella_rubella
OG0001452	Bo7g084530, Bo2g140680	Carub.0005s0570.1.p
OG0001452	Bo4g020980	Carub.0007s3485.1.p
OG0001453	Bo4g106200, Bo8g094920	Carub.0005s2690.1.p
OG0001453	Bo4g195060, Bo4g023860	Carub.0004s2712.1.p
OG0001454	Bo6g057670	Carub.0007s3242.1.p
OG0001454	Bo4g026730	Carub.0004s2103.1.p, Carub.0004s2102.1.p, Carub.0004s2101.1.p
OG0001455	Bo4g190050, Bo4g025270	Carub.0004s2261.1.p
OG0001455	Bo2g006950, Bo9g177140	Carub.0006s0432.1.p
OG0001456	Bo5g048560, Bo5g090610	Carub.0001s3042.1.p, Carub.0001s3043.1.p
OG0001458	Bo4g183310, Bo4g038570	Carub.0004s1720.1.p
OG0001458	Bo5g089420, Bo8g030150, Bo5g048840	Carub.0001s3056.1.p
OG0001459	Bo9g177020, Bo3g003450	Carub.0006s0456.1.p
OG0001459	Bo7g009660	Carub.0003s3304.1.p
OG0001460	Bo8g032500	Carub.0004s0240.1.p
OG0001460	Bo7g119160	Carub.0007s0138.1.p
OG0001460	Bo7g119170	Carub.0007s0137.1.p
OG0001461	Bo7g014600	Carub.0003s3140.1.p, Carub.0003s3141.1.p
OG0001461	Bo6g120590, Bo2g089930	Carub.0002s2340.1.p
OG0001462	Bo7g038800, Bo1g101220, Bo1g101150	Carub.0003s2422.1.p
OG0001463	Bo1g025790	Carub.0007s1940.1.p
OG0001463	Bo2g104520	Carub.0006s3263.1.p, Carub.0006s3262.1.p, Carub.0006s3254.1.p
OG0001464	Bo5g041660, Bo5g021350	Carub.0001s1559.1.p
OG0001464	Bo6g124420, Bo6g080560, Bo2g095790	Carub.0002s2694.1.p
OG0001465	Bo9g172310	Carub.0006s0873.1.p
OG0001465	Bo3g100670, Bo2g166510, Bo1g101490	Carub.0008s2579.1.p
OG0001466	Bo7g095170, Bo2g156280	Carub.0006s2427.1.p
OG0001466	Bo1g150220, Bo5g144960	Carub.0003s0529.1.p
OG0001467	Bo4g015870	Carub.0004s2464.1.p
OG0001467	Bo4g109760, Bo6g073190, Bo8g092230	Carub.0005s2466.1.p
OG0001468	Bo5g086690	Carub.0001s3177.1.p
OG0001468	Bo6g047920, Bo6g108860	Carub.0001s3175.1.p
OG0001469	Bo8g076210, Bo4g186740, Bo5g041400	Carub.0001s2378.1.p
OG0001470	Bo6g124520	Carub.0002s2710.1.p
OG0001470	Bo8g105920, Bo8g066540, Bo5g021150	Carub.0001s1546.1.p
OG0001471	Bo1g016490, Bo1g056880, Bo1g056850, Bo7g071520	Carub.0007s1119.1.p
OG0001471	Bo7g113280, Bo7g113270	Carub.0003s2781.1.p, Carub.0005s1276.1.p, Carub.0007s3794.1.p, Carub.0007s3640.1.p, Carub.0007s3641.1.p, Carub.0005s1275.1.p, Carub.0007s3639.1.p
OG0001472	Bo8g009500	Carub.0001s0668.1.p
OG0001472	Bo4g187340, Bo4g029850	Carub.0004s1998.1.p
OG0001473	Bo5g004280	Carub.0001s0322.1.p
OG0001473	Bo2g120770, Bo9g059470, Bo7g065810, Bo7g066880	Carub.0008s0458.1.p
OG0001474	Bo8g076580	Carub.0005s1411.1.p
OG0001474	Bo5g039830, Bo8g074980	Carub.0001s2331.1.p
OG0001475	Bo2g097520	Carub.0002s0998.1.p, Carub.0002s0993.1.p, Carub.0002s1005.1.p
OG0001476	Bo4g041160	Carub.0004s1579.1.p
OG0001476	Bo5g058510, Bo7g045680, Bo3g143830	Carub.0001s2740.1.p
OG0001477	Bo01139s060, Bo4g011450	Carub.0004s2889.1.p
OG0001477	Bo6g077830, Bo4g101220, Bo8g096080	Carub.0005s2827.1.p
OG0001478	Bo9g028010, Bo7g005040	Carub.0003s3422.1.p
OG0001478	Bo9g028000, Bo7g005050	Carub.0003s3421.1.p
OG0001479	Bo5g155240	Carub.0003s0075.1.p
OG0001479	Bo4g170720, Bo3g024280, Bo4g059870	Carub.0004s1115.1.p
OG0001480	Bo5g092890, Bo5g048310	Carub.0001s3018.1.p
OG0001480	Bo1g020220, Bo7g106470, Bo3g158580	Carub.0007s2203.1.p
OG0001482	Bo3g063840, Bo6g012180	Carub.0003s1006.1.p
OG0001482	Bo9g177360, Bo2g006840, Bo3g003210	Carub.0006s0407.1.p
OG0001483	Bo00915s040, Bo2g018160	Carub.0006s1790.1.p
OG0001483	Bo9g036800, Bo9g028670	Carub.0002s0218.1.p
OG0001484	Bo2g046100, Bo2g095570, Bo2g046130	Carub.0004s2747.1.p
OG0001484	Bo4g023920, Bo01392s010, Bo7g007160, Bo7g063490	Carub.0003s1850.1.p
OG0001485	Bo5g156480, Bo3g055340	Carub.0003s0114.1.p
OG0001485	Bo3g010290, Bo9g164100, Bo2g012580	Carub.0006s1363.1.p
OG0001487	Bo3g054870	Carub.0003s0009.1.p
OG0001487	Bo2g011670, Bo3g009600, Bo9g166190	Carub.0006s1226.1.p
OG0001488	Bo7g103990	Carub.0007s2586.1.p
OG0001488	Bo5g124840, Bo3g068450	Carub.0003s1630.1.p
OG0001489	Bo8g106450, Bo8g106400, Bo5g020270, Bo8g106460	Carub.0005s0704.1.p, Carub.0001s1466.1.p
OG0001490	Bo8g095040, Bo6g076870	Carub.0005s2700.1.p
OG0001490	Bo3g037350	Carub.0004s2723.1.p
OG0001491	Bo1g158730, Bo5g156340	Carub.0003s0092.1.p
OG0001491	Bo3g010120, Bo2g012410, Bo9g165360	Carub.0006s1332.1.p
OG0001492	Bo2g110330	Carub.0006s2906.1.p
OG0001492	Bo6g049460, Bo8g027480	Carub.0001s3142.1.p
OG0001493	Bo4g065760	Carub.0004s1015.1.p
OG0001493	Bo9g141020, Bo2g025180, Bo3g017620	Carub.0008s2072.1.p
OG0001494	Bo1g026920	Carub.0007s1922.1.p
OG0001494	Bo5g038520	Carub.0001s2196.1.p
OG0001495	Bo6g120380	Carub.0002s2324.1.p
OG0001495	Bo7g061470, Bo8g070310, Bo5g030540	Carub.0001s2011.1.p
OG0001496	Bo9g142570	Carub.0008s2113.1.p
OG0001497	Bo1g003400, Bo7g118750, Bo3g153210	Carub.0007s0245.1.p
OG0001497	Bo4g151080	Carub.0004s0194.1.p
OG0001498	Bo4g183380, Bo4g038370	Carub.0004s1728.1.p
OG0001498	Bo5g091840, Bo8g030320, Bo5g048350	Carub.0001s3021.1.p
OG0001499	Bo2g056020	Carub.0004s0088.1.p, Carub.0004s0087.1.p, Carub.0002s0455.1.p
OG0001500	Bo2g082550, Bo6g086470, Bo6g119370	Carub.0002s2204.1.p
OG0001500	Bo8g102700, Bo5g027480	Carub.0001s1902.1.p
OG0001501	Bo9g043970	Carub.0002s0475.1.p
OG0001501	Bo5g012160, Bo8g059580, Bo8g109380	Carub.0001s1011.1.p
OG0001502	Bo3g010810, Bo9g163640	Carub.0006s1415.1.p
OG0001502	Bo5g152620, Bo1g157340, Bo3g055620	Carub.0003s0157.1.p
OG0001503	Bo7g005600	Carub.0003s3396.1.p
OG0001503	Bo1g016300, Bo3g177120, Bo7g113780	Carub.0007s1104.1.p
OG0001504	Bo8g076950, Bo1g077070, Bo3g113420	Carub.0005s1463.1.p
OG0001504	Bo2g165470	Carub.0008s2402.1.p
OG0001505	Bo3g058850	Carub.0003s0448.1.p
OG0001505	Bo2g155260	Carub.0006s2510.1.p
OG0001506	Bo4g184720, Bo3g028590	Carub.0004s1761.1.p
OG0001506	Bo8g080780, Bo4g125490	Carub.0005s1871.1.p
OG0001507	Bo1g128550	Carub.0003s1503.1.p
OG0001507	Bo6g029220, Bo6g031080	Carub.0001s4219.1.p
OG0001508	Bo2g068240	Carub.0002s1721.1.p
OG0001508	Bo8g073800, Bo5g039540	Carub.0001s2296.1.p
OG0001509	Bo3g010710	Carub.0006s1394.1.p
OG0001509	Bo5g152730	Carub.0003s0140.1.p
OG0001510	Bo3g055020, Bo5g155020	Carub.0003s0041.1.p
OG0001510	Bo3g009780, Bo2g011850, Bo9g165920	Carub.0006s1260.1.p
OG0001511	Bo5g008590, Bo8g112780	Carub.0001s0724.1.p
OG0001511	Bo01039s010, Bo4g165420, Bo3g040220	Carub.0004s0945.1.p
OG0001512	Bo1g049470	Carub.0007s1328.1.p
OG0001512	Bo9g113920, Bo3g022290, Bo2g041840	Carub.0008s1439.1.p
OG0001513	Bo8g039370, Bo1g057390	Carub.0007s2730.1.p
OG0001513	Bo3g081250, Bo5g095810	Carub.0003s2270.1.p
OG0001514	Bo6g076560	Carub.0005s2630.1.p
OG0001514	Bo3g036620, Bo4g019840, Bo4g194380	Carub.0004s2596.1.p
OG0001515	Bo1g090470	Carub.0002s0537.1.p
OG0001515	Bo7g054620	Carub.0001s2367.1.p
OG0001516	Bo9g025830	Carub.0003s3287.1.p
OG0001516	Bo3g153870, Bo7g118170	Carub.0007s0352.1.p
OG0001517	Bo3g035460, Bo4g013040	Carub.0004s2352.1.p
OG0001517	Bo8g091310, Bo4g112610, Bo6g072470	Carub.0005s2370.1.p
OG0001518	Bo7g016220, Bo3g091770	Carub.0003s3071.1.p
OG0001518	Bo3g167190, Bo1g006720	Carub.0007s0520.1.p, Carub.0006s2749.1.p
OG0001519	Bo2g127350, Bo7g073790	Carub.0008s0224.1.p
OG0001519	Bo7g106270, Bo1g019940	Carub.0007s2244.1.p
OG0001520	Bo2g075340, Bo2g075280	Carub.0002s1892.1.p
OG0001520	Bo3g028440	Carub.0002s1893.1.p, Carub.0002s1889.1.p
OG0001521	Bo7g118730, Bo1g003460	Carub.0007s0251.1.p
OG0001521	Bo3g042310	Carub.0004s0197.1.p
OG0001522	Bo7g003920	Carub.0003s3438.1.p
OG0001522	Bo7g113450	Carub.0007s1164.1.p
OG0001523	Bo6g091530, Bo6g115860, Bo2g075690	Carub.0002s1923.1.p
OG0001524	Bo6g022410, Bo6g022380	Carub.0001s3968.1.p
OG0001524	Bo1g108970, Bo3g074840	Carub.0003s2026.1.p
OG0001525	Bo6g109000, Bo6g109010	Carub.0002s1615.1.p
OG0001525	Bo6g109020	Carub.0002s1616.1.p
OG0001527	Bo7g005770, Bo9g027680	Carub.0003s3379.1.p
OG0001527	Bo7g113870	Carub.0004s1490.1.p
OG0001528	Bo11772s010, Bo2g013980, Bo2g062660, Bo9g159820	Carub.0006s1604.1.p
OG0001528	Bo1g153650, Bo5g148780	Carub.0003s0282.1.p
OG0001529	Bo7g088640, Bo2g149400, Bo9g008990	Carub.0005s0840.1.p
OG0001529	Bo4g144150	Carub.0007s3688.1.p
OG0001530	Bo3g083130, Bo1g098860, Bo7g033260	Carub.0003s2464.1.p
OG0001531	Bo9g043910, Bo1g093180	Carub.0002s0466.1.p
OG0001531	Bo8g109240, Bo8g059670	Carub.0001s1036.1.p
OG0001532	Bo9g177510	Carub.0006s0393.1.p
OG0001532	Bo1g141530	Carub.0003s0996.1.p
OG0001533	Bo1g134640	Carub.0003s1365.1.p
OG0001533	Bo3g184500	Carub.0001s4336.1.p
OG0001534	Bo1g041870, Bo8g051120	Carub.0007s1487.1.p
OG0001534	Bo9g130660	Carub.0008s1756.1.p
OG0001535	Bo8g102720	Carub.0001s1899.1.p
OG0001535	Bo6g086500, Bo6g119310	Carub.0002s2199.1.p
OG0001536	Bo9g108720, Bo2g046230	Carub.0008s1322.1.p
OG0001536	Bo7g111650, Bo1g050910	Carub.0007s1301.1.p
OG0001537	Bo4g056240, Bo4g173310, Bo3g024770	Carub.0004s1177.1.p
OG0001539	Bo3g055480, Bo5g152830	Carub.0003s0128.1.p
OG0001539	Bo2g012640, Bo9g163980	Carub.0006s1374.1.p
OG0001540	Bo1g010760, Bo4g144040, Bo3g173510	Carub.0007s0852.1.p
OG0001541	Bo5g132550, Bo1g138350, Bo3g065540	Carub.0003s1278.1.p
OG0001542	Bo3g153970	Carub.0007s0364.1.p
OG0001542	Bo9g025930	Carub.0003s3272.1.p
OG0001543	Bo3g130340	Carub.0005s1197.1.p
OG0001543	Bo9g140750, Bo3g017760, Bo2g025410	Carub.0008s2044.1.p
OG0001544	Bo9g094130, Bo3g045560	Carub.0006s3130.1.p
OG0001544	Bo8g108240, Bo5g016940	Carub.0001s1202.1.p
OG0001545	Bo6g074910	Carub.0005s2531.1.p
OG0001545	Bo8g092730, Bo4g108350, Bo6g074930	Carub.0005s2533.1.p
OG0001546	Bo1g011740	Carub.0007s0956.1.p
OG0001546	Bo8g099910, Bo4g154370	Carub.0004s0359.1.p
OG0001547	Bo3g002070	Carub.0006s0164.1.p
OG0001547	Bo5g138190	Carub.0003s0870.1.p
OG0001548	Bo7g110450, Bo1g040340	Carub.0007s1536.1.p
OG0001548	Bo9g107140	Carub.0008s1253.1.p
OG0001549	Bo7g089650	Carub.0004s0492.1.p
OG0001549	Bo7g089640	Carub.0004s0498.1.p, Carub.0004s0496.1.p, Carub.0004s0497.1.p
OG0001550	Bo2g064500, Bo6g110360	Carub.0002s1644.1.p
OG0001550	Bo5g045210, Bo8g076370	Carub.0001s2406.1.p
OG0001551	Bo4g137520	Carub.0003s0080.1.p
OG0001551	Bo1g158850	Carub.0003s0079.1.p
OG0001551	Bo02711s010, Bo5g155260, Bo4g016120	Carub.0005s0579.1.p
OG0001552	Bo5g137330, Bo3g062720, Bo1g143800	Carub.0003s0976.1.p
OG0001552	Bo2g006560, Bo3g002840, Bo9g178800	Carub.0006s0340.1.p
OG0001553	Bo5g072530, Bo6g011090, Bo6g011100	Carub.0001s3739.1.p
OG0001553	Bo5g122910, Bo3g068930	Carub.0003s1722.1.p
OG0001554	Bo6g116150	Carub.0002s1959.1.p
OG0001554	Bo8g067280, Bo5g023860, Bo8g104830	Carub.0001s1729.1.p
OG0001555	Bo3g185360, Bo6g034660	Carub.0001s4409.1.p
OG0001555	Bo3g065520, Bo1g138380, Bo5g132570	Carub.0003s1276.1.p
OG0001556	Bo3g185790, Bo01075s040	Carub.0001s4472.1.p
OG0001556	Bo3g065170	Carub.0003s1222.1.p
OG0001557	Bo2g048350	Carub.0007s2887.1.p
OG0001557	Bo3g179910, Bo6g023610, Bo6g023620, Bo9g011040	Carub.0001s3994.1.p, Carub.0001s3991.1.p, Carub.0002s0721.1.p, Carub.0001s3995.1.p
OG0001558	Bo9g058870, Bo4g076670	Carub.0008s0562.1.p
OG0001559	Bo6g030940	Carub.0001s4204.1.p
OG0001559	Bo1g128450, Bo3g066850, Bo5g127040	Carub.0003s1522.1.p
OG0001560	Bo8g101150	Carub.0004s0159.1.p
OG0001560	Bo1g003090	Carub.0007s0202.1.p
OG0001561	Bo2g041370, Bo7g064840, Bo7g097340, Bo7g097330	Carub.0006s2169.1.p
OG0001564	Bo7g105300, Bo7g105310, Bo7g105330, Bo7g105290	Carub.0007s2365.1.p, Carub.0005s0726.1.p, Carub.0007s2366.1.p
OG0001565	Bo3g048730	Carub.0006s3191.1.p, Carub.0006s3189.1.p, Carub.0006s3190.1.p
OG0001567	Bo2g068150, Bo6g111020	Carub.0002s1711.1.p
OG0001567	Bo5g039750, Bo7g056020	Carub.0001s2323.1.p
OG0001568	Bo9g161480	Carub.0006s1541.1.p
OG0001568	Bo5g150180	Carub.0003s0234.1.p
OG0001569	Bo6g116180	Carub.0002s1962.1.p
OG0001569	Bo8g067310, Bo5g023890	Carub.0001s1732.1.p
OG0001570	Bo00866s020, Bo00866s030	Carub.0005s2376.1.p, Carub.0005s2377.1.p
OG0001571	Bo2g070850, Bo6g094430	Carub.0002s1795.1.p
OG0001571	Bo8g071630, Bo7g056530	Carub.0001s2248.1.p
OG0001572	Bo4g190110	Carub.0004s2267.1.p
OG0001572	Bo8g090620	Carub.0005s2298.1.p
OG0001573	Bo00875s030, Bo00875s040	Carub.0007s2480.1.p
OG0001573	Bo4g036210, Bo4g184550	Carub.0004s1744.1.p
OG0001574	Bo3g003340	Carub.0006s0436.1.p
OG0001574	Bo1g141300	Carub.0003s1033.1.p
OG0001575	Bo3g185570	Carub.0005s0876.1.p
OG0001576	Bo2g024570	Carub.0006s2075.1.p
OG0001576	Bo3g120730	Carub.0005s1080.1.p
OG0001577	Bo3g012070, Bo9g163150	Carub.0006s1470.1.p
OG0001577	Bo3g055850, Bo5g151470	Carub.0003s0191.1.p
OG0001578	Bo2g027060, Bo2g027000, Bo2g027120	Carub.0008s1969.1.p
OG0001579	Bo8g038070, Bo1g058960	Carub.0007s2772.1.p
OG0001579	Bo1g103440, Bo5g093080	Carub.0003s2325.1.p
OG0001580	Bo5g039500	Carub.0001s2292.1.p
OG0001580	Bo8g059630, Bo8g109300	Carub.0001s1026.1.p
OG0001581	Bo7g077410, Bo9g069410	Carub.0008s0051.1.p
OG0001581	Bo8g049450, Bo1g017580	Carub.0007s2391.1.p
OG0001582	Bo3g162640	Carub.0005s2392.1.p, Carub.0007s2824.1.p, Carub.0005s2308.1.p
OG0001582	Bo4g137510, Bo00667s160	Carub.0007s3704.1.p
OG0001583	Bo9g077970, Bo3g064120	Carub.0006s3243.1.p, Carub.0006s3240.1.p
OG0001583	Bo8g030100	Carub.0006s2977.1.p
OG0001584	Bo2g013060	Carub.0006s1459.1.p
OG0001584	Bo5g151520, Bo1g156180	Carub.0003s0183.1.p
OG0001585	Bo3g064100, Bo5g136660	Carub.0003s1063.1.p
OG0001585	Bo9g176870, Bo3g003510	Carub.0006s0472.1.p
OG0001586	Bo4g195890	Carub.0004s2857.1.p
OG0001586	Bo8g095870, Bo4g101440	Carub.0005s2799.1.p
OG0001587	Bo6g119780, Bo2g085240	Carub.0002s2251.1.p
OG0001587	Bo7g061980	Carub.0001s1945.1.p
OG0001589	Bo6g086410	Carub.0002s2221.1.p
OG0001589	Bo7g062250, Bo5g027660	Carub.0001s1919.1.p
OG0001590	Bo4g038800, Bo4g183140	Carub.0004s1694.1.p
OG0001591	Bo3g082070	Carub.0003s2453.1.p
OG0001591	Bo3g027200, Bo4g043950	Carub.0004s1467.1.p
OG0001592	Bo6g117950	Carub.0002s2044.1.p
OG0001593	Bo3g107060	Carub.0008s2363.1.p
OG0001593	Bo3g113730, Bo8g076650, Bo1g073610	Carub.0005s1420.1.p
OG0001594	Bo4g052170, Bo3g025180, Bo4g176450	Carub.0004s1268.1.p
OG0001594	Bo8g114800, Bo5g007190	Carub.0001s0541.1.p
OG0001595	Bo5g014740, Bo5g014730, Bo5g014670	Carub.0001s1096.1.p
OG0001595	Bo5g014750	Carub.0001s1104.1.p
OG0001596	Bo3g185490	Carub.0001s4423.1.p
OG0001596	Bo1g138430, Bo5g132630	Carub.0003s1270.1.p
OG0001597	Bo7g067020, Bo2g120840	Carub.0008s0446.1.p
OG0001598	Bo4g117130, Bo6g068540, Bo8g088450	Carub.0005s2174.1.p
OG0001598	Bo4g136080	Carub.0005s1071.1.p
OG0001598	Bo4g117050	Carub.0005s2177.1.p
OG0001599	Bo4g098830	Carub.0005s2899.1.p
OG0001599	Bo3g039540, Bo4g198480, Bo00802s110	Carub.0004s2989.1.p
OG0001600	Bo8g076850	Carub.0005s1453.1.p
OG0001600	Bo3g104690, Bo2g165450	Carub.0008s2392.1.p
OG0001601	Bo7g097890	Carub.0006s2092.1.p
OG0001601	Bo9g174660, Bo3g004780, Bo2g008960	Carub.0006s0710.1.p
OG0001602	Bo8g109630, Bo8g109600, Bo7g045210, Bo5g104820, Bo6g034540	Carub.0002s1843.1.p
OG0001603	Bo1g094270	Carub.0002s0457.1.p
OG0001603	Bo8g109310	Carub.0001s1025.1.p
OG0001604	Bo3g052510, Bo9g005850, Bo2g100550	Carub.0006s3466.1.p
OG0001605	Bo9g157270, Bo3g013070	Carub.0006s1660.1.p, Carub.0006s1661.1.p, Carub.0006s1662.1.p
OG0001606	Bo3g125120	Carub.0002s1077.1.p
OG0001606	Bo6g056500, Bo8g030350, Bo4g136030	Carub.0007s3192.1.p
OG0001607	Bo8g095660, Bo7g093610, Bo8g092670	Carub.0007s1459.1.p, Carub.0007s2519.1.p
OG0001607	Bo7g110860, Bo7g110230, Bo7g110850, Bo7g117440, Bo9g043760, Bo1g043140	Carub.0007s1460.1.p
OG0001608	Bo7g038940	Carub.0003s2415.1.p, Carub.0003s2416.1.p
OG0001608	Bo4g129600	Carub.0007s2860.1.p
OG0001609	Bo3g003850	Carub.0006s0522.1.p
OG0001609	Bo1g139890, Bo5g136270	Carub.0003s1098.1.p
OG0001610	Bo01135s010, Bo7g062490	Carub.0003s3345.1.p
OG0001611	Bo3g045490, Bo9g093950	Carub.0006s3103.1.p
OG0001611	Bo7g108330, Bo1g031810	Carub.0007s1837.1.p
OG0001612	Bo1g046670, Bo8g051410	Carub.0007s1408.1.p
OG0001612	Bo2g040130, Bo9g120280, Bo3g021630	Carub.0008s1558.1.p
OG0001613	Bo7g054530	Carub.0001s2389.1.p
OG0001613	Bo6g095120, Bo6g110490, Bo2g064700	Carub.0002s1657.1.p
OG0001614	Bo1g006520	Carub.0003s3263.1.p
OG0001614	Bo3g157400	Carub.0007s2230.1.p
OG0001614	Bo1g020030	Carub.0007s2229.1.p
OG0001615	Bo8g077210	Carub.0005s1482.1.p
OG0001615	Bo9g017710, Bo2g165710	Carub.0008s2421.1.p
OG0001616	Bo9g070270, Bo2g134450	Carub.0005s0056.1.p
OG0001616	Bo8g063720, Bo5g020280	Carub.0001s1467.1.p
OG0001617	Bo1g134360, Bo5g130400	Carub.0003s1405.1.p
OG0001617	Bo6g031670, Bo3g184260	Carub.0001s4301.1.p
OG0001618	Bo6g084850, Bo6g120700	Carub.0002s2348.1.p
OG0001618	Bo7g059750, Bo8g070540, Bo5g030950	Carub.0001s2048.1.p
OG0001619	Bo7g085840, Bo7g085800, Bo9g008310	Carub.0005s0607.1.p
OG0001619	Bo4g140230	Carub.0007s3513.1.p
OG0001620	Bo5g004000	Carub.0001s0280.1.p
OG0001620	Bo9g007650, Bo9g007640	Carub.0006s3353.1.p
OG0001622	Bo3g039130, Bo4g010420	Carub.0004s2897.1.p
OG0001622	Bo8g096110, Bo6g077860	Carub.0005s2829.1.p
OG0001623	Bo7g031060	Carub.0003s2573.1.p, Carub.0003s2574.1.p
OG0001623	Bo4g133380	Carub.0007s2987.1.p
OG0001624	Bo5g152700, Bo1g157450	Carub.0003s0142.1.p
OG0001624	Bo3g010720, Bo9g163790	Carub.0006s1395.1.p
OG0001625	Bo9g059830, Bo2g124320	Carub.0008s0421.1.p
OG0001625	Bo01143s020	Carub.0007s2042.1.p
OG0001626	Bo9g059220	Carub.0008s0513.1.p
OG0001626	Bo8g002870	Carub.0001s0352.1.p
OG0001627	Bo3g037150	Carub.0004s2675.1.p
OG0001627	Bo6g076770, Bo8g094670	Carub.0005s2672.1.p
OG0001628	Bo5g016470	Carub.0001s1265.1.p
OG0001628	Bo7g083830, Bo00285s390	Carub.0005s0469.1.p
OG0001629	Bo9g097170	Carub.0008s1079.1.p
OG0001629	Bo7g109890, Bo8g050520, Bo1g039530	Carub.0007s1602.1.p
OG0001630	Bo4g143820, Bo4g136480	Carub.0007s3263.1.p
OG0001630	Bo2g052660, Bo6g099670	Carub.0002s1202.1.p
OG0001631	Bo8g079550	Carub.0005s1644.1.p
OG0001631	Bo7g063900	Carub.0008s2727.1.p
OG0001632	Bo9g174870	Carub.0006s0688.1.p
OG0001632	Bo9g014480, Bo2g161330, Bo7g098350	Carub.0008s2180.1.p
OG0001633	Bo7g082700, Bo00285s340	Carub.0005s0451.1.p
OG0001633	Bo3g031310, Bo4g186420	Carub.0004s1867.1.p
OG0001635	Bo7g014920, Bo3g092260	Carub.0003s3108.1.p
OG0001635	Bo1g006600, Bo7g117300	Carub.0007s0503.1.p
OG0001636	Bo9g173530	Carub.0006s0850.1.p
OG0001636	Bo9g018550, Bo00615s200, Bo3g099440	Carub.0008s2606.1.p
OG0001637	Bo5g083870	Carub.0001s3346.1.p, Carub.0001s3337.1.p, Carub.0001s3340.1.p, Carub.0001s3342.1.p, Carub.0119s0001.1.p
OG0001637	Bo3g047140	Carub.0006s2734.1.p
OG0001638	Bo6g016950, Bo00685s030	Carub.0001s3818.1.p
OG0001638	Bo1g117460	Carub.0003s1834.1.p
OG0001639	Bo4g182750, Bo3g027780	Carub.0004s1628.1.p
OG0001639	Bo5g062450, Bo3g147730, Bo3g147640	Carub.0001s2837.1.p
OG0001640	Bo1g057260	Carub.0007s2710.1.p
OG0001640	Bo1g105250, Bo5g098160	Carub.0003s2244.1.p
OG0001641	Bo5g138220	Carub.0003s0866.1.p
OG0001641	Bo2g016550, Bo3g013200	Carub.0006s1679.1.p
OG0001642	Bo8g114360	Carub.0001s0621.1.p
OG0001642	Bo4g058480, Bo3g024580, Bo4g173040	Carub.0004s1156.1.p
OG0001643	Bo9g037320, Bo9g028460, Bo4g093050	Carub.0002s0251.1.p
OG0001643	Bo5g017230	Carub.0001s1176.1.p
OG0001644	Bo9g035530	Carub.0002s0142.1.p
OG0001644	Bo6g065060	Carub.0007s3426.1.p
OG0001645	Bo4g069290, Bo4g166650	Carub.0001s0713.1.p, Carub.0005s0869.1.p, Carub.0004s0968.1.p
OG0001646	Bo7g105060	Carub.0007s2412.1.p
OG0001646	Bo7g077680, Bo2g132450	Carub.0008s0024.1.p
OG0001647	Bo3g097830, Bo2g168210	Carub.0008s2656.1.p
OG0001647	Bo1g003330, Bo7g118780	Carub.0007s0236.1.p
OG0001648	Bo1g147660, Bo5g143120, Bo3g060880	Carub.0003s0640.1.p
OG0001648	Bo2g150460, Bo01327s020	Carub.0008s0891.1.p
OG0001649	Bo2g023600	Carub.0006s1959.1.p
OG0001649	Bo7g116050, Bo1g008330	Carub.0007s0727.1.p
OG0001650	Bo5g003130	Carub.0001s0144.1.p
OG0001650	Bo9g004410, Bo3g052910	Carub.0006s3528.1.p
OG0001651	Bo9g062610	Carub.0008s0238.1.p
OG0001651	Bo1g020150	Carub.0007s2219.1.p
OG0001652	Bo4g021680	Carub.0004s2701.1.p
OG0001652	Bo8g094870, Bo4g106310	Carub.0005s2684.1.p
OG0001653	Bo7g095710, Bo9g011210	Carub.0006s2358.1.p
OG0001653	Bo9g170060, Bo2g010530	Carub.0006s1007.1.p
OG0001654	Bo1g153510	Carub.0003s0297.1.p
OG0001654	Bo3g004680, Bo2g008880, Bo9g174820	Carub.0006s0697.1.p
OG0001655	Bo9g078130, Bo3g048600	Carub.0006s3224.1.p
OG0001655	Bo1g025900	Carub.0007s1927.1.p
OG0001656	Bo9g174050	Carub.0006s0796.1.p
OG0001656	Bo9g018010, Bo7g065500	Carub.0008s2501.1.p
OG0001657	Bo5g017290, Bo8g062490, Bo8g108460	Carub.0001s1172.1.p
OG0001657	Bo9g037330	Carub.0002s0252.1.p
OG0001658	Bo1g003130, Bo3g152870	Carub.0007s0205.1.p
OG0001658	Bo8g101130, Bo4g149670	Carub.0004s0160.1.p
OG0001659	Bo5g007320	Carub.0001s0554.1.p
OG0001659	Bo3g025100	Carub.0004s1246.1.p
OG0001660	Bo6g120740, Bo2g091040, Bo2g091050	Carub.0002s2354.1.p
OG0001661	Bo3g031800	Carub.0004s1947.1.p
OG0001661	Bo4g121650, Bo8g083050	Carub.0005s2029.1.p
OG0001662	Bo9g025810	Carub.0003s3290.1.p
OG0001662	Bo4g153980, Bo8g100250	Carub.0004s0298.1.p
OG0001663	Bo4g056270, Bo4g173280, Bo3g024730	Carub.0004s1174.1.p
OG0001664	Bo4g039080	Carub.0004s1671.1.p
OG0001664	Bo2g121150, Bo5g065700	Carub.0001s2946.1.p
OG0001665	Bo9g173550, Bo2g009670	Carub.0006s0849.1.p
OG0001665	Bo3g099410, Bo9g018570, Bo00615s190	Carub.0008s2607.1.p
OG0001666	Bo1g019420	Carub.0007s2298.1.p
OG0001666	Bo7g075170, Bo9g063060	Carub.0008s0166.1.p
OG0001667	Bo8g098150, Bo6g079640, Bo4g098490	Carub.0005s2949.1.p
