Orthogroup	Brassica_oleracea	Brassica_rapa
OG0000551	Bo5g025110	Bra016567, Bra025929
OG0000551	Bo6g087600	Bra003834
OG0000552	Bo9g149640	Bra002394, Bra002393
OG0000552	Bo3g015770	Bra006614
OG0000553	Bo3g032960	Bra000104
OG0000553	Bo4g187880	Bra017095
OG0000553	Bo1g150250, Bo3g060230	Bra041021
OG0000553	Bo1g150240	Bra040247
OG0000553	Bo09709s010, Bo3g060250	Bra001171
OG0000554	Bo2g134160	Bra026669
OG0000554	Bo8g071640	Bra016366
OG0000554	Bo7g056420	Bra012358
OG0000554	Bo6g094450, Bo6g112590	Bra016173
OG0000555	Bo9g172170	Bra009034
OG0000555	Bo2g009850	Bra006058
OG0000555	Bo9g172150, Bo3g090080, Bo3g005590, Bo3g005600, Bo2g009860	Bra006059
OG0000555	Bo3g099270	Bra024380
OG0000555	Bo00615s060, Bo9g018660	Bra037814
OG0000555	Bo3g099260	Bra024381
OG0000556	Bo5g004620, Bo8g115520, Bo8g003000, Bo3g057350	Bra040138, Bra015319, Bra032506, Bra030573
OG0000557	Bo5g007230	Bra015475
OG0000557	Bo8g114730	Bra032435
OG0000557	Bo4g052240	Bra018258
OG0000557	Bo3g025160, Bo3g025050	Bra022835
OG0000557	Bo4g052210	Bra018256
OG0000557	Bo4g176460	Bra013097
OG0000557	Bo4g052220, Bo4g052190	Bra018254
OG0000558	Bo2g104900	Bra018485
OG0000558	Bo3g164310	Bra020847
OG0000558	Bo3g010510	Bra006310
OG0000558	Bo3g010360	Bra006311, Bra006312, Bra006309, Bra006313, Bra006308
OG0000559	Bo2g066770, Bo6g110630	Bra016247
OG0000559	Bo9g045430	Bra027833
OG0000559	Bo5g010890	Bra019934
OG0000559	Bo8g109570	Bra031712
OG0000560	Bo3g081880	Bra001917
OG0000560	Bo00835s060	Bra039763
OG0000560	Bo6g099880, Bo6g100940	Bra004162
OG0000561	Bo5g050630, Bo8g070070	Bra025804
OG0000561	Bo6g120030	Bra015797
OG0000562	Bo2g012720, Bo2g012700	Bra023531
OG0000562	Bo9g163870, Bo9g163850	Bra008682
OG0000563	Bo01252s010, Bo9g151560	Bra002325
OG0000563	Bo6g076330	Bra003370
OG0000563	Bo6g076070, Bo1g123180	Bra021198
OG0000563	Bo6g077710	Bra003545
OG0000563	Bo6g080120, Bo6g080110	Bra015236
OG0000563	Bo6g076060	Bra003354, Bra030047
OG0000563	Bo6g067280	Bra003128
OG0000564	Bo9g011050	Bra036568
OG0000564	Bo7g095410	Bra009887
OG0000564	Bo3g127230	Bra034950
OG0000564	Bo2g021880	Bra020107
OG0000564	Bo9g151850	Bra002307
OG0000565	Bo7g116300	Bra011459, Bra036990
OG0000565	Bo4g045780	Bra005572
OG0000565	Bo4g177840	Bra021775
OG0000565	Bo5g005540	Bra015419
OG0000566	Bo4g104960	Bra014485
OG0000566	Bo4g107930	Bra014544
OG0000566	Bo6g077050, Bo6g076980, Bo6g077040	Bra003414
OG0000566	Bo8g095220	Bra007537
OG0000567	Bo7g065550	Bra033684
OG0000567	Bo5g087010	Bra023279, Bra010174
OG0000567	Bo8g115660	Bra032518
OG0000567	Bo8g002850	Bra030564
OG0000567	Bo5g004450	Bra015302
OG0000568	Bo9g165440	Bra015255, Bra008725
OG0000568	Bo4g191570	Bra000259, Bra016873
OG0000568	Bo1g091810	Bra031517
OG0000568	Bo9g043980, Bo4g116600	Bra027149
OG0000568	Bo1g090520	Bra035414
OG0000569	Bo3g181200, Bo3g181230, Bo6g027570, Bo6g027580	Bra018944
OG0000569	Bo5g125020, Bo5g126040, Bo5g126100, Bo5g126120	Bra040923
OG0000570	Bo6g094690	Bra003953
OG0000570	Bo00877s070	Bra016209
OG0000570	Bo6g111130	Bra016212
OG0000570	Bo6g111140	Bra016211
OG0000570	Bo2g068220	Bra007918
OG0000570	Bo01455s010	Bra025403
OG0000571	Bo6g116140, Bo2g078960	Bra008045
OG0000571	Bo6g033170	Bra029124, Bra037977
OG0000571	Bo3g184600	Bra030893
OG0000571	Bo6g051030	Bra014365
OG0000571	Bo1g134770	Bra021517
OG0000571	Bo3g065820	Bra027387, Bra001530
OG0000572	Bo3g041980	Bra000549
OG0000572	Bo8g099250	Bra007805
OG0000572	Bo1g010720	Bra011320
OG0000572	Bo7g115610	Bra023964
OG0000572	Bo5g017450	Bra019727
OG0000573	Bo5g057370	Bra040772
OG0000573	Bo5g047310, Bo7g045800	Bra030118
OG0000573	Bo4g182390	Bra005454, Bra021893
OG0000574	Bo6g122120	Bra035048
OG0000574	Bo00534s160	Bra038127
OG0000574	Bo6g031510	Bra039675
OG0000574	Bo5g128880	Bra027310
OG0000574	Bo1g129980	Bra021578
OG0000574	Bo5g022340	Bra026009
OG0000575	Bo8g067880	Bra016555
OG0000575	Bo8g104340	Bra031034
OG0000575	Bo5g025550	Bra025895
OG0000575	Bo2g080880	Bra008128
OG0000575	Bo6g087300	Bra015940
OG0000576	Bo6g068080	Bra034792
OG0000576	Bo5g134940, Bo5g134920, Bo5g134930	Bra034791, Bra034788
OG0000576	Bo5g134910, Bo5g134900	Bra034787
OG0000578	Bo5g143580	Bra020755
OG0000578	Bo9g010200	Bra036110
OG0000578	Bo2g155070	Bra009975, Bra020599
OG0000578	Bo5g146760	Bra039469
OG0000579	Bo4g043980, Bo4g044010	Bra005517
OG0000579	Bo4g044030, Bo1g031980, Bo01148s030	Bra013666
OG0000579	Bo4g044130	Bra005519
OG0000580	Bo3g047130	Bra000658
OG0000580	Bo2g014020	Bra019394, Bra023642
OG0000581	Bo2g105000	Bra018477
OG0000581	Bo4g142500, Bo8g108290	Bra026980
OG0000581	Bo9g036880	Bra027022
OG0000581	Bo9g028630	Bra036648
OG0000582	Bo4g194440	Bra037700
OG0000582	Bo1g019360	Bra013295
OG0000582	Bo8g050030	Bra012609
OG0000582	Bo3g137270	Bra028403
OG0000583	Bo9g011000, Bo9g011010	Bra036572
OG0000583	Bo2g156120, Bo2g156130	Bra020540
OG0000583	Bo2g156100	Bra020541
OG0000583	Bo7g095360	Bra009894
OG0000583	Bo8g102460, Bo4g173510, Bo7g095340, Bo7g095310, Bo03369s010	Bra009895
OG0000583	Bo9g010980	Bra036573
OG0000584	Bo7g005650, Bo6g064340, Bo01606s010	Bra034632
OG0000584	Bo4g034830	Bra032871
OG0000584	Bo01053s020, Bo3g120890	Bra032256
OG0000585	Bo7g116780	Bra017640
OG0000585	Bo6g117960	Bra003832, Bra015973
OG0000585	Bo9g107150	Bra028310, Bra028309
OG0000585	Bo2g047740	Bra022594
OG0000585	Bo4g039900	Bra005432
OG0000586	Bo8g058380	Bra030773, Bra030774
OG0000586	Bo8g104560	Bra031012
OG0000586	Bo9g161750	Bra008591
OG0000586	Bo2g091100	Bra008271
OG0000587	Bo3g018250	Bra006736
OG0000587	Bo3g023690	Bra029172
OG0000587	Bo2g026820	Bra020322
OG0000587	Bo2g026830	Bra020323
OG0000588	Bo2g099100	Bra008545
OG0000588	Bo5g002750	Bra033290
OG0000588	Bo8g117600	Bra032617
OG0000588	Bo8g117610	Bra032618
OG0000589	Bo4g188160	Bra017076
OG0000589	Bo3g034310	Bra000132
OG0000589	Bo8g089510	Bra007148
OG0000590	Bo7g117800	Bra011665
OG0000590	Bo9g061240	Bra027598
OG0000591	Bo2g127430	Bra014558
OG0000591	Bo1g019870	Bra012580
OG0000591	Bo1g019870	Bra013342
OG0000591	Bo1g019870	Bra025058
OG0000591	Bo7g106230	Bra012580
OG0000591	Bo7g106230	Bra013342
OG0000591	Bo7g106230	Bra025058
OG0000591	Bo4g108260	Bra021990
OG0000591	Bo9g062760	Bra021990
OG0000591	Bo7g073810	Bra021990
OG0000592	Bo5g008190	Bra015578
OG0000592	Bo8g009510, Bo8g114100	Bra031573
OG0000592	Bo3g132960	Bra018190
OG0000592	Bo2g026960	Bra020334
OG0000592	Bo9g137030	Bra002589
OG0000593	Bo3g014040	Bra006544
OG0000593	Bo2g104860	Bra013616
OG0000593	Bo2g104860	Bra000781
OG0000593	Bo9g078510	Bra013616
OG0000593	Bo9g078510	Bra000781
OG0000593	Bo3g048760	Bra013616
OG0000593	Bo3g048760	Bra000781
OG0000594	Bo7g085690	Bra025284
OG0000594	Bo5g155040	Bra039107
OG0000594	Bo9g165890	Bra008753
OG0000594	Bo2g011870	Bra023467
OG0000594	Bo3g009810	Bra006256
OG0000595	Bo6g087680	Bra003840, Bra003838
OG0000595	Bo5g121380	Bra022266
OG0000595	Bo6g014430	Bra018740
OG0000598	Bo1g014360	Bra011177
OG0000598	Bo3g019300	Bra006818
OG0000598	Bo9g133180	Bra002726
OG0000598	Bo1g040560	Bra013925
OG0000598	Bo6g027870, Bo7g110550	Bra019140
OG0000599	Bo7g019930	Bra001960
OG0000599	Bo9g008360	Bra039068
OG0000599	Bo2g144940	Bra033024
OG0000599	Bo1g007360	Bra011524
OG0000600	Bo3g065670	Bra001515
OG0000600	Bo1g136120	Bra021494
OG0000600	Bo3g158690	Bra020966
OG0000600	Bo7g106520	Bra012553
OG0000600	Bo1g020360	Bra013385
OG0000601	Bo8g028550	Bra035481
OG0000601	Bo9g115100	Bra003007
OG0000601	Bo3g022270	Bra029041
OG0000601	Bo1g050750, Bo1g050770	Bra026320
OG0000603	Bo8g071040, Bo03565s010	Bra022940, Bra016407
OG0000604	Bo7g038760	Bra014999
OG0000604	Bo6g094410	Bra003935
OG0000604	Bo7g080690, Bo08116s010	Bra007965
OG0000604	Bo7g080700	Bra007964
OG0000604	Bo6g112740	Bra016158
OG0000605	Bo9g185020	Bra009636
OG0000605	Bo3g034630	Bra000160
OG0000605	Bo4g187410	Bra017136
OG0000605	Bo4g029760	Bra005136
OG0000605	Bo3g032190	Bra000039
OG0000606	Bo8g070660	Bra016432
OG0000606	Bo7g059650	Bra012270
OG0000606	Bo8g070650	Bra016433
OG0000606	Bo7g059680, Bo7g059670	Bra012269
OG0000606	Bo5g032040	Bra012268, Bra025874
OG0000607	Bo8g027500	Bra040000, Bra040001, Bra035477
OG0000607	Bo00746s020	Bra040003
OG0000608	Bo4g195070	Bra037643
OG0000608	Bo8g094940	Bra007513
OG0000608	Bo4g105200	Bra014507
OG0000608	Bo8g063710	Bra026801, Bra016679
OG0000609	Bo1g021680, Bo3g159900	Bra020954
OG0000609	Bo2g126840	Bra021950
OG0000609	Bo7g070090	Bra025087
OG0000609	Bo1g091830	Bra031514
OG0000609	Bo1g021640	Bra013402
OG0000610	Bo9g175450	Bra009266
OG0000610	Bo7g109970	Bra019191, Bra019189
OG0000610	Bo6g051240	Bra011911
OG0000610	Bo3g023910	Bra029194
OG0000611	Bo6g008250	Bra040710
OG0000611	Bo8g019210	Bra040792
OG0000611	Bo8g019220	Bra040793
OG0000611	Bo6g008240	Bra040753
OG0000611	Bo5g071200	Bra032220
OG0000612	Bo6g119200	Bra015874
OG0000612	Bo2g082460	Bra008175
OG0000612	Bo6g119220	Bra015871
OG0000612	Bo6g119230	Bra015870
OG0000613	Bo7g095560	Bra009873
OG0000614	Bo7g040820	Bra023749, Bra014924
OG0000614	Bo8g115580	Bra032512
OG0000614	Bo5g004520	Bra015310
OG0000614	Bo9g059180	Bra027493
OG0000615	Bo7g099100	Bra012918
OG0000615	Bo3g096500	Bra024440
OG0000615	Bo9g019050	Bra037841
OG0000616	Bo7g077360	Bra024956
OG0000616	Bo9g069360, Bo2g132250	Bra017497
OG0000616	Bo9g069360, Bo2g132250	Bra022113
OG0000617	Bo8g024430	Bra034943
OG0000617	Bo5g030280	Bra025818
OG0000617	Bo2g087670	Bra008241
OG0000617	Bo6g120180	Bra015781
OG0000618	Bo03198s010, Bo4g159940, Bo04156s010, Bo4g159920	Bra034285
OG0000618	Bo6g099410	Bra004122
OG0000618	Bo4g136280	Bra028101
OG0000619	Bo00974s020	Bra038957
OG0000619	Bo5g019900, Bo8g106660, Bo8g066160	Bra016687, Bra016689
OG0000620	Bo4g145690	Bra030322
OG0000620	Bo5g137560	Bra029831
OG0000620	Bo8g082620	Bra006985
OG0000620	Bo00703s080, Bo6g067250	Bra003126
OG0000620	Bo4g030910, Bo4g186590	Bra017210
OG0000621	Bo6g121600, Bo6g081900	Bra003662
OG0000621	Bo5g117130	Bra037566
OG0000621	Bo5g117130	Bra022351
OG0000621	Bo5g117130	Bra001719
OG0000621	Bo3g071720	Bra037566
OG0000621	Bo3g071720	Bra022351
OG0000621	Bo3g071720	Bra001719
OG0000622	Bo3g013090	Bra006454
OG0000622	Bo5g148320	Bra040145, Bra040207
OG0000623	Bo9g175570	Bra028695, Bra009255
OG0000623	Bo8g067580	Bra016576
OG0000623	Bo9g175560	Bra009256
OG0000623	Bo2g008690	Bra028691
OG0000623	Bo2g008680	Bra028692
OG0000623	Bo3g004440	Bra005945
OG0000623	Bo9g175600	Bra009251
OG0000625	Bo8g033830	Bra034890
OG0000625	Bo4g178180	Bra021798
OG0000625	Bo4g178160	Bra021797
OG0000625	Bo4g178120	Bra021796
OG0000626	Bo01024s030, Bo00802s030, Bo00920s070, Bo4g005830	Bra004488
OG0000627	Bo2g093480	Bra008366
OG0000627	Bo6g122130	Bra035049
OG0000627	Bo5g022330	Bra026010
OG0000627	Bo5g022320	Bra026011
OG0000627	Bo7g111480	Bra019043
OG0000628	Bo3g159910	Bra020955
OG0000628	Bo02769s010	Bra020958
OG0000628	Bo1g021660, Bo1g021650	Bra013403
OG0000628	Bo00870s020	Bra020957
OG0000629	Bo1g057020	Bra012794, Bra039556
OG0000629	Bo4g151210	Bra030195, Bra030190
OG0000630	Bo00751s090	Bra013011, Bra013009
OG0000630	Bo2g161100	Bra029356, Bra029355
OG0000630	Bo7g098000	Bra021947
OG0000630	Bo2g102060	Bra018524
OG0000631	Bo9g012600	Bra036519
OG0000631	Bo9g003960, Bo3g053270	Bra037409, Bra000929
OG0000631	Bo5g002710	Bra030495, Bra033285
OG0000631	Bo8g117670	Bra032620
OG0000632	Bo5g146840	Bra039476, Bra039477
OG0000632	Bo5g146680	Bra039461
OG0000632	Bo7g111790	Bra024236
OG0000633	Bo01155s020	Bra040592
OG0000633	Bo3g055670	Bra001049
OG0000633	Bo4g137240	Bra028187
OG0000633	Bo00955s050	Bra028409
OG0000634	Bo4g027580	Bra005117
OG0000634	Bo4g187530	Bra017126
OG0000634	Bo9g186100	Bra009641
OG0000634	Bo3g001350	Bra005676
OG0000634	Bo3g062350	Bra029727
OG0000635	Bo6g065240, Bo4g142150	Bra025492
OG0000635	Bo7g110510	Bra019143
OG0000635	Bo1g040440	Bra013915
OG0000635	Bo8g050970	Bra010448
OG0000635	Bo9g108360	Bra003118
OG0000635	Bo3g023130	Bra029112
OG0000637	Bo4g176220	Bra021722
OG0000637	Bo4g176240	Bra021724
OG0000637	Bo3g026350	Bra022851
OG0000638	Bo12056s010	Bra031425
OG0000638	Bo00787s010, Bo2g011740	Bra023451
OG0000639	Bo3g168840	Bra034634
OG0000639	Bo7g019710	Bra037304, Bra001974
OG0000639	Bo8g102710	Bra031081
OG0000639	Bo5g027470	Bra025738
OG0000640	Bo4g091470	Bra034466
OG0000640	Bo9g077960	Bra029505
OG0000640	Bo1g025830	Bra013579
OG0000640	Bo7g107770	Bra019406
OG0000641	Bo01416s020, Bo01416s010, Bo06378s010	Bra019711
OG0000641	Bo6g101200	Bra004183
OG0000641	Bo6g101070	Bra004175
OG0000642	Bo00802s060	Bra004477
OG0000642	Bo3g039530	Bra000441
OG0000642	Bo8g099440	Bra007823
OG0000642	Bo8g100650	Bra039945
OG0000643	Bo4g169380	Bra039983
OG0000643	Bo4g169370	Bra039982
OG0000643	Bo4g169390	Bra039984
OG0000644	Bo7g115360	Bra023989
OG0000644	Bo00924s020	Bra032072
OG0000645	Bo3g009320	Bra006212
OG0000645	Bo9g166480	Bra008805, Bra008804
OG0000645	Bo3g009330	Bra006213
OG0000646	Bo9g010470	Bra036618
OG0000646	Bo9g010470	Bra020579
OG0000646	Bo2g155400	Bra009947
OG0000646	Bo8g083230	Bra003158
OG0000646	Bo6g067670	Bra007033
OG0000647	Bo9g059970	Bra027549, Bra027552
OG0000647	Bo9g059910	Bra027547
OG0000647	Bo9g059980	Bra027553
OG0000648	Bo7g091260	Bra025331
OG0000648	Bo7g091280	Bra025328
OG0000648	Bo03169s010	Bra039055
OG0000648	Bo9g059690	Bra027534
OG0000648	Bo7g091240	Bra025326
OG0000648	Bo2g146290	Bra033043
OG0000649	Bo3g019600	Bra006850
OG0000649	Bo2g032970	Bra035634
OG0000649	Bo4g124020	Bra019644
OG0000649	Bo7g110730	Bra019120
OG0000649	Bo1g042930	Bra013956
OG0000650	Bo6g056210, Bo8g035420	Bra040801
OG0000650	Bo7g034260	Bra015028
OG0000650	Bo1g099890	Bra028368
OG0000650	Bo3g083120	Bra001940
OG0000651	Bo6g118600	Bra003808
OG0000651	Bo2g081080	Bra003808
OG0000651	Bo6g087100	Bra008144
OG0000652	Bo1g123500, Bo1g123510	Bra021176
OG0000652	Bo4g188070	Bra017017
OG0000652	Bo4g188080	Bra017083, Bra017082
OG0000652	Bo3g034260	Bra000129
OG0000652	Bo4g026610	Bra005053
OG0000653	Bo8g095490	Bra003427
OG0000653	Bo8g095490	Bra014472
OG0000653	Bo8g095490	Bra007556
OG0000653	Bo4g104810	Bra003427
OG0000653	Bo4g104810	Bra014472
OG0000653	Bo4g104810	Bra007556
OG0000653	Bo4g024520	Bra004901
OG0000653	Bo4g024520	Bra040316
OG0000653	Bo4g195450	Bra004901
OG0000653	Bo4g195450	Bra040316
OG0000654	Bo6g076860	Bra014503
OG0000654	Bo6g076860	Bra007519
OG0000654	Bo8g095030	Bra014503
OG0000654	Bo8g095030	Bra007519
OG0000654	Bo4g105150	Bra014503
OG0000654	Bo4g105150	Bra007519
OG0000655	Bo3g068100	Bra001613
OG0000655	Bo1g124960	Bra021142
OG0000655	Bo2g009150	Bra028653
OG0000655	Bo6g080420	Bra003569
OG0000655	Bo5g021180	Bra026112
OG0000655	Bo8g105910	Bra026751
OG0000656	Bo6g067210	Bra003123
OG0000656	Bo8g082580	Bra006978
OG0000656	Bo3g002290	Bra005733
OG0000656	Bo3g061850	Bra001297
OG0000656	Bo1g144240	Bra034089
OG0000656	Bo5g138000	Bra029795
OG0000657	Bo8g083090, Bo6g067640	Bra003155
OG0000657	Bo4g030380	Bra005180
OG0000657	Bo4g187080	Bra017170
OG0000657	Bo3g031850	Bra000009
OG0000658	Bo7g106220	Bra012581
OG0000658	Bo1g019860	Bra013341
OG0000658	Bo3g157270	Bra020994
OG0000658	Bo4g173750	Bra021685
OG0000659	Bo3g081330	Bra001876
OG0000659	Bo3g078580	Bra001829
OG0000659	Bo3g001550	Bra005858
OG0000659	Bo1g143930, Bo1g143910	Bra034111
OG0000659	Bo1g144960	Bra034113
OG0000660	Bo8g115230	Bra032476
OG0000660	Bo8g115220	Bra032475
OG0000660	Bo8g004500	Bra030607
OG0000660	Bo8g004490	Bra030606
OG0000660	Bo5g005370	Bra015403
OG0000660	Bo5g005360	Bra015402
OG0000660	Bo8g115240	Bra032477
OG0000663	Bo5g053520	Bra032880
OG0000663	Bo1g016590	Bra011095
OG0000663	Bo1g016560	Bra011092
OG0000663	Bo3g155520	Bra010537
OG0000663	Bo3g175180, Bo3g175130	Bra010254
OG0000665	Bo1g002460	Bra011869
OG0000665	Bo3g150050	Bra010693
OG0000665	Bo4g147050	Bra030284
OG0000665	Bo8g101580	Bra031210
OG0000665	Bo7g019730	Bra001972
OG0000666	Bo3g036990	Bra000333
OG0000666	Bo4g048440	Bra005638
OG0000666	Bo5g006850	Bra015445
OG0000666	Bo8g004720	Bra030617
OG0000666	Bo8g114980, Bo8g115000	Bra032456
OG0000668	Bo3g009880	Bra006263
OG0000668	Bo1g150290	Bra040251
OG0000668	Bo3g060200	Bra001169
OG0000668	Bo5g145040	Bra039407
OG0000668	Bo9g010800	Bra036593
OG0000668	Bo7g095030	Bra009916
OG0000669	Bo2g024180, Bo2g024110	Bra020199
OG0000669	Bo3g017010	Bra006632
OG0000669	Bo2g024260	Bra020211
OG0000669	Bo2g024250	Bra020210
OG0000670	Bo9g086900	Bra028028
OG0000670	Bo3g044430	Bra034447
OG0000670	Bo3g044430	Bra000692
OG0000670	Bo5g086560	Bra034447
OG0000670	Bo5g086560	Bra000692
OG0000670	Bo6g046630	Bra037884
OG0000671	Bo8g089690	Bra007157
OG0000671	Bo6g069580	Bra003210
OG0000671	Bo4g116780	Bra014751
OG0000671	Bo2g026840	Bra020324
OG0000671	Bo9g137210	Bra002579
OG0000672	Bo5g098500	Bra031320
OG0000672	Bo5g098520	Bra031319
OG0000672	Bo5g093490	Bra033915
OG0000672	Bo5g098530	Bra031318
OG0000672	Bo3g022910	Bra029094
OG0000672	Bo5g098570, Bo5g098580	Bra031316
OG0000672	Bo1g105510	Bra023854
OG0000672	Bo1g105530	Bra023855
OG0000673	Bo9g181810	Bra009517
OG0000673	Bo4g122950	Bra019639
OG0000673	Bo8g082370	Bra006960
OG0000674	Bo9g010520	Bra036611
OG0000674	Bo2g062780	Bra009940
OG0000674	Bo1g150480	Bra001156
OG0000674	Bo3g059020	Bra040533
OG0000675	Bo1g008280, Bo7g116090	Bra037011
OG0000676	Bo1g014780, Bo1g014750	Bra011149
OG0000676	Bo1g014850	Bra011146
OG0000676	Bo3g175940	Bra010768
OG0000676	Bo3g155730	Bra010515
OG0000676	Bo3g175930	Bra010313
OG0000676	Bo3g175920, Bo8g052600	Bra010415
OG0000677	Bo9g008690	Bra039041
OG0000677	Bo6g095360	Bra003991
OG0000677	Bo6g095360	Bra007871
OG0000677	Bo2g064250	Bra003991
OG0000677	Bo2g064250	Bra007871
OG0000677	Bo8g076400	Bra016295
OG0000678	Bo7g104920	Bra012679, Bra012678
OG0000678	Bo02168s010, Bo8g111150	Bra031660
OG0000678	Bo2g109130, Bo8g052940, Bo2g032530, Bo2g032550	Bra035261, Bra028115
OG0000678	Bo1g053000	Bra009687
OG0000680	Bo4g145490	Bra030338
OG0000680	Bo7g065460	Bra028450
OG0000680	Bo6g064390	Bra028451
OG0000680	Bo4g145500	Bra030337
OG0000680	Bo4g139870, Bo4g139860, Bo6g064400	Bra028452
OG0000681	Bo6g080080	Bra003542
OG0000681	Bo3g068160	Bra038070, Bra019286
OG0000681	Bo1g124850	Bra021150
OG0000681	Bo3g181040, Bo6g028020, Bo6g039710	Bra030388
OG0000682	Bo3g155640	Bra010527
OG0000682	Bo1g006610	Bra011599
OG0000682	Bo3g166960	Bra020810
OG0000682	Bo7g014940	Bra002023
OG0000683	Bo8g112690	Bra031610
OG0000683	Bo5g008770	Bra018656, Bra018655
OG0000683	Bo8g112680	Bra031611
OG0000683	Bo8g010950	Bra030713
OG0000684	Bo31614s010, Bo4g191600, Bo4g191580, Bo14502s010, Bo4g191610	Bra016872
OG0000684	Bo4g016040	Bra004698
OG0000684	Bo4g016030	Bra004697
OG0000684	Bo4g016020	Bra004695, Bra004696
OG0000685	Bo2g146370	Bra033051
OG0000685	Bo7g091380	Bra025340
OG0000685	Bo9g008510	Bra039053
OG0000685	Bo7g091400	Bra025341
OG0000686	Bo4g006920	Bra004502
OG0000686	Bo4g197400	Bra040479
OG0000686	Bo9g004040	Bra037416
OG0000686	Bo2g099190	Bra008551
OG0000686	Bo5g002770	Bra033292
OG0000686	Bo8g117580	Bra032616
OG0000687	Bo7g098610, Bo1g095800, Bo3g130070, Bo6g079820, Bo6g083590, Bo4g111310, Bo5g093340, Bo02743s010	Bra032259
OG0000688	Bo1g056990	Bra039555
OG0000689	Bo5g062570	Bra032364
OG0000689	Bo1g019510	Bra013303
OG0000689	Bo2g129840	Bra022022
OG0000689	Bo7g074090	Bra025034
OG0000690	Bo3g024290	Bra022775
OG0000690	Bo8g008420	Bra030675
OG0000690	Bo8g114260	Bra031555
OG0000691	Bo8g059340	Bra018444
OG0000691	Bo8g059370	Bra018445
OG0000691	Bo4g151910	Bra032143
OG0000691	Bo4g151920, Bo4g152960	Bra032141
OG0000692	Bo3g012650	Bra006412
OG0000692	Bo5g149890	Bra031990
OG0000692	Bo5g149860	Bra031989
OG0000693	Bo5g055780	Bra032894
OG0000693	Bo3g027470	Bra022956
OG0000693	Bo4g042380	Bra005469
OG0000693	Bo2g124310	Bra036020
OG0000694	Bo5g093460	Bra033911
OG0000694	Bo1g103750	Bra023798
OG0000694	Bo3g081430	Bra001886
OG0000694	Bo1g057530	Bra036883
OG0000695	Bo5g062380, Bo3g058520, Bo00875s020, Bo3g143530, Bo6g048150, Bo4g044040, Bo5g082530, Bo1g102030, Bo3g151500, Bo2g159340, Bo7g037650, Bo5g122940, Bo3g100940, Bo7g071340, Bo5g128800, Bo7g067100, Bo4g133310, Bo6g099710, Bo4g188550, Bo7g010120, Bo9g042040, Bo9g040920, Bo1g025490, Bo5g072420, Bo8g027520, Bo2g085060	Bra035380
OG0000697	Bo1g128570	Bra021101
OG0000697	Bo5g127240	Bra027257
OG0000697	Bo2g004020	Bra028838
OG0000697	Bo8g108540	Bra031794
OG0000698	Bo9g028800	Bra036635
OG0000698	Bo9g036610	Bra027004
OG0000698	Bo9g093830	Bra014869
OG0000698	Bo1g032020	Bra013668
OG0000699	Bo8g104900	Bra030985
OG0000699	Bo3g184460	Bra037962, Bra030908
OG0000700	Bo3g027420	Bra022951
OG0000700	Bo4g043510	Bra005477
OG0000701	Bo9g029300	Bra027637, Bra027656
OG0000702	Bo5g116740, Bo5g116780	Bra022377
OG0000702	Bo5g116730, Bo5g116770	Bra022378
OG0000704	Bo8g083580	Bra007065
OG0000704	Bo3g032480, Bo4g027420	Bra005108
OG0000704	Bo4g187610	Bra017118
OG0000704	Bo3g032470	Bra000062
OG0000705	Bo3g054680	Bra000965
OG0000705	Bo9g002440	Bra008527, Bra037351
OG0000705	Bo4g195830	Bra039312
OG0000705	Bo8g095780	Bra007587
OG0000705	Bo6g077590	Bra003442
OG0000706	Bo3g002910	Bra005811
OG0000706	Bo9g178930	Bra009437
OG0000706	Bo5g137290	Bra029852
OG0000707	Bo8g070290	Bra012238
OG0000707	Bo5g030500	Bra025832
OG0000707	Bo5g030530	Bra012239, Bra025833
OG0000707	Bo3g167210	Bra034674
OG0000707	Bo1g006740	Bra011584
OG0000708	Bo8g117350	Bra032589
OG0000708	Bo2g100300, Bo3g052700	Bra030163
OG0000708	Bo8g098000	Bra041026
OG0000708	Bo6g079560	Bra003504
OG0000709	Bo8g091590	Bra007313
OG0000709	Bo16549s010, Bo8g091610, Bo8g091670, Bo8g091640, Bo19160s010	Bra007314
OG0000709	Bo8g091650, Bo8g091680, Bo8g091600, Bo8g091620, Bo03252s010	Bra007315
OG0000709	Bo6g072790	Bra003273
OG0000710	Bo9g003910	Bra037404
OG0000710	Bo5g141550	Bra029645
OG0000710	Bo8g112860	Bra031593
OG0000711	Bo4g176390, Bo4g176350	Bra021731
OG0000711	Bo9g091020	Bra035254
OG0000712	Bo3g003950	Bra005904, Bra005903
OG0000712	Bo9g175990	Bra009213
OG0000712	Bo9g175960, Bo9g175940	Bra009214
OG0000713	Bo9g078350	Bra029475
OG0000713	Bo4g136380	Bra028111
OG0000714	Bo1g016320	Bra011116
OG0000714	Bo3g177130	Bra010326
OG0000714	Bo8g051230, Bo1g043070	Bra010437
OG0000715	Bo2g121180	Bra038410
OG0000715	Bo4g039050	Bra005370
OG0000716	Bo1g003010	Bra011819
OG0000716	Bo1g008060	Bra011449
OG0000716	Bo8g071430	Bra016381
OG0000716	Bo5g036300	Bra031389
OG0000717	Bo1g124760, Bo3g068260, Bo5g126440	Bra027192
OG0000717	Bo6g039770	Bra030393
OG0000717	Bo6g027750	Bra030393
OG0000717	Bo3g181070	Bra030393
OG0000718	Bo1g047970	Bra026373, Bra026375
OG0000718	Bo1g048000	Bra026372
