Orthogroup	Brassica_oleracea	Arabis_alpina
OG0001143	Bo5g043180, Bo3g138630	AALP_AA1G268500
OG0001144	Bo3g093810, Bo9g026330	AALP_AA3G339100
OG0001144	Bo3g156840, Bo7g117750, Bo1g005990	AALP_AA7G235200
OG0001145	Bo4g027010	AALP_AA8G019200
OG0001145	Bo1g144490, Bo5g139310, Bo3g062000	AALP_AA3G099600
OG0001147	Bo2g055690	AALP_AA2G089900
OG0001147	Bo2g018200, Bo00852s050	AALP_AA8G214300
OG0001148	Bo3g026870, Bo3g027120, Bo3g026880	AALP_AA6G066200, AALP_AA6G066300, AALP_AA6G069100
OG0001149	Bo3g108030	AALP_AA8G451100
OG0001149	Bo3g004270, Bo9g175270	AALP_AA8G068100
OG0001150	Bo3g167180, Bo3g167140, Bo7g117240, Bo24049s010, Bo7g117250, Bo09057s010	AALP_AA2G121800, AALP_AA7G223500
OG0001151	Bo9g007830	AALP_AA5G031700
OG0001152	Bo4g017230, Bo4g192810, Bo3g036220	AALP_AA4G216800
OG0001152	Bo4g108180, Bo8g092970	AALP_AA5G236300
OG0001155	Bo2g057670	AALP_AA2G103000
OG0001156	Bo7g010020, Bo7g010030	AALP_AA3G345700
OG0001160	Bo9g051010	AALP_AA1G346300, AALP_AAs44042U000100, AALP_AA1G346400
OG0001161	Bo2g022080, Bo9g151600	AALP_AA8G229000
OG0001161	Bo01029s010, Bo3g127270	AALP_AA5G066100
OG0001163	Bo2g003870	AALP_AA1G063500, AALP_AA6G083300
OG0001163	Bo5g103670	AALP_AA1G320000
OG0001164	Bo5g145390	AALP_AA3G050700
OG0001165	Bo7g058320, Bo5g037410	AALP_AA1G241700
OG0001165	Bo6g121740	AALP_AA2G223600
OG0001165	Bo8g025730	AALP_AAs67745U000100
OG0001166	Bo9g008200	AALP_AA5G041200
OG0001166	Bo6g064750, Bo4g140500	AALP_AA6G326500
OG0001168	Bo6g077170, Bo8g095290	AALP_AA5G262100
OG0001168	Bo3g037510, Bo4g024330	AALP_AA4G239500
OG0001169	Bo2g092540, Bo8g071050	AALP_AA1G237600, AALP_AA2G216100
OG0001170	Bo3g017000, Bo3g016970, Bo3g016980, Bo3g016990	AALP_AA5G076300, AALP_AA5G076200
OG0001172	Bo2g079040	AALP_AA2G162000
OG0001172	Bo9g027620	AALP_AA3G357200
OG0001172	Bo3g175960, Bo1g014910	AALP_AA7G147700
OG0001173	Bo5g127710, Bo5g128850, Bo3g066400, Bo3g066430, Bo3g066420, Bo1g129920	AALP_AA3G166500
OG0001174	Bo3g058920	AALP_AA3G052000
OG0001176	Bo10597s010	AALP_AA5G090800
OG0001177	Bo6g031790, Bo6g031780	AALP_AA4G024500
OG0001178	Bo5g123780, Bo3g068470, Bo1g123360	AALP_AA3G188900, AALP_AA8G347900
OG0001179	Bo3g004290, Bo9g175390, Bo2g008570	AALP_AA8G070000
OG0001180	Bo8g110650, Bo6g087790, Bo2g080570	AALP_AAs43167U000100
OG0001181	Bo9g002430, Bo02178s010	AALP_AA6G007500
OG0001182	Bo3g100750, Bo3g100760, Bo3g100790	AALP_AA8G482400, AALP_AA8G482300
OG0001183	Bo8g077920	AALP_AAs58509U000100, AALP_AA5G015000, AALP_AA5G015100
OG0001184	Bo3g067970, Bo1g126110, Bo5g126770	AALP_AA3G177300
OG0001186	Bo3g088380	AALP_AA3G313500
OG0001186	Bo1g007860, Bo3g170510, Bo7g116370	AALP_AA7G205500
OG0001187	Bo5g039300	AALP_AA1G253100
OG0001187	Bo2g068520, Bo02914s010, Bo6g112370	AALP_AA2G138500
OG0001188	Bo4g184540, Bo4g036220, Bo3g028500	AALP_AA4G128400
OG0001188	Bo7g104770, Bo1g053270	AALP_AAs66747U002200
OG0001190	Bo6g018620, Bo8g011200, Bo6g018590, Bo5g076370, Bo6g018580	AALP_AA4G063900, AALP_AA4G063800, AALP_AA4G063700
OG0001191	Bo1g017990	AALP_AA7G000700
OG0001191	Bo9g065530, Bo7g075710	AALP_AA6G111200
OG0001192	Bo5g156360, Bo1g157710	AALP_AA3G001800, AALP_AA7G016800
OG0001193	Bo9g037050, Bo9g028560	AALP_AA2G015400
OG0001194	Bo7g064820, Bo9g021880, Bo2g167690	AALP_AA8G502100
OG0001194	Bo1g062650	AALP_AA5G131000
OG0001195	Bo9g009060	AALP_AA5G064700
OG0001197	Bo3g162520, Bo3g162510, Bo3g162500, Bo1g024320, Bo1g024310	AALP_AA7G041000
OG0001198	Bo5g152820, Bo3g055490	AALP_AA3G014100
OG0001198	Bo2g012650, Bo9g163970	AALP_AA8G158400
OG0001199	Bo8g106470, Bo5g020190	AALP_AA6G310700
OG0001199	Bo2g134490, Bo7g078660	AALP_AA5G006600, AALP_AA5G006700
OG0001200	Bo9g028040, Bo9g028030, Bo8g102440, Bo7g003930	AALP_AA3G365700
OG0001200	Bo7g113350, Bo1g017050	AALP_AA7G133800
OG0001201	Bo4g127190	AALP_AAs62910U000300
OG0001201	Bo4g127170	AALP_AAs65522U000100
OG0001202	Bo6g099830	AALP_AA2G140200, AALP_AA2G079400
OG0001203	Bo5g052310, Bo7g048630, Bo3g142890	AALP_AA1G287000
OG0001204	Bo7g044920, Bo5g061060	AALP_AA1G306400
OG0001206	Bo2g166120	AALP_AA5G224500, AALP_AA5G134200, AALP_AA5G138700
OG0001206	Bo4g142580, Bo6g066460	AALP_AA6G315800
OG0001207	Bo3g032220, Bo3g032200, Bo4g187440	AALP_AA4G160200, AALP_AA4G160100
OG0001208	Bo4g071800, Bo3g024890, Bo9g036730	AALP_AA6G228800
OG0001208	Bo5g008760, Bo02505s010, Bo5g008750	AALP_AA1G083600
OG0001210	Bo4g182460, Bo3g027650	AALP_AA4G107400
OG0001211	Bo2g062670, Bo2g013990, Bo3g012790	AALP_AA8G190700
OG0001212	Bo8g095850, Bo8g095840	AALP_AA5G269800
OG0001214	Bo3g042940	AALP_AA6G278800
OG0001215	Bo5g007990, Bo01357s010	AALP_AA1G069700, AALP_AAs39041U000100
OG0001215	Bo3g024270, Bo4g059890, Bo4g170700	AALP_AAs67696U000200
OG0001216	Bo1g019740	AALP_AA7G008900
OG0001216	Bo7g073900	AALP_AA6G122700
OG0001218	Bo8g080420	AALP_AA3G312700
OG0001219	Bo2g126860, Bo2g126870	AALP_AA4G178600
OG0001219	Bo9g061200	AALP_AA4G059300
OG0001219	Bo7g070200, Bo7g070160, Bo9g061110, Bo1g005900, Bo7g070150	AALP_AAs71393U000100
OG0001220	Bo7g045240, Bo3g145200	AALP_AA1G304100
OG0001220	Bo7g045230, Bo3g145210	AALP_AA1G304300
OG0001222	Bo1g086070	AALP_AA4G016100
OG0001222	Bo7g093010, Bo9g010060	AALP_AAs60715U000300
OG0001223	Bo8g074850, Bo5g039710	AALP_AA1G256500
OG0001223	Bo6g111050, Bo2g068170	AALP_AA2G133300
OG0001224	Bo3g042170, Bo3g013710, Bo9g153650, Bo2g018130, Bo2g018110, Bo3g013720, Bo9g153660, Bo3g007480	AALP_AA8G120900
OG0001225	Bo8g068170, Bo5g025950	AALP_AA1G207100
OG0001226	Bo1g155130, Bo3g055840, Bo5g151480	AALP_AA3G016500
OG0001227	Bo7g054040	AALP_AA1G274700
OG0001227	Bo2g062980, Bo6g108740, Bo6g095630	AALP_AA6G189800
OG0001228	Bo8g114330, Bo8g007270	AALP_AA1G067800
OG0001228	Bo3g024440, Bo4g171880	AALP_AAs48252U000500
OG0001229	Bo5g072590, Bo8g015140, Bo6g012220	AALP_AA4G077400
OG0001229	Bo1g120470, Bo3g068980	AALP_AA3G199200
OG0001230	Bo1g058890, Bo1g058860	AALP_AAs59562U000100
OG0001230	Bo5g093210, Bo1g103520	AALP_AA3G263400
OG0001231	Bo7g090850, Bo2g145020, Bo7g090820, Bo7g090830	AALP_AA5G049500, AALP_AA8G153100
OG0001232	Bo7g071380, Bo2g136510	AALP_AA5G015800
OG0001232	Bo5g019570, Bo8g066050	AALP_AA1G160000
OG0001233	Bo1g021530, Bo00889s030	AALP_AA7G019400
OG0001233	Bo7g071310, Bo7g071260, Bo2g127010	AALP_AA6G131000
OG0001234	Bo8g066980, Bo5g023520	AALP_AA1G189200
OG0001234	Bo6g081600, Bo6g122020, Bo2g093420	AALP_AA2G227600
OG0001235	Bo8g070440	AALP_AA1G227100
OG0001235	Bo6g120540, Bo6g084900, Bo2g089910	AALP_AA2G206500
OG0001237	Bo3g003160	AALP_AA8G203900
OG0001237	Bo01023s050, Bo1g141470, Bo5g137140	AALP_AA3G116900
OG0001238	Bo9g008770, Bo16693s010, Bo7g087220	AALP_AA5G058800
OG0001238	Bo6g062160, Bo00578s090	AALP_AA6G342200
OG0001239	Bo2g166450, Bo9g018460, Bo3g100820	AALP_AA8G481900
OG0001239	Bo2g009640, Bo9g173650	AALP_AA8G093600
OG0001240	Bo3g055250, Bo5g156320, Bo1g158750	AALP_AA3G002300
OG0001240	Bo1g158740, Bo5g156330, Bo3g055270	AALP_AA3G002200
OG0001241	Bo6g098640, Bo6g105210	AALP_AA2G096500
OG0001242	Bo3g045470	AALP_AA3G037000
OG0001243	Bo5g123640, Bo1g123130	AALP_AA3G189500
OG0001244	Bo6g121400	AALP_AA2G218200
OG0001244	Bo8g071150, Bo7g059990, Bo7g075260, Bo5g034880	AALP_AA1G239300
OG0001245	Bo9g010350, Bo2g155250	AALP_AA8G254200
OG0001245	Bo5g146570, Bo1g151720, Bo3g058810	AALP_AA3G048000
OG0001246	Bo9g048800, Bo01317s030	AALP_AA2G057100
OG0001246	Bo5g010570, Bo8g059110, Bo8g110760, Bo7g087380	AALP_AA1G107700
OG0001248	Bo4g017380	AALP_AA5G234700
OG0001248	Bo3g036190, Bo6g075990, Bo1g053640, Bo4g108270	AALP_AA4G214900
OG0001249	Bo6g117880	AALP_AA2G174200
OG0001250	Bo00911s070	AALP_AA7G185700
OG0001251	Bo5g002510	AALP_AA1G006300
OG0001251	Bo2g098920, Bo3g054450, Bo9g003740, Bo2g098930	AALP_AA6G014400
OG0001252	Bo3g002940	AALP_AA8G041100, AALP_AA8G041000, AALP_AA8G040900
OG0001253	Bo6g094350, Bo6g112870	AALP_AA8G249100
OG0001253	Bo1g003290, Bo3g153100	AALP_AA7G259200
OG0001254	Bo7g060170, Bo5g035270	AALP_AA1G241200
OG0001255	Bo5g067020	AALP_AA1G320800
OG0001255	Bo4g183410, Bo4g037340, Bo3g028380	AALP_AA3G317700, AALP_AA4G127300
OG0001256	Bo2g167660	AALP_AA8G498400
OG0001256	Bo1g059340, Bo8g081830, Bo7g100810	AALP_AA5G135200
OG0001258	Bo5g029100, Bo7g061920, Bo8g069920	AALP_AA1G218300
OG0001258	Bo6g086160	AALP_AA2G200200
OG0001259	Bo2g068180, Bo6g111060	AALP_AA2G133400
OG0001259	Bo5g039700, Bo7g056120, Bo8g074840	AALP_AA1G256400
OG0001260	Bo8g099690, Bo4g154720	AALP_AA6G270900
OG0001260	Bo3g173900, Bo7g115210	AALP_AA7G171400
OG0001261	Bo2g050420, Bo9g102270	AALP_AA8G289200
OG0001262	Bo4g186260, Bo3g030110	AALP_AA4G135800
OG0001262	Bo8g082360, Bo6g067010	AALP_AA5G159300
OG0001263	Bo4g151580, Bo8g100440	AALP_AA6G282700
OG0001264	Bo6g116390, Bo6g116380, Bo6g116360	AALP_AA2G164200, AALP_AAs52928U000200, AALP_AAs52928U000100
OG0001270	Bo5g023900, Bo4g160010	AALP_AA1G193900
OG0001270	Bo9g063020, Bo7g074080	AALP_AA6G119100
OG0001271	Bo1g059170, Bo8g081550, Bo1g059180	AALP_AA5G138500
OG0001273	Bo3g003800, Bo9g176470	AALP_AA8G057200
OG0001274	Bo4g003480, Bo4g198660	AALP_AA4G264800
OG0001274	Bo8g097970, Bo6g079550	AALP_AA5G283900
OG0001276	Bo4g154060	AALP_AA6G277200
OG0001277	Bo3g040100	AALP_AA6G222500
OG0001277	Bo8g010870, Bo8g112830, Bo5g008570	AALP_AA1G080300
OG0001278	Bo5g002830, Bo5g002820, Bo5g002860	AALP_AA1G000300
OG0001279	Bo4g061100, Bo01129s030, Bo6g120900	AALP_AA3G248600, AALP_AA7G245700
OG0001280	Bo4g134710, Bo3g084280, Bo7g030410	AALP_AA5G272400
OG0001281	Bo4g154730	AALP_AA6G271000
OG0001281	Bo1g011200, Bo7g115250, Bo3g173880	AALP_AA7G172100
OG0001282	Bo8g065130, Bo8g107770	AALP_AA1G143200
OG0001282	Bo7g082640	AALP_AA5G030600
OG0001283	Bo1g017800	AALP_AAs42556U000900
OG0001283	Bo2g131650, Bo7g075890	AALP_AA6G109900
OG0001284	Bo2g158910, Bo7g096160	AALP_AA8G429800
OG0001284	Bo3g006870, Bo2g010190	AALP_AA8G105800
OG0001285	Bo9g053410, Bo1g087560	AALP_AA2G063700
OG0001285	Bo5g010010, Bo8g058700	AALP_AA1G100600
OG0001286	Bo8g096140, Bo9g074300, Bo6g077880	AALP_AA5G272700
OG0001286	Bo4g009400	AALP_AA4G252000
OG0001288	Bo8g099320, Bo5g008080	AALP_AA1G072500, AALP_AA1G072400
OG0001290	Bo3g097570	AALP_AA8G516100
OG0001293	Bo7g097500, Bo9g014010	AALP_AA8G413300
OG0001293	Bo8g077260, Bo1g078350, Bo3g111200	AALP_AA5G110100
OG0001294	Bo1g040570	AALP_AA1G334400
OG0001294	Bo1g040580	AALP_AA7G088000
OG0001295	Bo1g087310, Bo9g055700	AALP_AA4G000400
OG0001295	Bo5g009630, Bo8g058260	AALP_AA1G095800
OG0001297	Bo8g099210	AALP_AA6G261900
OG0001299	Bo3g028520, Bo4g184610	AALP_AA4G129000
OG0001299	Bo3g076250, Bo1g054780, Bo2g083720, Bo8g044620	AALP_AA8G262200
OG0001300	Bo9g017620, Bo3g103460	AALP_AA8G465300
OG0001302	Bo8g077270	AALP_AA2G246700
OG0001302	Bo6g123970	AALP_AA2G246600
OG0001302	Bo6g123720	AALP_AA2G238200, AALP_AA2G238000
OG0001303	Bo4g151390, Bo8g100540	AALP_AA6G285100
OG0001304	Bo8g030860, Bo8g030890	AALP_AAs63080U000100, AALP_AAs68745U000200, AALP_AAs68056U000100
OG0001305	Bo3g013650, Bo9g153840	AALP_AA8G213700
OG0001305	Bo5g144890, Bo1g150150	AALP_AA3G058800
OG0001306	Bo5g027250, Bo8g068380	AALP_AA1G210900
OG0001306	Bo9g151530, Bo2g023110	AALP_AA2G218800
OG0001307	Bo9g028980	AALP_AA2G004600, AALP_AA2G005600
OG0001307	Bo4g140900	AALP_AA6G321500
OG0001309	Bo3g062060, Bo3g001780	AALP_AA8G013400
OG0001309	Bo9g184760	AALP_AA8G013600
OG0001311	Bo8g102500	AALP_AA3G363700
OG0001311	Bo7g005150, Bo7g005100, Bo7g005180	AALP_AA3G363800, AALP_AA3G363900
OG0001313	Bo2g068090, Bo6g110920, Bo6g110940	AALP_AA2G132200
OG0001313	Bo9g165570, Bo2g012230	AALP_AA8G151400
OG0001315	Bo1g020370, Bo7g106540	AALP_AA7G017200
OG0001315	Bo9g061360, Bo7g071430, Bo2g127090	AALP_AA6G129600
OG0001316	Bo3g015700, Bo9g149730, Bo9g149750, Bo2g023680	AALP_AA8G235700
OG0001317	Bo5g137360	AALP_AA3G113200
OG0001318	Bo2g016440, Bo3g060060, Bo3g060140, Bo00576s080, Bo2g016610, Bo2g014340, Bo2g014320, Bo2g016470, Bo02271s010, Bo2g017980, Bo2g014350, Bo9g094220, Bo03716s010	AALP_AA8G199500
OG0001320	Bo9g018400, Bo9g018350	AALP_AA8G453800, AALP_AA8G456000
OG0001321	Bo4g158810	AALP_AA6G259700
OG0001321	Bo3g171090, Bo1g009990, Bo7g115860	AALP_AA7G192600
OG0001322	Bo7g117630, Bo1g006150	AALP_AA7G233200
OG0001322	Bo7g014110	AALP_AA3G338200
OG0001323	Bo4g087080, Bo1g098370	AALP_AA2G027600
OG0001323	Bo8g108910, Bo5g014710	AALP_AA4G023200
OG0001324	Bo5g103570, Bo3g077380	AALP_AA3G242700
OG0001325	Bo7g048520	AALP_AA1G288800
OG0001326	Bo2g136840, Bo7g081080, Bo5g109980	AALP_AA5G021300
OG0001326	Bo8g065810, Bo8g107120	AALP_AA1G154200
OG0001328	Bo5g082610, Bo3g179670, Bo6g025940	AALP_AA4G046100
OG0001328	Bo5g105120, Bo3g076260, Bo1g108500	AALP_AA3G240900
OG0001329	Bo3g023440, Bo3g019650, Bo3g019680, Bo3g023460, Bo3g023430	AALP_AA8G327700
OG0001330	Bo8g112720, Bo8g010890, Bo5g008660	AALP_AA1G081700, AALP_AA1G081800, AALP_AA1G082000, AALP_AA1G081900
OG0001330	Bo4g165270	AALP_AA6G225000
OG0001332	Bo16255s010, Bo3g113670, Bo1g074690	AALP_AA5G103300
OG0001333	Bo3g045200	AALP_AA6G173800
OG0001334	Bo8g087340, Bo4g117190	AALP_AA5G188400
OG0001335	Bo8g068520	AALP_AA1G212600
OG0001335	Bo1g011630, Bo1g011640, Bo7g114950	AALP_AA7G166300
OG0001336	Bo8g087240, Bo6g068390	AALP_AA5G186500
OG0001336	Bo3g034210, Bo4g026660	AALP_AA4G175000, AALP_AAs41078U000100
OG0001337	Bo9g004160	AALP_AA6G022300
OG0001338	Bo9g165510, Bo2g012260	AALP_AA8G152400
OG0001338	Bo5g155230	AALP_AA8G138600, AALP_AA3G003400
OG0001339	Bo3g044810	AALP_AA6G167100
OG0001340	Bo9g067010, Bo7g077250, Bo2g132010	AALP_AA6G107800
OG0001340	Bo7g105240, Bo1g017730	AALP_AAs60861U000400
OG0001341	Bo3g055740, Bo3g055730	AALP_AA3G020000
OG0001341	Bo3g055720, Bo5g152600, Bo1g156270	AALP_AA3G019900
OG0001342	Bo8g010830, Bo5g008500	AALP_AA1G078700
OG0001342	Bo4g070300, Bo4g166590	AALP_AA6G221500
OG0001343	Bo5g007640	AALP_AA1G064200, AALP_AA1G063900, AALP_AA1G064000, AALP_AA1G063800
OG0001343	Bo8g114520, Bo8g114490	AALP_AA1G064100
OG0001344	Bo2g083860, Bo2g083870	AALP_AA2G196500
OG0001344	Bo4g078540, Bo2g117950	AALP_AA6G155900
OG0001345	Bo8g070130, Bo8g070100, Bo8g070110	AALP_AA1G221600
OG0001346	Bo6g095400, Bo6g109070	AALP_AA2G122800
OG0001346	Bo5g045110, Bo8g076540	AALP_AA1G277400
OG0001347	Bo6g031520, Bo00534s150	AALP_AA4G028400
OG0001347	Bo1g130040, Bo5g128940	AALP_AA3G165500
OG0001348	Bo2g165750	AALP_AA8G467100
OG0001349	Bo5g132210, Bo1g134960	AALP_AA3G151200
OG0001349	Bo6g051090, Bo6g033330	AALP_AA3G147800
OG0001350	Bo1g094460, Bo4g085190, Bo9g043420	AALP_AA2G035400
OG0001350	Bo8g059760	AALP_AA1G119900
OG0001351	Bo8g106820, Bo5g019520	AALP_AA1G159500
OG0001351	Bo7g080590, Bo2g136540	AALP_AA5G016500
OG0001353	Bo4g045940	AALP_AA6G071300
OG0001353	Bo5g005300, Bo8g004450	AALP_AA1G047800
OG0001354	Bo7g014470	AALP_AA3G335200
OG0001355	Bo8g065240	AALP_AA1G144900
OG0001355	Bo5g015310	AALP_AA1G144800
OG0001356	Bo5g039330, Bo7g056250	AALP_AA1G253500
OG0001357	Bo00983s060	AALP_AA1G145300, AALP_AA3G309900, AALP_AA3G132200, AALP_AA8G185500
OG0001358	Bo7g110540, Bo1g040540	AALP_AA7G087500
OG0001358	Bo2g030330, Bo9g133220, Bo3g019260	AALP_AA8G364700
OG0001359	Bo8g076530, Bo5g045140, Bo5g045130	AALP_AA1G277500
OG0001359	Bo6g095390, Bo6g109100	AALP_AA2G122900
OG0001360	Bo9g184930	AALP_AA8G002700
OG0001360	Bo3g062150, Bo5g139420, Bo1g144670	AALP_AA3G097300
OG0001361	Bo3g005540, Bo2g009830, Bo9g172220	AALP_AA8G099500
OG0001361	Bo3g173790, Bo1g011060	AALP_AA7G175400
OG0001362	Bo1g008630, Bo7g115910	AALP_AA7G193300
OG0001362	Bo3g007210, Bo9g169960	AALP_AA8G114100
OG0001364	Bo00578s270, Bo00578s230	AALP_AA6G343200
OG0001364	Bo00578s280	AALP_AA6G343300
OG0001366	Bo8g064860, Bo8g064880, Bo5g016780, Bo8g108070	AALP_AA1G136900
OG0001367	Bo4g176230, Bo3g025310	AALP_AA6G081700
OG0001368	Bo4g125910	AALP_AA3G168100
OG0001369	Bo4g195820	AALP_AA4G247900
OG0001369	Bo6g077560	AALP_AA5G269200
OG0001370	Bo4g108080, Bo6g076140	AALP_AA5G243800
OG0001370	Bo3g026360, Bo4g176200, Bo4g049580	AALP_AA6G080500
OG0001371	Bo6g098480	AALP_AA2G099200
OG0001371	Bo5g016390, Bo8g065120	AALP_AA1G143000
OG0001373	Bo8g101640, Bo4g146010	AALP_AA6G300200
OG0001373	Bo7g119330, Bo3g150090	AALP_AA7G269600
OG0001374	Bo5g094620, Bo3g081310, Bo1g105000	AALP_AA3G258800
OG0001375	Bo1g042910, Bo3g049890	AALP_AA7G091600
OG0001375	Bo1g041900, Bo9g030810	AALP_AA4G142100
OG0001376	Bo3g103440, Bo9g017680, Bo2g165690	AALP_AA8G465900
OG0001376	Bo8g077030	AALP_AA5G108200
OG0001377	Bo4g188960	AALP_AA4G189600
OG0001377	Bo8g090450, Bo4g115370	AALP_AA5G200900
OG0001378	Bo3g083980, Bo3g083990	AALP_AA3G294300
OG0001379	Bo5g034220, Bo7g059550	AALP_AA1G230000
OG0001381	Bo3g045210, Bo9g091230	AALP_AA6G173100
OG0001381	Bo1g036820, Bo7g108890	AALP_AA7G065200, AALP_AA7G221000
OG0001382	Bo6g064760	AALP_AAs56852U000100
OG0001383	Bo3g005200	AALP_AA8G089200
OG0001383	Bo1g003310, Bo3g153120	AALP_AA7G258900
OG0001384	Bo2g057920, Bo6g097110	AALP_AA2G106200
OG0001384	Bo3g073030, Bo1g114900	AALP_AA3G218100
OG0001385	Bo4g039260, Bo4g182940	AALP_AA4G116800
OG0001385	Bo5g063280, Bo7g043420	AALP_AA1G313500
OG0001386	Bo7g105530, Bo1g018000	AALP_AA7G000900
OG0001386	Bo7g075700	AALP_AA6G111600
OG0001389	Bo3g072010, Bo5g115580, Bo1g114910	AALP_AA3G219800
OG0001389	Bo5g076310, Bo8g011170, Bo6g018650	AALP_AA4G064500
OG0001390	Bo2g001060	AALP_AA8G011700
OG0001390	Bo8g082290, Bo6g066920	AALP_AA5G158000
OG0001391	Bo8g015020	AALP_AA4G076000
OG0001391	Bo5g122530, Bo1g119130	AALP_AA3G202300, AALP_AAs41848U000100
OG0001392	Bo5g060920, Bo3g145170, Bo7g045280, Bo7g045290, Bo15430s010	AALP_AA1G303900
OG0001393	Bo6g120150	AALP_AA5G147600
OG0001393	Bo5g030210	AALP_AA1G222000
OG0001395	Bo4g104950, Bo6g077180, Bo6g077250	AALP_AA5G262200
OG0001396	Bo2g009490, Bo2g009480	AALP_AA8G090600
OG0001398	Bo9g160360, Bo2g013620, Bo3g012560, Bo3g012580	AALP_AA8G183300
OG0001401	Bo8g109090, Bo5g013500	AALP_AA1G121600
OG0001401	Bo4g086630, Bo1g095780	AALP_AA2G033300
OG0001407	Bo8g102430	AALP_AA3G365900
OG0001407	Bo7g113530, Bo01098s010, Bo1g016710	AALP_AA7G137200
OG0001408	Bo6g039490, Bo3g182500	AALP_AA4G034500
OG0001408	Bo1g126130, Bo5g126790, Bo3g067960	AALP_AA3G177100
OG0001409	Bo4g098920, Bo8g097650, Bo6g079230	AALP_AA5G279400
OG0001410	Bo9g175750, Bo9g175740	AALP_AA8G064000
OG0001410	Bo3g004080	AALP_AA8G063900
OG0001411	Bo1g051520, Bo7g105120	AALP_AAs62283U000200
OG0001411	Bo9g069490, Bo7g077560	AALP_AA6G104800
OG0001412	Bo8g095800	AALP_AA5G269500
OG0001412	Bo4g195840, Bo4g024990	AALP_AA4G248100
OG0001413	Bo4g182290	AALP_AAs55026U000100
OG0001413	Bo5g055940, Bo3g143410	AALP_AA1G293300
OG0001414	Bo2g006530, Bo3g002780, Bo9g180060	AALP_AA8G037800
OG0001415	Bo5g007050, Bo8g005840, Bo3g025350	AALP_AA1G055400
OG0001416	Bo9g026240	AALP_AA3G341500
OG0001416	Bo7g117830, Bo1g005790	AALP_AA7G237400, AALP_AA7G237300
OG0001417	Bo1g118990	AALP_AA3G204600
OG0001417	Bo6g015540, Bo5g072750	AALP_AA4G074700
OG0001418	Bo5g010910, Bo8g059410	AALP_AA1G111900
OG0001419	Bo6g083470, Bo6g121030	AALP_AA1G259800
OG0001420	Bo2g052590	AALP_AA2G075200
OG0001420	Bo3g073020	AALP_AA7G129300
OG0001421	Bo2g166310, Bo3g101180, Bo9g018170	AALP_AA8G478800
OG0001421	Bo9g173880, Bo9g152100, Bo6g101290	AALP_AA8G090500
OG0001422	Bo8g098030, Bo6g079600	AALP_AA5G284500
OG0001423	Bo3g057230, Bo5g148440, Bo1g153230	AALP_AA5G170500, AALP_AA3G036000, AALP_AA4G198100
OG0001424	Bo7g089210	AALP_AA6G095600
OG0001424	Bo3g061320, Bo5g141390	AALP_AA3G083500
OG0001425	Bo3g088350	AALP_AA3G312200
OG0001426	Bo8g115700, Bo5g004350	AALP_AA1G036000
OG0001426	Bo2g120720, Bo7g065820	AALP_AAs74635U000900, AALP_AA6G145600
OG0001427	Bo6g112150, Bo2g068320	AALP_AA2G134700
OG0001428	Bo5g039290, Bo8g072670	AALP_AAs45940U000100
OG0001429	Bo9g022600	AALP_AA3G314400
OG0001429	Bo7g116460, Bo1g007780, Bo3g169400	AALP_AA7G206600
OG0001431	Bo6g076460, Bo8g093270	AALP_AA3G348900
OG0001432	Bo9g181930, Bo2g004120	AALP_AA8G027300
OG0001432	Bo5g137890	AALP_AA3G101700
OG0001433	Bo5g002420, Bo8g117910	AALP_AA1G007600
OG0001433	Bo9g003540	AALP_AA6G017900
OG0001434	Bo5g007310	AALP_AA1G058900
OG0001435	Bo2g130310, Bo7g075560	AALP_AA6G113600
OG0001438	Bo8g105350, Bo8g066770	AALP_AA1G185400
OG0001438	Bo2g094860, Bo6g122480	AALP_AA2G235200
OG0001441	Bo2g011730	AALP_AA8G142100
OG0001441	Bo2g095850, Bo6g124430	AALP_AA2G256600
OG0001443	Bo6g118870	AALP_AA2G187400
OG0001444	Bo8g035540, Bo4g130880	AALP_AA4G097700
OG0001445	Bo5g141480, Bo3g061290, Bo1g147310	AALP_AA3G082700
OG0001445	Bo4g133440, Bo8g034250	AALP_AA5G266500
OG0001447	Bo2g155030, Bo4g096580, Bo9g028900	AALP_AA2G007300
OG0001447	Bo8g064970, Bo8g107940	AALP_AA1G139400
OG0001448	Bo1g154830, Bo5g150170	AALP_AA3G026600
OG0001449	Bo3g037710	AALP_AA4G242100
OG0001449	Bo9g001100	AALP_AA6G001300
OG0001451	Bo3g181270, Bo6g040080, Bo6g026470	AALP_AA4G040900
OG0001451	Bo5g124900	AALP_AA3G186200
OG0001453	Bo4g195060, Bo4g023860	AALP_AA4G234700
OG0001454	Bo6g057670, Bo3g110810, Bo4g026730	AALP_AA4G173200, AALP_AA4G173300
OG0001455	Bo4g190050, Bo4g025270	AALP_AA4G189000
OG0001455	Bo2g006950, Bo9g177140	AALP_AA8G048100
OG0001456	Bo5g048560, Bo5g090610	AALP_AA1G327300
OG0001457	Bo6g087670, Bo6g087640	AALP_AA2G174000
OG0001457	Bo6g117860	AALP_AA2G174100
OG0001460	Bo8g032500	AALP_AA6G286100
OG0001460	Bo7g119160	AALP_AA7G271100
OG0001460	Bo7g119170	AALP_AA5G043500, AALP_AA7G271200
OG0001461	Bo7g014600	AALP_AA3G332100
OG0001461	Bo6g120590, Bo2g089930	AALP_AA2G207200
