Orthogroup	Brassica_oleracea	Camelina_sativa
OG0001411	Bo9g069490, Bo7g077560	Csa20g081840, Csa11g064380, Csa18g002440
OG0001412	Bo8g095800	Csa05g093180, Csa07g003610, Csa16g003230
OG0001412	Bo4g195840, Bo4g024990	Csa06g052310, Csa04g064880, Csa05g003390
OG0001413	Bo4g182290	Csa05g021400, Csa07768s010, Csa07g007440, Csa16g007240, Csa30732s010
OG0001413	Bo5g055940, Bo3g143410	Csa03g031750, Csa17g039300, Csa27989s010, Csa14g036080
OG0001414	Bo2g006530, Bo3g002780, Bo9g180060	Csa08g060100, Csa20g005590
OG0001414	Bo1g143860, Bo5g137370	Csa28188s010, Csa19g014100, Csa01g011350, Csa15g013960
OG0001415	Bo5g007050, Bo8g005840	Csa03g007300, Csa17g009270, Csa14g007250, Csa14g007240
OG0001415	Bo3g025350	Csa05g029600, Csa07g011240, Csa16g009970
OG0001416	Bo9g026240	Csa15g076540, Csa19g057620
OG0001416	Bo7g117830, Bo1g005790	Csa10g004950, Csa02g008030
OG0001417	Bo1g118990	Csa19g025280, Csa05169s010, Csa01g020780, Csa15g024400
OG0001417	Bo6g015540, Bo5g072750	Csa17g079290, Csa14g054750, Csa03g053500, Csa03g053490
OG0001418	Bo9g045370	Csa16g017400, Csa07g016900, Csa05g048540
OG0001418	Bo5g010910, Bo8g059410	Csa14g012010, Csa17g014170, Csa03g013990
OG0001419	Bo6g083470, Bo6g121030	Csa16g041190, Csa09g082720, Csa09g083720, Csa07g048600
OG0001419	Bo01074s060	Csa17g027350, Csa14g026670, Csa03g025240
OG0001420	Bo2g052590	Csa16g023520, Csa07g030130
OG0001420	Bo3g073020	Csa16g023210, Csa05g073570, Csa07g029810
OG0001421	Bo2g166310, Bo3g101180, Bo9g018170	Csa11g101700, Csa02g073340, Csa18g038220
OG0001421	Bo9g173880, Bo9g152100, Bo6g101290	Csa20g012900
OG0001422	Bo4g001180, Bo4g198720	Csa05g001590, Csa04g067710, Csa06g054100
OG0001422	Bo8g098030, Bo6g079600	Csa07g001970, Csa05g095040, Csa16g001980
OG0001423	Bo3g057230, Bo5g148440, Bo1g153230	Csa01g004840, Csa15g003930, Csa19g006260
OG0001424	Bo7g089210	Csa18g014430, Csa20g041250, Csa11g074480
OG0001424	Bo3g061320, Bo5g141390	Csa01g008560, Csa15g009270, Csa19g011300
OG0001425	Bo8g016210, Bo3g088360	Csa01g035420, Csa19g044900, Csa15g064830
OG0001426	Bo8g115700, Bo5g004350	Csa17g007310, Csa14g005320
OG0001426	Bo2g120720, Bo7g065820	Csa18g009970, Csa20g068840, Csa11g070920
OG0001427	Bo6g112150, Bo2g068320	Csa07g037420, Csa16g032150, Csa09g071820
OG0001427	Bo5g039440, Bo03539s010, Bo5g039430	Csa14g030610, Csa17g030500, Csa03g027240
OG0001428	Bo6g094550, Bo2g068530, Bo6g112380	Csa16g032380, Csa07g037670, Csa09g072100
OG0001428	Bo5g039290, Bo8g072670	Csa17g030260, Csa03g027040, Csa14g030420
OG0001429	Bo9g022600	Csa01g035540, Csa19g045040, Csa15g069940
OG0001429	Bo7g116460, Bo1g007780, Bo3g169400	Csa11g009180, Csa12g009890, Csa10g008350
OG0001430	Bo4g197130	Csa05g002700, Csa06g052980, Csa05g002690, Csa04g065560, Csa06g052990
OG0001431	Bo6g076460, Bo8g093270	Csa07g006700, Csa19985s010, Csa16g006790, Csa05g089980
OG0001431	Bo4g194250	Csa06g049520, Csa05g007180
OG0001432	Bo9g181930, Bo2g004120	Csa08g061020, Csa13g003480, Csa08g061030, Csa20g003570
OG0001432	Bo5g137890	Csa19g013390, Csa01g010710, Csa15g011370
OG0001433	Bo5g002420, Bo8g117910	Csa14g001620, Csa03g001700, Csa17g002010
OG0001433	Bo9g003540	Csa08g053680, Csa02g001930, Csa13g056550
OG0001434	Bo5g007310	Csa03g008420, Csa17g009590, Csa14g007560
OG0001434	Bo4g052460, Bo4g176070	Csa05g030080, Csa16g012400, Csa07g011670
OG0001435	Bo1g018070	Csa11g030580, Csa10g027280, Csa12g045550
OG0001435	Bo2g130310, Bo7g075560	Csa11g065350, Csa18g003420, Csa20g080770
OG0001436	Bo5g121410, Bo3g071320, Bo1g119070, Bo2g158640, Bo7g095950	Csa13g031400, Csa08g023160, Csa20g048870
OG0001437	Bo3g184020, Bo6g031420	Csa17g093750, Csa14g063950, Csa03g060650
OG0001437	Bo3g066460, Bo5g127660	Csa01g017410, Csa15g019270, Csa19g021540
OG0001438	Bo8g105350, Bo8g066770	Csa03g020440, Csa17g022280
OG0001438	Bo2g094860, Bo6g122480	Csa16g048590, Csa10323s010
OG0001440	Bo3g164250, Bo3g164210, Bo9g173810	Csa14g064470, Csa03g061130, Csa17g094330, Csa03g060620, Csa14g063930, Csa17g093740
OG0001441	Bo2g011730	Csa08g006200, Csa20g020650, Csa13g017000
OG0001441	Bo2g095850, Bo6g124430	Csa16g046920
OG0001443	Bo6g086900, Bo6g118870	Csa07g046080, Csa16g038560, Csa11959s010
OG0001443	Bo8g103050	Csa14g024190, Csa17g024650, Csa03g022710
OG0001444	Bo1g101080	Csa01g029940, Csa15g048480
OG0001444	Bo4g130880	Csa12g062900, Csa11g041410
OG0001445	Bo5g141480	Csa19961s010
OG0001445	Bo4g133440, Bo8g034250	Csa20782s010, Csa12g065460, Csa11g042990, Csa10g036060
OG0001446	Bo3g031570	Csa13g053510, Csa02g008150, Csa02g008200, Csa08g049690
OG0001447	Bo2g155030, Bo4g096580, Bo9g028900	Csa16g055880, Csa07g064560
OG0001447	Bo8g064970, Bo8g107940	Csa14g015720, Csa17g017000, Csa03g016550
OG0001448	Bo9g161440, Bo3g012450	Csa20g025340, Csa08g009420, Csa13g020020
OG0001448	Bo1g154830, Bo5g150170	Csa15g002950, Csa01g002880, Csa19g005320
OG0001449	Bo3g037710	Csa05g003960, Csa04g063240
OG0001449	Bo9g001100	Csa13g057370
OG0001450	Bo4g136710, Bo7g021300	Csa12g075050
OG0001451	Bo3g181270, Bo6g040080, Bo6g026470	Csa14g060250, Csa03g058960
OG0001451	Bo5g124900	Csa15g021350, Csa19g023350, Csa01g019180
OG0001452	Bo7g084530, Bo2g140680	Csa04g015340, Csa09207s010, Csa06g007440, Csa09g014330
OG0001452	Bo4g020980	Csa12g078280, Csa11g059010, Csa10g049150
OG0001453	Bo4g106200, Bo8g094920	Csa07g004910, Csa05g091920, Csa16g005770
OG0001453	Bo4g195060, Bo4g023860	Csa06g050900, Csa05g005720, Csa04g062400
OG0001454	Bo6g057670	Csa12g074630, Csa10g040780, Csa12g074640, Csa11g050970
OG0001454	Bo4g026730	Csa06g042930, Csa05g014310, Csa04g052950
OG0001455	Bo4g190050, Bo4g025270	Csa04g054690, Csa05g012400, Csa06g044740
OG0001455	Bo2g006950, Bo9g177140	Csa13g007370, Csa08g059080, Csa20g006660
OG0001456	Bo5g048560, Bo5g090610	Csa14g042020, Csa17g050420, Csa17g050430
OG0001458	Bo4g183310, Bo4g038570	Csa04g047830, Csa06g038000, Csa05g018760
OG0001458	Bo5g089420, Bo8g030150, Bo5g048840	Csa17g051590, Csa03g036580, Csa14g042140
OG0001459	Bo9g177020, Bo3g003450	Csa13g007670, Csa08g058810, Csa20g006940, Csa20g006960
OG0001459	Bo7g009660	Csa15g079490, Csa19g058460
OG0001460	Bo8g032500	Csa09g087460
OG0001460	Bo7g119160	Csa11g002490
OG0001460	Bo7g119170	Csa11g002480
OG0001461	Bo7g014600	Csa15g075620, Csa01g032390, Csa19g054200
OG0001461	Bo6g120590, Bo2g089930	Csa09g081230, Csa16g040630, Csa07g048060
OG0001462	Bo7g038800, Bo1g101220, Bo1g101150	Csa06g009990, Csa02g064690, Csa09g020040, Csa04g018590, Csa01g029710, Csa01g029700, Csa15g019580, Csa15g047250, Csa15g006100, Csa15g006080, Csa15g047230
OG0001463	Bo1g025790	Csa10g021350, Csa12g036180, Csa11g024310
OG0001463	Bo2g104520	Csa02g011380, Csa13g052540
OG0001464	Bo5g041660, Bo5g021350	Csa17g021400, Csa03g019580, Csa14g018880
OG0001464	Bo6g124420, Bo6g080560, Bo2g095790	Csa20200s010, Csa20316s010, Csa16g049810, Csa07g059240, Csa09g094360
OG0001465	Bo9g172310	Csa08g054300
OG0001465	Bo3g100670, Bo2g166510, Bo1g101490	Csa11g102120, Csa18g038670
OG0001466	Bo7g095170, Bo2g156280	Csa20g052900, Csa13g034560, Csa08g024410
OG0001466	Bo1g150220, Bo5g144960	Csa01g006860, Csa19g008470, Csa15g007400
OG0001467	Bo4g015870	Csa04g057780, Csa05g009300, Csa06g048330
OG0001467	Bo4g109760, Bo6g073190, Bo8g092230	Csa09g070400, Csa04g044320, Csa06g033630
OG0001468	Bo5g086690	Csa03g037840
OG0001468	Bo6g047920, Bo6g108860	Csa17g056930, Csa14g043550
OG0001469	Bo8g076210, Bo4g186740, Bo5g041400	Csa03g028270
OG0001469	Bo5g041340	Csa17g033560, Csa17g033530, Csa14g031430
OG0001470	Bo6g124520	Csa09g094520, Csa07g059400
OG0001470	Bo8g105920, Bo8g066540, Bo5g021150	Csa14g018780, Csa03g019450, Csa17g021250
OG0001471	Bo1g016490, Bo1g056880, Bo1g056850, Bo7g071520	Csa11g014130, Csa12g018060, Csa12g018090, Csa10g013160, Csa12g018070, Csa12g018100
OG0001471	Bo7g113280, Bo7g113270	Csa12g081880
OG0001472	Bo8g009500	Csa17g010760, Csa03g010790
OG0001472	Bo4g187340, Bo4g029850	Csa04g051690
OG0001473	Bo5g004280	Csa17g007170, Csa14g005190, Csa03g005250
OG0001473	Bo2g120770, Bo9g059470, Bo7g065810, Bo7g066880	Csa11g070770, Csa18g009860, Csa20g068990
OG0001474	Bo8g076580	Csa06g021630, Csa04g031030
OG0001474	Bo5g039830, Bo8g074980	Csa14g030920, Csa17g030930, Csa17g030920, Csa03g027610
OG0001475	Bo2g097520	Csa18g014210, Csa01679s020
OG0001476	Bo4g041160	Csa05g021160, Csa07g007220, Csa16g007020
OG0001476	Bo5g058510, Bo7g045680, Bo3g143830	Csa17g041950, Csa14g036760, Csa03g032370
OG0001477	Bo01139s060, Bo4g011450	Csa05g003010, Csa04g065230
OG0001477	Bo6g077830, Bo4g101220, Bo8g096080	Csa05g093640, Csa07g003100
OG0001478	Bo9g028010, Bo7g005040	Csa19g048920, Csa15g085880
OG0001478	Bo9g028000, Bo7g005050	Csa15g085900, Csa15g085890, Csa15g084410, Csa01g044590, Csa19g048930
OG0001479	Bo5g155240	Csa15g001110, Csa01g001120, Csa19844s010, Csa19g003220
OG0001479	Bo4g170720, Bo3g024280, Bo4g059870	Csa16g014880, Csa05g033850, Csa07g013280
OG0001480	Bo5g092890, Bo5g048310	Csa17g050100, Csa14g041810
OG0001480	Bo1g020220, Bo7g106470, Bo3g158580	Csa10g025050, Csa11g028260
OG0001482	Bo3g063840, Bo6g012180	Csa19g014520, Csa01g011760, Csa15g014410
OG0001482	Bo9g177360, Bo2g006840, Bo3g003210	Csa13g007120, Csa20g006370, Csa08g059320
OG0001483	Bo00915s040, Bo2g018160	Csa13g022510, Csa08g012270, Csa20g030300
OG0001483	Bo9g036800, Bo9g028670	Csa09g097480, Csa07g064140, Csa16g055510
OG0001484	Bo2g046100, Bo2g095570, Bo2g046130	Csa06g050830, Csa05g005770, Csa04g062350
OG0001484	Bo7g014610, Bo7g014640	Csa02g061650, Csa02g061660, Csa18g030180, Csa11g090760
OG0001484	Bo4g023920, Bo01392s010, Bo7g007160, Bo7g063490	Csa19g026110
OG0001485	Bo5g156480, Bo3g055340	Csa19g002630
OG0001485	Bo3g010290, Bo9g164100, Bo2g012580	Csa13g018280, Csa20g021960
OG0001486	Bo5g017780, Bo3g134670	Csa06g021690
OG0001487	Bo3g054870	Csa01273s010, Csa10g042750, Csa00555s100
OG0001487	Bo2g011670, Bo3g009600, Bo9g166190	Csa20g020530, Csa13g016840, Csa08g006080
OG0001488	Bo7g103990	Csa12g053800, Csa11g034470, Csa10g030160
OG0001488	Bo5g124840, Bo3g068450	Csa19g023410, Csa19g023430, Csa01g019260, Csa15g021460
OG0001489	Bo8g106450, Bo8g106400, Bo5g020270, Bo8g106460	Csa17g020430, Csa03g018670, Csa17g020440, Csa14g018040
OG0001489	Bo8g106390, Bo8g106440	Csa17g020450
OG0001490	Bo8g095040, Bo6g076870	Csa07g004810, Csa05g092020, Csa12g003370
OG0001490	Bo3g037350	Csa04g062510, Csa06g051020, Csa05g005600
OG0001491	Bo1g158730, Bo5g156340	Csa19g003360, Csa15g001260
OG0001491	Bo3g010120, Bo2g012410, Bo9g165360	Csa08g007230, Csa13g017980
OG0001492	Bo2g110330	Csa08g040380, Csa02g026380, Csa13g047540
OG0001492	Bo6g049460, Bo8g027480	Csa14g043170, Csa17g055560
OG0001493	Bo4g065760	Csa05g035130
OG0001493	Bo9g141020, Bo2g025180, Bo3g017620	Csa02g065830, Csa18g033310
OG0001494	Bo1g026920	Csa12g034900
OG0001494	Bo5g038520	Csa14g027630
OG0001495	Bo6g120380	Csa16g040470, Csa09g081060, Csa07g047890
OG0001495	Bo7g061470, Bo8g070310, Bo5g030540	Csa14g025820, Csa17g026440, Csa03g024450
OG0001496	Bo9g142570	Csa02g067360, Csa18g033760, Csa11g094270
OG0001497	Bo1g003400, Bo7g118750, Bo3g153210	Csa11g003730, Csa12g003580, Csa10g003290
OG0001497	Bo4g151080	Csa07g052900, Csa09g087100, Csa16g044560
OG0001498	Bo4g183380, Bo4g038370	Csa05g018660, Csa04g048940, Csa06g038100
OG0001498	Bo5g091840, Bo8g030320, Bo5g048350	Csa03g036270, Csa14g041860, Csa17g050150
OG0001499	Bo2g056020	Csa07g051960, Csa09g086210, Csa16g043590, Csa16g043610, Csa16g043580, Csa09g086200, Csa07g051950
OG0001500	Bo2g082550, Bo6g086470, Bo6g119370	Csa07g046650, Csa16g039120
OG0001500	Bo8g102700, Bo5g027480	Csa14g024760, Csa17g025270, Csa03g023260
OG0001501	Bo9g043970	Csa05g044970, Csa07g061770, Csa16g052400
OG0001501	Bo5g012160, Bo8g059580, Bo8g109380	Csa17g014410, Csa03g014190, Csa14g012250
OG0001502	Bo3g010810, Bo9g163640	Csa13g018760, Csa20g023480, Csa08g008100
OG0001502	Bo5g152620, Bo1g157340, Bo3g055620	Csa15g002100, Csa19g003120, Csa01g002030
OG0001503	Bo7g005600	Csa19g049190, Csa00441s240, Csa01g044810
OG0001503	Bo1g016300, Bo3g177120, Bo7g113780	Csa10g012990, Csa11g014000, Csa12g017880
OG0001504	Bo8g076950, Bo1g077070, Bo3g113420	Csa06g022240, Csa04g033570
OG0001504	Bo2g165470	Csa02g071720, Csa11g100170, Csa18g036810
OG0001505	Bo3g058850	Csa01g006040, Csa19g007550, Csa15g006490
OG0001505	Bo2g155260	Csa08g028210, Csa20g055740, Csa13g036430
OG0001506	Bo4g184720, Bo3g028590	Csa05g018250, Csa01g003730, Csa04g049290, Csa06g038470
OG0001506	Bo8g080780, Bo4g125490	Csa06g026660, Csa09g059470, Csa04g049400, Csa04g038200
OG0001507	Bo1g128550	Csa01g017920, Csa15g019870, Csa19g022090
OG0001507	Bo6g029220, Bo6g031080	Csa14g063370, Csa03g060180, Csa17g093260
OG0001508	Bo2g068240	Csa07g037360, Csa16g032080, Csa09g071760
OG0001508	Bo8g073800, Bo5g039540	Csa03g027310, Csa17g030560, Csa14g030660
OG0001509	Bo3g010710	Csa08g007930, Csa20g023300, Csa13g018590
OG0001509	Bo5g152730	Csa19g002930, Csa01g001840, Csa15g001850
OG0001510	Bo3g055020, Bo5g155020	Csa10g042500, Csa00532s120
OG0001510	Bo3g009780, Bo2g011850, Bo9g165920	Csa08g006450, Csa13g017240, Csa20g020960
OG0001511	Bo5g008590, Bo8g112780	Csa17g011330, Csa14g009330, Csa03g011350
OG0001511	Bo01039s010, Bo4g165420, Bo3g040220	Csa07g016050, Csa05g038110, Csa16g016650
OG0001512	Bo1g049470	Csa10g015250, Csa11g016520, Csa12g023220
OG0001512	Bo9g113920, Bo3g022290, Bo2g041840	Csa11g086060, Csa02g051770, Csa18g025360
OG0001513	Bo8g039370, Bo1g057390	Csa11g037030, Csa12g056830, Csa10g031530
OG0001513	Bo3g081250, Bo5g095810	Csa15g038170, Csa19g031780, Csa01g025790
OG0001514	Bo6g076560	Csa05g090100, Csa16g006390, Csa07g005590
OG0001514	Bo3g036620, Bo4g019840, Bo4g194380	Csa04g061140, Csa05g006960, Csa06g049730
OG0001515	Bo1g090470	Csa07g016920, Csa16g017420
OG0001515	Bo7g054620	Csa14g031290, Csa03g028140
OG0001516	Bo9g025830	Csa19g058260, Csa01g041750, Csa15g079290
OG0001516	Bo3g153870, Bo7g118170	Csa12g004670, Csa10g004420, Csa11g004990
OG0001517	Bo3g035460, Bo4g013040	Csa05g011450, Csa06g047090
OG0001517	Bo8g091310, Bo4g112610, Bo6g072470	Csa09g069390, Csa04g043350, Csa06g031680
OG0001518	Bo7g016220, Bo3g091770	Csa19g053620, Csa15g073790, Csa01g033030
OG0001518	Bo3g167190, Bo1g006720	Csa12g008490, Csa11g006770, Csa10g007060
OG0001519	Bo2g127350, Bo7g073790	Csa20g077600, Csa18g005470, Csa11g066400
OG0001519	Bo7g106270, Bo1g019940	Csa10g025440, Csa11g028660, Csa12g043000
OG0001520	Bo3g028440	Csa16g032620, Csa09g072280, Csa09g075530, Csa07g039100, Csa07g020880, Csa09g075550, Csa07g039070, Csa09g075460, Csa09g075490, Csa09g075520
OG0001521	Bo7g118730, Bo1g003460	Csa12g003640, Csa10g003360
OG0001521	Bo3g042310	Csa16g044590, Csa09g087120, Csa07g052930
OG0001522	Bo7g003920	Csa19g048710, Csa01g044350, Csa15g085650
OG0001522	Bo7g113450	Csa12g020500, Csa10g013610, Csa11g014570
OG0001523	Bo6g091530, Bo6g115860, Bo2g075690	Csa07g039460, Csa16g035060, Csa09g075960
OG0001524	Bo6g022410, Bo6g022380	Csa17g088380, Csa03g056620, Csa14g058970
OG0001524	Bo1g108970, Bo3g074840	Csa15g030510, Csa19g028160, Csa15g029510
OG0001525	Bo6g109000, Bo6g109010	Csa05g086240, Csa16g030890
OG0001525	Bo6g109020	Csa07g036240, Csa16g030900
OG0001527	Bo7g005770, Bo9g027680	Csa15g084270, Csa08286s010, Csa19g056550, Csa01g042640
OG0001527	Bo7g113870	Csa10g012850, Csa11g013820, Csa12g017550
OG0001528	Bo11772s010, Bo2g013980, Bo2g062660, Bo9g159820	Csa08g010060, Csa13g020630, Csa20g026000
OG0001528	Bo1g153650, Bo5g148780	Csa19g005790, Csa06659s010, Csa15g003480, Csa01g003350
OG0001529	Bo7g088640, Bo2g149400, Bo9g008990	Csa04g019950, Csa06g012850, Csa09g024250
OG0001529	Bo4g144150	Csa12g082470, Csa10g045200, Csa11g055050
OG0001530	Bo3g083130, Bo1g098860, Bo7g033260	Csa01g030210, Csa19g036170, Csa15g049870
OG0001531	Bo9g043910, Bo1g093180	Csa16g052480, Csa07g061860, Csa05g044890
OG0001531	Bo8g109240, Bo8g059670	Csa17g014700, Csa03g014430, Csa14g013470
OG0001532	Bo9g177510	Csa20g006260, Csa13g007000, Csa08g059430, Csa08g059450
OG0001532	Bo1g141530	Csa01g011660, Csa19g014400, Csa15g014260
OG0001533	Bo1g134640	Csa01g016550, Csa19g020650, Csa15g018340
OG0001533	Bo3g184500	Csa03g061420, Csa03g061430, Csa17g094640, Csa14g064750
OG0001534	Bo1g041870, Bo8g051120	Csa11g018320, Csa12g026000, Csa10g016830
OG0001534	Bo9g130660	Csa02g061490, Csa18g030020, Csa11g090610
OG0001535	Bo8g102720	Csa03g023510, Csa03g023220, Csa17g025190, Csa14g024960, Csa03g023480, Csa17g025220, Csa14g024720
OG0001535	Bo6g086500, Bo6g119310	Csa16g039080, Csa09g079770, Csa07g046610
OG0001536	Bo9g108720, Bo2g046230	Csa02g049310, Csa18g024000, Csa11g084860
OG0001536	Bo7g111650, Bo1g050910	Csa10g014950, Csa12g022840, Csa11g016190
OG0001537	Bo4g056240, Bo4g173310, Bo3g024770	Csa05g032050, Csa16g014250, Csa07g012480
OG0001539	Bo3g055480, Bo5g152830	Csa15g001710, Csa19g002770, Csa01g001690, Csa01g001670
OG0001539	Bo2g012640, Bo9g163980	Csa20g022080, Csa08g007720, Csa13g018380
OG0001540	Bo4g157480	Csa09g090450, Csa17g012410, Csa17g022340, Csa16g046840, Csa07g055280
OG0001540	Bo1g010760, Bo4g144040, Bo3g173510	Csa12g013990, Csa11g011260, Csa10g010450
OG0001541	Bo5g132550, Bo1g138350, Bo3g065540	Csa15g017460, Csa19g018730, Csa01g015680
OG0001542	Bo3g153970	Csa29537s010, Csa12g004790, Csa10g004550
OG0001542	Bo9g025930	Csa15g078160, Csa19g058150, Csa01g041660
OG0001543	Bo3g130340	Csa04g028830, Csa09g041200, Csa06g019850
OG0001543	Bo9g140750, Bo3g017760, Bo2g025410	Csa02g065530, Csa18g033070, Csa11g093630
OG0001544	Bo9g094130, Bo3g045560	Csa08g044460
OG0001544	Bo8g108240, Bo5g016940	Csa17g016580, Csa14g015270
OG0001545	Bo6g074910	Csa06g034340
OG0001545	Bo8g092730, Bo4g108350, Bo6g074930	Csa09g071180, Csa04g045120
OG0001546	Bo1g011740	Csa10g011520, Csa11g012390, Csa11g012380, Csa12g016130
OG0001546	Bo8g099910, Bo4g154370	Csa16g045900, Csa07g054160, Csa09g088410, Csa09g088420
OG0001547	Bo3g002070	Csa13g002750, Csa13g002710, Csa13g002690, Csa13g002730, Csa20g002890, Csa08g061780, Csa13g002320
OG0001547	Bo5g138190	Csa15g011000, Csa19g013070, Csa01g010390
OG0001548	Bo7g110450, Bo1g040340	Csa11g019040, Csa12g026540, Csa10g017290, Csa11g018900
OG0001548	Bo9g107140	Csa02g046510, Csa18g023370, Csa11g084130
OG0001549	Bo7g089700	Csa18g016190, Csa02g034780, Csa11g077100
OG0001549	Bo7g089650	Csa09g090500, Csa16g046890
OG0001549	Bo7g089640	Csa07g055360, Csa16g046930, Csa09g090540
OG0001550	Bo2g064500, Bo6g110360	Csa05g087600, Csa16g031290, Csa07g036500
OG0001550	Bo5g045210, Bo8g076370	Csa17g033860, Csa03g028530, Csa14g031670
OG0001551	Bo4g137520	Csa01g001150, Csa15g001140
OG0001551	Bo1g158850	Csa11g083000
OG0001551	Bo02711s010, Bo5g155260, Bo4g016120	Csa06g008510
OG0001552	Bo5g137330, Bo3g062720, Bo1g143800	Csa01g011400, Csa15g014020, Csa19g014150
OG0001552	Bo2g006560, Bo3g002840, Bo9g178800	Csa20g005670, Csa13g006460, Csa08g060010
OG0001553	Bo5g072530, Bo6g011090, Bo6g011100	Csa17g078850, Csa14g054280, Csa03g053040
OG0001553	Bo5g122910, Bo3g068930	Csa15g023710, Csa01g020200, Csa19g024640
OG0001554	Bo6g116150	Csa16g035420, Csa09g077280, Csa07g039840
OG0001554	Bo8g067280, Bo5g023860, Bo8g104830	Csa17g023270, Csa14g021800, Csa03g021330
OG0001555	Bo3g185360, Bo6g034660	Csa17g095450, Csa14g067450, Csa03g062200
OG0001555	Bo3g065520, Bo1g138380, Bo5g132570	Csa15g017440, Csa19g018700, Csa01g015650
OG0001556	Bo3g185790, Bo01075s040	Csa14g068050, Csa03g062780
OG0001556	Bo3g065170	Csa15g016800, Csa01g013970
OG0001557	Bo3g179910, Bo6g023610, Bo6g023620, Bo9g011040	Csa17g089800, Csa14g059350, Csa17g089770, Csa03g056920, Csa14g059300, Csa18g016290
OG0001558	Bo9g058870, Bo4g076670	Csa20g066940, Csa11g071870, Csa18g010800, Csa18g010790
OG0001558	Bo7g049720, Bo5g052260	Csa07g032380, Csa17g037440, Csa03g030910, Csa14g035230
OG0001559	Bo6g030940	Csa17g093080, Csa03g060000, Csa14g063210
OG0001559	Bo1g128450, Bo3g066850, Bo5g127040	Csa01g018090, Csa19g022270, Csa15g020040
OG0001560	Bo8g101150	Csa16g044180, Csa07g052520
OG0001560	Bo1g003090	Csa02041s010, Csa12g003010, Csa10g002910
OG0001561	Bo2g041370, Bo7g064840, Bo7g097340, Bo7g097330	Csa13g028450, Csa20g039170, Csa20g039140, Csa08g018240, Csa08g018270
OG0001562	Bo16039s010	Csa14106s010, Csa19g043470, Csa10217s010
OG0001562	Bo2g047760	Csa01g038170
OG0001562	Bo00763s140, Bo3g038810	Csa19g036280
OG0001562	Bo5g008300	Csa16752s010
OG0001562	Bo00787s040	Csa08007s010
OG0001562	Bo23046s010	Csa09221s010, Csa09241s010, Csa17144s010
OG0001562	Bo22748s010, Bo11332s010	Csa18g020280
OG0001562	Bo30897s010	Csa02g032050, Csa11g074010, Csa10543s010
OG0001564	Bo7g105300, Bo7g105310, Bo7g105330, Bo7g105290	Csa10g027640, Csa12g046880, Csa11g030900
OG0001565	Bo3g048730	Csa13g051070, Csa17g022570, Csa17g023040
OG0001567	Bo2g068150, Bo6g111020	Csa09g071680, Csa07g037250, Csa16g032000
OG0001567	Bo5g039750, Bo7g056020	Csa03g027530, Csa17g030840, Csa14g030820, Csa22332s010
OG0001568	Bo9g161480	Csa08g009380, Csa13g019980, Csa20g025280
OG0001568	Bo5g150180	Csa01g002870, Csa15g002940, Csa19g005310
OG0001569	Bo6g116180	Csa09g077320, Csa16g035450
OG0001569	Bo8g067310, Bo5g023890	Csa17g023300, Csa03g021370
OG0001570	Bo00866s020, Bo00866s030	Csa06g031720, Csa04g043390, Csa09g069450
OG0001571	Bo2g070850, Bo6g094430	Csa07g038040, Csa16g032820, Csa09g072460
OG0001571	Bo8g071630, Bo7g056530	Csa14g029210, Csa17g030040, Csa03g026820
OG0001572	Bo4g190110	Csa05g012330, Csa04g054750, Csa06g044810
OG0001572	Bo8g090620	Csa09g068440, Csa04g042600, Csa06g030900, Csa06g030890, Csa09g068450
OG0001573	Bo00875s030, Bo00875s040	Csa12g051230, Csa10g028990, Csa11g033170
OG0001573	Bo4g036210, Bo4g184550	Csa05g018480, Csa06g038300, Csa04g049130
OG0001574	Bo3g003340	Csa08g059040, Csa13g007420, Csa20g006710
OG0001574	Bo1g141300	Csa19g015080, Csa15g014710, Csa01g012050
OG0001575	Bo3g185570	Csa00664s010, Csa01044s020, Csa05g019020, Csa10381s010
OG0001576	Bo2g024570	Csa20g037890, Csa08g017330
OG0001576	Bo3g120730	Csa09g037080, Csa04g025830, Csa06g018730
OG0001577	Bo3g012070, Bo9g163150	Csa13g019290, Csa20g024360
OG0001577	Bo3g055850, Bo5g151470	Csa01g002410, Csa15g002500, Csa19g004910
OG0001578	Bo2g027060, Bo2g027000, Bo2g027120	Csa02g064740
OG0001579	Bo8g038070, Bo1g058960	Csa12g057320, Csa11g038640, Csa10g032010
OG0001579	Bo1g103440, Bo5g093080	Csa15g041880, Csa01g027550, Csa19g033460
OG0001580	Bo5g039500	Csa03584s010, Csa03g027250, Csa14g030620, Csa17g030510
OG0001580	Bo8g059630, Bo8g109300	Csa17g014600, Csa03g014330
OG0001581	Bo7g077410, Bo9g069410	Csa18g002580, Csa20g081690, Csa11g064540
OG0001581	Bo8g049450, Bo1g017580	Csa12g047160, Csa10g027900, Csa11g031180
OG0001582	Bo3g162640	Csa12g058910, Csa06g031020, Csa04g042720
OG0001582	Bo4g137510, Bo00667s160	Csa10g044980, Csa11g053850, Csa00595s030
OG0001583	Bo2g104640	Csa13g052360, Csa02g011530
OG0001583	Bo9g077970, Bo3g064120	Csa13g052340, Csa02g011550, Csa12g081760, Csa10g046870
OG0001584	Bo2g013060	Csa13g035060, Csa07g003130, Csa08g008560, Csa20g024240, Csa13g019200
OG0001584	Bo5g151520, Bo1g156180	Csa19g004850, Csa15g002420, Csa01g002330
OG0001585	Bo3g064100, Bo5g136660	Csa15g015050, Csa01g012360
