"chrom","chromStart","chromEnd","TranscriptID","GeneID","score","strand","thickStart","thickEnd","itemRgb","blockCount","blockSizes","blockStarts","MatureLength","CPATscore","Type","BioType","ConfidenceLevel"
"Chr1",2055990,2056304,"AT1G04493.1","AT1G04493",0,"+",2056304,2056304,0,1,"314,","0,",314,0.270003572762163,"monoexonic","NAT_lncRNA","HC"
"Chr1",2056862,2057170,"AT1G04497.1","AT1G04497",0,"+",2057170,2057170,0,1,"308,","0,",308,0.300031813647951,"monoexonic","NAT_lncRNA","HC"
"Chr1",20577423,20578601,"AtRegRNA_7129.1","AtRegRNA_7129",0,"-",20578601,20578601,0,2,"766,158,","0,1020,",924,0.956616625850399,"multiexonic","NAT_lncRNA/sense_exonic_lncRNA","HC"
"Chr1",20582296,20582564,"AT1G08033.1","AT1G08033",0,"-",20582564,20582564,0,1,"268,","0,",268,0.190973844490762,"monoexonic","lincRNA","HC"
"Chr1",20595968,20596498,"AT1G55207.1","AT1G55207",0,"-",20596498,20596498,0,1,"530,","0,",530,0.74982505522634,"monoexonic","NAT_lncRNA","HC"
"Chr1",20619551,20619881,"AT1G08047.1","AT1G08047",0,"+",20619881,20619881,0,1,"330,","0,",330,0,"monoexonic","NAT_lncRNA","HC"
"Chr1",20670648,20670920,"AtRegRNA_7162.1","AtRegRNA_7162",0,".",20670920,20670920,0,1,"272,","0,",272,0,"monoexonic","lincRNA","HC"
"Chr1",20728328,20728745,"AT1G55525.1","AT1G55525",0,"-",20728745,20728745,0,2,"207,114,","0,303,",321,0.140027321400479,"multiexonic","lincRNA","HC"
"Chr1",20745121,20745419,"AT1G08057.1","AT1G08057",0,"-",20745419,20745419,0,1,"298,","0,",298,0,"monoexonic","lincRNA","HC"
"Chr1",20760616,20761167,"AtRegRNA_7197.1","AtRegRNA_7197",0,".",20761167,20761167,0,1,"551,","0,",551,0.169508503063406,"monoexonic","lincRNA","HC"
"Chr1",20772211,20772464,"AtRegRNA_7203.1","AtRegRNA_7203",0,".",20772464,20772464,0,1,"253,","0,",253,0.253869351020835,"monoexonic","lincRNA","HC"
"Chr1",20798578,20798938,"AT1G08063.1","AT1G08063",0,"+",20798938,20798938,0,1,"360,","0,",360,0.200737483152851,"monoexonic","sense_exonic_lncRNA","HC"
"Chr1",20803660,20804591,"AtRegRNA_7216.1","AtRegRNA_7216",0,"-",20804591,20804591,0,2,"300,289,","0,642,",589,0.963900111465697,"multiexonic","sense_exonic_lncRNA","HC"
"Chr1",20825923,20826142,"AT1G55710.1","AT1G55710",0,"-",20826142,20826142,0,1,"219,","0,",219,0.845641525338218,"monoexonic","lincRNA","HC"
"Chr1",20846114,20847732,"AT1G55755.1","AT1G55755",0,"+",20847732,20847732,0,3,"52,136,214,","0,1018,1404,",402,0.832297793254648,"multiexonic","NAT_lncRNA","HC"
"Chr1",20846310,20846589,"AtRegRNA_7229.1","AtRegRNA_7229",0,".",20846589,20846589,0,1,"279,","0,",279,0,"monoexonic","lincRNA","HC"
"Chr1",20849584,20850087,"AtRegRNA_7231.1","AtRegRNA_7231",0,".",20850087,20850087,0,1,"503,","0,",503,0.559071379499804,"monoexonic","lincRNA","HC"
"Chr1",20870853,20871202,"AtRegRNA_7233.1","AtRegRNA_7233",0,".",20871202,20871202,0,1,"349,","0,",349,0.781113589148138,"monoexonic","lincRNA","HC"
"Chr1",2088987,2089235,"AT1G04507.1","AT1G04507",0,"-",2089235,2089235,0,1,"248,","0,",248,0,"monoexonic","NAT_lncRNA","HC"
"Chr1",20948160,20948969,"AT1G08087.1","AT1G08087",0,"+",20948969,20948969,0,1,"809,","0,",809,0.407193923089893,"monoexonic","NAT_lncRNA","HC"
"Chr1",20968058,20968536,"AtRegRNA_7278.2","AtRegRNA_7278",0,"+",20968536,20968536,0,2,"142,260,","0,218,",402,0,"multiexonic","NAT_lncRNA","HC"
"Chr1",20983605,20983992,"AtRegRNA_7314.1","AtRegRNA_7314",0,"+",20983992,20983992,0,1,"387,","0,",387,0.821975096761657,"monoexonic","NAT_lncRNA/sense_exonic_lncRNA","HC"
"Chr1",21034524,21034730,"AtRegRNA_7283.1","AtRegRNA_7283",0,"+",21034730,21034730,0,1,"206,","0,",206,0,"monoexonic","lincRNA","HC"
"Chr1",21039987,21040414,"AtRegRNA_7285.1","AtRegRNA_7285",0,".",21040414,21040414,0,1,"427,","0,",427,0.262000424222105,"monoexonic","lincRNA","HC"
"Chr1",21044755,21045708,"AT1G56225.1","AT1G56225",0,"-",21045708,21045708,0,3,"120,27,78,","0,286,875,",225,0.310424054171661,"multiexonic","NAT_lncRNA","LC"
"Chr1",21051657,21051893,"AT1G08093.1","AT1G08093",0,"-",21051893,21051893,0,1,"236,","0,",236,0.160146240296603,"monoexonic","lincRNA","HC"
"Chr1",21051657,21051960,"AT1G08097.1","AT1G08097",0,"+",21051960,21051960,0,1,"303,","0,",303,0.484083241200732,"monoexonic","lincRNA","HC"
"Chr1",21052006,21052269,"AtRegRNA_7293.1","AtRegRNA_7293",0,"-",21052269,21052269,0,1,"263,","0,",263,0,"monoexonic","lincRNA","HC"
"Chr1",21052298,21053178,"AT1G08103.1","AT1G08103",0,"-",21053178,21053178,0,2,"159,280,","0,600,",439,0.480473087549173,"multiexonic","lincRNA","HC"
"Chr1",21060491,21060729,"AT1G08127.1","AT1G08127",0,"+",21060729,21060729,0,1,"238,","0,",238,0.141001253959972,"monoexonic","lincRNA","HC"
"Chr1",21072995,21073805,"AtRegRNA_7308.1","AtRegRNA_7308",0,"+",21073805,21073805,0,1,"810,","0,",810,0.316976851442912,"monoexonic","NAT_lncRNA","HC"
"Chr1",2107814,2108063,"AT1G04523.1","AT1G04523",0,"-",2108063,2108063,0,1,"249,","0,",249,0.147593740919831,"monoexonic","lincRNA","HC"
"Chr1",21102855,21103145,"AtRegRNA_7332.1","AtRegRNA_7332",0,".",21103145,21103145,0,1,"290,","0,",290,0,"monoexonic","lincRNA","HC"
"Chr1",21209085,21209382,"AtRegRNA_7384.1","AtRegRNA_7384",0,"-",21209382,21209382,0,1,"297,","0,",297,0.664177721535907,"monoexonic","NAT_lncRNA","HC"
"Chr1",21262038,21262657,"AT1G08133.1","AT1G08133",0,"+",21262657,21262657,0,2,"87,240,","0,379,",327,0.748924556702676,"multiexonic","lincRNA","HC"
"Chr1",21262309,21262657,"AT1G08137.1","AT1G08137",0,"-",21262657,21262657,0,1,"348,","0,",348,0,"monoexonic","lincRNA","HC"
"Chr1",21267219,21267467,"AT1G08143.1","AT1G08143",0,"+",21267467,21267467,0,1,"248,","0,",248,0,"monoexonic","lincRNA","HC"
"Chr1",2130160,2130551,"AtRegRNA_870.1","AtRegRNA_870",0,"+",2130551,2130551,0,1,"391,","0,",391,0.260039637156113,"monoexonic","NAT_lncRNA","HC"
"Chr1",21309327,21309539,"AtRegRNA_7355.1","AtRegRNA_7355",0,"-",21309539,21309539,0,1,"212,","0,",212,0.324274417353949,"monoexonic","lincRNA","HC"
"Chr1",21375552,21376126,"AtRegRNA_7413.1","AtRegRNA_7413",0,".",21376126,21376126,0,1,"574,","0,",574,0.408678569755069,"monoexonic","lincRNA","HC"
"Chr1",2141189,2141609,"AtRegRNA_875.1","AtRegRNA_875",0,".",2141609,2141609,0,1,"420,","0,",420,0.184380030421113,"monoexonic","lincRNA","HC"
"Chr1",21421706,21422012,"AT1G08183.1","AT1G08183",0,"-",21422012,21422012,0,1,"306,","0,",306,0.193748710227775,"monoexonic","lincRNA","HC"
"Chr1",21422459,21423346,"AT1G57835.1","AT1G57835",0,"+",21423346,21423346,0,2,"42,571,","0,316,",613,0.326162658462694,"multiexonic","lincRNA","HC"
"Chr1",21424993,21425598,"AT1G57840.1","AT1G57840",0,"+",21425598,21425598,0,1,"605,","0,",605,0.581318141105254,"monoexonic","sense_exonic_lncRNA","HC"
"Chr1",21456468,21456704,"AtRegRNA_7449.1","AtRegRNA_7449",0,".",21456704,21456704,0,1,"236,","0,",236,0,"monoexonic","lincRNA","HC"
"Chr1",21502441,21502669,"AtRegRNA_7461.1","AtRegRNA_7461",0,"+",21502669,21502669,0,1,"228,","0,",228,0,"monoexonic","lincRNA","HC"
"Chr1",21507169,21507414,"AtRegRNA_7465.1","AtRegRNA_7465",0,"+",21507414,21507414,0,1,"245,","0,",245,0.734154684102351,"monoexonic","NAT_lncRNA","HC"
"Chr1",21530102,21530458,"AT1G58150.1","AT1G58150",0,"+",21530458,21530458,0,2,"27,249,","0,107,",276,0.478907066324152,"multiexonic","lincRNA","HC"
"Chr1",2155212,2155622,"AT1G04537.1","AT1G04537",0,"+",2155622,2155622,0,1,"410,","0,",410,0.335180928225069,"monoexonic","NAT_lncRNA/sense_exonic_lncRNA","HC"
"Chr1",2156200,2156876,"AT1G04543.1","AT1G04543",0,"+",2156876,2156876,0,2,"129,386,","0,290,",515,0.510939158767762,"multiexonic","lincRNA","HC"
"Chr1",21579805,21580151,"AtRegRNA_7522.1","AtRegRNA_7522",0,"+",21580151,21580151,0,1,"346,","0,",346,0.151687836844683,"monoexonic","NAT_lncRNA","HC"
"Chr1",21602648,21603045,"AtRegRNA_7528.1","AtRegRNA_7528",0,"+",21603045,21603045,0,1,"397,","0,",397,0.395666329868503,"monoexonic","lincRNA","HC"
"Chr1",21614416,21617274,"AT1G09685.1","AT1G09685",0,"-",21617274,21617274,0,3,"390,261,70,","0,2118,2788,",721,0.833227094081473,"multiexonic","lincRNA","HC"
"Chr1",21614575,21617316,"AT1G09685.2","AT1G09685",0,"-",21617316,21617316,0,2,"231,782,","0,1959,",1013,0.820378838799377,"multiexonic","lincRNA","HC"
"Chr1",21616077,21617316,"AT1G09685.3","AT1G09685",0,"-",21617316,21617316,0,2,"718,112,","0,1127,",830,0.590649769612407,"multiexonic","lincRNA","HC"
"Chr1",21616453,21616960,"AT1G08213.1","AT1G08213",0,"+",21616960,21616960,0,1,"507,","0,",507,0.36194429231143,"monoexonic","lincRNA","HC"
"Chr1",21616593,21617073,"AT1G08217.1","AT1G08217",0,"-",21617073,21617073,0,1,"480,","0,",480,0,"monoexonic","lincRNA","HC"
"Chr1",21619120,21619579,"AT1G08223.1","AT1G08223",0,"-",21619579,21619579,0,1,"459,","0,",459,0.101637078137717,"monoexonic","lincRNA","HC"
"Chr1",21645641,21646022,"AT1G08237.1","AT1G08237",0,"+",21646022,21646022,0,1,"381,","0,",381,0.486110150105637,"monoexonic","lincRNA","HC"
"Chr1",21646059,21646462,"AtRegRNA_7470.1","AtRegRNA_7470",0,".",21646462,21646462,0,1,"403,","0,",403,0.136602560609856,"monoexonic","lincRNA","HC"
"Chr1",21648865,21649169,"AtRegRNA_7468.1","AtRegRNA_7468",0,".",21649169,21649169,0,1,"304,","0,",304,0,"monoexonic","lincRNA","HC"
"Chr1",21657380,21657948,"AtRegRNA_7472.1","AtRegRNA_7472",0,".",21657948,21657948,0,1,"568,","0,",568,0.298597226559308,"monoexonic","lincRNA","HC"
"Chr1",2165935,2166160,"AtRegRNA_887.1","AtRegRNA_887",0,"-",2166160,2166160,0,1,"225,","0,",225,0,"monoexonic","lincRNA","HC"
"Chr1",2166658,2166864,"AT1G04557.1","AT1G04557",0,"+",2166864,2166864,0,1,"206,","0,",206,0,"monoexonic","NAT_lncRNA","HC"
"Chr1",21700465,21700666,"AtRegRNA_7486.1","AtRegRNA_7486",0,".",21700666,21700666,0,1,"201,","0,",201,0.431463858681931,"monoexonic","lincRNA","HC"
"Chr1",21705186,21705945,"AT1G09695.1","AT1G09695",0,"-",21705945,21705945,0,2,"244,321,","0,438,",565,0.501834032093898,"multiexonic","lincRNA","HC"
"Chr1",21710979,21711281,"AT1G08247.1","AT1G08247",0,"+",21711281,21711281,0,1,"302,","0,",302,0,"monoexonic","lincRNA","HC"
"Chr1",2171677,2172009,"AtRegRNA_893.1","AtRegRNA_893",0,"-",2172009,2172009,0,1,"332,","0,",332,0.426299928480473,"monoexonic","NAT_lncRNA","HC"
"Chr1",21718987,21719425,"AtRegRNA_7494.1","AtRegRNA_7494",0,"+",21719425,21719425,0,1,"438,","0,",438,0,"monoexonic","lincRNA","HC"
"Chr1",21742168,21742721,"AT1G09705.1","AT1G09705",0,"+",21742721,21742721,0,2,"176,219,","0,334,",395,0,"multiexonic","lincRNA","HC"
"Chr1",21742826,21744024,"AtRegRNA_7544.2","AT1G58590",0,"-",21744024,21744024,0,2,"472,542,","0,656,",1014,0.464069444236084,"multiexonic","lincRNA","HC"
"Chr1",21742826,21743891,"AtRegRNA_7544.1","AT1G58590",0,"-",21743891,21743891,0,2,"783,131,","0,934,",914,0.328178588682614,"multiexonic","lincRNA","HC"
"Chr1",21742918,21743891,"AtRegRNA_7544.3","AT1G58590",0,"-",21743891,21743891,0,3,"380,127,131,","0,564,842,",638,0.312810459063047,"multiexonic","lincRNA","HC"
"Chr1",21742943,21743877,"AT1G58590.2","AT1G58590",0,"-",21743877,21743877,0,2,"668,121,","0,813,",789,0.317001782829329,"multiexonic","lincRNA","HC"
"Chr1",21743158,21743891,"AT1G58590.1","AT1G58590",0,"-",21743891,21743891,0,3,"140,127,135,","0,324,598,",402,0.274655430882498,"multiexonic","lincRNA","HC"
"Chr1",21755245,21758520,"AtRegRNA_7549.1","AtRegRNA_7549",0,"-",21758520,21758520,0,2,"497,315,","0,2960,",812,0.979080527752045,"multiexonic","NAT_lncRNA","HC"
"Chr1",2178119,2178439,"AtRegRNA_903.1","AtRegRNA_903",0,"+",2178439,2178439,0,1,"320,","0,",320,0,"monoexonic","NAT_lncRNA","HC"
"Chr1",21784644,21786869,"AT1G58808.1","AT1G58808",0,"+",21786869,21786869,0,2,"883,880,","0,1345,",1763,0.893205201950319,"multiexonic","lincRNA","HC"
"Chr1",21801829,21802054,"AtRegRNA_7554.1","AtRegRNA_7554",0,"-",21802054,21802054,0,1,"225,","0,",225,0.309127765199733,"monoexonic","lincRNA","HC"
"Chr1",21838087,21838312,"AtRegRNA_7564.1","AtRegRNA_7564",0,"-",21838312,21838312,0,1,"225,","0,",225,0.309127765199733,"monoexonic","lincRNA","HC"
"Chr1",21853481,21853921,"AtRegRNA_7571.1","AtRegRNA_7571",0,".",21853921,21853921,0,1,"440,","0,",440,0.214433758930835,"monoexonic","lincRNA","HC"
"Chr1",21858542,21858964,"AtRegRNA_7572.1","AtRegRNA_7572",0,".",21858964,21858964,0,1,"422,","0,",422,0.201646767057545,"monoexonic","lincRNA","HC"
"Chr1",2186932,2187181,"AT1G04563.1","AT1G04563",0,"+",2187181,2187181,0,1,"249,","0,",249,0.092111909026188,"monoexonic","lincRNA","HC"
"Chr1",2193565,2193771,"AtRegRNA_899.1","AtRegRNA_899",0,"+",2193771,2193771,0,1,"206,","0,",206,0,"monoexonic","NAT_lncRNA","HC"
"Chr1",21945607,21946151,"AT1G59723.1","AT1G59723",0,"-",21946151,21946151,0,3,"160,79,55,","0,305,489,",294,0.672270301813934,"multiexonic","lincRNA","HC"
"Chr1",21970317,21970528,"AtRegRNA_7613.1","AtRegRNA_7613",0,".",21970528,21970528,0,1,"211,","0,",211,0.210225767989014,"monoexonic","wsense_intronic_lncRNA","HC"
"Chr1",22026926,22027168,"AT1G08267.1","AT1G08267",0,"-",22027168,22027168,0,1,"242,","0,",242,0,"monoexonic","NAT_lncRNA","HC"
"Chr1",22033359,22034320,"AT1G09715.1","AT1G09715",0,"+",22034320,22034320,0,1,"961,","0,",961,0.447669796096678,"monoexonic","lincRNA","HC"
"Chr1",22064172,22064765,"AtRegRNA_7639.1","AtRegRNA_7639",0,".",22064765,22064765,0,1,"593,","0,",593,0.266916837171588,"monoexonic","lincRNA","HC"
"Chr1",22075613,22075885,"AT1G08277.1","AT1G08277",0,"-",22075885,22075885,0,1,"272,","0,",272,0.832103050496108,"monoexonic","lincRNA","HC"
"Chr1",22076532,22077068,"AT1G08283.1","AT1G08283",0,"-",22077068,22077068,0,1,"536,","0,",536,0.437279583611859,"monoexonic","lincRNA","HC"
"Chr1",22082980,22088246,"AtRegRNA_7657.1","AtRegRNA_7657",0,"-",22088246,22088246,0,2,"413,304,","0,4962,",717,0.998467843475939,"multiexonic","NAT_lncRNA","HC"
"Chr1",22087473,22087935,"AtRegRNA_7658.1","AtRegRNA_7658",0,"+",22087935,22087935,0,1,"462,","0,",462,0,"monoexonic","lincRNA","HC"
"Chr1",22087974,22088246,"AT1G08293.1","AT1G08293",0,"-",22088246,22088246,0,1,"272,","0,",272,0.0997792154242032,"monoexonic","lincRNA","HC"
"Chr1",22128870,22129201,"AT1G08297.1","AT1G08297",0,"+",22129201,22129201,0,1,"331,","0,",331,0.268685609111764,"monoexonic","lincRNA","HC"
"Chr1",22169964,22175861,"AtRegRNA_7679.1","AtRegRNA_7679",0,"-",22175861,22175861,0,2,"155,78,","0,5819,",233,0.99663770354957,"multiexonic","NAT_lncRNA","HC"
"Chr1",22172727,22172931,"AtRegRNA_7682.1","AtRegRNA_7682",0,".",22172931,22172931,0,1,"204,","0,",204,0.595987691204965,"monoexonic","lincRNA","HC"
"Chr1",22173807,22174054,"AT1G08307.1","AT1G08307",0,"+",22174054,22174054,0,1,"247,","0,",247,0,"monoexonic","sense_exonic_lncRNA","HC"
"Chr1",22177024,22177441,"AtRegRNA_7685.1","AtRegRNA_7685",0,"+",22177441,22177441,0,1,"417,","0,",417,0,"monoexonic","NAT_lncRNA","HC"
"Chr1",2218885,2219281,"AT1G04567.1","AT1G04567",0,"+",2219281,2219281,0,1,"396,","0,",396,0,"monoexonic","NAT_lncRNA","HC"
"Chr1",22205719,22206412,"AtRegRNA_7691.1","AtRegRNA_7691",0,"-",22206412,22206412,0,1,"693,","0,",693,0.240303647475537,"monoexonic","lincRNA","HC"
"Chr1",22224694,22225018,"AtRegRNA_7711.1","AtRegRNA_7711",0,".",22225018,22225018,0,1,"324,","0,",324,0.293617074672764,"monoexonic","lincRNA","HC"
"Chr1",2223058,2223470,"AtRegRNA_970.1","AtRegRNA_970",0,"+",2223470,2223470,0,1,"412,","0,",412,0.200402916746425,"monoexonic","lincRNA","HC"
"Chr1",22270102,22270501,"AtRegRNA_7715.1","AtRegRNA_7715",0,".",22270501,22270501,0,1,"399,","0,",399,0.110441438696652,"monoexonic","lincRNA","HC"
"Chr1",22278281,22278557,"AT1G08323.1","AT1G08323",0,"-",22278557,22278557,0,1,"276,","0,",276,0,"monoexonic","NAT_lncRNA","HC"
"Chr1",22304105,22304459,"AT1G60545.4","AT1G60545",0,"+",22304459,22304459,0,1,"354,","0,",354,0.317801475136646,"monoexonic","lincRNA","HC"
"Chr1",22346818,22347046,"AT1G08333.1","AT1G08333",0,"-",22347046,22347046,0,1,"228,","0,",228,0,"monoexonic","NAT_lncRNA","HC"
"Chr1",2241510,2241744,"AT1G04573.1","AT1G04573",0,"-",2241744,2241744,0,1,"234,","0,",234,0.137822512681818,"monoexonic","lincRNA","HC"
"Chr1",22490300,22491486,"AtRegRNA_7759.2","AtRegRNA_7759",0,"-",22491486,22491486,0,2,"678,246,","0,940,",924,0.897760483294471,"multiexonic","sense_exonic_lncRNA","HC"
"Chr1",22522488,22522725,"AT1G08357.1","AT1G08357",0,"-",22522725,22522725,0,1,"237,","0,",237,0,"monoexonic","lincRNA","HC"
"Chr1",22548022,22548243,"AT1G61165.1","AT1G61165",0,"+",22548243,22548243,0,1,"221,","0,",221,0.156278818131531,"monoexonic","lincRNA","HC"
"Chr1",22551521,22551724,"AtRegRNA_7781.1","AtRegRNA_7781",0,"-",22551724,22551724,0,1,"203,","0,",203,0.296016884598985,"monoexonic","NAT_lncRNA","HC"
"Chr1",22581098,22581302,"AT1G08363.1","AT1G08363",0,"-",22581302,22581302,0,1,"204,","0,",204,0,"monoexonic","lincRNA","HC"
"Chr1",22596360,22596694,"AtRegRNA_7832.1","AtRegRNA_7832",0,"+",22596694,22596694,0,1,"334,","0,",334,0.0988434375944124,"monoexonic","lincRNA","HC"
"Chr1",22611060,22611989,"AtRegRNA_7837.1","AtRegRNA_7837",0,".",22611989,22611989,0,1,"929,","0,",929,0.496056679255347,"monoexonic","lincRNA","HC"
"Chr1",22612257,22612474,"AT1G08377.1","AT1G08377",0,"+",22612474,22612474,0,1,"217,","0,",217,0,"monoexonic","lincRNA","HC"
"Chr1",22620084,22620307,"AT1G08383.1","AT1G08383",0,"+",22620307,22620307,0,1,"223,","0,",223,0,"monoexonic","lincRNA","HC"
"Chr1",22709008,22710122,"AT1G61562.1","AT1G61562",0,"+",22710122,22710122,0,2,"171,387,","0,727,",558,0.813387339129016,"multiexonic","NAT_lncRNA","HC"
"Chr1",22715074,22717595,"AT1G61565.1","AT1G61565",0,"+",22717595,22717595,0,3,"10,60,261,","0,94,2260,",331,0.953954933976251,"multiexonic","NAT_lncRNA","HC"
"Chr1",22728733,22729039,"AT1G08393.1","AT1G08393",0,"-",22729039,22729039,0,1,"306,","0,",306,0,"monoexonic","lincRNA","HC"
"Chr1",22740620,22740823,"AT1G08397.1","AT1G08397",0,"-",22740823,22740823,0,1,"203,","0,",203,0.124801038025184,"monoexonic","lincRNA","HC"
"Chr1",22741681,22741922,"AT1G08413.1","AT1G08413",0,"-",22741922,22741922,0,1,"241,","0,",241,0.294300770398431,"monoexonic","lincRNA","HC"
"Chr1",22741956,22742189,"AtRegRNA_7846.1","AtRegRNA_7846",0,".",22742189,22742189,0,1,"233,","0,",233,0.422350336403002,"monoexonic","lincRNA","HC"
"Chr1",22743171,22743472,"AT1G08417.1","AT1G08417",0,"-",22743472,22743472,0,1,"301,","0,",301,0,"monoexonic","lincRNA","HC"
"Chr1",22767496,22768300,"AtRegRNA_7855.1","AtRegRNA_7855",0,"-",22768300,22768300,0,2,"309,332,","0,472,",641,0.779612110703203,"multiexonic","NAT_lncRNA","HC"
"Chr1",22795436,22796224,"AtRegRNA_7865.1","AtRegRNA_7865",0,".",22796224,22796224,0,1,"788,","0,",788,0.682077123831757,"monoexonic","lincRNA","HC"
"Chr1",22799904,22800200,"AtRegRNA_7870.1","AtRegRNA_7870",0,".",22800200,22800200,0,1,"296,","0,",296,0.0881282199172844,"monoexonic","wsense_intronic_lncRNA","HC"
"Chr1",22813189,22813398,"AtRegRNA_7911.1","AtRegRNA_7911",0,".",22813398,22813398,0,1,"209,","0,",209,0,"monoexonic","wsense_intronic_lncRNA","HC"
"Chr1",22822724,22823003,"AtRegRNA_7913.1","AtRegRNA_7913",0,".",22823003,22823003,0,1,"279,","0,",279,0.380567278629921,"monoexonic","lincRNA","HC"
"Chr1",22833810,22834062,"AT1G08433.1","AT1G08433",0,"-",22834062,22834062,0,1,"252,","0,",252,0,"monoexonic","intronic_lncRNA","HC"
"Chr1",22834538,22834809,"AT1G08437.1","AT1G08437",0,"-",22834809,22834809,0,1,"271,","0,",271,0.197384652125615,"monoexonic","NAT_lncRNA","HC"
"Chr1",22839358,22839778,"AtRegRNA_7922.1","AtRegRNA_7922",0,"+",22839778,22839778,0,1,"420,","0,",420,0.12818973131122,"monoexonic","lincRNA","HC"
"Chr1",22842012,22842423,"AtRegRNA_7924.1","AtRegRNA_7924",0,".",22842423,22842423,0,1,"411,","0,",411,0.440502929489254,"monoexonic","lincRNA","HC"
"Chr1",22842838,22843309,"AtRegRNA_7925.1","AtRegRNA_7925",0,".",22843309,22843309,0,1,"471,","0,",471,0.61821365221872,"monoexonic","lincRNA","HC"
"Chr1",22851857,22852152,"AtRegRNA_7927.1","AtRegRNA_7927",0,".",22852152,22852152,0,1,"295,","0,",295,0.24638232370418,"monoexonic","lincRNA","HC"
"Chr1",22867315,22867541,"AT1G08443.1","AT1G08443",0,"+",22867541,22867541,0,1,"226,","0,",226,0.450062075665011,"monoexonic","lincRNA","HC"
"Chr1",22896199,22896470,"AtRegRNA_7937.1","AtRegRNA_7937",0,".",22896470,22896470,0,1,"271,","0,",271,0,"monoexonic","lincRNA","HC"
"Chr1",22904539,22904797,"AtRegRNA_7944.1","AtRegRNA_7944",0,"-",22904797,22904797,0,1,"258,","0,",258,0.237666007620284,"monoexonic","NAT_lncRNA","HC"
"Chr1",22913721,22914056,"AtRegRNA_7948.1","AtRegRNA_7948",0,"-",22914056,22914056,0,1,"335,","0,",335,0.828223115217871,"monoexonic","NAT_lncRNA","HC"
"Chr1",22929553,22930430,"AtRegRNA_7956.1","AtRegRNA_7956",0,"-",22930430,22930430,0,1,"877,","0,",877,0.484100276347695,"monoexonic","lincRNA","HC"
"Chr1",22929612,22930510,"AtRegRNA_7956.2","AtRegRNA_7956",0,"-",22930510,22930510,0,2,"227,464,","0,434,",691,0.488124701828816,"multiexonic","lincRNA","HC"
"Chr1",2293013,2293251,"AT1G04577.1","AT1G04577",0,"-",2293251,2293251,0,1,"238,","0,",238,0,"monoexonic","intronic_lncRNA","HC"
"Chr1",22931362,22932755,"AtRegRNA_7957.1","AtRegRNA_7957",0,"+",22932755,22932755,0,1,"1393,","0,",1393,0.789127303027473,"monoexonic","lincRNA","HC"
"Chr1",22931362,22932755,"AtRegRNA_7958.1","AtRegRNA_7958",0,"-",22932755,22932755,0,1,"1393,","0,",1393,0.767224666636295,"monoexonic","lincRNA","HC"
"Chr1",22947518,22947748,"AT1G08463.1","AT1G08463",0,"+",22947748,22947748,0,1,"230,","0,",230,0,"monoexonic","lincRNA","HC"
"Chr1",22955427,22955842,"AT1G08473.1","AT1G08473",0,"+",22955842,22955842,0,2,"170,157,","0,258,",327,0.168823733316308,"multiexonic","lincRNA","HC"
"Chr1",22956989,22957362,"AtRegRNA_7978.1","AtRegRNA_7978",0,".",22957362,22957362,0,1,"373,","0,",373,0,"monoexonic","lincRNA","HC"
"Chr1",2297261,2297552,"AT1G04587.1","AT1G04587",0,"+",2297552,2297552,0,1,"291,","0,",291,0.400443924172533,"monoexonic","NAT_lncRNA","HC"
"Chr1",22988980,22989332,"AT1G08483.1","AT1G08483",0,"+",22989332,22989332,0,2,"157,170,","0,182,",327,0.650065122684155,"multiexonic","lincRNA","HC"
"Chr1",23023931,23024189,"AT1G08497.1","AT1G08497",0,"-",23024189,23024189,0,1,"258,","0,",258,0,"monoexonic","lincRNA","HC"
"Chr1",23030491,23030787,"AT1G08503.1","AT1G08503",0,"+",23030787,23030787,0,1,"296,","0,",296,0,"monoexonic","lincRNA","HC"
"Chr1",23032346,23033035,"AT1G08507.1","AT1G08507",0,"-",23033035,23033035,0,2,"148,388,","0,301,",536,0.475154925206383,"multiexonic","lincRNA","HC"
"Chr1",23034688,23035381,"AT1G08513.1","AT1G08513",0,"+",23035381,23035381,0,2,"329,286,","0,407,",615,0.497329224525423,"multiexonic","NAT_lncRNA","HC"
"Chr1",23050380,23050940,"AT1G62333.1","AT1G62333",0,"+",23050940,23050940,0,1,"560,","0,",560,0.396570117439285,"monoexonic","sense_exonic_lncRNA","HC"
"Chr1",23077195,23077601,"AT1G08523.1","AT1G08523",0,"+",23077601,23077601,0,1,"406,","0,",406,0.162461306530822,"monoexonic","lincRNA","HC"
"Chr1",23078953,23079387,"AtRegRNA_8027.1","AtRegRNA_8027",0,".",23079387,23079387,0,1,"434,","0,",434,0,"monoexonic","lincRNA","HC"
"Chr1",23096617,23097252,"AtRegRNA_8033.1","AtRegRNA_8033",0,"-",23097252,23097252,0,1,"635,","0,",635,0,"monoexonic","lincRNA","HC"
"Chr1",23117976,23118418,"AtRegRNA_8042.1","AtRegRNA_8042",0,"-",23118418,23118418,0,1,"442,","0,",442,0,"monoexonic","lincRNA","HC"
"Chr1",23139995,23140356,"AtRegRNA_8005.1","AtRegRNA_8005",0,".",23140356,23140356,0,1,"361,","0,",361,0,"monoexonic","lincRNA","HC"
"Chr1",23157438,23158065,"AT1G09735.1","AT1G09735",0,"+",23158065,23158065,0,2,"263,247,","0,380,",510,0.613668436417433,"multiexonic","lincRNA","HC"
