"chrom","chromStart","chromEnd","TranscriptID","GeneID","score","strand","thickStart","thickEnd","itemRgb","blockCount","blockSizes","blockStarts","MatureLength","Type","BioType","ConfidenceLevel","ConservationType"
"Chr1",28811059,28811379,"AT1G09657.1","AT1G09657",0,"-",28811379,28811379,0,1,"320,","0,",320,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",28812403,28812786,"AT1G09663.1","AT1G09663",0,"+",28812786,28812786,0,1,"383,","0,",383,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",28813115,28813465,"AT1G09667.1","AT1G09667",0,"+",28813465,28813465,0,1,"350,","0,",350,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",28848218,28848743,"AT1G09677.1","AT1G09677",0,"-",28848743,28848743,0,1,"525,","0,",525,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",28874690,28874999,"AT1G76892.1","AT1G76892",0,"+",28874999,28874999,0,1,"309,","0,",309,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",28886890,28887095,"AT1G09683.1","AT1G09683",0,"+",28887095,28887095,0,1,"205,","0,",205,"monoexonic","lincRNA","HC","Species-specific"
"Chr1",28890573,28890814,"AT1G09693.1","AT1G09693",0,"-",28890814,28890814,0,1,"241,","0,",241,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",28935585,28937180,"AT1G09925.1","AT1G09925",0,"-",28937180,28937180,0,2,"1065,352,","0,1243,",1417,"multiexonic","NAT_lncRNA","HC","NA"
"Chr1",28936353,28937197,"AT1G09925.2","AT1G09925",0,"-",28937197,28937197,0,2,"373,369,","0,475,",742,"multiexonic","NAT_lncRNA","HC","NA"
"Chr1",28937318,28937798,"AT1G76994.1","AT1G76994",0,"+",28937798,28937798,0,1,"480,","0,",480,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",28963503,28963894,"AT1G09703.1","AT1G09703",0,"+",28963894,28963894,0,1,"391,","0,",391,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",29080816,29081025,"AT1G09723.1","AT1G09723",0,"-",29081025,29081025,0,1,"209,","0,",209,"monoexonic","lincRNA","LC","ConservedBySyntenyandSequence"
"Chr1",29098674,29099062,"AT1G09733.1","AT1G09733",0,"-",29099062,29099062,0,1,"388,","0,",388,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",291593,292061,"AT1G04063.1","AT1G04063",0,"-",292061,292061,0,1,"468,","0,",468,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",29173077,29173283,"AT1G09737.1","AT1G09737",0,"-",29173283,29173283,0,1,"206,","0,",206,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",29197720,29197924,"AT1G09743.1","AT1G09743",0,"+",29197924,29197924,0,1,"204,","0,",204,"monoexonic","lincRNA","HC","Species-specific"
"Chr1",29198599,29198955,"AT1G09747.1","AT1G09747",0,"+",29198955,29198955,0,2,"106,186,","0,170,",292,"multiexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",29208794,29210185,"AT1G09945.1","AT1G09945",0,"-",29210185,29210185,0,3,"177,74,156,","0,1070,1235,",407,"multiexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",29208794,29210183,"AT1G09945.2","AT1G09945",0,"-",29210183,29210183,0,1,"1389,","0,",1389,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",29208881,29209127,"AT1G09753.1","AT1G09753",0,"+",29209127,29209127,0,1,"246,","0,",246,"monoexonic","lincRNA","HC","Species-specific"
"Chr1",29242526,29242940,"AT1G09955.1","AT1G09955",0,"+",29242940,29242940,0,2,"153,173,","0,241,",326,"multiexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",29281985,29282189,"AT1G09763.1","AT1G09763",0,"+",29282189,29282189,0,1,"204,","0,",204,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",29289872,29290925,"AT1G77885.1","AT1G77885",0,"+",29290925,29290925,0,1,"1053,","0,",1053,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",29296513,29296851,"AT1G09767.1","AT1G09767",0,"-",29296851,29296851,0,1,"338,","0,",338,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",29342410,29342962,"AtRegRNA_10566.1","AtRegRNA_10566",0,"-",29342962,29342962,0,1,"552,","0,",552,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",29344274,29345115,"AT1G09773.1","AT1G09773",0,"-",29345115,29345115,0,1,"841,","0,",841,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",29351471,29351820,"AT1G09777.1","AT1G09777",0,"+",29351820,29351820,0,1,"349,","0,",349,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",29427764,29428422,"AT1G09793.1","AT1G09793",0,"-",29428422,29428422,0,2,"396,113,","0,545,",509,"multiexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",29427801,29428566,"AT1G09797.1","AT1G09797",0,"+",29428566,29428566,0,1,"765,","0,",765,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",29460160,29460571,"AT1G09803.1","AT1G09803",0,"-",29460571,29460571,0,1,"411,","0,",411,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",29549837,29550185,"AT1G09823.1","AT1G09823",0,"-",29550185,29550185,0,1,"348,","0,",348,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",29647838,29648285,"AT1G09833.1","AT1G09833",0,"+",29648285,29648285,0,1,"447,","0,",447,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",29740126,29741304,"AT1G09975.1","AT1G09975",0,"-",29741304,29741304,0,3,"373,86,227,","0,774,951,",686,"multiexonic","sense_exonic_lncRNA","HC","NA"
"Chr1",29745938,29746842,"AT1G79075.1","AT1G79075",0,"+",29746842,29746842,0,2,"87,203,","0,701,",290,"multiexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",29746012,29746816,"AT1G79075.2","AT1G79075",0,"+",29746816,29746816,0,1,"804,","0,",804,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",29915661,29916410,"AT1G79529.1","AT1G79529",0,"+",29916410,29916410,0,3,"145,79,337,","0,224,412,",561,"multiexonic","NAT_lncRNA","HC","NA"
"Chr1",29922828,29923128,"AT1G09887.1","AT1G09887",0,"+",29923128,29923128,0,1,"300,","0,",300,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",29975927,29976318,"AT1G09897.1","AT1G09897",0,"-",29976318,29976318,0,1,"391,","0,",391,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",29992704,29993059,"AT1G09907.1","AT1G09907",0,"+",29993059,29993059,0,1,"355,","0,",355,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",29998362,29998796,"AT1G09913.1","AT1G09913",0,"+",29998796,29998796,0,1,"434,","0,",434,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",30021176,30021681,"AT1G09917.1","AT1G09917",0,"-",30021681,30021681,0,1,"505,","0,",505,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",30152285,30152501,"AT1G80165.1","AT1G80165",0,"-",30152501,30152501,0,1,"216,","0,",216,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",30228004,30228447,"AT1G09963.1","AT1G09963",0,"+",30228447,30228447,0,1,"443,","0,",443,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",30275758,30276154,"AT1G09977.1","AT1G09977",0,"-",30276154,30276154,0,1,"396,","0,",396,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",30277489,30277905,"AT1G80525.1","AT1G80525",0,"+",30277905,30277905,0,1,"416,","0,",416,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",3031496,3032139,"AT1G04697.1","AT1G04697",0,"-",3032139,3032139,0,1,"643,","0,",643,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",3038630,3039326,"AT1G09421.1","AT1G09421",0,"+",3039326,3039326,0,3,"230,121,195,","0,313,501,",546,"multiexonic","NAT_lncRNA","HC","NA"
"Chr1",30397171,30397804,"AT1G09993.1","AT1G09993",0,"-",30397804,30397804,0,1,"633,","0,",633,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",304480,304713,"AT1G04073.1","AT1G04073",0,"+",304713,304713,0,1,"233,","0,",233,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",3083819,3084222,"AT1G04703.1","AT1G04703",0,"+",3084222,3084222,0,1,"403,","0,",403,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",3131951,3132215,"AT1G04717.1","AT1G04717",0,"-",3132215,3132215,0,1,"264,","0,",264,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",314188,314463,"AT1G04083.1","AT1G04083",0,"+",314463,314463,0,1,"275,","0,",275,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",3173865,3174422,"AT1G04723.1","AT1G04723",0,"-",3174422,3174422,0,1,"557,","0,",557,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",3202273,3202774,"AT1G04737.1","AT1G04737",0,"-",3202774,3202774,0,1,"501,","0,",501,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",3212811,3213011,"AT1G04747.1","AT1G04747",0,"+",3213011,3213011,0,1,"200,","0,",200,"monoexonic","intronic_lncRNA","HC","NA"
"Chr1",32726,33009,"AT1G03997.1","AT1G03997",0,"+",33009,33009,0,1,"283,","0,",283,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",3302152,3302419,"AT1G04763.1","AT1G04763",0,"-",3302419,3302419,0,1,"267,","0,",267,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",3305947,3306688,"AT1G04773.1","AT1G04773",0,"+",3306688,3306688,0,1,"741,","0,",741,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",3412473,3412742,"AT1G10395.1","AT1G10395",0,"+",3412742,3412742,0,2,"59,193,","0,76,",252,"multiexonic","NAT_lncRNA","HC","NA"
"Chr1",3470450,3470918,"AT1G04797.1","AT1G04797",0,"-",3470918,3470918,0,1,"468,","0,",468,"monoexonic","intronic_lncRNA","HC","NA"
"Chr1",3514769,3515346,"AT1G04807.1","AT1G04807",0,"+",3515346,3515346,0,1,"577,","0,",577,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",3544912,3545614,"AT1G10682.1","AT1G10682",0,"-",3545614,3545614,0,1,"702,","0,",702,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",3575376,3575814,"AT1G04817.1","AT1G04817",0,"+",3575814,3575814,0,1,"438,","0,",438,"monoexonic","intronic_lncRNA","HC","NA"
"Chr1",3615291,3616091,"AT1G04827.1","AT1G04827",0,"+",3616091,3616091,0,1,"800,","0,",800,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",366944,367166,"AT1G02067.1","AT1G02067",0,"-",367166,367166,0,1,"222,","0,",222,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",3712970,3713735,"AT1G11112.1","AT1G11112",0,"-",3713735,3713735,0,1,"765,","0,",765,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",3744857,3745655,"AT1G11175.1","AT1G11175",0,"+",3745655,3745655,0,1,"798,","0,",798,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",3840832,3841171,"AT1G04847.1","AT1G04847",0,"-",3841171,3841171,0,1,"339,","0,",339,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",3874537,3874895,"AT1G04853.1","AT1G04853",0,"-",3874895,3874895,0,1,"358,","0,",358,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",3891769,3891972,"AT1G04857.1","AT1G04857",0,"-",3891972,3891972,0,1,"203,","0,",203,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",3937245,3937780,"AT1G04863.1","AT1G04863",0,"-",3937780,3937780,0,2,"208,265,","0,270,",473,"multiexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",3941102,3941459,"AT1G11684.1","AT1G11684",0,"-",3941459,3941459,0,1,"357,","0,",357,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",3951431,3951671,"AT1G04873.1","AT1G04873",0,"-",3951671,3951671,0,1,"240,","0,",240,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",3960943,3961245,"AT1G04877.1","AT1G04877",0,"+",3961245,3961245,0,1,"302,","0,",302,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",3961320,3961687,"AtRegRNA_1680.1","AtRegRNA_1680",0,"+",3961687,3961687,0,1,"367,","0,",367,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",3967958,3968238,"AT1G04883.1","AT1G04883",0,"-",3968238,3968238,0,1,"280,","0,",280,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",3991392,3991738,"AT1G04893.1","AT1G04893",0,"+",3991738,3991738,0,1,"346,","0,",346,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",4007228,4007552,"AT1G04903.1","AT1G04903",0,"+",4007552,4007552,0,1,"324,","0,",324,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",4011059,4011493,"AT1G04913.1","AT1G04913",0,"-",4011493,4011493,0,1,"434,","0,",434,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",402085,402294,"AT1G04087.1","AT1G04087",0,"+",402294,402294,0,1,"209,","0,",209,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",4068820,4069413,"AT1G04923.1","AT1G04923",0,"-",4069413,4069413,0,1,"593,","0,",593,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",4122065,4122474,"AT1G04927.1","AT1G04927",0,"-",4122474,4122474,0,1,"409,","0,",409,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",4135433,4135988,"AT1G08885.1","AT1G08885",0,"-",4135988,4135988,0,2,"263,56,","0,499,",319,"multiexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",4168883,4169086,"AT1G04937.1","AT1G04937",0,"-",4169086,4169086,0,1,"203,","0,",203,"monoexonic","lincRNA","LC","ConservedBySyntenyandSequence"
"Chr1",424665,425164,"AT1G04093.1","AT1G04093",0,"+",425164,425164,0,1,"499,","0,",499,"monoexonic","lincRNA","HC","Species-specific"
"Chr1",4261917,4262359,"AT1G04957.1","AT1G04957",0,"+",4262359,4262359,0,1,"442,","0,",442,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",4289279,4289536,"AT1G04963.1","AT1G04963",0,"+",4289536,4289536,0,1,"257,","0,",257,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",43086,43295,"AT1G04003.1","AT1G04003",0,"-",43295,43295,0,1,"209,","0,",209,"monoexonic","lincRNA","LC","ConservedBySyntenyandSequence"
"Chr1",4338941,4339323,"AT1G04967.1","AT1G04967",0,"-",4339323,4339323,0,1,"382,","0,",382,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",4367767,4368493,"AT1G04973.1","AT1G04973",0,"-",4368493,4368493,0,1,"726,","0,",726,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",4391437,4391675,"AT1G04983.1","AT1G04983",0,"+",4391675,4391675,0,1,"238,","0,",238,"monoexonic","sense_exonic_lncRNA","HC","NA"
"Chr1",4457270,4457513,"AT1G04987.1","AT1G04987",0,"-",4457513,4457513,0,1,"243,","0,",243,"monoexonic","lincRNA","HC","Species-specific"
"Chr1",447091,448179,"AT1G08795.1","AT1G08795",0,"+",448179,448179,0,3,"223,291,23,","0,689,1065,",537,"multiexonic","lincRNA","HC","Species-specific"
"Chr1",4480859,4481334,"AT1G13145.1","AT1G13145",0,"+",4481334,4481334,0,1,"475,","0,",475,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",4526959,4527364,"AT1G04997.1","AT1G04997",0,"-",4527364,4527364,0,1,"405,","0,",405,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",4532192,4532450,"AT1G05003.1","AT1G05003",0,"-",4532450,4532450,0,1,"258,","0,",258,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",455879,456198,"AT1G04097.1","AT1G04097",0,"-",456198,456198,0,1,"319,","0,",319,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",4583698,4584348,"AT1G08895.2","AT1G08895",0,"+",4584348,4584348,0,2,"114,120,","0,530,",234,"multiexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",4585395,4585625,"AT1G08895.1","AT1G08895",0,"+",4585625,4585625,0,1,"230,","0,",230,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",459121,459983,"AT1G04103.1","AT1G04103",0,"+",459983,459983,0,1,"862,","0,",862,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",4648902,4649415,"AT1G08905.1","AT1G08905",0,"+",4649415,4649415,0,2,"24,217,","0,296,",241,"multiexonic","sense_exonic_lncRNA","HC","NA"
"Chr1",4662478,4663647,"AtRegRNA_1928.1","AtRegRNA_1928",0,"-",4663647,4663647,0,2,"501,286,","0,883,",787,"multiexonic","NAT_lncRNA","HC","NA"
"Chr1",4693763,4693985,"AT1G05017.1","AT1G05017",0,"-",4693985,4693985,0,1,"222,","0,",222,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",4694950,4695230,"AT1G05023.1","AT1G05023",0,"+",4695230,4695230,0,1,"280,","0,",280,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",4697500,4698167,"AT1G05027.1","AT1G05027",0,"-",4698167,4698167,0,1,"667,","0,",667,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",4772746,4772952,"AT1G05037.1","AT1G05037",0,"-",4772952,4772952,0,1,"206,","0,",206,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",4800687,4801256,"AT1G05043.1","AT1G05043",0,"+",4801256,4801256,0,1,"569,","0,",569,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",4832650,4832858,"AT1G05053.1","AT1G05053",0,"+",4832858,4832858,0,1,"208,","0,",208,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",4902918,4903476,"AT1G05067.1","AT1G05067",0,"+",4903476,4903476,0,1,"558,","0,",558,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",4902988,4903303,"AT1G05073.1","AT1G05073",0,"-",4903303,4903303,0,1,"315,","0,",315,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",4915882,4916216,"AT1G05077.1","AT1G05077",0,"-",4916216,4916216,0,1,"334,","0,",334,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",4920782,4921480,"AT1G05083.1","AT1G05083",0,"+",4921480,4921480,0,1,"698,","0,",698,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",4953016,4953522,"AT1G05093.1","AT1G05093",0,"+",4953522,4953522,0,1,"506,","0,",506,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",495886,496190,"AT1G04123.1","AT1G04123",0,"+",496190,496190,0,1,"304,","0,",304,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",4996757,4997068,"AT1G05103.1","AT1G05103",0,"+",4997068,4997068,0,1,"311,","0,",311,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",4996866,4997187,"AT1G05107.1","AT1G05107",0,"-",4997187,4997187,0,1,"321,","0,",321,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",5036520,5036720,"AT1G05113.1","AT1G05113",0,"+",5036720,5036720,0,1,"200,","0,",200,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",5051297,5051561,"AT1G05117.1","AT1G05117",0,"+",5051561,5051561,0,1,"264,","0,",264,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",5102980,5103303,"AT1G05123.1","AT1G05123",0,"+",5103303,5103303,0,1,"323,","0,",323,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",5146657,5147266,"AT1G05133.1","AT1G05133",0,"+",5147266,5147266,0,1,"609,","0,",609,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",5178737,5179002,"AT1G05143.1","AT1G05143",0,"-",5179002,5179002,0,1,"265,","0,",265,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",5191673,5192677,"AT1G05153.1","AT1G05153",0,"+",5192677,5192677,0,2,"100,186,","0,818,",286,"multiexonic","sense_exonic_lncRNA","HC","NA"
"Chr1",5339714,5339922,"AT1G08915.1","AT1G08915",0,"-",5339922,5339922,0,1,"208,","0,",208,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",5355736,5356794,"AT1G05167.1","AT1G05167",0,"-",5356794,5356794,0,2,"463,427,","0,631,",890,"multiexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",5410577,5410827,"AT1G05193.1","AT1G05193",0,"-",5410827,5410827,0,1,"250,","0,",250,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",5421187,5421431,"AT1G05197.1","AT1G05197",0,"+",5421431,5421431,0,1,"244,","0,",244,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",5445340,5445782,"AT1G05203.1","AT1G05203",0,"-",5445782,5445782,0,1,"442,","0,",442,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",5460476,5461297,"AT1G15885.1","AT1G15885",0,"+",5461297,5461297,0,2,"214,328,","0,493,",542,"multiexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",551001,551636,"AT1G08805.1","AT1G08805",0,"-",551636,551636,0,2,"94,290,","0,345,",384,"multiexonic","lincRNA","HC","Species-specific"
"Chr1",551288,551529,"AT1G04127.1","AT1G04127",0,"-",551529,551529,0,1,"241,","0,",241,"monoexonic","lincRNA","HC","Species-specific"
"Chr1",5521652,5521896,"AT1G05217.1","AT1G05217",0,"-",5521896,5521896,0,1,"244,","0,",244,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",5552867,5553111,"AT1G05223.1","AT1G05223",0,"+",5553111,5553111,0,1,"244,","0,",244,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",5628922,5629213,"AT1G05227.1","AT1G05227",0,"+",5629213,5629213,0,1,"291,","0,",291,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",5646665,5646969,"AT1G05237.1","AT1G05237",0,"+",5646969,5646969,0,2,"127,95,","0,209,",222,"multiexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",5668440,5668939,"AT1G05243.1","AT1G05243",0,"-",5668939,5668939,0,1,"499,","0,",499,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",5685502,5686368,"AT1G16635.1","AT1G16635",0,"-",5686368,5686368,0,1,"866,","0,",866,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",5733332,5733554,"AT1G05263.1","AT1G05263",0,"-",5733554,5733554,0,1,"222,","0,",222,"monoexonic","lincRNA","HC","OnlySynteny"
"Chr1",5777099,5777828,"AT1G05277.1","AT1G05277",0,"+",5777828,5777828,0,1,"729,","0,",729,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",5828816,5829035,"AT1G05283.1","AT1G05283",0,"-",5829035,5829035,0,1,"219,","0,",219,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",5855472,5855751,"AT1G05293.1","AT1G05293",0,"-",5855751,5855751,0,1,"279,","0,",279,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",5857934,5858271,"AT1G05297.1","AT1G05297",0,"+",5858271,5858271,0,1,"337,","0,",337,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",589705,589996,"AT1G02710.1","AT1G02710",0,"-",589996,589996,0,1,"291,","0,",291,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",5946497,5946759,"AT1G05303.1","AT1G05303",0,"-",5946759,5946759,0,1,"262,","0,",262,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",5962529,5962906,"AT1G05307.1","AT1G05307",0,"+",5962906,5962906,0,1,"377,","0,",377,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",6103075,6103654,"AT1G05317.1","AT1G05317",0,"-",6103654,6103654,0,1,"579,","0,",579,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",6106369,6106594,"AT1G05323.1","AT1G05323",0,"-",6106594,6106594,0,1,"225,","0,",225,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",6142401,6142830,"AT1G05337.1","AT1G05337",0,"-",6142830,6142830,0,1,"429,","0,",429,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",6146599,6146804,"AT1G05343.1","AT1G05343",0,"+",6146804,6146804,0,1,"205,","0,",205,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",6165456,6165736,"AT1G05357.1","AT1G05357",0,"+",6165736,6165736,0,1,"280,","0,",280,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",6205908,6206145,"AT1G05363.1","AT1G05363",0,"-",6206145,6206145,0,1,"237,","0,",237,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",6208145,6208461,"AT1G05367.1","AT1G05367",0,"+",6208461,6208461,0,1,"316,","0,",316,"monoexonic","intronic_lncRNA","HC","NA"
"Chr1",6219398,6219615,"AT1G05373.1","AT1G05373",0,"+",6219615,6219615,0,1,"217,","0,",217,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",6219473,6219730,"AT1G05377.1","AT1G05377",0,"-",6219730,6219730,0,1,"257,","0,",257,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",6228597,6229147,"AT1G05383.1","AT1G05383",0,"+",6229147,6229147,0,1,"550,","0,",550,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",6269848,6270159,"AT1G05387.1","AT1G05387",0,"+",6270159,6270159,0,1,"311,","0,",311,"monoexonic","lincRNA","HC","Species-specific"
"Chr1",636336,636614,"AT1G04147.1","AT1G04147",0,"-",636614,636614,0,1,"278,","0,",278,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",637771,638231,"AT1G04153.1","AT1G04153",0,"+",638231,638231,0,1,"460,","0,",460,"monoexonic","intronic_lncRNA","HC","NA"
"Chr1",641541,642317,"AT1G08815.2","AT1G08815",0,"+",642317,642317,0,1,"776,","0,",776,"monoexonic","lincRNA","HC","OnlySynteny"
"Chr1",6500049,6500381,"AT1G05443.1","AT1G05443",0,"+",6500381,6500381,0,1,"332,","0,",332,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",6508775,6509012,"AT1G05447.1","AT1G05447",0,"-",6509012,6509012,0,1,"237,","0,",237,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",6610070,6610443,"AT1G05467.1","AT1G05467",0,"+",6610443,6610443,0,1,"373,","0,",373,"monoexonic","NAT_lncRNA","HC","NA"
"Chr1",6619132,6619507,"AT1G08925.2","AT1G08925",0,"-",6619507,6619507,0,1,"375,","0,",375,"monoexonic","lincRNA","HC","ConservedBySyntenyandSequence"
"Chr1",6619255,6619997,"AT1G08925.1","AT1G08925",0,"-",6619997,6619997,0,2,"218,45,","0,697,",263,"multiexonic","lincRNA","HC","ConservedBySyntenyandSequence"
