Orthogroup	Brassica_rapa	Arabis_alpina
OG0002125	Bra003560, Bra035190	AALP_AA2G254500
OG0002126	Bra029210, Bra001172, Bra020800	AALP_AA3G057300
OG0002126	Bra036587, Bra009909	AALP_AA8G247000
OG0002127	Bra002664, Bra006776	AALP_AA8G372400
OG0002129	Bra011386, Bra034536	AALP_AA7G192400
OG0002130	Bra016975, Bra000202	AALP_AA4G192500
OG0002131	Bra009665	AALP_AA3G329900
OG0002131	Bra020807, Bra011597	AALP_AA7G225400
OG0002132	Bra001144	AALP_AA3G049000
OG0002132	Bra036625, Bra009953	AALP_AA8G255300
OG0002133	Bra024965, Bra017508	AALP_AA6G107700
OG0002135	Bra006642, Bra002440	AALP_AA8G407000
OG0002136	Bra020754	AALP_AA3G066700
OG0002136	Bra002179	AALP_AA8G394000
OG0002138	Bra033420	AALP_AA8G023100
OG0002139	Bra034868, Bra001389	AALP_AA3G120000
OG0002139	Bra009118	AALP_AA8G049200
OG0002140	Bra036335, Bra014037, Bra027469	AALP_AA6G156100
OG0002141	Bra040638, Bra001134, Bra039471	AALP_AA3G045500
OG0002141	Bra036109	AALP_AA8G252600
OG0002142	Bra032813	AALP_AA8G473100
OG0002142	Bra010956, Bra032812	AALP_AA8G473200
OG0002143	Bra030660, Bra015520, Bra031534	AALP_AA1G064500
OG0002143	Bra018294	AALP_AA6G089000
OG0002144	Bra012336	AALP_AA1G246500
OG0002144	Bra008006	AALP_AA2G152200
OG0002145	Bra004494	AALP_AA4G259200
OG0002145	Bra007657, Bra014412	AALP_AA5G279000
OG0002146	Bra010528	AALP_AA7G231900
OG0002146	Bra037264	AALP_AA3G335800
OG0002148	Bra030433, Bra018920	AALP_AA4G043000
OG0002149	Bra021681, Bra023598, Bra035006, Bra028932	AALP_AA1G330900, AALP_AA5G071600
OG0002150	Bra015053	AALP_AA3G286200
OG0002151	Bra039223	AALP_AA6G275800
OG0002151	Bra024059	AALP_AA7G159500
OG0002152	Bra026379	AALP_AA7G104200
OG0002153	Bra017511, Bra024967, Bra022093	AALP_AA6G108300
OG0002154	Bra030220	AALP_AA5G202400
OG0002155	Bra011903, Bra030875, Bra020070	AALP_AA8G218800
OG0002156	Bra017498, Bra024957	AALP_AAs67888U000300, AALP_AA6G105900, AALP_AAs49758U000200
OG0002157	Bra040151, Bra031947	AALP_AA3G036300
OG0002158	Bra009689, Bra026495	AALP_AA8G411900
OG0002158	Bra009340	AALP_AA8G081800
OG0002159	Bra024638	AALP_AA1G261400
OG0002159	Bra003965, Bra016230	AALP_AA2G130300
OG0002160	Bra010516	AALP_AA7G231400
OG0002160	Bra002078, Bra024497, Bra037258	AALP_AA3G336800
OG0002162	Bra016714	AALP_AA1G154300
OG0002163	Bra020145, Bra002357	AALP_AA8G238700
OG0002163	Bra040902, Bra002356, Bra002355	AALP_AA8G238600
OG0002164	Bra009928, Bra020566	AALP_AA8G250900
OG0002165	Bra013058	AALP_AA3G326800
OG0002165	Bra017683, Bra011575	AALP_AA7G221300
OG0002166	Bra034996	AALP_AA5G070800
OG0002166	Bra006613, Bra020176	AALP_AA8G234800
OG0002167	Bra026412	AALP_AA7G100000
OG0002167	Bra028975, Bra002900	AALP_AA8G339800
OG0002168	Bra013320, Bra021005, Bra012590	AALP_AA7G007900
OG0002170	Bra013912, Bra019145	AALP_AA7G084400
OG0002172	Bra017430	AALP_AA5G009500
OG0002172	Bra026197	AALP_AA1G163100
OG0002173	Bra014573	AALP_AA3G277400
OG0002174	Bra000445	AALP_AA4G264500
OG0002174	Bra003744	AALP_AA1G305300, AALP_AA2G198700
OG0002174	Bra007671	AALP_AA5G281500
OG0002176	Bra029704	AALP_AA3G091000
OG0002176	Bra040052	AALP_AA3G091100
OG0002177	Bra020237, Bra002459	AALP_AA8G404000
OG0002178	Bra024817, Bra017415	AALP_AA5G014100
OG0002178	Bra026825, Bra016698	AALP_AA1G161000
OG0002179	Bra020098, Bra002290	AALP_AA6G169300, AALP_AA8G225000
OG0002181	Bra004633	AALP_AA4G199900
OG0002182	Bra001192, Bra020760	AALP_AA3G065700
OG0002182	Bra023697, Bra002192	AALP_AA8G207300
OG0002183	Bra041136, Bra029997	AALP_AA5G124600
OG0002183	Bra012141	AALP_AA8G511600
OG0002184	Bra036250	AALP_AA6G035200
OG0002184	Bra032561, Bra030518, Bra033369	AALP_AA1G024000
OG0002190	Bra025511	AALP_AA6G320600
OG0002190	Bra027801, Bra027642	AALP_AA2G004500
OG0002191	Bra033638	AALP_AA6G306200
OG0002191	Bra015828, Bra008212	AALP_AA2G199000
OG0002192	Bra034021, Bra034022	AALP_AA2G087500
OG0002192	Bra028182	AALP_AA6G349900
OG0002193	Bra020797	AALP_AA3G058200
OG0002194	Bra003102, Bra029104	AALP_AA8G306800
OG0002195	Bra002925	AALP_AA8G337600
OG0002196	Bra033368	AALP_AA1G023700
OG0002197	Bra034666, Bra011573	AALP_AA7G221100
OG0002197	Bra037294, Bra013059	AALP_AA3G326700
OG0002198	Bra031927, Bra024280	AALP_AA8G474900
OG0002199	Bra032980	AALP_AA5G038400
OG0002202	Bra018850, Bra030490, Bra014254	AALP_AA4G057200
OG0002203	Bra035382	AALP_AA8G497200
OG0002204	Bra030575, Bra015322	AALP_AA1G039400
OG0002205	Bra014330	AALP_AA5G002100
OG0002205	Bra026786, Bra026169	AALP_AA1G169600
OG0002206	Bra018781, Bra014177	AALP_AA4G069000
OG0002207	Bra001771, Bra035824	AALP_AA3G230200
OG0002208	Bra040049	AALP_AA3G090100
OG0002208	Bra032722, Bra007201	AALP_AA5G198900
OG0002209	Bra002044, Bra034726, Bra034834	AALP_AA3G124400
OG0002212	Bra014235	AALP_AA4G059400
OG0002212	Bra018831	AALP_AA4G059100
OG0002213	Bra017148, Bra000029, Bra005148	AALP_AA4G157100
OG0002214	Bra037829, Bra031846, Bra024420	AALP_AA8G517100
OG0002215	Bra015199, Bra022542	AALP_AA8G286300
OG0002216	Bra021760, Bra021761	AALP_AA6G078200
OG0002216	Bra015442	AALP_AA1G052600
OG0002217	Bra001011	AALP_AA3G002600
OG0002217	Bra023504, Bra006279, Bra008721	AALP_AA8G154300
OG0002218	Bra026366	AALP_AA7G106800
OG0002218	Bra022735	AALP_AA8G330700
OG0002219	Bra019084	AALP_AA7G101400
OG0002219	Bra028988, Bra002927, Bra035561	AALP_AA8G337200
OG0002220	Bra040611	AALP_AA3G023400
OG0002220	Bra006367, Bra008600	AALP_AA8G177200
OG0002221	Bra022411	AALP_AA3G224100
OG0002221	Bra014209, Bra018798	AALP_AA4G062800
OG0002224	Bra025508	AALP_AA6G320200
OG0002225	Bra035582, Bra002880	AALP_AA8G342500
OG0002226	Bra016735	AALP_AA1G146300
OG0002226	Bra025160	AALP_AA5G232400
OG0002227	Bra034811, Bra038681, Bra001420	AALP_AA3G127800
OG0002229	Bra019670	AALP_AA1G157400
OG0002231	Bra016162	AALP_AA2G141400
OG0002233	Bra017478, Bra024935, Bra017357, Bra017358, Bra022141	AALP_AA2G092800
OG0002234	Bra001166, Bra001165, Bra039411, Bra018890	AALP_AA3G055300
OG0002235	Bra021000, Bra013330	AALP_AA7G008800
OG0002236	Bra027049, Bra034504	AALP_AA2G017200
OG0002236	Bra019734, Bra031798	AALP_AA1G128800
OG0002237	Bra021208	AALP_AA3G191400, AALP_AA4G251700
OG0002237	Bra033528	AALP_AA8G398700
OG0002239	Bra011258, Bra024013	AALP_AA7G169300
OG0002240	Bra027110, Bra031472	AALP_AA2G035500
OG0002240	Bra018416, Bra031739, Bra019888	AALP_AA1G119800
OG0002241	Bra038654	AALP_AA8G468100
OG0002242	Bra033119	AALP_AA6G181800
OG0002242	Bra020832, Bra013644	AALP_AA7G056700
OG0002243	Bra004392, Bra007864	AALP_AA2G122700
OG0002244	Bra014208, Bra040669	AALP_AA4G062700
OG0002244	Bra022412	AALP_AA3G224000
OG0002245	Bra039673, Bra030934	AALP_AA4G028700
OG0002245	Bra001565	AALP_AA3G166200
OG0002246	Bra002608	AALP_AA8G380500
OG0002246	Bra018178	AALP_AA5G091500
OG0002250	Bra031707, Bra019950, Bra018449	AALP_AA1G108600
OG0002251	Bra008857, Bra006179	AALP_AA8G129200
OG0002253	Bra028994, Bra028996, Bra002936, Bra002937, Bra028995, Bra035548, Bra035549	AALP_AA8G336400
OG0002254	Bra017134, Bra005131	AALP_AA4G160000
OG0002254	Bra012833	AALP_AA5G144200
OG0002255	Bra007493, Bra014523, Bra003395	AALP_AA5G253800
OG0002255	Bra004805	AALP_AA4G230400
OG0002257	Bra031127	AALP_AA3G372300
OG0002257	Bra024199, Bra011031	AALP_AA7G127400
OG0002258	Bra023439	AALP_AA8G138200
OG0002258	Bra001451	AALP_AA3G134300
OG0002259	Bra029125, Bra008074	AALP_AA2G167800
OG0002260	Bra008491	AALP_AA2G253600
OG0002260	Bra026138, Bra016662, Bra026768	AALP_AA1G173300
OG0002269	Bra014931, Bra023740	AALP_AA3G267000
OG0002272	Bra035651, Bra028392	AALP_AA6G216200, AALP_AA2G026000
OG0002273	Bra021701, Bra013431	AALP_AA2G251900
OG0002275	Bra001962, Bra001340, Bra040062	AALP_AA3G093100
OG0002276	Bra031772	AALP_AA6G180100
OG0002276	Bra031393	AALP_AA2G023600
OG0002277	Bra011333	AALP_AA7G185200
OG0002278	Bra017531, Bra025003	AALP_AA6G112200
OG0002279	Bra024151	AALP_AA7G140000
OG0002280	Bra014495	AALP_AA5G259200
OG0002281	Bra036226	AALP_AA6G040400
OG0002281	Bra030532	AALP_AA1G028200
OG0002282	Bra023226, Bra033863	AALP_AA1G325000
OG0002283	Bra013820, Bra010486, Bra000606	AALP_AA8G274100
OG0002284	Bra003721, Bra015752	AALP_AA2G206200
OG0002285	Bra016757	AALP_AA1G140000
OG0002287	Bra009456, Bra028790, Bra005804	AALP_AA8G038000
OG0002287	Bra034120	AALP_AA3G113300
OG0002288	Bra004382	AALP_AA8G464800
OG0002288	Bra024694	AALP_AA1G277100
OG0002289	Bra022261	AALP_AA3G203300
OG0002289	Bra018731	AALP_AA4G075800
OG0002291	Bra024431, Bra031843	AALP_AA8G515800
OG0002291	Bra029976	AALP_AA5G120600
OG0002292	Bra035466, Bra027887	AALP_AA2G059700
OG0002293	Bra027838	AALP_AA2G050800
OG0002293	Bra018443	AALP_AA1G109800
OG0002294	Bra021905	AALP_AA4G108400
OG0002295	Bra027824	AALP_AA2G046600
OG0002295	Bra024636	AALP_AA1G261200
OG0002296	Bra003336	AALP_AA4G002200
OG0002297	Bra012236, Bra016461, Bra025830	AALP_AA1G224100
OG0002298	Bra039516, Bra033751	AALP_AA6G140800
OG0002300	Bra039098, Bra025242	AALP_AA5G035900
OG0002300	Bra025526, Bra028483	AALP_AA6G322300
OG0002301	Bra022768	AALP_AAs39947U000200
OG0002301	Bra030676, Bra015560	AALP_AA1G071300
OG0002302	Bra004912, Bra039337	AALP_AA4G243400
OG0002302	Bra014465	AALP_AA5G265100
OG0002304	Bra011026	AALP_AA7G125100
OG0002304	Bra036490	AALP_AA3G373000
OG0002306	Bra012767	AALP_AAs48803U000100
OG0002307	Bra013567	AALP_AA7G044600
OG0002307	Bra029518	AALP_AAs68705U000100, AALP_AAs47510U000100
OG0002308	Bra025759	AALP_AA1G214600
OG0002309	Bra004600, Bra016950, Bra000215	AALP_AA4G195100
OG0002309	Bra014673	AALP_AA5G210000
OG0002310	Bra016244	AALP_AA2G128900
OG0002310	Bra024650	AALP_AA1G281300
OG0002311	Bra007755	AALP_AA6G251700
OG0002312	Bra016224	AALP_AAs65095U000100, AALP_AA2G132700
OG0002313	Bra008621, Bra006357, Bra023567	AALP_AA8G172200
OG0002314	Bra012915	AALP_AA5G121500
OG0002314	Bra024444, Bra037844	AALP_AA8G514300
OG0002315	Bra027108, Bra031470	AALP_AA2G035300
OG0002316	Bra033555	AALP_AA7G260100
OG0002316	Bra011611	AALP_AA7G227800
OG0002318	Bra031814, Bra037163, Bra012084	AALP_AA8G502300
OG0002319	Bra037899	AALP_AA6G191700
OG0002320	Bra028624, Bra009397	AALP_AA8G092700
OG0002320	Bra030204	AALP_AA6G317500
OG0002321	Bra015788	AALP_AA5G147400
OG0002321	Bra025812, Bra016470, Bra012226	AALP_AA1G221700
OG0002322	Bra032124	AALP_AA2G120300
OG0002322	Bra024049	AALP_AA7G161000
OG0002323	Bra037849, Bra031832	AALP_AA8G508800
OG0002324	Bra010282	AALP_AA7G158900
OG0002324	Bra039220	AALP_AA6G276100
OG0002325	Bra035287, Bra008847	AALP_AA8G130500, AALP_AA8G130100, AALP_AA8G130300, AALP_AA8G130400
OG0002326	Bra028796	AALP_AA8G034500
OG0002326	Bra029828	AALP_AA3G111100
OG0002327	Bra039054, Bra033049, Bra025339	AALP_AA5G054100
OG0002328	Bra005788, Bra009504, Bra034094, Bra029817	AALP_AA3G108100
OG0002329	Bra009954, Bra036626	AALP_AA2G229900
OG0002330	Bra007127	AALP_AA5G188200
OG0002331	Bra033628, Bra011854	AALP_AA7G274000, AALP_AA7G274100
OG0002332	Bra018885	AALP_AAs61128U000100
OG0002332	Bra032281, Bra018786	AALP_AA4G067300
OG0002333	Bra017659, Bra011537	AALP_AA7G211800
OG0002334	Bra005253	AALP_AA4G081900
OG0002334	Bra040688	AALP_AA5G160600
OG0002335	Bra007485	AALP_AA5G253300
OG0002336	Bra021916, Bra005420	AALP_AA4G109900
OG0002337	Bra015656, Bra003670, Bra008333	AALP_AA2G220400
OG0002338	Bra032024	AALP_AA3G023800
OG0002338	Bra008594, Bra006371	AALP_AA8G179100
OG0002339	Bra005540, Bra021819	AALP_AA6G067200
OG0002339	Bra015379	AALP_AA1G045200
OG0002340	Bra033900, Bra023790	AALP_AA3G261900
OG0002343	Bra023004, Bra017329, Bra005358	AALP_AA4G121300
OG0002344	Bra010204, Bra028004	AALP_AA1G341100
OG0002345	Bra029430	AALP_AA6G180400
OG0002346	Bra000435, Bra004493	AALP_AA4G259300
OG0002346	Bra007658	AALP_AA5G279100
OG0002347	Bra040079, Bra011350	AALP_AA7G187900
OG0002348	Bra025011	AALP_AA6G113800
OG0002348	Bra012627	AALP_AA7G001700
OG0002349	Bra014911	AALP_AA1G322000
OG0002350	Bra000650	AALP_AA6G202200
OG0002351	Bra005925, Bra009291	AALP_AA8G066800
OG0002351	Bra002651	AALP_AA8G374300
OG0002352	Bra027071	AALP_AA2G022100
OG0002352	Bra019837	AALP_AA1G125700
OG0002354	Bra018895, Bra030454	AALP_AA4G048500
OG0002355	Bra012114	AALP_AA8G506800, AALP_AA8G506900, AALP_AA8G507000
OG0002355	Bra037139	AALP_AA8G506700
OG0002356	Bra000467, Bra021451	AALP_AA4G271100
OG0002357	Bra021188	AALP_AA3G189000
OG0002357	Bra012753	AALP_AA5G062400
OG0002359	Bra026248	AALP_AA6G207800
OG0002360	Bra010350, Bra011057	AALP_AA7G131600
OG0002361	Bra040136	AALP_AA3G039900
OG0002361	Bra009998	AALP_AAs67888U000100
OG0002362	Bra017835, Bra010602	AALP_AA7G252700
OG0002362	Bra032186	AALP_AA6G286800
OG0002363	Bra009510	AALP_AA8G031500
OG0002364	Bra005644	AALP_AA6G080000
OG0002365	Bra039110	AALP_AA3G006600
OG0002365	Bra008745	AALP_AA8G149000
OG0002366	Bra009703	AALP_AA8G411300
OG0002366	Bra018031	AALP_AA5G111700
OG0002367	Bra012102	AALP_AA8G505500
OG0002368	Bra031708	AALP_AA1G109900
OG0002368	Bra019940	AALP_AA1G110000
OG0002370	Bra023732	AALP_AA3G267700
OG0002370	Bra010762	AALP_AAs68934U000100
OG0002371	Bra005347	AALP_AA4G123600
OG0002372	Bra030820	AALP_AA4G004400
OG0002372	Bra034713, Bra001480	AALP_AA3G140400
OG0002373	Bra012479	AALP_AA1G267400
OG0002373	Bra033935, Bra004309	AALP_AA2G106100
OG0002374	Bra033579, Bra011891	AALP_AA7G266000
OG0002375	Bra039459	AALP_AA3G046900
OG0002375	Bra009969	AALP_AA8G253400
OG0002376	Bra016607, Bra025984, Bra026675	AALP_AA1G191800
OG0002378	Bra013949	AALP_AA7G091500
OG0002378	Bra035646, Bra006839, Bra002771	AALP_AA8G358800
OG0002379	Bra018955	AALP_AA4G038500
OG0002379	Bra027188, Bra021163	AALP_AA3G182900
OG0002381	Bra037787, Bra006032	AALP_AA8G090100
OG0002382	Bra011290	AALP_AA7G175300
OG0002382	Bra032080	AALP_AA6G271600, AALP_AAs50303U000100
OG0002383	Bra002719, Bra020433	AALP_AA8G363900, AALP_AA8G363800
OG0002384	Bra002752, Bra020461	AALP_AA8G360600
OG0002385	Bra004562	AALP_AA4G251600
OG0002386	Bra016541	AALP_AA1G206400
OG0002387	Bra016233	AALP_AA2G129600
OG0002387	Bra024640	AALP_AA1G261500
OG0002389	Bra013894, Bra029149, Bra028289	AALP_AA8G295800
OG0002390	Bra039184	AALP_AA6G286600
OG0002390	Bra011767, Bra017823	AALP_AA7G252900, AALP_AA7G251700
OG0002391	Bra035114, Bra008410	AALP_AA2G244000
OG0002392	Bra003915, Bra007984, Bra016118	AALP_AA2G149300
OG0002392	Bra016371	AALP_AA1G248100
OG0002393	Bra006177	AALP_AA3G376700
OG0002394	Bra038563, Bra038839	AALP_AA3G355000
OG0002395	Bra023704, Bra002211, Bra002212	AALP_AA8G210400
OG0002396	Bra001600	AALP_AA3G176600
OG0002396	Bra030367	AALP_AA4G034400
OG0002397	Bra038558	AALP_AA3G353700
OG0002397	Bra010302, Bra011171	AALP_AA7G152300
OG0002398	Bra019657, Bra026835	AALP_AA1G159300
OG0002400	Bra032507, Bra015318	AALP_AA1G039000
OG0002400	Bra022939, Bra021851	AALP_AA6G061400
OG0002401	Bra000808, Bra029529	AALP_AA6G055600
OG0002402	Bra029611	AALP_AA3G067500
OG0002403	Bra037671, Bra000338	AALP_AA4G229800
OG0002404	Bra040252	AALP_AA3G056600
OG0002404	Bra038926	AALP_AAs68488U000500
OG0002405	Bra035932	AALP_AA8G444300
OG0002406	Bra008438, Bra035150	AALP_AA2G259900
OG0002407	Bra001027	AALP_AA3G013100
OG0002407	Bra023521	AALP_AA8G159400
OG0002408	Bra029520	AALP_AA6G054900
OG0002409	Bra005505	AALP_AA6G062600
OG0002409	Bra015323	AALP_AA1G039500
OG0002410	Bra008744	AALP_AA8G149100
OG0002411	Bra024735, Bra011002	AALP_AA1G271200
OG0002411	Bra038346	AALP_AA2G113800
OG0002412	Bra019889, Bra031740	AALP_AA1G119700
OG0002413	Bra032584	AALP_AA1G020500
OG0002413	Bra018559, Bra036281	AALP_AA6G030100
OG0002414	Bra036043	AALP_AA5G123300
OG0002414	Bra031830, Bra012158	AALP_AA8G509000
OG0002415	Bra004167	AALP_AA2G080500
OG0002415	Bra028150	AALP_AA6G353500
OG0002416	Bra039947, Bra001866, Bra023830	AALP_AA3G255900
OG0002417	Bra006593, Bra002354	AALP_AA8G232500
OG0002417	Bra040899	AALP_AA5G069400
OG0002421	Bra031192	AALP_AA6G301800
OG0002422	Bra025268, Bra033003	AALP_AA5G042400
OG0002423	Bra007548	AALP_AA5G262800
OG0002423	Bra000374	AALP_AA4G240300
OG0002425	Bra004517, Bra039267	AALP_AA4G255500
OG0002425	Bra007636	AALP_AA5G277100
OG0002426	Bra011519, Bra017644	AALP_AA7G212300
OG0002427	Bra039525, Bra025113	AALP_AA6G136200
OG0002427	Bra013446	AALP_AA7G028000
OG0002430	Bra024625	AALP_AA1G259700
OG0002430	Bra016227, Bra003957	AALP_AA2G131900
OG0002431	Bra014068	AALP_AA4G085300
OG0002431	Bra035332, Bra027456	AALP_AA6G162100
OG0002432	Bra020346, Bra006744	AALP_AA8G379700
OG0002433	Bra010700	AALP_AA7G269400
OG0002433	Bra031196	AALP_AA6G300800
OG0002435	Bra022826, Bra018278	AALP_AA6G086300
OG0002435	Bra030645, Bra015486	AALP_AA1G060100
OG0002437	Bra027723, Bra027707	AALP_AAs72969U000100
OG0002438	Bra007817	AALP_AA6G263900
OG0002439	Bra030859	AALP_AA4G009400
OG0002440	Bra032986, Bra025256	AALP_AA5G039800
OG0002440	Bra025537	AALP_AA6G324300
OG0002442	Bra036405	AALP_AA3G316500
OG0002442	Bra017641, Bra011513	AALP_AA7G211400
OG0002443	Bra038114	AALP_AA4G027000
OG0002443	Bra001576, Bra027291	AALP_AA3G167900
OG0002445	Bra008520	AALP_AA6G006800
OG0002445	Bra033240	AALP_AA1G008800
OG0002446	Bra013969	AALP_AA8G187300
OG0002446	Bra001079	AALP_AA3G028300
OG0002447	Bra011515	AALP_AA7G212000
OG0002448	Bra003677, Bra015662	AALP_AA2G217800
OG0002449	Bra040254	AALP_AA3G056200, AALP_AA3G056300
OG0002449	Bra009924, Bra020562	AALP_AA8G249700
OG0002450	Bra014466	AALP_AA5G264900
OG0002450	Bra032659	AALP_AA1G011300
OG0002453	Bra038702, Bra034770	AALP_AA3G132300
OG0002454	Bra036427	AALP_AA3G034500
OG0002455	Bra001415, Bra034824	AALP_AA3G125900
OG0002457	Bra031797, Bra016802	AALP_AA1G128100
OG0002457	Bra034487	AALP_AA2G018900
OG0002458	Bra026242	AALP_AA6G208800
OG0002458	Bra022138, Bra017481	AALP_AA2G093000
OG0002459	Bra016507, Bra025734	AALP_AA1G212200
OG0002461	Bra017295, Bra023028	AALP_AA4G129200
OG0002461	Bra016504, Bra025744	AALP_AA1G213800
OG0002462	Bra035476, Bra041005	AALP_AA1G338100
OG0002462	Bra037916, Bra033172	AALP_AA6G165000
OG0002463	Bra014219	AALP_AA4G061900
OG0002463	Bra022430, Bra038214	AALP_AA3G224600
OG0002464	Bra036278	AALP_AA6G030300
OG0002464	Bra030511, Bra033348	AALP_AA1G020600
OG0002465	Bra030569, Bra015314	AALP_AA1G038400
OG0002465	Bra027485	AALP_AA6G063200
OG0002466	Bra025965, Bra016596	AALP_AA1G193700
OG0002467	Bra032480, Bra015398, Bra005589	AALP_AA6G071500
OG0002468	Bra026005, Bra026692, Bra040985, Bra016621	AALP_AA1G188200
OG0002470	Bra004998	AALP_AA4G184800
OG0002471	Bra015725	AALP_AA2G208600
OG0002471	Bra025871, Bra016435	AALP_AA1G228100
OG0002473	Bra015885, Bra003782, Bra016526, Bra025708	AALP_AA1G208700
OG0002475	Bra026266	AALP_AA4G051000
OG0002475	Bra031137, Bra036494, Bra036493	AALP_AA3G373500
OG0002478	Bra013649, Bra019355	AALP_AA7G058200
OG0002481	Bra039948, Bra023829	AALP_AA3G256200, AALP_AA3G256400
OG0002482	Bra008136	AALP_AA2G180400
OG0002483	Bra029482	AALP_AA6G049400
OG0002483	Bra019733	AALP_AA1G128500
OG0002485	Bra032018, Bra021374	AALP_AA3G025300
OG0002485	Bra023592	AALP_AA8G181200
OG0002486	Bra021119	AALP_AA3G175500
OG0002486	Bra027231, Bra027230	AALP_AA3G175300
OG0002487	Bra009377	AALP_AA8G085700
OG0002487	Bra022450	AALP_AA3G227000
OG0002489	Bra036499	AALP_AA3G374500
OG0002489	Bra026272, Bra024215	AALP_AA4G051700
OG0002491	Bra014500	AALP_AA5G116300
OG0002492	Bra025863	AALP_AA1G229200
OG0002493	Bra018097, Bra018101	AALP_AA5G101100, AALP_AA5G101000
OG0002494	Bra011184	AALP_AA7G156200
OG0002494	Bra038549, Bra038816	AALP_AA3G351100
OG0002495	Bra013675, Bra019332, Bra019333	AALP_AA6G029500
OG0002496	Bra013828, Bra033790, Bra000613, Bra037934, Bra022511	AALP_AA8G276000
OG0002497	Bra004915	AALP_AA4G243700
OG0002498	Bra009483	AALP_AA8G034600
OG0002498	Bra016948, Bra000220	AALP_AA4G195900
OG0002499	Bra004344, Bra038344, Bra004013	AALP_AA2G115100
OG0002501	Bra032394	AALP_AA1G311900
OG0002501	Bra021926, Bra005398	AALP_AA4G114800
OG0002503	Bra007557, Bra007560	AALP_AA5G264200
OG0002503	Bra004904, Bra040314	AALP_AA4G241400
OG0002504	Bra021367	AALP_AA3G026200
OG0002506	Bra025355	AALP_AA5G056300
OG0002506	Bra039045, Bra033061	AALP_AA5G056200
OG0002507	Bra030144	AALP_AA1G303200
OG0002508	Bra028752, Bra005860	AALP_AA8G050500
OG0002509	Bra020225	AALP_AA8G405900
OG0002509	Bra037610	AALP_AA5G077500
OG0002510	Bra009330, Bra029359, Bra013022	AALP_AA8G409100
OG0002512	Bra000707, Bra033189, Bra037912, Bra037910	AALP_AA6G186200
OG0002513	Bra031404	AALP_AA2G026200
OG0002513	Bra019851, Bra016833	AALP_AA1G124100
OG0002517	Bra041024, Bra034831, Bra001409	AALP_AA3G125100
OG0002518	Bra008704	AALP_AA8G158100
OG0002519	Bra022829	AALP_AA6G084300
OG0002520	Bra018204, Bra033809	AALP_AA5G088300
OG0002521	Bra009757	AALP_AA8G420400
OG0002521	Bra029947	AALP_AA8G409700
OG0002523	Bra009941	AALP_AA8G258500
OG0002524	Bra008480	AALP_AA2G255300
OG0002524	Bra026757, Bra026122	AALP_AA1G176200
OG0002525	Bra017427, Bra024838	AALP_AA5G011300
OG0002525	Bra026817, Bra026201	AALP_AA1G162300
OG0002526	Bra008761, Bra023463	AALP_AA8G145100
OG0002528	Bra019777, Bra026963, Bra016763	AALP_AA1G137500
OG0002530	Bra010754	AALP_AA8G119500
OG0002530	Bra032771	AALP_AAs62910U000100
OG0002532	Bra029994	AALP_AA5G123400
OG0002532	Bra037120	AALP_AA8G512100
OG0002533	Bra029000	AALP_AA8G333100
OG0002534	Bra024212, Bra026270, Bra010378	AALP_AA4G050600
OG0002535	Bra033495, Bra012779	AALP_AA3G247300
OG0002535	Bra001832	AALP_AA3G246700
OG0002536	Bra005239	AALP_AA4G139500
OG0002537	Bra023836	AALP_AA3G255500
OG0002537	Bra031349	AALP_AA3G255300
OG0002538	Bra023284	AALP_AA1G334300
OG0002538	Bra000716	AALP_AA6G167600
OG0002541	Bra027531	AALP_AA6G142700
OG0002541	Bra015274	AALP_AA1G032300
OG0002542	Bra012157, Bra039051, Bra037113, Bra037112, Bra037115, Bra021614, Bra033113	AALP_AA8G509300
OG0002543	Bra031029	AALP_AA1G202300
OG0002543	Bra015954, Bra003822	AALP_AA2G176900
OG0002544	Bra009745, Bra009741	AALP_AA6G239100
OG0002545	Bra009841, Bra020500	AALP_AA8G432300
OG0002545	Bra023324	AALP_AA8G110600
OG0002548	Bra034140	AALP_AA3G116300
OG0002548	Bra009406, Bra005833	AALP_AA8G044700
OG0002549	Bra038541, Bra030259	AALP_AA6G293400
OG0002549	Bra010665	AALP_AA7G276000
OG0002550	Bra035151	AALP_AA2G259800
OG0002550	Bra026091, Bra026738, Bra016646	AALP_AA1G179500
OG0002551	Bra006583, Bra038199, Bra002336, Bra020133	AALP_AA8G230000
OG0002552	Bra005819	AALP_AA8G041700
OG0002552	Bra034133	AALP_AA3G115100
OG0002554	Bra023294	AALP_AA1G336000
OG0002554	Bra010191, Bra023295	AALP_AA1G336100
OG0002565	Bra030880	AALP_AA3G147400
OG0002568	Bra019872, Bra016846, Bra031759	AALP_AA1G123800
OG0002569	Bra038442	AALP_AAs45078U000600
OG0002569	Bra014975	AALP_AA4G060800
OG0002570	Bra022723, Bra002984	AALP_AA8G329300
OG0002571	Bra039174	AALP_AA3G018000
OG0002571	Bra023542	AALP_AA8G166100
OG0002572	Bra020037	AALP_AA8G215600
OG0002572	Bra023366	AALP_AA8G121700
OG0002574	Bra002559, Bra006709, Bra020313	AALP_AA8G389100
OG0002575	Bra040088, Bra037050, Bra011361	AALP_AA7G190300
OG0002576	Bra030346, Bra012387	AALP_AA1G258700
OG0002577	Bra031453	AALP_AA2G034000
OG0002579	Bra019896	AALP_AA1G118500
OG0002580	Bra031123, Bra031121	AALP_AA3G371400
OG0002581	Bra016602, Bra030988	AALP_AA6G036600
