Orthogroup	Brassica_rapa	Brassica_oleracea
OG0002141	Bra001134, Bra039471	Bo5g146780
OG0002142	Bra032813	Bo5g051900
OG0002142	Bra010956	Bo3g141390
OG0002142	Bra032812	Bo5g051890
OG0002143	Bra030660	Bo8g007190
OG0002143	Bra015520, Bra031534	Bo8g114480
OG0002144	Bra012336	Bo7g057810
OG0002144	Bra008006	Bo2g075260
OG0002145	Bra004494	Bo4g006860
OG0002145	Bra007657	Bo8g097600
OG0002145	Bra014412	Bo4g098930
OG0002146	Bra010528	Bo3g155620
OG0002146	Bra037264	Bo9g024590
OG0002147	Bra009241	Bo9g175710
OG0002147	Bra038705	Bo1g139470
OG0002147	Bra001443	Bo3g064830
OG0002147	Bra034767	Bo5g133550
OG0002148	Bra023898	Bo1g108230
OG0002148	Bra031260	Bo5g103540
OG0002148	Bra030433	Bo6g042570
OG0002148	Bra018920	Bo6g026120
OG0002149	Bra021681	Bo4g173720
OG0002149	Bra023598	Bo2g013450
OG0002149	Bra035006	Bo00874s050
OG0002150	Bra028371	Bo1g098840
OG0002150	Bra015053	Bo7g032980
OG0002151	Bra039223	Bo8g100160
OG0002151	Bra024059	Bo7g114630
OG0002152	Bra026379	Bo1g047940
OG0002152	Bra029006	Bo3g021870
OG0002152	Bra022743	Bo2g041540
OG0002153	Bra012650	Bo7g105250
OG0002153	Bra017511	Bo9g066950
OG0002153	Bra024967	Bo7g077230
OG0002153	Bra022093	Bo2g131930
OG0002154	Bra030220	Bo00871s020
OG0002154	Bra010619	Bo3g153130
OG0002154	Bra017861	Bo7g118810
OG0002155	Bra011903	Bo6g051130
OG0002155	Bra030875	Bo3g184870, Bo3g184880
OG0002155	Bra020070	Bo2g018440
OG0002156	Bra021042	Bo8g049550
OG0002156	Bra017498	Bo9g069340
OG0002156	Bra024957	Bo7g077350
OG0002157	Bra002150	Bo3g013060, Bo9g157300
OG0002157	Bra040151	Bo1g152210
OG0002157	Bra031947	Bo5g148410
OG0002158	Bra009689	Bo7g097620
OG0002158	Bra026495	Bo9g014090
OG0002159	Bra024638	Bo5g041130
OG0002159	Bra003965	Bo6g094910
OG0002159	Bra016230	Bo6g110840
OG0002160	Bra010516	Bo3g155740
OG0002160	Bra002078	Bo7g014160
OG0002160	Bra024497	Bo3g093640
OG0002160	Bra037258	Bo9g024660
OG0002161	Bra000148	Bo3g034450
OG0002161	Bra004985	Bo4g025510
OG0002161	Bra017028	Bo4g188830
OG0002162	Bra016714	Bo5g018000, Bo8g065820
OG0002163	Bra020145	Bo2g023410
OG0002163	Bra002357	Bo9g150020
OG0002163	Bra040902	Bo2g023390
OG0002163	Bra002356	Bo9g150040
OG0002163	Bra002355	Bo9g150050
OG0002164	Bra009928	Bo7g094910
OG0002164	Bra020566	Bo2g155600
OG0002165	Bra013058	Bo3g091480
OG0002165	Bra017683	Bo7g117120
OG0002165	Bra011575	Bo1g006830
OG0002166	Bra034996	Bo3g127720
OG0002166	Bra006613, Bra020176	Bo2g023750
OG0002167	Bra026412	Bo1g046530
OG0002167	Bra028975	Bo3g021500
OG0002167	Bra002900	Bo7g080760, Bo9g120660
OG0002168	Bra013320	Bo1g019660
OG0002168	Bra021005	Bo3g157070
OG0002168	Bra012590	Bo7g106070
OG0002169	Bra021601	Bo4g170630, Bo5g008010
OG0002169	Bra015559	Bo4g170630, Bo5g008010
OG0002169	Bra022769	Bo3g024230
OG0002170	Bra003121	Bo2g047610, Bo9g108310
OG0002170	Bra013912	Bo1g040420
OG0002170	Bra019145	Bo7g110490
OG0002171	Bra014543	Bo4g107920
OG0002171	Bra003372	Bo6g076310, Bo6g076370
OG0002172	Bra017430	Bo9g071470
OG0002172	Bra026197	Bo5g019870
OG0002173	Bra003332	Bo6g074740, Bo3g153300
OG0002173	Bra003337	Bo6g074840
OG0002173	Bra014571	Bo4g108390
OG0002173	Bra014573	Bo4g108490
OG0002174	Bra000445	Bo3g039580
OG0002174	Bra007671	Bo8g097750
OG0002175	Bra005396	Bo4g039360
OG0002175	Bra021928	Bo4g182820
OG0002176	Bra029704	Bo01576s020
OG0002176	Bra040052	Bo1g144990
OG0002177	Bra020237	Bo2g024740
OG0002177	Bra002459	Bo9g145870
OG0002178	Bra024817, Bra017415	Bo9g072730
OG0002178	Bra026825, Bra016698	Bo8g066080
OG0002179	Bra020098	Bo2g020780
OG0002179	Bra002290	Bo3g015130, Bo9g152030
OG0002180	Bra036218	Bo9g008820
OG0002180	Bra040987	Bo00578s180
OG0002180	Bra025661	Bo6g062190
OG0002181	Bra007323	Bo8g091780
OG0002181	Bra004633	Bo4g013360
OG0002182	Bra001192	Bo3g060510
OG0002182	Bra020760	Bo5g143640
OG0002182	Bra023697, Bra002192	Bo9g154490
OG0002183	Bra041136, Bra029997	Bo1g084610
OG0002183	Bra012141	Bo7g063960
OG0002184	Bra036250	Bo9g005970
OG0002184	Bra032561	Bo8g117150
OG0002184	Bra030518, Bra033369	Bo5g003590
OG0002185	Bra001035	Bo3g055510
OG0002185	Bra021476	Bo1g157500
OG0002185	Bra023527	Bo2g012660
OG0002185	Bra008685	Bo9g163920
OG0002186	Bra039826	Bo9g023680
OG0002186	Bra036970	Bo7g116470
OG0002187	Bra029922	Bo1g078470
OG0002187	Bra018030	Bo8g077330
OG0002187	Bra022751	Bo3g023990
OG0002188	Bra005437	Bo4g039960
OG0002188	Bra022971, Bra021902	Bo4g182480
OG0002188	Bra010824	Bo3g144160
OG0002188	Bra032324	Bo5g059810
OG0002189	Bra009534	Bo9g183020
OG0002189	Bra028840	Bo2g003980
OG0002189	Bra029794	Bo5g138010
OG0002189	Bra034088	Bo1g144250
OG0002190	Bra025511	Bo4g141940
OG0002190	Bra027801	Bo9g035520
OG0002190	Bra027642	Bo9g029090
OG0002191	Bra015828	Bo6g119770
OG0002191	Bra008212	Bo2g085220
OG0002192	Bra034021, Bra034022	Bo2g055420
OG0002192	Bra028182	Bo4g137210
OG0002193	Bra009902	Bo7g095250
OG0002193	Bra036583	Bo9g010900
OG0002193	Bra020797	Bo3g060290, Bo5g144940
OG0002194	Bra024235	Bo7g111800
OG0002194	Bra026293	Bo1g051120
OG0002194	Bra003102, Bra029104	Bo3g023030
OG0002195	Bra002925	Bo9g120230
OG0002195	Bra010427	Bo8g051420
OG0002195	Bra026403	Bo7g111150
OG0002196	Bra033368	Bo5g003580
OG0002196	Bra000872	Bo01031s030
OG0002196	Bra036256, Bra018539	Bo2g100750
OG0002197	Bra034666	Bo3g167340
OG0002197	Bra011573	Bo1g006850
OG0002197	Bra037294	Bo9g024180
OG0002197	Bra013059	Bo3g091440
OG0002198	Bra031927	Bo2g166140
OG0002198	Bra024280	Bo3g101490
OG0002198	Bra009384	Bo9g174010
OG0002199	Bra032980	Bo2g140370
OG0002200	Bra035659	Bo4g167910
OG0002200	Bra040929	Bo4g067030
OG0002200	Bra031585	Bo5g008320, Bo8g113970
OG0002201	Bra006731	Bo9g137020, Bo3g018370
OG0002201	Bra020335	Bo2g026970
OG0002201	Bra018191	Bo3g132950
OG0002202	Bra018850	Bo6g022240
OG0002202	Bra030490	Bo5g079920
OG0002202	Bra014254	Bo3g179500
OG0002203	Bra035382	Bo4g135820
OG0002204	Bra030575, Bra015322	Bo5g004640
OG0002204	Bra005504	Bo4g043800
OG0002204	Bra021844	Bo4g181820
OG0002205	Bra014330	Bo2g134030
OG0002205	Bra026786	Bo8g106290
OG0002205	Bra026169	Bo5g020490
OG0002206	Bra037561	Bo1g116240
OG0002206	Bra022355	Bo5g117080
OG0002206	Bra018781	Bo6g018120
OG0002206	Bra014177	Bo00641s120
OG0002207	Bra001771	Bo3g074650
OG0002207	Bra035824	Bo5g111270
OG0002207	Bra018847, Bra033962	Bo6g022190
OG0002208	Bra029697	Bo5g139840
OG0002208	Bra040049	Bo1g145030
OG0002208	Bra032722	Bo4g130870
OG0002208	Bra007201	Bo8g090310
OG0002209	Bra002044, Bra034726, Bra034834	Bo5g136460
OG0002209	Bra002044, Bra034726, Bra034834	Bo1g141020
OG0002210	Bra029826	Bo5g137660
OG0002210	Bra034101	Bo1g144030
OG0002211	Bra035621	Bo2g034220, Bo00689s100, Bo2g034280, Bo2g034260, Bo2g034250
OG0002211	Bra028926	Bo3g020930, Bo3g020910
OG0002212	Bra014235	Bo3g178300
OG0002212	Bra018831	Bo6g020930
OG0002213	Bra017148	Bo4g187260
OG0002213	Bra000029	Bo3g032070
OG0002213	Bra005148	Bo4g030020
OG0002214	Bra012924	Bo7g099060
OG0002214	Bra017962	Bo8g078960
OG0002214	Bra037829	Bo9g018940
OG0002214	Bra031846	Bo2g168180
OG0002214	Bra024420	Bo3g097680
OG0002215	Bra015199	Bo7g081360
OG0002215	Bra022542	Bo2g050540
OG0002216	Bra021760	Bo4g177680
OG0002216	Bra021761	Bo4g177690
OG0002216	Bra015442	Bo5g006820
OG0002217	Bra001011	Bo1g158780, Bo3g055230
OG0002217	Bra023504	Bo2g012380
OG0002217	Bra006279	Bo3g010070
OG0002217	Bra008721	Bo9g165410
OG0002218	Bra026366	Bo1g048090
OG0002218	Bra022735	Bo9g117560, Bo2g041600
OG0002219	Bra019084	Bo7g111170
OG0002219	Bra028988	Bo3g021660
OG0002219	Bra002927	Bo9g120190
OG0002219	Bra035561	Bo2g041160
OG0002220	Bra040611	Bo5g151360
OG0002220	Bra006367	Bo3g012150
OG0002220	Bra008600	Bo9g161860
OG0002221	Bra022411	Bo5g115270
OG0002221	Bra014209, Bra018798	Bo6g018410
OG0002222	Bra035959	Bo9g014320
OG0002222	Bra009328	Bo9g174690, Bo8g004650, Bo9g174680
OG0002222	Bra005976	Bo2g008950
OG0002223	Bra009776, Bra020464	Bo2g159280
OG0002223	Bra019601	Bo3g109510
OG0002223	Bra029960	Bo1g080240
OG0002224	Bra025508	Bo4g141990
OG0002224	Bra027796	Bo9g035460
OG0002224	Bra027653	Bo9g029230
OG0002225	Bra026415	Bo1g046490
OG0002225	Bra010432	Bo8g051350
OG0002225	Bra035582	Bo2g037790
OG0002225	Bra002880	Bo9g120970
OG0002226	Bra016735	Bo8g065370
OG0002226	Bra017350	Bo9g075870
OG0002227	Bra009198	Bo9g176150
OG0002227	Bra028732	Bo2g007230
OG0002227	Bra034811	Bo5g135140
OG0002227	Bra038681	Bo1g139800
OG0002227	Bra001420	Bo3g064540
OG0002228	Bra035626	Bo2g034110
OG0002228	Bra002807	Bo9g126120, Bo9g126140
OG0002228	Bra006867	Bo3g019800
OG0002228	Bra006837	Bo3g019490
OG0002229	Bra019669	Bo5g019360
OG0002229	Bra019670	Bo5g019350
OG0002230	Bra034068	Bo1g144500
OG0002230	Bra029764	Bo5g139320
OG0002230	Bra033949	Bo2g057750
OG0002230	Bra004042	Bo6g097190
OG0002230	Bra004296	Bo6g106720
OG0002231	Bra016162	Bo6g112690
OG0002231	Bra024556	Bo01260s010
OG0002231	Bra012353	Bo7g056520
OG0002232	Bra039023	Bo7g005270
OG0002232	Bra036700	Bo9g027940
OG0002232	Bra011085	Bo1g016670
OG0002233	Bra017478	Bo9g069620
OG0002233	Bra024935	Bo7g077690
OG0002233	Bra017357, Bra017358	Bo9g075740, Bo9g075770
OG0002234	Bra001166, Bra001165	Bo3g060170
OG0002234	Bra039411	Bo5g145070
OG0002234	Bra018890	Bo6g024720
OG0002235	Bra021995	Bo2g127460
OG0002235	Bra012584	Bo7g106150
OG0002235	Bra021000	Bo01593s010
OG0002235	Bra013330	Bo1g019730
OG0002236	Bra027049	Bo9g037370
OG0002236	Bra034504	Bo4g092860
OG0002236	Bra019734	Bo5g017350
OG0002236	Bra031798	Bo8g108490
OG0002237	Bra021208	Bo1g122980
OG0002237	Bra033528	Bo1g055170
OG0002238	Bra014538	Bo4g107890
OG0002238	Bra003379	Bo6g076490
OG0002238	Bra039874	Bo2g120980
OG0002239	Bra032097	Bo4g154570
OG0002239	Bra011258	Bo1g011440
OG0002239	Bra024013	Bo3g175010, Bo7g115050
OG0002240	Bra027110	Bo9g043430
OG0002240	Bra031472	Bo4g085180, Bo1g094450
OG0002240	Bra018416	Bo8g059750
OG0002240	Bra031739	Bo8g109180
OG0002240	Bra019888	Bo5g013390
OG0002241	Bra037750	Bo2g165840, Bo9g017830
OG0002241	Bra038654	Bo3g103180
OG0002241	Bra006008, Bra009352	Bo3g005050
OG0002242	Bra033119	Bo2g106390
OG0002242	Bra020832	Bo3g165620
OG0002242	Bra013644	Bo1g030640
OG0002243	Bra024686	Bo01011s010
OG0002243	Bra004392	Bo6g109040
OG0002243	Bra007864	Bo2g063090
OG0002244	Bra014208	Bo8g011260
OG0002244	Bra040669	Bo5g076410
OG0002245	Bra039673	Bo6g031490
OG0002245	Bra030934	Bo3g184050
OG0002245	Bra001565	Bo3g066390
OG0002246	Bra002608	Bo9g135780
OG0002246	Bra018178	Bo3g134120
OG0002247	Bra019398	Bo8g117170
OG0002247	Bra006155	Bo3g007680
OG0002247	Bra006153	Bo3g007660, Bo8g087060
OG0002247	Bra030015	Bo3g007710
OG0002248	Bra002206	Bo9g154310
OG0002248	Bra001185	Bo3g060440
OG0002248	Bra020771, Bra020770	Bo5g144690
OG0002249	Bra011938	Bo4g070340
OG0002249	Bra035685	Bo4g165540
OG0002250	Bra017901, Bra035433	Bo1g090260
OG0002250	Bra019950	Bo5g010710
OG0002250	Bra018449	Bo8g059280
OG0002251	Bra008857	Bo9g169060
OG0002251	Bra006179	Bo3g008980
OG0002251	Bra032810	Bo5g051870
OG0002251	Bra010957	Bo3g141360
OG0002252	Bra013997, Bra014000	Bo7g005200, Bo8g023090
OG0002252	Bra037056	Bo01470s010, Bo03121s010
OG0002253	Bra028994	Bo2g041290, Bo3g021760
OG0002253	Bra028996	Bo3g021780
OG0002253	Bra002936, Bra002937	Bo9g119080
OG0002253	Bra028995	Bo3g021770
OG0002253	Bra035548, Bra035549	Bo2g041300
OG0002254	Bra017134	Bo4g187430
OG0002254	Bra005131	Bo4g029730
OG0002254	Bra012833	Bo7g101260
OG0002255	Bra007493, Bra014523	Bo4g106480
OG0002255	Bra003395	Bo6g076740
OG0002255	Bra004805	Bo4g021270
OG0002256	Bra010534	Bo3g155540
OG0002256	Bra017710	Bo7g117370
OG0002256	Bra011616	Bo1g006440
OG0002257	Bra031127	Bo8g102330
OG0002257	Bra024199	Bo7g113150
OG0002257	Bra011031	Bo1g017440
OG0002258	Bra023439	Bo2g011590
OG0002258	Bra001451	Bo3g064910
OG0002259	Bra025948, Bra016586	Bo8g067470
OG0002259	Bra029125, Bra008074	Bo2g079370, Bo2g079350
OG0002260	Bra008491	Bo2g096220
OG0002260	Bra026138	Bo5g020810
OG0002260	Bra016662	Bo8g066430
OG0002260	Bra026768	Bo8g106070
OG0002262	Bra040399	Bo5g147040, Bo9g135230
OG0002262	Bra040400	Bo5g147030
OG0002263	Bra028664	Bo9g174510, Bo2g009010, Bo2g009020
OG0002264	Bra010874	Bo3g184400
OG0002264	Bra021336	Bo00988s020
OG0002264	Bra040878, Bra034509	Bo5g071350, Bo02856s010
OG0002264	Bra035417	Bo4g125810
OG0002264	Bra033456	Bo6g080860
OG0002264	Bra029383	Bo05159s010, Bo2g134220
OG0002265	Bra034577	Bo00285s330
OG0002265	Bra027360	Bo3g034820
OG0002265	Bra022287, Bra025474, Bra035962, Bra021270	Bo7g065440
OG0002266	Bra028233	Bo2g131380, Bo7g022960
OG0002266	Bra017884	Bo03872s010, Bo9g144740, Bo6g086990, Bo00970s010, Bo9g135200, Bo1g057180, Bo2g132180, Bo9g112700, Bo4g049460, Bo7g022950, Bo9g022320, Bo3g153900, Bo3g153890, Bo00641s060, Bo01080s010, Bo7g009750, Bo6g080450, Bo00779s010, Bo08018s010, Bo02671s010, Bo01174s010
OG0002267	Bra014605, Bra014604	Bo4g109770
OG0002267	Bra004681, Bra016883	Bo4g191470
OG0002268	Bra025831, Bra016460	Bo8g070280
OG0002268	Bra015762	Bo6g120350
OG0002268	Bra003727	Bo6g084990
OG0002269	Bra014931	Bo7g040760
OG0002269	Bra023740	Bo1g102160
OG0002270	Bra025147	Bo7g081780
OG0002270	Bra026899	Bo5g017540, Bo8g107340
OG0002271	Bra026774	Bo8g066330, Bo8g106170
OG0002271	Bra026150	Bo8g066330, Bo8g106170
OG0002272	Bra035651	Bo4g168070
OG0002272	Bra028392	Bo4g065820
OG0002273	Bra005076	Bo4g026890, Bo5g092870, Bo28808s010
OG0002273	Bra021701	Bo4g175980
OG0002273	Bra013431	Bo1g022050
OG0002274	Bra013224	Bo3g083960
OG0002274	Bra037477	Bo7g089360
OG0002275	Bra001962	Bo1g003720
OG0002275	Bra001340	Bo3g062360
OG0002275	Bra040062	Bo1g144860
OG0002276	Bra031772	Bo8g108840
OG0002276	Bra031393	Bo1g098630
OG0002277	Bra007800	Bo8g099200, Bo8g099190
OG0002277	Bra034252	Bo4g158550
OG0002277	Bra011333	Bo1g010570
OG0002278	Bra017531	Bo2g131370, Bo2g131400, Bo9g065480
OG0002278	Bra025003	Bo7g075640
OG0002278	Bra021029	Bo8g049810
OG0002278	Bra013266	Bo1g018010
OG0002278	Bra012632	Bo7g105550
OG0002279	Bra036704	Bo9g027910
OG0002279	Bra031103	Bo8g102540
OG0002280	Bra014495	Bo4g105040
OG0002280	Bra040336	Bo4g195240
OG0002281	Bra036226	Bo9g006200
OG0002281	Bra030532	Bo5g003870
OG0002282	Bra005327, Bra017312	Bo4g183370
OG0002282	Bra023226, Bra033863	Bo5g091720
OG0002283	Bra013820	Bo1g039190
OG0002283	Bra010486	Bo8g050350
OG0002283	Bra000606	Bo3g042650
OG0002284	Bra003721	Bo6g084920
OG0002284	Bra015752	Bo6g120440
OG0002285	Bra016757	Bo8g065000
OG0002285	Bra027626	Bo9g028910
OG0002285	Bra039253	Bo4g096590
OG0002286	Bra010999	Bo3g138590
OG0002286	Bra024740	Bo5g043160
OG0002286	Bra012472	Bo7g052880
OG0002287	Bra009456	Bo9g180050
OG0002287	Bra028790, Bra005804	Bo3g002800
OG0002287	Bra034120	Bo1g143830
OG0002288	Bra004382	Bo6g108890
OG0002288	Bra024694	Bo5g044990
OG0002289	Bra022261	Bo5g121440
OG0002289	Bra018731	Bo6g014320
OG0002290	Bra001241	Bo3g061120
OG0002290	Bra036163	Bo9g009560
OG0002290	Bra037470	Bo7g089430
OG0002291	Bra024431	Bo3g096570
OG0002291	Bra031843	Bo2g168150
OG0002291	Bra029976	Bo1g081280
OG0002292	Bra035466	Bo1g087770
OG0002292	Bra027887	Bo9g052100
OG0002293	Bra027838	Bo9g046480
OG0002293	Bra018443	Bo8g059350
OG0002294	Bra021905	Bo4g182530
OG0002294	Bra005435	Bo4g039930
OG0002294	Bra021904	Bo4g182520
OG0002295	Bra024636	Bo5g041100
OG0002296	Bra038201	Bo00706s050
OG0002296	Bra039746	Bo2g052640
OG0002296	Bra004134	Bo6g099590
OG0002297	Bra015768	Bo6g120330
OG0002297	Bra012236, Bra016461, Bra025830	Bo5g030430
OG0002298	Bra039516	Bo2g124440
OG0002298	Bra033751	Bo7g067680
OG0002299	Bra010521	Bo3g155710
OG0002300	Bra039098, Bra025242	Bo7g084100
OG0002300	Bra025526	Bo4g140780
OG0002300	Bra028483	Bo6g064910
OG0002301	Bra022768	Bo3g024220
OG0002301	Bra030676	Bo8g009450
OG0002301	Bra015560	Bo5g008030
OG0002302	Bra004912	Bo4g024650
OG0002302	Bra039337	Bo4g195550
OG0002302	Bra014465	Bo8g095580, Bo4g103600
OG0002303	Bra040077	Bo3g173430
OG0002303	Bra011341	Bo1g010500
OG0002304	Bra011026	Bo1g017510
OG0002304	Bra036490	Bo7g003330
OG0002305	Bra024417	Bo3g097740
OG0002305	Bra027582	Bo9g068210
OG0002305	Bra003211	Bo6g069590
OG0002306	Bra038068	Bo8g042030, Bo8g042040
OG0002306	Bra012767	Bo7g103960
OG0002307	Bra013567	Bo1g025640
OG0002307	Bra029518	Bo9g077790
OG0002309	Bra004600	Bo4g012970
OG0002309	Bra016950	Bo4g190710
OG0002309	Bra000215	Bo3g035420
OG0002309	Bra014673	Bo4g112770
OG0002310	Bra016244	Bo6g110660
OG0002310	Bra024650	Bo5g041330
OG0002311	Bra007755	Bo8g098720
OG0002312	Bra016224	Bo6g094720, Bo6g110970
OG0002313	Bra006357	Bo3g012060
OG0002313	Bra023567	Bo9g163190
OG0002314	Bra012915	Bo7g099130
OG0002314	Bra024444	Bo3g096450
OG0002314	Bra037844	Bo9g019110
OG0002315	Bra031738	Bo8g109170
OG0002315	Bra027108	Bo9g043410
OG0002315	Bra031470	Bo1g094490
OG0002316	Bra033555	Bo7g120830
OG0002316	Bra011611	Bo1g006510
OG0002317	Bra017384	Bo9g073150
OG0002317	Bra026549	Bo2g136990
OG0002317	Bra025114	Bo7g081260
OG0002318	Bra037163	Bo9g021870
OG0002318	Bra012084	Bo7g064800
OG0002318	Bra036862	Bo8g080200
OG0002318	Bra012887	Bo7g100510, Bo6g018420
OG0002319	Bra028011	Bo6g046790
OG0002319	Bra010213	Bo5g086650
OG0002319	Bra037899	Bo2g110690, Bo9g088060
OG0002320	Bra028624	Bo2g009460
OG0002320	Bra009397	Bo9g173890
OG0002320	Bra030204	Bo4g151040
OG0002321	Bra015788	Bo6g120130
OG0002321	Bra025812, Bra016470	Bo5g030190
OG0002321	Bra012226	Bo7g061650
OG0002322	Bra032124	Bo4g154230
OG0002322	Bra024049	Bo7g114730
OG0002323	Bra037849, Bra031832	Bo2g168010
OG0002324	Bra010282	Bo3g175520
OG0002324	Bra039220	Bo8g100200
OG0002325	Bra008847	Bo9g168930
OG0002326	Bra028796	Bo2g005450
OG0002326	Bra029828	Bo5g137640
OG0002327	Bra039054	Bo9g008500
OG0002327	Bra033049	Bo2g146340
OG0002327	Bra025339	Bo7g091370
OG0002328	Bra005788, Bra009504	Bo9g181630
OG0002328	Bra034094	Bo1g144160
OG0002328	Bra029817	Bo5g137750
OG0002329	Bra009954	Bo7g093650
OG0002329	Bra036626	Bo9g010390
OG0002329	Bra020587	Bo2g155310
OG0002330	Bra007127	Bo8g087330
OG0002331	Bra033628	Bo7g119110
OG0002331	Bra011854	Bo1g002610, Bo1g002630
OG0002332	Bra018885	Bo6g023600
OG0002332	Bra032281	Bo5g074100
OG0002332	Bra018786	Bo6g018240
OG0002333	Bra039852	Bo01242s010
OG0002333	Bra017659, Bra011537	Bo1g007240
OG0002334	Bra005253	Bo4g032350
OG0002335	Bra004799	Bo4g021220
OG0002335	Bra007485	Bo8g094610
OG0002336	Bra021916	Bo4g182650
OG0002336	Bra005420	Bo4g039770
OG0002337	Bra015656	Bo6g121460
OG0002337	Bra003670	Bo6g082020
OG0002337	Bra008333	Bo2g092980
OG0002338	Bra032024	Bo5g150310
OG0002338	Bra008594	Bo9g161790
OG0002338	Bra006371	Bo3g012190
OG0002339	Bra005540	Bo4g045410
OG0002339	Bra021819	Bo4g179560
OG0002339	Bra015379	Bo5g005130
OG0002340	Bra033900	Bo5g093390
OG0002340	Bra023790	Bo1g103650
OG0002341	Bra021378	Bo1g154970
OG0002341	Bra006376, Bra008586	Bo9g161710
OG0002342	Bra002009	Bo9g177730, Bo9g177680
OG0002342	Bra034141	Bo3g062830, Bo1g141510
OG0002343	Bra023004	Bo3g028220
OG0002343	Bra017329	Bo4g183130
OG0002343	Bra005358	Bo4g038820
OG0002344	Bra010204, Bra028004	Bo6g047940
OG0002344	Bra033193	Bo2g110530
OG0002346	Bra000435	Bo3g039440
OG0002346	Bra004493	Bo11575s010, Bo4g006850
OG0002346	Bra007658	Bo8g097610
OG0002347	Bra020499	Bo2g158680
OG0002347	Bra040079	Bo3g172390
OG0002347	Bra011350	Bo1g010380
OG0002348	Bra025011	Bo7g075550
OG0002348	Bra012627	Bo7g105620
OG0002349	Bra014995	Bo7g038780
OG0002349	Bra015066	Bo7g047120
OG0002349	Bra030096	Bo9g091110
OG0002349	Bra014911	Bo7g040960
OG0002350	Bra000650	Bo3g047250
OG0002351	Bra005925	Bo3g004200
OG0002351	Bra009291	Bo9g175160
OG0002351	Bra002651	Bo9g135080
OG0002352	Bra027071	Bo9g040810
OG0002352	Bra019837	Bo8g108790, Bo5g014930
OG0002353	Bra037780	Bo9g018150
OG0002353	Bra024308	Bo3g101200
OG0002353	Bra031914	Bo2g166290
OG0002354	Bra018895	Bo6g024780
OG0002354	Bra030454	Bo5g081280
OG0002355	Bra012114	Bo7g085830
OG0002355	Bra009882	Bo2g167840
OG0002355	Bra037139	Bo9g021540, Bo9g021570
OG0002356	Bra007721	Bo8g098300
OG0002356	Bra000467	Bo3g039850
OG0002356	Bra021451	Bo4g200830
OG0002357	Bra021188	Bo8g091290
OG0002357	Bra012753	Bo7g104100
OG0002358	Bra016651	Bo8g066560
OG0002358	Bra026749	Bo8g105890
OG0002358	Bra026106, Bra026108	Bo5g021280
OG0002359	Bra026248	Bo1g051700
OG0002359	Bra004870, Bra017486	Bo9g069520
OG0002360	Bra010350	Bo8g054500
OG0002360	Bra011057	Bo1g017150
OG0002361	Bra040136	Bo1g152060
OG0002361	Bra009998	Bo7g093190
OG0002362	Bra017835	Bo7g118590
OG0002362	Bra010602	Bo3g153400
OG0002362	Bra032186	Bo4g151280
OG0002363	Bra009510	Bo9g181720, Bo9g181710
OG0002363	Bra028820	Bo3g002560, Bo2g005230
OG0002364	Bra005644	Bo4g049510
OG0002364	Bra015450	Bo5g006930
OG0002365	Bra039110	Bo5g155060
OG0002365	Bra008745	Bo9g165720
OG0002366	Bra009703	Bo7g097470
OG0002366	Bra018031	Bo8g077320
OG0002367	Bra012102	Bo7g064520
OG0002368	Bra031708	Bo8g109610
OG0002368	Bra019940	Bo5g010800, Bo5g010810
OG0002369	Bra021957	Bo2g126980
OG0002370	Bra023732	Bo01215s010
OG0002370	Bra010762	Bo4g127040, Bo3g149090
OG0002371	Bra023270	Bo5g049100
OG0002371	Bra035486	Bo8g028680
OG0002371	Bra005347	Bo4g038690
OG0002372	Bra030820	Bo3g185760
OG0002372	Bra034713	Bo5g132990
OG0002372	Bra001480	Bo3g065240
OG0002373	Bra012479	Bo7g050600
OG0002373	Bra033935	Bo2g057880
OG0002373	Bra004309	Bo6g106880
OG0002374	Bra033579	Bo7g119580
OG0002374	Bra011891	Bo1g002190
OG0002375	Bra039459	Bo3g162630, Bo5g146660
OG0002375	Bra009969	Bo7g093480
OG0002376	Bra016607	Bo8g067070
OG0002376	Bra025984	Bo5g023670
OG0002376	Bra026675	Bo8g104970
OG0002377	Bra037070	Bo6g055850
OG0002377	Bra039958	Bo5g096890, Bo5g095780
OG0002377	Bra023822	Bo1g105040
OG0002377	Bra001870	Bo3g080210
OG0002378	Bra035646	Bo2g032810
OG0002378	Bra006839, Bra002771	Bo9g130600
OG0002379	Bra014317	Bo3g181110
OG0002380	Bra014667	Bo4g112680
OG0002380	Bra007277	Bo8g091180
OG0002380	Bra016954	Bo4g190680
OG0002381	Bra037787	Bo3g101060
OG0002381	Bra006032	Bo3g005270
OG0002382	Bra011290	Bo1g011070
OG0002382	Bra032080	Bo8g099640, Bo4g154800
OG0002383	Bra013922, Bra008806	Bo1g040530
OG0002383	Bra002719	Bo9g133270, Bo9g133260
OG0002383	Bra020433	Bo2g030310
OG0002384	Bra019134	Bo7g110610
OG0002384	Bra013939	Bo1g040710
OG0002384	Bra002752, Bra020461	Bo2g032630
OG0002385	Bra003455	Bo6g077810
OG0002385	Bra004562	Bo4g012490
OG0002386	Bra016541	Bo5g025860, Bo8g068100
OG0002387	Bra016233	Bo6g110800
OG0002387	Bra024640	Bo5g041160
OG0002388	Bra011885	Bo1g002250
OG0002388	Bra030304	Bo4g145890
OG0002388	Bra031179	Bo8g101860
OG0002389	Bra013894	Bo1g040220
OG0002389	Bra029149	Bo3g023510
