Orthogroup	Brassica_rapa	Eutrema_salsugineum
OG0003111	Bra032453	EUTSA_v10008743mg
OG0003111	Bra005650, Bra022861	EUTSA_v10017221mg
OG0003112	Bra039417, Bra040527	EUTSA_v10021138mg
OG0003113	Bra035878	EUTSA_v10004903mg
OG0003113	Bra029240	EUTSA_v10010729mg
OG0003114	Bra027528	EUTSA_v10003191mg
OG0003115	Bra004409, Bra021456	EUTSA_v10001660mg
OG0003116	Bra024807	EUTSA_v10003702mg
OG0003116	Bra026223	EUTSA_v10006929mg
OG0003117	Bra036671, Bra013249, Bra015068	EUTSA_v10002481mg
OG0003118	Bra024018, Bra011251	EUTSA_v100249450mg, EUTSA_v10015942mg, EUTSA_v10023019mg
OG0003120	Bra026330	EUTSA_v10025115mg
OG0003121	Bra012942	EUTSA_v10004479mg
OG0003121	Bra005948, Bra009248	EUTSA_v10013915mg
OG0003122	Bra012607, Bra012608	EUTSA_v10024846mg
OG0003123	Bra032601	EUTSA_v10009031mg
OG0003123	Bra000910	EUTSA_v10029175mg
OG0003124	Bra009422, Bra005823	EUTSA_v10014559mg
OG0003124	Bra001371	EUTSA_v10021438mg
OG0003125	Bra007804	EUTSA_v10000224mg
OG0003125	Bra011324	EUTSA_v10025629mg
OG0003126	Bra023249	EUTSA_v10009144mg
OG0003127	Bra035709, Bra011961	EUTSA_v10016806mg
OG0003128	Bra005771	EUTSA_v10013299mg
OG0003128	Bra005106	EUTSA_v10016525mg
OG0003129	Bra029919	EUTSA_v10010322mg
OG0003130	Bra015977, Bra008106	EUTSA_v10018948mg
OG0003130	Bra025926	EUTSA_v10008683mg
OG0003131	Bra017417	EUTSA_v10004880mg
OG0003131	Bra024820	EUTSA_v10004878mg
OG0003132	Bra024422	EUTSA_v10003830mg
OG0003132	Bra017958	EUTSA_v10010190mg
OG0003133	Bra015976	EUTSA_v10018059mg
OG0003133	Bra025927	EUTSA_v10006685mg
OG0003134	Bra011079, Bra010342	EUTSA_v10026925mg
OG0003135	Bra020220	EUTSA_v10001967mg, EUTSA_v10002179mg
OG0003136	Bra018332, Bra021617	EUTSA_v10016908mg
OG0003137	Bra003603, Bra035125	EUTSA_v10018023mg
OG0003137	Bra026072, Bra026726	EUTSA_v10006624mg
OG0003138	Bra021191	EUTSA_v10021471mg
OG0003138	Bra038057, Bra038058	EUTSA_v10026185mg
OG0003139	Bra031524, Bra038303, Bra039398	EUTSA_v10015362mg, EUTSA_v10029274mg, EUTSA_v10002177mg, EUTSA_v10005278mg, EUTSA_v10017633mg, EUTSA_v10022272mg, EUTSA_v10029159mg
OG0003140	Bra030526, Bra032555	EUTSA_v10007672mg
OG0003141	Bra027129	EUTSA_v10024030mg
OG0003141	Bra019906	EUTSA_v10009472mg
OG0003142	Bra008660	EUTSA_v10012887mg, EUTSA_v10012992mg
OG0003143	Bra032444	EUTSA_v10009546mg
OG0003143	Bra000836	EUTSA_v10029037mg
OG0003144	Bra025356	EUTSA_v10004661mg
OG0003145	Bra031245	EUTSA_v10021272mg
OG0003145	Bra018906	EUTSA_v10011711mg
OG0003146	Bra014631, Bra007322	EUTSA_v10006455mg, EUTSA_v10009908mg, EUTSA_v10008553mg, EUTSA_v10009639mg
OG0003147	Bra013384	EUTSA_v10025896mg, EUTSA_v10026795mg
OG0003148	Bra023781, Bra001895	EUTSA_v10008312mg
OG0003149	Bra030465, Bra018881	EUTSA_v10011436mg
OG0003149	Bra001793, Bra035770	EUTSA_v10020619mg
OG0003150	Bra028383, Bra028384	EUTSA_v10024134mg
OG0003150	Bra031392	EUTSA_v10023411mg
OG0003151	Bra009306	EUTSA_v10013334mg
OG0003151	Bra028684, Bra005952	EUTSA_v10016030mg
OG0003152	Bra000930	EUTSA_v10028557mg
OG0003152	Bra033284	EUTSA_v10007299mg
OG0003153	Bra003209, Bra017728, Bra007142	EUTSA_v10010658mg
OG0003154	Bra020582	EUTSA_v10003780mg
OG0003154	Bra039439, Bra040219, Bra001147	EUTSA_v10020218mg
OG0003155	Bra032203	EUTSA_v10011176mg
OG0003155	Bra003684	EUTSA_v10017994mg
OG0003156	Bra040033, Bra004140	EUTSA_v10019828mg
OG0003157	Bra038477, Bra038478, Bra038479, Bra038475, Bra040651, Bra012712	EUTSA_v10026611mg
OG0003158	Bra039552, Bra012789	EUTSA_v10025932mg
OG0003161	Bra028062	EUTSA_v10022509mg
OG0003164	Bra020862	EUTSA_v10024978mg
OG0003164	Bra038749	EUTSA_v10027142mg
OG0003164	Bra038748, Bra020863	EUTSA_v10024969mg
OG0003166	Bra018710	EUTSA_v10019360mg
OG0003167	Bra035985, Bra033693	EUTSA_v10003245mg
OG0003168	Bra008607, Bra006363	EUTSA_v10015020mg
OG0003168	Bra021405	EUTSA_v10021743mg
OG0003169	Bra028682	EUTSA_v10013445mg
OG0003170	Bra028244	EUTSA_v10028198mg
OG0003170	Bra025381	EUTSA_v10004028mg
OG0003171	Bra019558, Bra029913	EUTSA_v10010541mg
OG0003172	Bra036003	EUTSA_v10003172mg
OG0003173	Bra018462	EUTSA_v10006880mg
OG0003173	Bra038934, Bra035440	EUTSA_v10023298mg
OG0003174	Bra031028, Bra025911	EUTSA_v10007020mg
OG0003175	Bra005460, Bra022964	EUTSA_v10016466mg
OG0003176	Bra012075	EUTSA_v10005334mg
OG0003176	Bra038866, Bra012881, Bra036851	EUTSA_v10010834mg
OG0003178	Bra012566	EUTSA_v10027129mg
OG0003178	Bra025063	EUTSA_v10001190mg
OG0003179	Bra006007	EUTSA_v10015347mg
OG0003179	Bra029206	EUTSA_v10005155mg
OG0003180	Bra008365	EUTSA_v100023551mg, EUTSA_v10022454mg, EUTSA_v10027212mg, EUTSA_v10026901mg, EUTSA_v10027448mg, EUTSA_v100023550mg, EUTSA_v10026859mg, EUTSA_v10022453mg, EUTSA_v10027373mg, EUTSA_v10027541mg, EUTSA_v10027314mg, EUTSA_v10002356mg, EUTSA_v10026887mg, EUTSA_v10027156mg
OG0003181	Bra013503	EUTSA_v10026066mg
OG0003181	Bra029575	EUTSA_v10028903mg
OG0003182	Bra013291	EUTSA_v10025476mg
OG0003182	Bra040925	EUTSA_v10025391mg
OG0003183	Bra039198	EUTSA_v10000109mg
OG0003183	Bra017808	EUTSA_v10024704mg
OG0003184	Bra032361, Bra010796	EUTSA_v10007796mg
OG0003185	Bra008630	EUTSA_v10015375mg
OG0003185	Bra006345	EUTSA_v10021586mg
OG0003187	Bra004170	EUTSA_v10019620mg
OG0003188	Bra038274	EUTSA_v10003051mg
OG0003188	Bra020270	EUTSA_v10016055mg
OG0003189	Bra013314, Bra012595	EUTSA_v10025291mg
OG0003190	Bra000474, Bra018386	EUTSA_v10017209mg
OG0003191	Bra028885, Bra005698, Bra005699	EUTSA_v10013058mg, EUTSA_v10013097mg, EUTSA_v10015329mg
OG0003192	Bra012897	EUTSA_v10010481mg
OG0003192	Bra012113	EUTSA_v10004469mg
OG0003193	Bra027965	EUTSA_v10024150mg, EUTSA_v10023754mg
OG0003194	Bra036885, Bra039720	EUTSA_v10025735mg
OG0003195	Bra025908	EUTSA_v10006662mg
OG0003195	Bra003825	EUTSA_v10018060mg
OG0003196	Bra003521, Bra040426	EUTSA_v10005747mg
OG0003197	Bra013744, Bra019257	EUTSA_v10025610mg
OG0003197	Bra035262	EUTSA_v10028777mg
OG0003198	Bra005285	EUTSA_v10017131mg
OG0003199	Bra020456, Bra020453, Bra020454, Bra002741	EUTSA_v10015037mg
OG0003200	Bra025092	EUTSA_v10000826mg
OG0003200	Bra013414	EUTSA_v10024740mg
OG0003201	Bra011311	EUTSA_v10027006mg
OG0003201	Bra007814	EUTSA_v10000014mg
OG0003202	Bra001800, Bra001764	EUTSA_v10023848mg
OG0003204	Bra024458	EUTSA_v10026682mg, EUTSA_v10022941mg
OG0003205	Bra022842	EUTSA_v10016815mg
OG0003206	Bra018950	EUTSA_v10011231mg
OG0003206	Bra027179	EUTSA_v10019999mg
OG0003207	Bra039857	EUTSA_v10027210mg, EUTSA_v10027284mg, EUTSA_v10027344mg
OG0003208	Bra024975, Bra009614	EUTSA_v10001116mg
OG0003210	Bra036858	EUTSA_v100103161mg
OG0003210	Bra012082	EUTSA_v10003788mg
OG0003211	Bra007321	EUTSA_v10005836mg
OG0003211	Bra016924	EUTSA_v10016231mg
OG0003212	Bra031663	EUTSA_v10008154mg
OG0003212	Bra027922	EUTSA_v10024122mg
OG0003213	Bra008127	EUTSA_v10018854mg
OG0003214	Bra036395	EUTSA_v10027642mg
OG0003214	Bra040606, Bra001068	EUTSA_v10020072mg
OG0003215	Bra022498	EUTSA_v10022466mg
OG0003215	Bra021160	EUTSA_v100205851mg
OG0003216	Bra025980	EUTSA_v10008577mg
OG0003216	Bra016059	EUTSA_v10019098mg
OG0003217	Bra023471, Bra023472	EUTSA_v10009919mg, EUTSA_v10009541mg
OG0003218	Bra018898	EUTSA_v10011554mg
OG0003218	Bra035740	EUTSA_v10020828mg
OG0003219	Bra013916	EUTSA_v10026876mg
OG0003219	Bra022614	EUTSA_v10013050mg
OG0003220	Bra033393	EUTSA_v10006805mg
OG0003220	Bra036227	EUTSA_v10028432mg
OG0003221	Bra018547	EUTSA_v10005574mg
OG0003222	Bra014868, Bra033127	EUTSA_v10028387mg
OG0003222	Bra019341	EUTSA_v10024304mg
OG0003223	Bra023126	EUTSA_v10007354mg
OG0003223	Bra014886	EUTSA_v10009705mg
OG0003224	Bra011061, Bra011062	EUTSA_v10027582mg
OG0003225	Bra024759	EUTSA_v10006840mg
OG0003226	Bra013111	EUTSA_v10022994mg, EUTSA_v10022957mg
OG0003227	Bra008429, Bra035142	EUTSA_v10023142mg, EUTSA_v10018086mg
OG0003228	Bra006068, Bra005311	EUTSA_v10012974mg
OG0003228	Bra024402	EUTSA_v10003870mg
OG0003230	Bra000265, Bra000263	EUTSA_v10017395mg
OG0003231	Bra024176, Bra011122	EUTSA_v10026918mg
OG0003232	Bra041082	EUTSA_v10000104mg
OG0003233	Bra024749	EUTSA_v10007453mg
OG0003233	Bra004034	EUTSA_v10018446mg
OG0003234	Bra030620, Bra015448	EUTSA_v10007603mg
OG0003235	Bra028229	EUTSA_v10027993mg
OG0003237	Bra033806, Bra018197, Bra018196, Bra018198	EUTSA_v10002403mg
OG0003238	Bra040057, Bra029713	EUTSA_v10020669mg
OG0003238	Bra029712, Bra040056	EUTSA_v10020635mg
OG0003239	Bra034151, Bra001383	EUTSA_v10020842mg
OG0003240	Bra021081, Bra012691	EUTSA_v10026274mg
OG0003241	Bra029975	EUTSA_v10010374mg
OG0003242	Bra039915	EUTSA_v10022756mg
OG0003242	Bra017750, Bra011667	EUTSA_v10025510mg
OG0003243	Bra020177, Bra002396	EUTSA_v10015904mg
OG0003243	Bra035001	EUTSA_v10010725mg
OG0003244	Bra034880	EUTSA_v10025402mg
OG0003244	Bra001949, Bra015042	EUTSA_v10002545mg
OG0003245	Bra030907	EUTSA_v10011317mg
OG0003246	Bra022188	EUTSA_v10020047mg
OG0003246	Bra038040	EUTSA_v10024342mg
OG0003247	Bra014525, Bra007478, Bra003391	EUTSA_v10006338mg
OG0003248	Bra023802	EUTSA_v10021765mg
OG0003248	Bra036887	EUTSA_v10026630mg
OG0003249	Bra031522	EUTSA_v10023432mg
OG0003250	Bra028745, Bra005872	EUTSA_v10014679mg
OG0003250	Bra034847	EUTSA_v10021519mg
OG0003251	Bra021292	EUTSA_v10020535mg, EUTSA_v10020536mg
OG0003252	Bra013743	EUTSA_v10026287mg
OG0003252	Bra000730	EUTSA_v10028955mg
OG0003253	Bra018534	EUTSA_v10028915mg
OG0003253	Bra033373	EUTSA_v10008600mg
OG0003254	Bra011338, Bra023953, Bra040075	EUTSA_v10025240mg
OG0003255	Bra041037	EUTSA_v10001295mg
OG0003256	Bra020384, Bra002676, Bra006785, Bra020395	EUTSA_v10012762mg
OG0003257	Bra036449, Bra031982	EUTSA_v10022143mg
OG0003257	Bra023633, Bra013957	EUTSA_v10013347mg
OG0003258	Bra032309, Bra010834	EUTSA_v10006853mg
OG0003259	Bra037432	EUTSA_v10003667mg
OG0003259	Bra036282	EUTSA_v10028435mg
OG0003260	Bra030905	EUTSA_v10012398mg
OG0003261	Bra018676, Bra015772	EUTSA_v10018792mg
OG0003261	Bra025825	EUTSA_v10008062mg
OG0003262	Bra011659	EUTSA_v10024177mg
OG0003262	Bra037246, Bra024486	EUTSA_v10022516mg
OG0003263	Bra006323	EUTSA_v10013036mg
OG0003264	Bra039460	EUTSA_v10021054mg
OG0003264	Bra009970	EUTSA_v10004511mg
OG0003265	Bra013982	EUTSA_v10014279mg
OG0003266	Bra006350	EUTSA_v10013162mg, EUTSA_v10016036mg
OG0003267	Bra036481, Bra031128	EUTSA_v10002140mg
OG0003267	Bra021698	EUTSA_v10017452mg
OG0003269	Bra011111	EUTSA_v10026923mg
OG0003269	Bra024158	EUTSA_v10024372mg
OG0003270	Bra015531	EUTSA_v10007393mg
OG0003270	Bra021642	EUTSA_v10016488mg
OG0003271	Bra021492, Bra001513, Bra027412	EUTSA_v10021003mg
OG0003272	Bra011059	EUTSA_v10025947mg
OG0003273	Bra019139	EUTSA_v10025858mg
OG0003273	Bra002728	EUTSA_v10014532mg
OG0003274	Bra027190	EUTSA_v10022334mg
OG0003275	Bra035086, Bra003625	EUTSA_v10018356mg
OG0003276	Bra018714, Bra014117, Bra014116	EUTSA_v10011587mg
OG0003276	Bra022215, Bra021246	EUTSA_v10020956mg
OG0003277	Bra023896	EUTSA_v10021996mg, EUTSA_v10011901mg
OG0003278	Bra029086, Bra003071, Bra022641	EUTSA_v10015233mg
OG0003279	Bra011463	EUTSA_v10025294mg
OG0003279	Bra013126	EUTSA_v10022700mg
OG0003280	Bra005546	EUTSA_v10016663mg
OG0003280	Bra015375	EUTSA_v10007682mg
OG0003281	Bra015221, Bra039842	EUTSA_v10022580mg
OG0003283	Bra000691	EUTSA_v10028538mg
OG0003283	Bra034444	EUTSA_v10007233mg
OG0003284	Bra025426	EUTSA_v10006979mg
OG0003285	Bra011429	EUTSA_v10024198mg
OG0003285	Bra021545, Bra001545	EUTSA_v10019882mg
OG0003286	Bra033973, Bra004066, Bra004267	EUTSA_v10019051mg
OG0003287	Bra005598	EUTSA_v10017977mg
OG0003288	Bra000693	EUTSA_v10029422mg
OG0003288	Bra028027, Bra034448	EUTSA_v10008144mg
OG0003289	Bra028391	EUTSA_v10016365mg
OG0003289	Bra031580, Bra031581	EUTSA_v10006948mg
OG0003290	Bra029784, Bra034084	EUTSA_v10021874mg
OG0003290	Bra006994, Bra003132	EUTSA_v10010878mg
OG0003291	Bra034420, Bra028085	EUTSA_v10001818mg
OG0003292	Bra013771	EUTSA_v10026976mg
OG0003292	Bra035302	EUTSA_v10003349mg
OG0003293	Bra001332, Bra029743, Bra029751	EUTSA_v10022097mg
OG0003294	Bra030724, Bra031626	EUTSA_v10006669mg
OG0003294	Bra034332	EUTSA_v10001894mg
OG0003295	Bra011851	EUTSA_v10027031mg
OG0003295	Bra011855, Bra011853	EUTSA_v10029356mg, EUTSA_v10029484mg, EUTSA_v10029197mg
OG0003296	Bra030147, Bra032325	EUTSA_v10008588mg
OG0003297	Bra009489, Bra029822	EUTSA_v10020357mg
OG0003298	Bra022101	EUTSA_v10000988mg
OG0003298	Bra040171	EUTSA_v10025930mg
OG0003299	Bra003318	EUTSA_v10006265mg
OG0003300	Bra010289, Bra011187	EUTSA_v10026407mg
OG0003300	Bra038813	EUTSA_v10022879mg
OG0003301	Bra002203	EUTSA_v10014423mg
OG0003302	Bra013897, Bra010458	EUTSA_v10012897mg, EUTSA_v10012891mg
OG0003303	Bra015894	EUTSA_v10018022mg
OG0003303	Bra031056	EUTSA_v10006659mg
OG0003304	Bra017232	EUTSA_v10016477mg
OG0003304	Bra028544	EUTSA_v10010265mg
OG0003305	Bra036165	EUTSA_v10004601mg
OG0003305	Bra029633	EUTSA_v10021140mg
OG0003306	Bra016163	EUTSA_v10018329mg
OG0003306	Bra024558	EUTSA_v10007182mg
OG0003307	Bra032528, Bra030555	EUTSA_v10006848mg
OG0003308	Bra026036	EUTSA_v10006845mg
OG0003308	Bra003622, Bra035091	EUTSA_v10018148mg
OG0003309	Bra027459	EUTSA_v10003254mg
OG0003309	Bra010926, Bra030057	EUTSA_v10008280mg
OG0003310	Bra028251, Bra039519, Bra002165	EUTSA_v10001228mg, EUTSA_v10001108mg
OG0003311	Bra035009	EUTSA_v10010084mg
OG0003311	Bra011366	EUTSA_v10024276mg
OG0003312	Bra015392, Bra015389, Bra030604	EUTSA_v10006803mg
OG0003313	Bra014043	EUTSA_v10011314mg
OG0003313	Bra033652	EUTSA_v10003162mg
OG0003314	Bra011694	EUTSA_v10025766mg
OG0003315	Bra003590	EUTSA_v10009235mg
OG0003316	Bra027269	EUTSA_v10022019mg
OG0003316	Bra038106	EUTSA_v10011332mg
OG0003317	Bra018377, Bra031571	EUTSA_v10008509mg
OG0003319	Bra040078	EUTSA_v10025566mg
OG0003320	Bra041012	EUTSA_v10016340mg
OG0003321	Bra020768	EUTSA_v10020063mg
OG0003321	Bra002199	EUTSA_v10012681mg
OG0003322	Bra003858	EUTSA_v10018036mg
OG0003323	Bra028683, Bra009308	EUTSA_v10013475mg
OG0003323	Bra012971	EUTSA_v10004168mg
OG0003324	Bra009131	EUTSA_v10015797mg
OG0003324	Bra007320	EUTSA_v10006378mg
OG0003325	Bra019089	EUTSA_v10025814mg
OG0003326	Bra023169	EUTSA_v10006741mg
OG0003326	Bra013425	EUTSA_v10024340mg
OG0003327	Bra002849	EUTSA_v10012582mg
OG0003327	Bra033531	EUTSA_v10024313mg
OG0003328	Bra011108	EUTSA_v10026559mg
OG0003329	Bra024208, Bra026261, Bra010371	EUTSA_v10026231mg
OG0003331	Bra031031	EUTSA_v10007073mg
OG0003332	Bra017602, Bra025077	EUTSA_v10000881mg
OG0003332	Bra020977	EUTSA_v10027028mg
OG0003333	Bra033264	EUTSA_v10007009mg
OG0003333	Bra000943	EUTSA_v10028493mg
OG0003334	Bra013572	EUTSA_v10024761mg
OG0003334	Bra001984	EUTSA_v10022627mg
OG0003335	Bra023978	EUTSA_v10026852mg
OG0003335	Bra007819	EUTSA_v10000311mg
OG0003336	Bra035541, Bra002948	EUTSA_v10013232mg
OG0003336	Bra026385	EUTSA_v10024847mg
OG0003337	Bra019302	EUTSA_v10024360mg
OG0003337	Bra035228	EUTSA_v10028407mg
OG0003338	Bra016265	EUTSA_v10018676mg
OG0003338	Bra016301	EUTSA_v10008330mg
OG0003339	Bra017209, Bra023095	EUTSA_v10010755mg, EUTSA_v10017301mg
OG0003340	Bra031793	EUTSA_v10007630mg
OG0003340	Bra003635, Bra035070	EUTSA_v10018565mg
OG0003341	Bra029174	EUTSA_v10014661mg
OG0003341	Bra013872	EUTSA_v10026232mg
OG0003342	Bra026245	EUTSA_v10026069mg
OG0003342	Bra024943	EUTSA_v10001007mg
OG0003343	Bra031467, Bra027106	EUTSA_v10023837mg
OG0003343	Bra028706, Bra005927, Bra009285	EUTSA_v10015436mg
OG0003344	Bra013951	EUTSA_v10025518mg
OG0003344	Bra002778	EUTSA_v10013848mg
OG0003345	Bra021213	EUTSA_v10021196mg
OG0003345	Bra033547	EUTSA_v10025677mg
OG0003346	Bra019530	EUTSA_v10010050mg
OG0003347	Bra014856	EUTSA_v10010160mg
OG0003347	Bra000023	EUTSA_v100163911mg
OG0003348	Bra018980	EUTSA_v10011574mg
OG0003348	Bra021130	EUTSA_v10022114mg
OG0003349	Bra021872	EUTSA_v10016306mg
OG0003350	Bra035945	EUTSA_v10003822mg
OG0003351	Bra011726	EUTSA_v10024365mg
OG0003351	Bra032164	EUTSA_v10000041mg
OG0003352	Bra027239	EUTSA_v10021964mg
OG0003352	Bra013184	EUTSA_v10003332mg
OG0003353	Bra018005	EUTSA_v10010311mg
OG0003354	Bra012933	EUTSA_v10005388mg
OG0003355	Bra007905, Bra003958	EUTSA_v10019382mg
OG0003356	Bra002541	EUTSA_v10012688mg
OG0003356	Bra033826, Bra018214	EUTSA_v10002401mg
OG0003357	Bra018252, Bra022836	EUTSA_v10016918mg
OG0003358	Bra009127	EUTSA_v10013820mg
OG0003359	Bra039059, Bra033040	EUTSA_v10004596mg
OG0003360	Bra035576	EUTSA_v10012723mg
OG0003361	Bra009937, Bra036609, Bra036608, Bra020571	EUTSA_v10005521mg
OG0003363	Bra030939, Bra038119	EUTSA_v10020988mg
OG0003364	Bra011603, Bra020812	EUTSA_v10024351mg
OG0003365	Bra021357	EUTSA_v10020936mg
OG0003365	Bra013971	EUTSA_v10013879mg
OG0003366	Bra010951, Bra010950	EUTSA_v10006550mg, EUTSA_v10006556mg
OG0003368	Bra013633, Bra019368, Bra020837	EUTSA_v10027281mg
OG0003369	Bra018162	EUTSA_v10010665mg
OG0003370	Bra026207, Bra026822	EUTSA_v10008244mg, EUTSA_v10023814mg
OG0003372	Bra026250, Bra026252	EUTSA_v10025916mg
OG0003373	Bra028738	EUTSA_v10013662mg
OG0003373	Bra034829, Bra001410	EUTSA_v10022441mg
OG0003374	Bra007123	EUTSA_v10010513mg
OG0003375	Bra016331, Bra024618	EUTSA_v10007309mg
OG0003376	Bra034692, Bra034693	EUTSA_v10019903mg, EUTSA_v10019901mg
OG0003377	Bra036184	EUTSA_v10003897mg
OG0003377	Bra040028	EUTSA_v10020400mg
OG0003378	Bra012974	EUTSA_v10003960mg
OG0003378	Bra009310	EUTSA_v10013186mg
OG0003379	Bra016008	EUTSA_v10018855mg
OG0003379	Bra025939	EUTSA_v10008184mg
OG0003380	Bra026096	EUTSA_v10008623mg
OG0003380	Bra035158	EUTSA_v10019068mg
OG0003381	Bra012413, Bra016324, Bra024629	EUTSA_v10009521mg
OG0003382	Bra018958	EUTSA_v10011373mg
OG0003383	Bra036108	EUTSA_v10004666mg
OG0003383	Bra001133	EUTSA_v10021202mg
OG0003384	Bra034830	EUTSA_v10020029mg
OG0003384	Bra009169, Bra005884	EUTSA_v10012627mg
OG0003385	Bra024945	EUTSA_v10000960mg
OG0003385	Bra026247	EUTSA_v10025694mg
OG0003386	Bra011532	EUTSA_v10025642mg
OG0003386	Bra015232, Bra013096	EUTSA_v10022768mg
OG0003387	Bra019907	EUTSA_v10009914mg
OG0003387	Bra013936, Bra019135	EUTSA_v10024237mg
OG0003388	Bra030152, Bra014362	EUTSA_v10022201mg
OG0003389	Bra036666	EUTSA_v10022938mg
OG0003390	Bra002175	EUTSA_v10013941mg
OG0003390	Bra023690, Bra002174	EUTSA_v10013982mg
OG0003391	Bra040351, Bra031493	EUTSA_v10025407mg
OG0003391	Bra027125	EUTSA_v10023529mg
OG0003392	Bra017018, Bra000182, Bra004970	EUTSA_v10016882mg
OG0003393	Bra018082, Bra019527	EUTSA_v10010862mg
OG0003394	Bra039178, Bra008632	EUTSA_v10013713mg
OG0003395	Bra007125	EUTSA_v10010676mg
OG0003395	Bra003203	EUTSA_v10010647mg
OG0003396	Bra019707	EUTSA_v100077740mg
OG0003396	Bra025122	EUTSA_v10005515mg
OG0003397	Bra029362, Bra013025	EUTSA_v10004353mg
OG0003398	Bra032734	EUTSA_v10024982mg
OG0003399	Bra026056	EUTSA_v10007415mg
OG0003399	Bra008404	EUTSA_v10019858mg
OG0003400	Bra009521	EUTSA_v10012679mg
OG0003400	Bra005269	EUTSA_v10016249mg
OG0003401	Bra016608, Bra025986	EUTSA_v10009625mg
OG0003402	Bra001434, Bra001433	EUTSA_v10026812mg
OG0003403	Bra008654	EUTSA_v10013742mg
OG0003403	Bra021435	EUTSA_v10020888mg
OG0003404	Bra013165	EUTSA_v10009663mg, EUTSA_v10000359mg, EUTSA_v10003466mg
OG0003405	Bra012567, Bra013361	EUTSA_v10025855mg
OG0003406	Bra025649	EUTSA_v10027971mg
OG0003406	Bra025647	EUTSA_v10027966mg
OG0003407	Bra003486	EUTSA_v10011470mg
OG0003407	Bra003487, Bra007663	EUTSA_v10005900mg
OG0003408	Bra008646, Bra023551	EUTSA_v10013525mg, EUTSA_v10009656mg
OG0003409	Bra004824	EUTSA_v10001634mg, EUTSA_v10001638mg
OG0003410	Bra025953, Bra016591, Bra031002	EUTSA_v10008386mg
OG0003411	Bra039127	EUTSA_v10021032mg
OG0003411	Bra023497	EUTSA_v10013977mg
OG0003412	Bra008729	EUTSA_v10024953mg, EUTSA_v10013264mg
OG0003412	Bra006274, Bra008731	EUTSA_v10013249mg
OG0003413	Bra035773	EUTSA_v10019969mg, EUTSA_v10029118mg
OG0003413	Bra030472	EUTSA_v10011195mg
OG0003414	Bra012925	EUTSA_v10010092mg
OG0003414	Bra024413	EUTSA_v10003584mg
OG0003415	Bra021102	EUTSA_v10021656mg, EUTSA_v10023724mg, EUTSA_v10009807mg, EUTSA_v10009904mg, EUTSA_v10009921mg, EUTSA_v10009561mg
OG0003416	Bra026218	EUTSA_v10009257mg
OG0003416	Bra026590	EUTSA_v10005238mg
OG0003417	Bra034174	EUTSA_v10020614mg
OG0003417	Bra009135	EUTSA_v10015821mg
OG0003418	Bra032082	EUTSA_v10000328mg
OG0003418	Bra023994	EUTSA_v10026315mg
OG0003419	Bra024479	EUTSA_v10022643mg
OG0003419	Bra017752, Bra011671	EUTSA_v10024928mg
OG0003420	Bra040960, Bra030375	EUTSA_v10011246mg
OG0003420	Bra021132, Bra027209	EUTSA_v10020083mg
OG0003422	Bra027925	EUTSA_v10023423mg
OG0003422	Bra020024	EUTSA_v10007579mg
OG0003423	Bra007684	EUTSA_v10005872mg
OG0003423	Bra004457	EUTSA_v10001383mg
OG0003424	Bra038048, Bra033523	EUTSA_v10026998mg
OG0003424	Bra012748	EUTSA_v10026734mg
OG0003425	Bra014937	EUTSA_v10020434mg
OG0003425	Bra010763	EUTSA_v10024825mg
OG0003426	Bra021636, Bra022802	EUTSA_v10016544mg
OG0003426	Bra018311, Bra021637, Bra022803	EUTSA_v10016545mg
OG0003427	Bra022825, Bra018279, Bra021696	EUTSA_v10017588mg
OG0003428	Bra024495	EUTSA_v10022796mg
OG0003429	Bra027377	EUTSA_v10020161mg
OG0003429	Bra037966	EUTSA_v10011285mg
OG0003430	Bra006239, Bra008776	EUTSA_v10013083mg
OG0003432	Bra023403, Bra008836, Bra006194	EUTSA_v10013094mg
OG0003433	Bra002971	EUTSA_v10013583mg
OG0003434	Bra035137	EUTSA_v10018877mg
OG0003434	Bra026082	EUTSA_v10008118mg
OG0003435	Bra021356	EUTSA_v10021316mg
OG0003435	Bra013967	EUTSA_v10014121mg
OG0003436	Bra020156, Bra002369	EUTSA_v10013527mg
OG0003436	Bra034315	EUTSA_v10001987mg
OG0003437	Bra015079, Bra013242, Bra013243	EUTSA_v10002739mg
OG0003438	Bra025763	EUTSA_v10008437mg
OG0003439	Bra036884	EUTSA_v10026306mg, EUTSA_v10026305mg
OG0003440	Bra001707, Bra022325, Bra037580	EUTSA_v10020568mg
OG0003441	Bra011756, Bra017818	EUTSA_v10025016mg, EUTSA_v10024999mg
OG0003441	Bra017817	EUTSA_v10027312mg, EUTSA_v10011421mg
OG0003442	Bra027157	EUTSA_v10023858mg
OG0003442	Bra027156	EUTSA_v10023585mg
OG0003443	Bra009782	EUTSA_v10004788mg
OG0003443	Bra017976	EUTSA_v10010930mg
OG0003445	Bra014531, Bra007462	EUTSA_v10027996mg, EUTSA_v10027998mg
OG0003446	Bra010523, Bra041134	EUTSA_v10027140mg
OG0003449	Bra015017, Bra041049, Bra038183, Bra008538, Bra038917, Bra040888, Bra008550, Bra017554, Bra008549, Bra028090, Bra032224, Bra037850, Bra035013, Bra039572, Bra037875, Bra040846, Bra039581, Bra040391, Bra040890, Bra039582, Bra040385, Bra037855, Bra001860, Bra028071, Bra035304	EUTSA_v10002724mg
